zh_hk_cue,zh_hk_target,type,cue_type,target_type,zh_hk_cosine
地面,瓶子,unrelated,word,word,0.956745106295491
黑手黨,七月,unrelated,word,word,0.924468144684208
理由,貨車,unrelated,word,word,0.95374503346964
英里,逮捕,unrelated,word,word,0.950919927717748
儀式,前往,unrelated,word,word,0.951064818359261
障礙,導演,unrelated,word,word,0.840171088501383
嘴唇,耳朵,unrelated,word,word,0.948766719703196
糖果,或許,unrelated,word,word,0.802581397357355
天主教,爆炸,unrelated,word,word,0.883377248612159
吸煙,和諧,unrelated,word,word,0.938598991506936
動物園,愚蠢,unrelated,word,word,0.978761965864073
文化,贏家,unrelated,word,word,0.952181074905557
打開,實際上,unrelated,word,word,0.734334511845565
杯子,使命,unrelated,word,word,0.961064575937285
種族主義,假期,unrelated,word,word,0.975040188229564
絕對,射擊,unrelated,word,word,0.746142846959633
軟件,巨大,unrelated,word,word,0.841642004166617
尊重,城市,unrelated,word,word,0.986714732131992
證實,中午,unrelated,word,word,0.950882972476854
總是,客戶,unrelated,word,word,0.950821514873483
法律,朱古力,unrelated,word,word,0.950537297727735
前進,直升機,unrelated,word,word,0.741300828271609
對面,聲音,unrelated,word,word,0.966175424723149
孤兒院,疫苗,unrelated,word,word,0.921059899243961
錯誤,葬禮,unrelated,word,word,0.966475363816522
男爵,正常,unrelated,word,word,0.974603406214881
怪獸,黎明,unrelated,word,word,0.885872478461186
邪惡,友誼,unrelated,word,word,0.959427897118516
舞蹈家,烏龜,unrelated,word,word,0.871234289783669
風險,背後,unrelated,word,word,0.951813781174966
冒險,全球,unrelated,word,word,0.951484898370747
世紀,藥丸,unrelated,word,word,0.897890526749708
抗議,挑戰,unrelated,word,word,0.987117466100339
特務,繪畫,unrelated,word,word,0.973327402972045
勇氣,爆炸,unrelated,word,word,0.854012348097478
受苦,共產主義,unrelated,word,word,0.879868854725438
相似,力量,unrelated,word,word,0.966765574619718
砰砰,醫生,unrelated,word,word,0.689310882909228
監製,擁抱,unrelated,word,word,0.938509709266155
骯髒,清爽,unrelated,word,word,0.834172501855641
辭職,思考,unrelated,word,word,0.988025735188966
衝突,狙擊手,unrelated,word,word,0.944436382362746
上帝,重要,unrelated,word,word,0.701256612843735
單位,集中,unrelated,word,word,0.94841316515252
大夫,說話,unrelated,word,word,0.954769265339968
窗戶,凍結,unrelated,word,word,0.969265802006153
惡夢,過去,unrelated,word,word,0.801933876568683
乘客,警報,unrelated,word,word,0.827947123591178
酒精,叛徒,unrelated,word,word,0.954997759401835
眼睛,民主,unrelated,word,word,0.858720576543309
健康,演講,unrelated,word,word,0.950287554329278
有用,代替,unrelated,word,word,0.897526590239996
磁場,消失,unrelated,word,word,0.924128350684753
時尚,友善,unrelated,word,word,0.961390096402144
精神,意想不到,unrelated,word,word,0.933305975968069
出口,毫無價值,unrelated,word,word,0.954853158249728
瘟疫,文學,unrelated,word,word,0.888477088156186
原諒,魚兒,unrelated,word,word,0.508861539129854
絞刑,通知,unrelated,word,word,0.979798628850214
希望,早餐,unrelated,word,word,0.963994465282362
現實,黑暗,unrelated,word,word,0.923765914311504
緩慢,上校,unrelated,word,word,0.823307087002099
郵件,原因,unrelated,word,word,0.948122322465011
印象,作嘔,unrelated,word,word,0.98624146387144
牆壁,兒子,unrelated,word,word,0.743876368086012
基因,傳奇,unrelated,word,word,0.972115361784311
鯊魚,緊張,unrelated,word,word,0.923975487190612
植物,富有,unrelated,word,word,0.972689635416439
液體,理論,unrelated,word,word,0.928713348836576
隨意,番茄,unrelated,word,word,0.983544656975458
害怕,網球,unrelated,word,word,0.941357164775172
蘋果,選舉,unrelated,word,word,0.885664153833629
玩耍,顯微鏡,unrelated,word,word,0.925677776710037
通常,巡邏,unrelated,word,word,0.756112447416518
輕力,社區,unrelated,word,word,0.898284006654733
行政,書本,unrelated,word,word,0.965709563867828
公斤,大概,unrelated,word,word,0.74842002861663
優秀,埋葬,unrelated,word,word,0.841384931740035
羅馬,美國,unrelated,word,word,0.899067512692534
滿足,貨物,unrelated,word,word,0.945607853079317
基地,左邊,unrelated,word,word,0.825566184913843
低點,公寓,unrelated,word,word,0.941130055591779
街道,盔甲,unrelated,word,word,0.837776413195928
聖誕,潮濕,unrelated,word,word,0.950512030062585
體面,緊急,unrelated,word,word,0.979684690289163
糟糕,昆蟲,unrelated,word,word,0.875965215636429
大型,信心,unrelated,word,word,0.928764830308636
利潤,憲法,unrelated,word,word,0.9415658653881
數據,自由,unrelated,word,word,0.983934392153116
遺產,保衛,unrelated,word,word,0.914930350886662
私人,毛巾,unrelated,word,word,0.962284201086017
本能,爸爸,unrelated,word,word,0.487084758738387
金融,車庫,unrelated,word,word,0.976042877643296
鑽石,慷慨,unrelated,word,word,0.98357018201971
法庭,操縱,unrelated,word,word,0.807523468087054
牛奶,爸爸,unrelated,word,word,0.517349665718527
羅密歐,處決,unrelated,word,word,0.784079771224213
六月,示威,unrelated,word,word,0.974569899883775
河流,感覺,unrelated,word,word,0.961430368120985
成員,能力,unrelated,word,word,0.976166062688315
尺寸,雪花,unrelated,word,word,0.971310396015591
允許,獅子,unrelated,word,word,0.971943354775096
可能性,動脈,unrelated,word,word,0.793165910796726
的士,制服,unrelated,word,word,0.900059893824554
腎臟,地獄,unrelated,word,word,0.96377649746479
青蛙,死亡,unrelated,word,word,0.913982957529966
機械人,同情,unrelated,word,word,0.967868890283255
花花公子,快樂,unrelated,word,word,0.92803780005814
指南針,太太,unrelated,word,word,0.744725076889726
離婚,表演,unrelated,word,word,0.955683774647706
單身,女孩,unrelated,word,word,0.784696003755062
瑜伽,危險,unrelated,word,word,0.833955435239537
食物,子彈,unrelated,word,word,0.878250321060644
豬肉,天意,unrelated,word,word,0.975551745374233
公里,金融,unrelated,word,word,0.937576628612624
現金,軍火庫,unrelated,word,word,0.915455219615144
明天,童年,unrelated,word,word,0.738439089669762
小山,合理,unrelated,word,word,0.973110250195727
進化,迅速,unrelated,word,word,0.856864619432408
秘密,興奮,unrelated,word,word,0.977630809586615
國家,橙色,unrelated,word,word,0.56305132379418
喉嚨,香檳,unrelated,word,word,0.974154781499603
擔心,兄弟,unrelated,word,word,0.620721613793459
清楚,離開,unrelated,word,word,0.814849937901472
空氣,活力,unrelated,word,word,0.950285652916153
受苦,悲慘,unrelated,word,word,0.438332961530136
藝術家,可能性,unrelated,word,word,0.942933437936003
特點,有效,unrelated,word,word,0.842230600056409
性別,聰明,unrelated,word,word,0.808313197679528
碎片,戰鬥,unrelated,word,word,0.911773609004774
乳牛,搶劫,unrelated,word,word,0.906126265112041
藥片,企業家,unrelated,word,word,0.961461840768684
準備,身體,unrelated,word,word,0.774976491300758
無助,按下,unrelated,word,word,0.750199602007489
獵物,完美,unrelated,word,word,0.824601043161951
開始,十億,unrelated,word,word,0.731560723323902
大臣,好味,unrelated,word,word,0.79071491375866
按鈕,石油,unrelated,word,word,0.616038684034279
私人,區域,unrelated,word,word,0.972230698628037
麻煩,氧氣,unrelated,word,word,0.793645333189325
工廠,合理,unrelated,word,word,0.961191974221504
業餘,意外,unrelated,word,word,0.929443788572916
保證,夢境,unrelated,word,word,0.910211449311163
規則,午餐,unrelated,word,word,0.953905274671692
模型,資訊,unrelated,word,word,0.801484483287566
醫學,驚嚇,unrelated,word,word,0.613273374101501
插入,維持,unrelated,word,word,0.924281767437094
數量,茱麗葉,unrelated,word,word,0.968575949580909
松鼠,團隊,unrelated,word,word,0.914310831092648
污染,奇怪,unrelated,word,word,0.843077205664038
公平,電線,unrelated,word,word,0.923036221793653
新鮮,評估,unrelated,word,word,0.943979215439922
命令,一口,unrelated,word,word,0.955476167436166
駕駛,維修,unrelated,word,word,0.823998235463924
偷竊,珠寶,unrelated,word,word,0.950160027125403
盜竊,觀眾,unrelated,word,word,0.97816211361339
鎖鏈,傲慢,unrelated,word,word,0.964305004081274
轉動,地圖,unrelated,word,word,0.935010706306736
間諜,發燒,unrelated,word,word,0.981556651320739
拋錨,某處,unrelated,word,word,0.902693394726775
海盜,老闆,unrelated,word,word,0.743950986323404
拍賣,有趣,unrelated,word,word,0.775785974640369
雷達,精神,unrelated,word,word,0.92925178009142
英雄,未知,unrelated,word,word,0.979101678798993
天才,赤裸,unrelated,word,word,0.796702381541261
安全,謀殺,unrelated,word,word,0.917274472201704
國會,科學家,unrelated,word,word,0.955908490529071
總督,酒吧,unrelated,word,word,0.967148989209381
避難,感染,unrelated,word,word,0.967234180821273
子彈,生理,unrelated,word,word,0.924333853697288
生病,指控,unrelated,word,word,0.617523075969034
廁所,兄弟,unrelated,word,word,0.670150130892456
味道,北方,unrelated,word,word,0.953372491465369
蟲子,電力,unrelated,word,word,0.938146234422909
射手,可憐,unrelated,word,word,0.91144243208705
別處,建議,unrelated,word,word,0.975929775259837
女兒,雜誌,unrelated,word,word,0.729693849601221
噪音,大廚,unrelated,word,word,0.878626012104628
距離,投票,unrelated,word,word,0.991317385115421
浪費,競爭,unrelated,word,word,0.932766813940741
愛好,試圖,unrelated,word,word,0.969033729603257
已經,委員會,unrelated,word,word,0.984546411360055
避免,政府,unrelated,word,word,0.954307094598358
香蕉,釣魚,unrelated,word,word,0.962475904000422
方法,狂怒,unrelated,word,word,0.919814698605875
閃電,旋轉,unrelated,word,word,0.966395382118008
公仔,修道院,unrelated,word,word,0.893942280599238
間諜,辛苦,unrelated,word,word,0.845228676328849
移動,爆炸性,unrelated,word,word,0.931640011301747
叢林,航行,unrelated,word,word,0.959883001842839
圓形,羅馬,unrelated,word,word,0.977712009886709
雙倍,灰塵,unrelated,word,word,0.885841078068059
星期一,文明,unrelated,word,word,0.963180621539443
雞仔,鼻子,unrelated,word,word,0.963656234351514
蝸牛,已婚,unrelated,word,word,0.96115624573251
噁心,西部,unrelated,word,word,0.829235556041438
最後,塑膠,unrelated,word,word,0.871670529471179
突然,辦公室,unrelated,word,word,0.967163989354729
徽章,婚禮,unrelated,word,word,0.936259541038049
匿名,事件,unrelated,word,word,0.930404548006978
普通,直覺,unrelated,word,word,0.935122332798886
殭屍,牙齒,unrelated,word,word,0.946906421212424
拖車,臥室,unrelated,word,word,0.942459260331616
極其,專員,unrelated,word,word,0.969319000965537
威士忌,勃起,unrelated,word,word,0.965362557912236
軍人,龍蝦,unrelated,word,word,0.969844604635337
乾淨,戀人,unrelated,word,word,0.960874471297884
福爾摩斯,教育,unrelated,word,word,0.909910792700275
寶藏,學校,unrelated,word,word,0.815008061860604
手槍,第四,unrelated,word,word,0.892659999225783
南部,教堂,unrelated,word,word,0.888513307023534
喇叭,啟用,unrelated,word,word,0.740227495182698
電纜,誓言,unrelated,word,word,0.885197375665538
詛咒,中尉,unrelated,word,word,0.891399747740883
職業,城堡,unrelated,word,word,0.927119290230743
無用,迷人,unrelated,word,word,0.779906102253496
讀書,再見,unrelated,word,word,0.493985689472821
紅色,計時器,unrelated,word,word,0.9399735153424
綁架,電視,unrelated,word,word,0.984339705512394
作家,銷售,unrelated,word,word,0.956892980837835
佩服,謙虛,unrelated,word,word,0.855022119219651
驗屍,可怕,unrelated,word,word,0.816829377660197
支持,那裏,unrelated,word,word,0.818184159585721
漂亮,睡覺,unrelated,word,word,0.813353478647158
蝴蝶,帽子,unrelated,word,word,0.955606329366676
週年,致命,unrelated,word,word,0.821448521203168
聖經,老鼠,unrelated,word,word,0.932971846636114
玻璃,音樂,unrelated,word,word,0.919578261048954
高塔,神聖,unrelated,word,word,0.847008763444983
屎忽,人類,unrelated,word,word,0.643710630331738
安靜,華生,unrelated,word,word,0.732870349774333
野餐,皮鞋,unrelated,word,word,0.749424067771243
青年,雪茄,unrelated,word,word,0.954272101296289
典型,美元,unrelated,word,word,0.931603367466022
沙灘,活動,unrelated,word,word,0.960676765000217
墜落,參議員,unrelated,word,word,0.866614830898251
絲綢,擔心,unrelated,word,word,0.83382096639637
偏執,不公平,unrelated,word,word,0.803439211485124
盜賊,返回,unrelated,word,word,0.939856453639783
情況,招供,unrelated,word,word,0.917810840377941
撕開,機械,unrelated,word,word,0.938225776964392
甜美,演員,unrelated,word,word,0.944275169902602
影子,長遠,unrelated,word,word,0.894534663876907
可口,日程,unrelated,word,word,0.781882694200242
創造,火焰,unrelated,word,word,0.971759486113456
天使,疤痕,unrelated,word,word,0.894598834910237
榮耀,戰略,unrelated,word,word,0.979121670786832
對話,有趣,unrelated,word,word,0.83530826422301
流感,大學,unrelated,word,word,0.95801007683814
文件,幫助,unrelated,word,word,0.939829217667012
不可能,遊戲,unrelated,word,word,0.68867646402153
電流,電影,unrelated,word,word,0.929672203111274
逃跑,媽媽,unrelated,word,word,0.639988761427215
地震,壓力,unrelated,word,word,0.971279609532912
成功,三個,unrelated,word,word,0.974595962575787
美妙,太陽,unrelated,word,word,0.982036350448836
咳嗽,父母,unrelated,word,word,0.965816992875451
結束,隊長,unrelated,word,word,0.753721745771541
降落,強烈,unrelated,word,word,0.981018595237163
兩對,測試,unrelated,word,word,0.733423794837152
關係,信號,unrelated,word,word,0.819288486367924
空洞,關閉,unrelated,word,word,0.960248908046135
門口,可愛,unrelated,word,word,0.838374223451688
提供,有些,unrelated,word,word,0.904620290912672
輝煌,敏感,unrelated,word,word,0.746694108559734
祝賀,龍捲風,unrelated,word,word,0.931760436230355
出現,香水,unrelated,word,word,0.907378592428229
艱難,樂隊,unrelated,word,word,0.977104517130974
平衡,大笑,unrelated,word,word,0.820463180063108
恢復,外套,unrelated,word,word,0.948345203995964
聆聽,部長,unrelated,word,word,0.767990862534891
天空,風暴,unrelated,word,word,0.975880872132983
沉重,波士頓,unrelated,word,word,0.973604798833099
重量,相反,unrelated,word,word,0.833786963668066
天堂,炸藥,unrelated,word,word,0.932458210983058
可卡因,切割,unrelated,word,word,0.963831771221889
特權,行政,unrelated,word,word,0.890416987088217
親吻,作家,unrelated,word,word,0.981791695985682
意義,浴室,unrelated,word,word,0.861674397260217
懲罰,救主,unrelated,word,word,0.947722436370594
來源,銀河,unrelated,word,word,0.918616384239675
傷口,騙子,unrelated,word,word,0.837269769777225
目的,癌症,unrelated,word,word,0.88274728986616
偶然,魔鬼,unrelated,word,word,0.780674521572118
分析師,親密,unrelated,word,word,0.853344422300732
襯衫,線人,unrelated,word,word,0.446722814052015
保存,愛好,unrelated,word,word,0.939751614137837
廣告,螞蟻,unrelated,word,word,0.985342381238597
貿易,指紋,unrelated,word,word,0.957633535368649
望遠鏡,討論,unrelated,word,word,0.678520157629875
大使,偉大,unrelated,word,word,0.919493308036413
大使館,家庭,unrelated,word,word,0.898174437347296
歌手,玩笑,unrelated,word,word,0.819748017007039
戒指,女傭,unrelated,word,word,0.932200317234143
南方,商人,unrelated,word,word,0.958220541609419
敵人,決心,unrelated,word,word,0.975749164250971
選擇,法官,unrelated,word,word,0.824978310667694
機票,工人,unrelated,word,word,0.987118332824677
暗號,技術,unrelated,word,word,0.952794865464742
悲慘,通常,unrelated,word,word,0.36773018281037
守衛,誠實,unrelated,word,word,0.957702217375194
唇膏,相信,unrelated,word,word,0.909064227974231
解釋,撞擊,unrelated,word,word,0.911092042501138
關鍵,啤酒,unrelated,word,word,0.937919963557489
機會,勒索,unrelated,word,word,0.972497918178741
脈搏,專業,unrelated,word,word,0.912829847428684
品牌,關於,unrelated,word,word,0.91851680853699
院長,隱藏,unrelated,word,word,0.791509930894558
律師,機構,unrelated,word,word,0.727639717477342
狐狸,殘忍,unrelated,word,word,0.978147911379386
貓頭鷹,星期日,unrelated,word,word,0.971256090231084
發電機,妻子,unrelated,word,word,0.729465283043975
剛剛,傳真,unrelated,word,word,0.93229372242358
哲學,報紙,unrelated,word,word,0.968165293721904
排除,位置,unrelated,word,word,0.965010059211935
獎金,聯繫,unrelated,word,word,0.970653280315013
救援,收入,unrelated,word,word,0.925006322067573
選擇,馬匹,unrelated,word,word,0.945648595860952
奴隸,十月,unrelated,word,word,0.980260390862998
安靜,安全,unrelated,word,word,0.791768929313736
骨頭,肝臟,unrelated,word,word,0.982785824593341
休息,鍛煉,unrelated,word,word,0.904153783872978
異常,領袖,unrelated,word,word,0.949589552302487
打中,凌,unrelated,word,word,0.923967117108727
幼稚,尿液,unrelated,word,word,0.827468012918092
公事包,早晨,unrelated,word,word,0.930640498814829
月亮,協議,unrelated,word,word,0.869214143336498
高爾夫球,受傷,unrelated,word,word,0.962957217626664
薯仔,曾經,unrelated,word,word,0.931201834128049
指甲,藍色,unrelated,word,word,0.954111937732889
特別,設備,unrelated,word,word,0.956324810887924
向下,協議,unrelated,word,word,0.945536198798047
一般,尋找,unrelated,word,word,0.964136282660176
火星,樹木,unrelated,word,word,0.864503732763465
營地,法文,unrelated,word,word,0.895989305457972
蛋白質,隧道,unrelated,word,word,0.920720336783052
跑步,門口,unrelated,word,word,0.935125076209799
看見,懷孕,unrelated,word,word,0.879095751412733
農民,機場,unrelated,word,word,0.978573718653974
管理,蝙蝠俠,unrelated,word,word,0.96765205226644
無知,市長,unrelated,word,word,0.88457516902866
太平洋,蜥蜴,unrelated,word,word,0.975361993241444
化學,系統,unrelated,word,word,0.917351128431946
經理,口渴,unrelated,word,word,0.935807692185744
承認,政治,unrelated,word,word,0.922732428038138
身體,榮耀,unrelated,word,word,0.979588500591504
競技,音樂家,unrelated,word,word,0.89625790459188
忠誠,婚姻,unrelated,word,word,0.915363518883191
直接,信心,unrelated,word,word,0.977606048689766
驚喜,怪誕,unrelated,word,word,0.876922963936671
高潮,秋天,unrelated,word,word,0.924588545054253
絕不,懷疑,unrelated,word,word,0.89752931885227
偽造,棒球,unrelated,word,word,0.972819702621103
流行,歌曲,unrelated,word,word,0.857542896193377
男性,水手,unrelated,word,word,0.896540586978804
叢林,厭惡,unrelated,word,word,0.939212689343117
同情,三角,unrelated,word,word,0.978755063571777
變化,金星,unrelated,word,word,0.772741833717286
銀行家,森林,unrelated,word,word,0.90760014860465
藝術,建議,unrelated,word,word,0.988133235272854
