en_target,en_cue,en_fake_cue,en_fake_target,cs_cue,cs_target,cs_fake_target,cs_fake_cue,da_cue,da_target,da_fake_target,da_fake_cue,de_cue,de_target,de_fake_target,de_fake_cue,ja_target,ja_cue,ja_fake_target,ja_fake_cue,ko_target,ko_cue,ko_fake_cue,ko_fake_target,ru_target,ru_cue,ru_fake_cue,ru_fake_target,tr_target,tr_cue,tr_fake_cue,tr_fake_target,en_word_combo,en_target_word_unique,cs_word_combo,cs_target_word_unique,ja_word_combo,ja_target_word_unique,ko_word_combo,ko_target_word_unique,tr_word_combo,tr_target_word_unique,ru_word_combo,ru_target_word_unique
system,network,somwork,sysrou,síť,systém,emotém,onť,netværk,system,sysert,greværk,netzwerk,system,apotem,netzbeln,システム,通信網,シスヌル,誓ヨ網,시스템,회로망,산중암,리시,система,сеть,сещё,силасьма,sistem,ağ,ña,sisnon,networksystem,system,síťsystém,systém,通信網システム,システム,회로망시스템,시스템,ağsistem,sistem,сетьсистема,система
talent,potential,potengles,seaent,potenciál,talent,takrýt,pozůstaciál,potentiale,talent,tagift,bestentiale,potenzial,talent,tachet,poschatzial,才能,潜在的,十熊,強グ的,재능,잠재적인,달렸적 인,납고,талант,потенциал,поздравциал,тагард,yetenek,potansiyel,potansihardt,yeteling,potentialtalent,talent,potenciáltalent,talent,潜在的才能,才能,잠재적인재능,재능,potansiyelyetenek,yetenek,потенциалталант,талант
teach,learn,leinn,teenh,učit se,učit,uvit se,učka,lære,undervise,unningsviser,opere,lernen,lehren,luhsen,signen,教える,学ぶ,救さは,字ぞ,가르치다,배우다,서였다,가르악은,учить,обучаться,обчалаться,тюить,öğretmek,öğrenmek,öğedilmek,öğedilmek,learnteach,teach,učit seučit,učit,学ぶ教える,教える.1,배우다가르치다,가르치다,öğrenmeköğretmek,öğretmek,обучатьсяучить,учить
teacher,student,humdent,exacher,student,učitel,houtel,stuving,studerende,lærer,lænan,transderende,schüler,lehrer,lekrer,lichler,先生,学生,カハ,手己,선생님,학생,퍼드,성공님,учитель,ученик,чурник,клотель,öğretmen,öğrenci,kangrenci,öğedilmen,studentteacher,teacher,studentučitel,učitel,学生先生,先生,학생선생님,선생님,öğrenciöğretmen,öğretmen,ученикучитель,учитель
team,league,leagir,koam,liga,tým,pám,limie,liga,hold,hovi,maga,liga,mannschaft,lautschaft,liven,チーム,同盟,ドフム,米間,팀,리그,의콥,쾌삿,сборная,лига,лирва,уморбная,takım,lig,igg,tayun,leagueteam,team,ligatým,tým,同盟チーム,チーム,리그팀,팀,ligtakım,takım,лигасборная,сборная
technique,method,methín,technials,metoda,technika,opranika,metokrát,metode,teknik,tekten,meningde,methode,technik,techkam,mekreide,技術,方法,枝微,坊怯,기술,방법,이뼈,을땐,техника,метод,медюр,успоника,teknik,yöntem,yönrüz,tekdün,methodtechnique,technique,metodatechnika,technika,方法技術,技術,방법기술,기술,yöntemteknik,teknik,методтехника,техника
teenager,teenage,teenlye,stenoger,náctiletý,dospívající,dospívajívit se,schoptiletý,teenageagtig,teenager,tenastisk,tæpposkop,jugendlich,teenager,teenfees,kellager,ティーンエイジャー,十代,チィーンエイジャー,虫自,소녀,십대,콥스,머저,подросток,подростковый,поднеловковый,подропан,ergen,genç,gebs,geld,teenageteenager,teenager,náctiletýdospívající,dospívající,十代ティーンエイジャー,ティーンエイジャー,십대소녀,소녀,gençergen,ergen,подростковыйподросток,подросток
telephone,call,caby,firephone,volání,telefon,telepnul,vochodní,opkald,telefon,telestik,rikald,anruf,telefon,teleiert,anval,電話,通話,タロ,タハ,전화,기항,질널,증은,телефон,звонок,звопря,телебель,telefon,aramak,ğırmak,teleiser,calltelephone,telephone,volánítelefon,telefon,通話電話,電話,기항전화,전화,aramaktelefon,telefon,звоноктелефон,телефон
television,radio,rabee,woodvision,rádio,televize,televiathan,rámeš,radio,fjernsyn,fjernnik,ragus,radio,fernsehen,weisehen,ramut,テレビ,無線,洗ビう,撫糸,텔레비전,라디오,수함원,텔레골의,телевидение,радио,рарук,телевидежурие,televizyon,radyo,gruyo,telenecekyon,radiotelevision,television,rádiotelevize,televize,無線テレビ,テレビ,라디오텔레비전,텔레비전,radyotelevizyon,televizyon,радиотелевидение,телевидение
tell,say,tay,koll,říci,sdělit,uralit,říseň,sige,fortælle,forbudle,galke,sagen,erzählen,erhanteln,satio,教える,いう,救むぬ,にろ,알리다,얘기하다,르쇠다,래다,рассказывать,произносить,произнизать,расскастивать,anlatmak,söylemek,söyleopar,söyleopar,saytell,tell,řícisdělit,sdělit,いう教える,教える,얘기하다알리다,알리다.1,söylemekanlatmak,anlatmak,произноситьрассказывать,рассказывать
temperature,heat,heco,temperalysts,teplo,teplota,zdralota,spálo,varme,temperatur,kirurperatur,nedme,wärme,temperatur,brandperatur,pumte,温度,熱,枢卿,著稔,온도,열,권슈,도미,температура,жар,гря,оскорбпература,sıcaklık,ısı,sıağırlık,sıağırlık,heattemperature,temperature,teploteplota,teplota,熱温度,温度,열온도,온도,ısısıcaklık,sıcaklık,жартемпература,температура
tennis,golf,goua,tenter,golf,tenis,tetěz,gofa,golf,tennis,tenser,govø,golf,tennis,bürnis,golau,テニス,ゴルフ,箏脈ス,コレフ,테니스,골프,언스,성하스,теннис,гольф,горыф,теншат,tenis,golf,goda,temat,golftennis,tennis,golftenis,tenis,ゴルフテニス,テニス,골프테니스,테니스,golftenis,tenis,гольфтеннис,теннис
test,experiment,experinates,kost,experiment,test,experiatr,teně,eksperiment,prøve,tidve,eksperistisk,experiment,test,zist,experichard,テスト,実験,チスト,地人,시험,실험,락이,장담트,испытание,эксперимент,эксперижабль,застройвание,test,deney,derir,ölbas,experimenttest,test,experimenttest,test,実験テスト,テスト,실험시험,시험,deneytest,test,экспериментиспытание,испытание
testimony,witness,nevness,southtimony,svědek,svědectví,svědecvost,svěchá,vidne,vidnesbyrd,vidnesvisk,busne,zeuge,zeugenaussage,metznis,götge,証言,目撃者,付潔,巨離者,증언,증인,절한,해할,показание,свидетель,свиметель,показандрество,tanıklık,tanık,tahar,takançlık,witnesstestimony,testimony,svědeksvědectví,svědectví,目撃者証言,証言,증인증언,증언,tanıktanıklık,tanıklık,свидетельпоказание,показание
thank,grateful,crawlful,diank,vděčný,poděkovat,poděkomiksy,vznáný,taknemmelig,takke,menke,skræmmelig,dankbar,danken,symken,maulbar,感謝する,ありがたく思って,恕謝らた,おりぜにし苗ゅく,감사하다,고맙다,배우허다,파아하다,благодарить,благодарный,благокрестный,благодальоне,teşekkür,minnettar,kartnettar,tebekkür efmek,gratefulthank,thank,vděčnýpoděkovat,poděkovat,ありがたく思って感謝する,感謝する,고맙다감사하다,감사하다,minnettarteşekkür,teşekkür,благодарныйблагодарить,благодарить
that,what,whur,thco,co,to,lý,zy,hvad,det,je,etad,was,das,eus,ies,それ,何,いむ,なこ,저것,뭐라고요,글로고 요,었싫,что,кто,кра,убо,o,ne,öğ,b,whatthat,that,coto,to,何それ,それ,뭐라고요저것,저것,neo,o,кточто,что
theater,cinema,thatema,thetass,kino,divadlo,divachat,bubno,biograf,teater,teamant,bioding,kino,theater,everter,kidet,シアター,シネマ,格ちター,盲想マ,극장,영화,탄은,엔트,театр,кинотеатр,кинотерваш,теект,tiyatro,sinema,siayırma,tisenkro,cinematheater,theater,kinodivadlo,divadlo,シネマシアター,シアター,영화극장,극장,sinematiyatro,tiyatro,кинотеатртеатр,театр
theory,idea,idov,apolory,nápad,teorie,teoters,nátví,ide,teori,teoment,ræle,idee,theorie,atemrie,xiee,仮説,考え,超斬,ミ吾,이론,아이디어,아이후크,기해,теория,идея,идус,учёрия,teori,fikir,fimus,tekem,ideatheory,theory,nápadteorie,teorie,考え仮説,仮説.1,아이디어이론,이론,fikirteori,teori,идеятеория,теория
there,here,heit,diere,tady,tam,pím,tamin,her,der,pyr,rir,hier,dort,doza,pür,そこの,ここ,正不の,査捜,저기,여기,가들,배실,там,здесь,здять,ктум,orada,burada,prograda,kasda,herethere,there,tadytam,tam,ここそこの,そこの,여기저기,저기,buradaorada,orada,здесьтам,там
thick,thin,diin,voick,tenký,tlustý,kristý,plyký,tynd,tyk,krøk,rænd,dünn,dick,dite,fönn,厚い,薄い,原り,藩り,두꺼운,얇은,프롭,주스운,толстый,тонкий,буткий,брастый,kalın,ince,karce,kaşum,thinthick,thick,tenkýtlustý,tlustý,薄い厚い,厚い,얇은두꺼운,두꺼운,incekalın,kalın,тонкийтолстый,толстый
think,consider,conkeeper,thuck,zvážit,přemýšlet,přezdívlet,gložit,overveje,tænke,areke,skriveje,erwägen,überlegen,trollegen,erwäsche,考える,考慮する,るうま,問百れち,생각한다,고려하다,사방미다,생각했었,думать,расценивать,расцелинивать,дунишь,düşünmek,hesaba katmak,düedilmek,düedilmek,considerthink,think,zvážitpřemýšlet,přemýšlet,考慮する考える,考える,고려하다생각한다,생각한다,hesaba katmakdüşünmek,düşünmek,расцениватьдумать,думать
thirst,hunger,hulter,thiris,hlad,žízeň,žírit,zmad,sult,tørst,jorst,susi,hunger,durst,carst,masger,喉の渇き,空腹,エゲ替ね,洪忽,목 마름,배고픔,간지림,됬잖,жажда,голод,госяк,жизда,susuzluk,açlık,açgöz,suikasluk,hungerthirst,thirst,hladžízeň,žízeň,空腹喉の渇き,喉の渇き,배고픔목 마름,목 마름,açlıksusuzluk,susuzluk,голоджажда,жажда
three,one,voe,thrae,jeden,tři,jeseš,jevíš,en,tre,jue,po,eins,drei,drebt,orn,三,一,素滴,刀り,삼,일,더니,지라,три,один,атин,пяи,üç,bir,öb,üv,onethree,three,jedentři,tři,一三,三,일삼,삼,birüç,üç,одинтри,три
throne,crown,crlen,throus,koruna,trůn,tryř,kosvalna,krone,trone,sunne,nedne,krone,thron,paron,zahne,王位,王冠,合ほ,ケプ,왕좌,왕관,자물,라치,трон,корона,котельна,пцон,taht,taç,anç,taca,crownthrone,throne,korunatrůn,trůn,王冠王位,王位,왕관왕좌,왕좌,taçtaht,taht,коронатрон,трон
thumb,finger,delger,theeb,prst,palec,panět,lést,finger,tommelfinger,tommelbilæum,samger,finger,daumen,sormen,plager,親指,指,土書,ペス,엄지손가락,손가락,잡혀락,탱이,большой палец,палец,пакуст,большой првёшь,başparmak,parmak,olamak,başkentmak,fingerthumb,thumb,prstpalec,palec,指親指,親指,손가락엄지손가락,엄지손가락,parmakbaşparmak,başparmak,палецбольшой палец,большой палец
thunder,lightning,lightries,timeder,blesk,hrom,hráb,hruch,lyn,torden,uniden,kirn,blitz,donner,oriner,bloz,サンダー,ライトニング,弐士ダー,ライブムング,천둥,번개,계동,일마,гром,молния,стания,грай,gök gürültüsü,şimşek,plandırım,gög merültüsü,lightningthunder,thunder,bleskhrom,hrom,ライトニングサンダー,サンダー,번개천둥,천둥,şimşekgök gürültüsü,gök gürültüsü,молниягром,гром
tie,bind,binu,tih,svázat,kravata,usmívata,sváliv,tøjre,binde,evide,budre,binden,band,netden,netden,結ぶ,縛る,がは,サラ,묶다,동여매다,댕산,모호,завязывать,привязывать,привязыскивать,галмейк,bağlamak,sarmak,dostlamak,dostlamak,bindtie,tie,svázatkravata,kravata,縛る結ぶ,結ぶ,동여매다묶다,묶다,sarmakbağlamak,bağlamak,привязыватьзавязывать,завязывать
timer,detonator,scraponator,tierr,rozbuška,časovač,časobách,rozchylka,detonator,tidtager,tikan,detonadring,zünder,timer,tikum,klider,タイマー,雷管,槍造マー,雨官,타이머,뇌관,맥드,이머타,таймер,детонатор,детонадцать,безмер,zamanlayıcı,patlatıcı,deedeeluk,zafenlayıcı,detonatortimer,timer,rozbuškačasovač,časovač,雷管タイマー,タイマー,뇌관타이머,타이머,patlatıcızamanlayıcı,zamanlayıcı,детонатортаймер,таймер
tissue,skin,skun,lovsue,kůže,tkáň,bosže,tkus,hud,væv,blav,tyd,haut,gewebe,gewebeherrschst,auth,皮膚,肌,残は,悔王,조직,피부,세가,룩의,ткань,кожа,кува,дуань,doku,deri,decek,dolet,skintissue,tissue,kůžetkáň,tkáň,肌皮膚,皮膚,피부조직,조직,deridoku,doku,кожаткань,ткань
title,name,imme,tiest,název,titul,tidža,nářád,navn,titel,tisom,kovn,name,titel,tibar,prome,タイトル,名前,コートル,イド,직함,이름,촌한,함가,заглавие,название,выязвание,загланелл,ünvan,isim,isla,başken,nametitle,title,názevtitul,titul,名前タイトル,タイトル,이름직함,직함,isimünvan,ünvan,названиезаглавие,заглавие
tomato,potato,bratto,thalto,brambor,rajče,pruče,bramcíš,kartoffel,tomat,topyr,kartoftryk,kartoffel,tomate,torichte,kartofhaft,トマト,じゃがいも,乗ト組,狭がいもい,토마토,감자,카인,상담토,помидор,картофель,картостия,помихаль,domates,patates,pataning,domaaşım,potatotomato,tomato,bramborrajče,rajče,じゃがいもトマト,トマト,감자토마토,토마토,patatesdomates,domates,картофельпомидор,помидор
tooth,nail,naug,toshh,nehet,zub,býb,nesis,negl,tand,tapi,nerm,nagel,zahn,uhn,natür,歯,爪,ヘヨ,咖け,이빨,못,근두,장이,зуб,ноготь,слоготь,вуб,diş,tırnak,geçvi,alş,nailtooth,tooth,nehetzub,zub,爪歯,歯,못이빨,이빨,tırnakdiş,diş,ноготьзуб,зуб
tornado,hurricane,hurrilift,salinado,hurikán,tornádo,zpátnádo,hurizvuk,orkan,tornado,sandnado,orlet,wirbelsturm,tornado,pappnado,werbelferm,トルネード,ハリケーン,矩葎ノぼみ,貂賽カろほ,대선풍,허리케인,허종젝치,겼지,торнадо,ураган,фикган,краснадо,hortum,kasırga,kazançga,kazançga,hurricanetornado,tornado,hurikántornádo,tornádo,ハリケーントルネード,トルネード,허리케인대선풍,대선풍,kasırgahortum,hortum,ураганторнадо,торнадо
torture,torment,pliment,clature,trápení,mučení,dvojčení,chlapení,pine,torturere,fængsturere,magne,quälerei,folter,wirter,joglen,拷問,苦痛,考閏,筈桶,고문,고통,트할,브에,пытка,мучение,муствение,тщака,eziyet,işkence,işörümce,işörümce,tormenttorture,torture,trápenímučení,mučení,苦痛拷問,拷問,고통고문,고문,işkenceeziyet,eziyet,мучениепытка,пытка
towel,blanket,blandid,beeel,deka,ručník,oceník,depre,tæppe,håndklæde,elekklæde,grute,decke,handtuch,handscha,derin,タオル,毛布,吏用ル,ソビ,수건,담요,먼즈,중환,полотенце,одеяло,строяло,полокрыльце,havlu,battaniye,augustaniye,havku,blankettowel,towel,dekaručník,ručník,毛布タオル,タオル,담요수건,수건,battaniyehavlu,havlu,одеялополотенце,полотенце
