fa_cue,fa_target,type,cue_type,target_type,fa_cosine
بلتاپ بدنده,گرمیبند,nonword,nonword,nonword,
فرهون,حراری,nonword,nonword,nonword,
بهاب,محرب,nonword,nonword,nonword,
انمتت,رولش,nonword,nonword,nonword,
خاستتر,ژنرایی,nonword,nonword,nonword,
اشتیقش,دریادی,nonword,nonword,nonword,
اتزت,روژی,nonword,nonword,nonword,
بلته,شوخیتوردن,nonword,nonword,nonword,
کايتا,هممکه,nonword,nonword,nonword,
سکتن,مارل,nonword,nonword,nonword,
پاسپ,قرعهدنشی,nonword,nonword,nonword,
وصسول,کنبتت,nonword,nonword,nonword,
بذیل,ایارگاه,nonword,nonword,nonword,
جلهیزات,يسم,nonword,nonword,nonword,
راقۀ,چرت هين,nonword,nonword,nonword,
نگبرق,جزه,nonword,nonword,nonword,
زبالكيها,هنه,nonword,nonword,nonword,
یپل,کمهام,nonword,nonword,nonword,
کاناشي,متهمسان,nonword,nonword,nonword,
ترحزبی,ارتبمز,nonword,nonword,nonword,
مکچ,مقدیو,nonword,nonword,nonword,
ریقا,پوين,nonword,nonword,nonword,
انتیز,شارد,nonword,nonword,nonword,
افر,شکصله,nonword,nonword,nonword,
دزفلدریایی,مقم,nonword,nonword,nonword,
زهست,قانوپیاساسي,nonword,nonword,nonword,
میلییدر,داتم,nonword,nonword,nonword,
تمم,وسچت,nonword,nonword,nonword,
صتم,موآمد,nonword,nonword,nonword,
ولگه,شوریف,nonword,nonword,nonword,
مرتحم,أتت,nonword,nonword,nonword,
نجه,ناتسخانوادگی,nonword,nonword,nonword,
انسوسی,توعنانه,nonword,nonword,nonword,
ترتیلندادن,الگن,nonword,nonword,nonword,
تاجلدیه,دغرل,nonword,nonword,nonword,
طرخ,ئاب,nonword,nonword,nonword,
خردنده,اساسم,nonword,nonword,nonword,
دادهـسا,جکار,nonword,nonword,nonword,
زنبوشکعسل,کوشدکن,nonword,nonword,nonword,
فهموع,رادفرفتن,nonword,nonword,nonword,
نگاهلـردن,نیازاحاشتن,nonword,nonword,nonword,
نشهاد,دوردی,nonword,nonword,nonword,
ييع,نایتان,nonword,nonword,nonword,
باود,نگتی,nonword,nonword,nonword,
سخپ,فيق,nonword,nonword,nonword,
کاند,ستنده,nonword,nonword,nonword,
ارتبمز,تند,nonword,nonword,nonword,
تعئول,رؤجه,nonword,nonword,nonword,
بیح,جیاوتمند,nonword,nonword,nonword,
خبرانداز,رعیایو,nonword,nonword,nonword,
تبلیتوت,نقرا,nonword,nonword,nonword,
تیازه,مشنهی,nonword,nonword,nonword,
قااج,بلتگیری,nonword,nonword,nonword,
زنست,حکال,nonword,nonword,nonword,
مادان,اقزينوس,nonword,nonword,nonword,
سسنپ,يز,nonword,nonword,nonword,
الگن,سزتشو,nonword,nonword,nonword,
نيور,مطبورشت,nonword,nonword,nonword,
مداب,تراثب,nonword,nonword,nonword,
رۀ,روههامه نگار,nonword,nonword,nonword,
آیاسگزار,خجال,nonword,nonword,nonword,
ایلی,توکپه,nonword,nonword,nonword,
فوقايدادهای,لبغ,nonword,nonword,nonword,
دخانهيت,اجراگراف,nonword,nonword,nonword,
عرضگ,رهئي,nonword,nonword,nonword,
حقوقپرازنشستگی,عرزیکی,nonword,nonword,nonword,
وضته,خلاقهي,nonword,nonword,nonword,
امرياز,کرنی,nonword,nonword,nonword,
مسئوورت,جالبشتست,nonword,nonword,nonword,
عزکه,تمر,nonword,nonword,nonword,
بیجیناه,مجزار,nonword,nonword,nonword,
وهور,بسيسر,nonword,nonword,nonword,
نتچله,کشتا,nonword,nonword,nonword,
ایع,زيام,nonword,nonword,nonword,
سندهرا,آلگوش,nonword,nonword,nonword,
لبد,دیوارد,nonword,nonword,nonword,
بایرین,بجع,nonword,nonword,nonword,
نگور,کوکت,nonword,nonword,nonword,
محافظهئزار,تعائب,nonword,nonword,nonword,
بکارض,بالاششردن,nonword,nonword,nonword,
دصید,مانن,nonword,nonword,nonword,
ابتهشم,خصی مریح,nonword,nonword,nonword,
زنست,عموجکردن,nonword,nonword,nonword,
افبياح,اتاقضاواب,nonword,nonword,nonword,
مبر,مسکجی,nonword,nonword,nonword,
مزاير,یصته,nonword,nonword,nonword,
وقيز,رهشز,nonword,nonword,nonword,
دیجزم,جنآشو,nonword,nonword,nonword,
سنينن,وجش,nonword,nonword,nonword,
عنامت,پالات,nonword,nonword,nonword,
انک,دیناقات,nonword,nonword,nonword,
توال,بیاتال,nonword,nonword,nonword,
گمو,بپد,nonword,nonword,nonword,
فورآو فن,صدیست,nonword,nonword,nonword,
تعریامو جید,تصزوف,nonword,nonword,nonword,
یتر,خطشر,nonword,nonword,nonword,
تعوك,صنفای,nonword,nonword,nonword,
قهوهرأی,املیت,nonword,nonword,nonword,
خصاب,دلوایر,nonword,nonword,nonword,
ستری,مجاح,nonword,nonword,nonword,
هيگی,دشاه,nonword,nonword,nonword,
نمایتشاه,ستندا,nonword,nonword,nonword,
مهلام,باردسی,nonword,nonword,nonword,
ابند,وزارهدانه,nonword,nonword,nonword,
سایس,صحوه,nonword,nonword,nonword,
نگه دامین,گرشه,nonword,nonword,nonword,
سلسرتی,پارااه,nonword,nonword,nonword,
جلاری,زرجتپوش,nonword,nonword,nonword,
اسلومتر,خندهوسار,nonword,nonword,nonword,
تبلتک,افسربلی,nonword,nonword,nonword,
دازش,چمیقه,nonword,nonword,nonword,
تجاجه,گاببران,nonword,nonword,nonword,
قبشیه,دستکارفـکردن,nonword,nonword,nonword,
گفاخو,شمتمشمع,nonword,nonword,nonword,
مغنااسسی,هناپ,nonword,nonword,nonword,
شابط,سابچگی,nonword,nonword,nonword,
کایلد,دسدکار,nonword,nonword,nonword,
ابغ,گنميکار,nonword,nonword,nonword,
چهخیص,وقش,nonword,nonword,nonword,
شايمات,گفبت,nonword,nonword,nonword,
یشط,پب,nonword,nonword,nonword,
آمادکيسازی,معاق,nonword,nonword,nonword,
ذعقد,ويض,nonword,nonword,nonword,
سرترز,دیتان,nonword,nonword,nonword,
بانکن,خوبمیدی,nonword,nonword,nonword,
رورينه,تحمی,nonword,nonword,nonword,
پوجمش,گزتان,nonword,nonword,nonword,
همنده,اکسیاء,nonword,nonword,nonword,
وقیله,كاته,nonword,nonword,nonword,
وفط,اورنامه,nonword,nonword,nonword,
صفحهکتمایش,کوقد,nonword,nonword,nonword,
ویض,قدابزدن,nonword,nonword,nonword,
زغالپینگ,انسیار,nonword,nonword,nonword,
یقا,ئل,nonword,nonword,nonword,
يتز,ونر,nonword,nonword,nonword,
فرودتخمدن,خودمال,nonword,nonword,nonword,
یکزمنده,وبز,nonword,nonword,nonword,
سواركسنظام,جلعم,nonword,nonword,nonword,
ردمهردن,واقعهسین,nonword,nonword,nonword,
يپرسون,كشوت,nonword,nonword,nonword,
نوداپسر,سرخرن,nonword,nonword,nonword,
ليخ,لاب,nonword,nonword,nonword,
وتبای,گريين,nonword,nonword,nonword,
بخبا,فجده,nonword,nonword,nonword,
آهسته. تدرتری,باارکن,nonword,nonword,nonword,
تسپ,تیرض,nonword,nonword,nonword,
ایجایهکردن,هلج,nonword,nonword,nonword,
کالس,وجان,nonword,nonword,nonword,
کشهبان,فساهددن,nonword,nonword,nonword,
شرودا,اورن,nonword,nonword,nonword,
گراشبان,مقاومتلهردن,nonword,nonword,nonword,
نمداشی,كواس,nonword,nonword,nonword,
کبصی,زامایش,nonword,nonword,nonword,
اداميپدادن,قدبه,nonword,nonword,nonword,
بالاقافتن,امتحاتور,nonword,nonword,nonword,
نوكردن,رجنواره,nonword,nonword,nonword,
صلنت,لیق,nonword,nonword,nonword,
بهقرادگی,گرندن,nonword,nonword,nonword,
نانیخ,لیبرهن,nonword,nonword,nonword,
تعييد,محژت,nonword,nonword,nonword,
پیغمرفتن,زهوان,nonword,nonword,nonword,
رنپاکردن,شنچیکردن,nonword,nonword,nonword,
بهقدلاوه,دلز,nonword,nonword,nonword,
رژانورد,علام,nonword,nonword,nonword,
کترید,ارچيل,nonword,nonword,nonword,
تووب,تماشفوکردن,nonword,nonword,nonword,
يلن,دوستمباشتني,nonword,nonword,nonword,
انتخشت,بررگر,nonword,nonword,nonword,
سپنر,لحتیز,nonword,nonword,nonword,
دیاده,صوص,nonword,nonword,nonword,
فنه,مارسن,nonword,nonword,nonword,
دروان,صو,nonword,nonword,nonword,
صفانسیل,ذجداب,nonword,nonword,nonword,
يرک,کموننیت,nonword,nonword,nonword,
زحنک,ورذع,nonword,nonword,nonword,
مدامیت,خوکسخواه,nonword,nonword,nonword,
اذد,مشجمع,nonword,nonword,nonword,
مجانو,ایف,nonword,nonword,nonword,
آلید,يته,nonword,nonword,nonword,
دبادار,حقالناسی,nonword,nonword,nonword,
سانن,حلله,nonword,nonword,nonword,
پركش,کاگم,nonword,nonword,nonword,
درهمش,لقل طرخ,nonword,nonword,nonword,
بیثا,کاگم,nonword,nonword,nonword,
تلز,اضبتی,nonword,nonword,nonword,
يق,بابهی,nonword,nonword,nonword,
میگوار,ادرامفکردن,nonword,nonword,nonword,
یزش,دموار,nonword,nonword,nonword,
ارکسید,اروپش,nonword,nonword,nonword,
واقعسه,یهسگ,nonword,nonword,nonword,
سینگن,سوارجاردن,nonword,nonword,nonword,
معیال,همبرسم,nonword,nonword,nonword,
تقوغا,عنوقب,nonword,nonword,nonword,
غیر معیال,لرمت,nonword,nonword,nonword,
طیس,تابگر,nonword,nonword,nonword,
تاارکی,بشست,nonword,nonword,nonword,
فوروس,وررس,nonword,nonword,nonword,
ینم,گزابان,nonword,nonword,nonword,
توزم,مادردلزرگ,nonword,nonword,nonword,
شگفترینگیز,بینمرین,nonword,nonword,nonword,
كيب,تلویفرون,nonword,nonword,nonword,
استخدین,فرهنگاه,nonword,nonword,nonword,
میکلمطالعه,قاكس,nonword,nonword,nonword,
بیپبدالتی,شهباار,nonword,nonword,nonword,
گفات,پوپاگر,nonword,nonword,nonword,
دباداری,لبد,nonword,nonword,nonword,
دهترین,انتخلیات,nonword,nonword,nonword,
نوارت,وسوان,nonword,nonword,nonword,
دریانت,سرتس,nonword,nonword,nonword,
مقن,شیریو,nonword,nonword,nonword,
سخنشاست,ربغ,nonword,nonword,nonword,
معو,گرکش,nonword,nonword,nonword,
سرجی قدا,آپودی,nonword,nonword,nonword,
فلفکر,قهتن,nonword,nonword,nonword,
تلاوند,ژنالت,nonword,nonword,nonword,
انتاجر,بايزیمان,nonword,nonword,nonword,
قدنا,صیص,nonword,nonword,nonword,
کامعناس,باکلش,nonword,nonword,nonword,
زنتگر,هااسیک,nonword,nonword,nonword,
سوف,شمدروژن,nonword,nonword,nonword,
بوگشه,معکيلا,nonword,nonword,nonword,
دانشجیه,میکرالون,nonword,nonword,nonword,
فربتگرفتن,اتپيوس,nonword,nonword,nonword,
لاثی,تاشهبد,nonword,nonword,nonword,
کشتلفتن,دودا,nonword,nonword,nonword,
تاان,داريگاه,nonword,nonword,nonword,
بایش,دکوک,nonword,nonword,nonword,
نسن,خوراژ,nonword,nonword,nonword,
ويورد,قادرمحبود,nonword,nonword,nonword,
در جای داپر,نگاهتقاشتن,nonword,nonword,nonword,
دنبادرکردن,خونیزه,nonword,nonword,nonword,
رنهابردن,مردرب,nonword,nonword,nonword,
امينز,ويکن,nonword,nonword,nonword,
اجدار,اسزنداد,nonword,nonword,nonword,
فراتلیردن,بلتگاه,nonword,nonword,nonword,
دویسزدن,تاثیارگذاشتن,nonword,nonword,nonword,
نينه,تعدانی,nonword,nonword,nonword,
روزنامتجنگاری,امسیاست,nonword,nonword,nonword,
قیبت,ارتبمز,nonword,nonword,nonword,
وجتان,قااط,nonword,nonword,nonword,
یتیمهگانه,فورتال,nonword,nonword,nonword,
درلين,رتر,nonword,nonword,nonword,
فلید,خنرد,nonword,nonword,nonword,
هناتمه,چکتر,nonword,nonword,nonword,
یخل,گنف,nonword,nonword,nonword,
پاكتيكامه,تووافرنگی,nonword,nonword,nonword,
هورین,واپرین,nonword,nonword,nonword,
ویضت,رمنده,nonword,nonword,nonword,
دریانت,نیروفشدریایی,nonword,nonword,nonword,
جيج,متصيص,nonword,nonword,nonword,
درهمجروبیدن,انشين,nonword,nonword,nonword,
فنفان,جمظره,nonword,nonword,nonword,
تاودت,رتآیوی,nonword,nonword,nonword,
گايت,تنکت,nonword,nonword,nonword,
مییسون,ظادخانه,nonword,nonword,nonword,
استعكه,اقشه,nonword,nonword,nonword,
منطقیکای,صويخه,nonword,nonword,nonword,
امــلانس,ماسنتور,nonword,nonword,nonword,
کيشنبه,چیهش,nonword,nonword,nonword,
غیابممکن,علوميوایه,nonword,nonword,nonword,
خوکمطعم,صنکت,nonword,nonword,nonword,
آسلين,توهيد,nonword,nonword,nonword,
شیيگر,لکل,nonword,nonword,nonword,
کاگمانه,نانگ,nonword,nonword,nonword,
درخاکردن,تس,nonword,nonword,nonword,
راطم,موعم,nonword,nonword,nonword,
لسوال,مسلس,nonword,nonword,nonword,
یت,اعترافودردن,nonword,nonword,nonword,
کهعمول,ندر,nonword,nonword,nonword,
لياره,ارتفزر,nonword,nonword,nonword,
عکقه,بیح,nonword,nonword,nonword,
سونت,وررس,nonword,nonword,nonword,
عمتنی,ایدهن,nonword,nonword,nonword,
خوتطبینانه,جنپر,nonword,nonword,nonword,
انبااخمهمات,بدزهانسی,nonword,nonword,nonword,
ستراث,چنم,nonword,nonword,nonword,
دوهکرابر,يز,nonword,nonword,nonword,
زالی,عشمت,nonword,nonword,nonword,
جحرار,سیون,nonword,nonword,nonword,
طمل,كوب,nonword,nonword,nonword,
کائي,درطيفتن,nonword,nonword,nonword,
تیاج,دلخ,nonword,nonword,nonword,
يرز,پیشخنست,nonword,nonword,nonword,
تنبع,قداه,nonword,nonword,nonword,
هگنر سپت,انخزن,nonword,nonword,nonword,
رفدیک,بهطردت,nonword,nonword,nonword,
سلدستی,يبش,nonword,nonword,nonword,
بالنس,مغاقت,nonword,nonword,nonword,
زرهر,روششاد,nonword,nonword,nonword,
مظع,یدار,nonword,nonword,nonword,
ونر,انند,nonword,nonword,nonword,
شروطک,فيق,nonword,nonword,nonword,
احفعال,برواه,nonword,nonword,nonword,
انگللای,بی ايطش,nonword,nonword,nonword,
تدیرق,مرشه,nonword,nonword,nonword,
شيز,دسامئي,nonword,nonword,nonword,
سیاهنده,کنای,nonword,nonword,nonword,
ودحس,پیروحي,nonword,nonword,nonword,
تحیدن,ظرش,nonword,nonword,nonword,
مراگ,لیمونمن,nonword,nonword,nonword,
زمیت,میداقشجنگ,nonword,nonword,nonword,
ندر,زرادهخنه,nonword,nonword,nonword,
خسپ,پارااهی,nonword,nonword,nonword,
شیطو,تهرش,nonword,nonword,nonword,
سرگراه,فتر,nonword,nonword,nonword,
ابرستان,کارآفرعو,nonword,nonword,nonword,
نظاموش کردن,منتقبلکردن,nonword,nonword,nonword,
گردرگی,بهاید,nonword,nonword,nonword,
دوونین,خضیم,nonword,nonword,nonword,
هشبات,کسب کپکار,nonword,nonword,nonword,
تبا,نبدی,nonword,nonword,nonword,
آززیانه,هندر,nonword,nonword,nonword,
جودهان,مسق,nonword,nonword,nonword,
درمااره,یلش,nonword,nonword,nonword,
نگز,زنده ماناپ,nonword,nonword,nonword,
زتدای,جانمه,nonword,nonword,nonword,
تلها,مجكله,nonword,nonword,nonword,
دویون,جادوسم,nonword,nonword,nonword,
قدتای,رأمتدهنده,nonword,nonword,nonword,
صراس,فورتد,nonword,nonword,nonword,
ودیه,گروگ,nonword,nonword,nonword,
زنابزدن,شكوان,nonword,nonword,nonword,
قرتل,يكل,nonword,nonword,nonword,
بیجوالمللی,میس همدور,nonword,nonword,nonword,
رايگو,اسباضابازی,nonword,nonword,nonword,
سلدر,باردگان,nonword,nonword,nonword,
پیفتنیک,اخاستیکی,nonword,nonword,nonword,
بازیابرآکردن,آنقه,nonword,nonword,nonword,
لنوت,بمنگ,nonword,nonword,nonword,
جامیه,برداهمن,nonword,nonword,nonword,
آشمه,کشهمن,nonword,nonword,nonword,
داشوین,یوتر,nonword,nonword,nonword,
زکب شدن,درمياست,nonword,nonword,nonword,
با شژيه,دهردی,nonword,nonword,nonword,
سترد,اسمند,nonword,nonword,nonword,
ولج,اراين,nonword,nonword,nonword,
گاپای,سهایی,nonword,nonword,nonword,
دوفران,مثژم,nonword,nonword,nonword,
آلاش,قضاولککردن,nonword,nonword,nonword,
تلوب,لباستسرم,nonword,nonword,nonword,
انسوسی,اباز,nonword,nonword,nonword,
انگلام,چشدكانداز,nonword,nonword,nonword,
آموار,جادوسم,nonword,nonword,nonword,
نخکلی,پنرت,nonword,nonword,nonword,
