"fa_target","fa_cue","type","target_type","cue_type","fa_cosine"
"جورنالین","توصیلمکردن","nonword","nonword","nonword",NA
"صناله","التى","nonword","nonword","nonword",NA
"پارااه","احفف","nonword","nonword","nonword",NA
"اعتمادوزه نفس","گل وتبای","nonword","nonword","nonword",NA
"شیگدن","قربازد","nonword","nonword","nonword",NA
"فانتبا","پسمل","nonword","nonword","nonword",NA
"باوب","ماgo","nonword","nonword","nonword",NA
"ضروي","نوداپسر","nonword","nonword","nonword",NA
"انسیار","شگفترینگیز","nonword","nonword","nonword",NA
"برداهمن","ذار","nonword","nonword","nonword",NA
"يته","گاراک","nonword","nonword","nonword",NA
"فریل","هیچیا","nonword","nonword","nonword",NA
"دزلی","تلز","nonword","nonword","nonword",NA
"پیشنهایکمی دهد","کسموکردن","nonword","nonword","nonword",NA
"مسکجی","سواركسنظام","nonword","nonword","nonword",NA
"گاببران","نایپمستعار","nonword","nonword","nonword",NA
"امتحاتور","جگوهش","nonword","nonword","nonword",NA
"ویق","شايمات","nonword","nonword","nonword",NA
"مأ","شندش","nonword","nonword","nonword",NA
"احتمالزیارد","آدهحساده","nonword","nonword","nonword",NA
"زیشش","گريين","nonword","nonword","nonword",NA
"کهث","رايگو","nonword","nonword","nonword",NA
"کسب کپکار","جکاومت","nonword","nonword","nonword",NA
"درماتراه","سلسرتی","nonword","nonword","nonword",NA
"تاميد","درقل","nonword","nonword","nonword",NA
"هااسیک","ئيم","nonword","nonword","nonword",NA
"دروغزاو","دانشre","nonword","nonword","nonword",NA
"بیاتال","کردىرنگ","nonword","nonword","nonword",NA
"ووری کردن","یدش","nonword","nonword","nonword",NA
"تخد","کسنگ","nonword","nonword","nonword",NA
"مقم","فرنرمشهور","nonword","nonword","nonword",NA
"توسده","زام","nonword","nonword","nonword",NA
"عصشت","دنبادرکردن","nonword","nonword","nonword",NA
"ضماب","درخواسمسدادن","nonword","nonword","nonword",NA
"خيان","عتی","nonword","nonword","nonword",NA
"ماوراء الطبیدر","يستولیک","nonword","nonword","nonword",NA
"قداه","نوارت","nonword","nonword","nonword",NA
"فیلم سمکما","آسنبین","nonword","nonword","nonword",NA
"مهليان","فنمین","nonword","nonword","nonword",NA
"علسه","نوجونده","nonword","nonword","nonword",NA
"رسز","اینبد","nonword","nonword","nonword",NA
"رضوری","تصیلر","nonword","nonword","nonword",NA
"صوص","هيمه","nonword","nonword","nonword",NA
"اتپيوس","معشوجا","nonword","nonword","nonword",NA
"جهایم","حمم","nonword","nonword","nonword",NA
"جيح","اوش","nonword","nonword","nonword",NA
"نجرمانی","نجه","nonword","nonword","nonword",NA
"تابش  تشعas","جمرکت","nonword","nonword","nonword",NA
"صاحبقتانه","كيب","nonword","nonword","nonword",NA
"آزنو","محثن","nonword","nonword","nonword",NA
"يتد","رتیه","nonword","nonword","nonword",NA
"سرسبگ","شعبدیهبازي","nonword","nonword","nonword",NA
"رنش","افبياح","nonword","nonword","nonword",NA
"صابت","جيج","nonword","nonword","nonword",NA
"وررس","جاوز","nonword","nonword","nonword",NA
"آمادوشکردن","وجت","nonword","nonword","nonword",NA
"متصيص","آیاسگزار","nonword","nonword","nonword",NA
"کثاى","خوانتک","nonword","nonword","nonword",NA
"توضیق","یقی","nonword","nonword","nonword",NA
"حلله","زشکانس","nonword","nonword","nonword",NA
"حراری","غرایت","nonword","nonword","nonword",NA
"ناتسخانوادگی","اکپنیت","nonword","nonword","nonword",NA
"سرماهو گذار","پیرالب","nonword","nonword","nonword",NA
"بلتگیری","شغر","nonword","nonword","nonword",NA
"جانمه","دااسد","nonword","nonword","nonword",NA
"فروديهه","لگا","nonword","nonword","nonword",NA
"امروء","آنفلومی","nonword","nonword","nonword",NA
"تادان","سادها","nonword","nonword","nonword",NA
"رورز","تريره","nonword","nonword","nonword",NA
"بیلیست","جعب","nonword","nonword","nonword",NA
"فدراجعون","یقا","nonword","nonword","nonword",NA
"خدمتشخار","لثات","nonword","nonword","nonword",NA
"چولاعات","خوانتک","nonword","nonword","nonword",NA
"زیله","وح","nonword","nonword","nonword",NA
"قضاولککردن","اعخوار","nonword","nonword","nonword",NA
"کوکت","عاران","nonword","nonword","nonword",NA
"پرریز","کشتلفتن","nonword","nonword","nonword",NA
"تزر","زاادی","nonword","nonword","nonword",NA
"میونن","ولیده","nonword","nonword","nonword",NA
"آرزودپردن","شتریه","nonword","nonword","nonword",NA
"غيت","رولاانه","nonword","nonword","nonword",NA
"آبند","اسسيل","nonword","nonword","nonword",NA
"وقش","پیلخردن","nonword","nonword","nonword",NA
"ازدومر","اص","nonword","nonword","nonword",NA
"مشکوک خون","تـر","nonword","nonword","nonword",NA
"مقاومتلهردن","ویجای","nonword","nonword","nonword",NA
"احنیس","تاان","nonword","nonword","nonword",NA
"طوجون","کاگمانه","nonword","nonword","nonword",NA
"هیار","یزش","nonword","nonword","nonword",NA
"كاهشديادن","فهموع","nonword","nonword","nonword",NA
"موفقیزدن","ديته","nonword","nonword","nonword",NA
"ردنده","زادقی","nonword","nonword","nonword",NA
"خودان","افودیش دادن","nonword","nonword","nonword",NA
"رادفرفتن","نسبتنرامیلی","nonword","nonword","nonword",NA
"بهباور کامل","کابا","nonword","nonword","nonword",NA
"شناونت","صفحهکتمایش","nonword","nonword","nonword",NA
"زررت","دخ","nonword","nonword","nonword",NA
"اهیست","داراییظلمالیه، سرمایه گذاری","nonword","nonword","nonword",NA
"چسيس","بادن","nonword","nonword","nonword",NA
"ادم سفیهشی احمق","قرارييد","nonword","nonword","nonword",NA
"انزگی","قدتای","nonword","nonword","nonword",NA
"اباز","تاارکی","nonword","nonword","nonword",NA
"واونت","پریه کننده","nonword","nonword","nonword",NA
"وفصر","بیثا","nonword","nonword","nonword",NA
"كوب","فرانندار","nonword","nonword","nonword",NA
"تلاشييردن","نج","nonword","nonword","nonword",NA
"یوتر","آواه","nonword","nonword","nonword",NA
"اساسم","نژادديرست","nonword","nonword","nonword",NA
"گفبت","لرک","nonword","nonword","nonword",NA
"نشاندزادن","شایدن","nonword","nonword","nonword",NA
"لاح","ابند","nonword","nonword","nonword",NA
"میداقشجنگ","بیجوالمللی","nonword","nonword","nonword",NA
"تصدیكتکردن","دانساه","nonword","nonword","nonword",NA
"سیارر","مف","nonword","nonword","nonword",NA
"چلظ","قاok","nonword","nonword","nonword",NA
"رعایو برق","رکز","nonword","nonword","nonword",NA
"هممکه","دوونین","nonword","nonword","nonword",NA
"گرقله","ابغ","nonword","nonword","nonword",NA
"ارچن","زارین","nonword","nonword","nonword",NA
"پالات","مسئوورت","nonword","nonword","nonword",NA
"دوپرو بر","تبلتک گفتن","nonword","nonword","nonword",NA
"بستهييندی","خصاب","nonword","nonword","nonword",NA
"بندروژه","خاستتر","nonword","nonword","nonword",NA
"کاگم","رقانت","nonword","nonword","nonword",NA
"رتر","كنشتناک","nonword","nonword","nonword",NA
"اص","معاینهجفردن","nonword","nonword","nonword",NA
"جسله","ماول","nonword","nonword","nonword",NA
"وزاب","نينه","nonword","nonword","nonword",NA
"کلمهرلبور","کائنوس","nonword","nonword","nonword",NA
"بهچاقوع پیوستن","براتی","nonword","nonword","nonword",NA
"نوترنده","جلاری","nonword","nonword","nonword",NA
"بتر","راهير","nonword","nonword","nonword",NA
"پلبار","انمتت","nonword","nonword","nonword",NA
"خوکسخواه","شریس","nonword","nonword","nonword",NA
"بايزیمان","رژلبب","nonword","nonword","nonword",NA
"مسابجا","گوشت خفش","nonword","nonword","nonword",NA
"سالر","محعصب","nonword","nonword","nonword",NA
"پنرت","وادی","nonword","nonword","nonword",NA
"نوقت","مخچوب","nonword","nonword","nonword",NA
"حالت تخلع","معاي","nonword","nonword","nonword",NA
"نانسه","سسبروجه","nonword","nonword","nonword",NA
"ماسکولک","انتاجر","nonword","nonword","nonword",NA
"کمنوهمیت","نارودی","nonword","nonword","nonword",NA
"تابگر","foبت","nonword","nonword","nonword",NA
"غرج کردن","به طور تصافشی","nonword","nonword","nonword",NA
"گذاش","crیون","nonword","nonword","nonword",NA
"انند","محئه","nonword","nonword","nonword",NA
"نتیک","وسیله ورلیه","nonword","nonword","nonword",NA
"اعگرم","عجتن","nonword","nonword","nonword",NA
"سیارر","طشون","nonword","nonword","nonword",NA
"تحمی","بنگراف","nonword","nonword","nonword",NA
"دوموله","ارزشتاد","nonword","nonword","nonword",NA
"واگدن","حوال","nonword","nonword","nonword",NA
"ابان","بنای تارکلی","nonword","nonword","nonword",NA
"امموکا","ئيد","nonword","nonword","nonword",NA
"مجزار","نظاموش کردن","nonword","nonword","nonword",NA
"خاان","داکتبال","nonword","nonword","nonword",NA
"سیال","زحنک","nonword","nonword","nonword",NA
"به تباگی","کلــا","nonword","nonword","nonword",NA
"میکرالون","مدامیت","nonword","nonword","nonword",NA
"کمکـ","واب","nonword","nonword","nonword",NA
"موعم","فرهنگ سپت","nonword","nonword","nonword",NA
"تکيهیرانداز","شهگ","nonword","nonword","nonword",NA
"تدریدجکردن","باقیفهانده","nonword","nonword","nonword",NA
"تخروپادشاهی","اداميپدادن","nonword","nonword","nonword",NA
"باوی","همنده","nonword","nonword","nonword",NA
"مدشت","دکنده","nonword","nonword","nonword",NA
"رونیل","فلما","nonword","nonword","nonword",NA
"اخهان شدن","درهمش","nonword","nonword","nonword",NA
"روحزتولد","موربع","nonword","nonword","nonword",NA
"موميقی","هيسی","nonword","nonword","nonword",NA
"يسم","امينز","nonword","nonword","nonword",NA
"میپا","کاونن","nonword","nonword","nonword",NA
"نستوا","هامارستان","nonword","nonword","nonword",NA
"ربت","کهال","nonword","nonword","nonword",NA
"بررگر","معکونه","nonword","nonword","nonword",NA
"قفاع","رعد نگبرق","nonword","nonword","nonword",NA
"همبرسم","یت","nonword","nonword","nonword",NA
"ييس","پشت سروذم","nonword","nonword","nonword",NA
"شكوان","کورب","nonword","nonword","nonword",NA
"سییتی","شخار","nonword","nonword","nonword",NA
"برافروسان","دلخو","nonword","nonword","nonword",NA
"کماطلباس","ایترا","nonword","nonword","nonword",NA
"شنچیکردن","جمردریایی","nonword","nonword","nonword",NA
"دغط","طلف  شی","nonword","nonword","nonword",NA
"دلوایر","بیح","nonword","nonword","nonword",NA
"مقدان","گيردن","nonword","nonword","nonword",NA
"مجار","رفین","nonword","nonword","nonword",NA
"چنبول","مانچا","nonword","nonword","nonword",NA
"چمیقه","كاتن","nonword","nonword","nonword",NA
"جانمه","حوابت","nonword","nonword","nonword",NA
"تدری","مسخره  مضثت","nonword","nonword","nonword",NA
"آلیدار","درآغقیقت","nonword","nonword","nonword",NA
"باود","رحمه شب","nonword","nonword","nonword",NA
"دیوارد","استاودوم","nonword","nonword","nonword",NA
"مسبی","كین","nonword","nonword","nonword",NA
"مثژم","قیبت","nonword","nonword","nonword",NA
"لیمونمن","نمشتش","nonword","nonword","nonword",NA
"فقوان","مايختن","nonword","nonword","nonword",NA
"گرکش","ظرصي","nonword","nonword","nonword",NA
"درلن","توزم","nonword","nonword","nonword",NA
"مشجمع","ژولا","nonword","nonword","nonword",NA
"ذار","سایس","nonword","nonword","nonword",NA
"زيانه","الترس","nonword","nonword","nonword",NA
"گیاهنگی","خطرـشی","nonword","nonword","nonword",NA
"ملدهات","ؤول","nonword","nonword","nonword",NA
"جرانس","توصير","nonword","nonword","nonword",NA
"انست","عنیر","nonword","nonword","nonword",NA
"گهام","تادن","nonword","nonword","nonword",NA
"خوراژ","فرتبنده","nonword","nonword","nonword",NA
"شکصله","انانشه","nonword","nonword","nonword",NA
"مخحرف","شخشدت","nonword","nonword","nonword",NA
