"da_target","da_cue","type","target_type","cue_type","da_cosine"
"oor","skrivetræk","nonword","nonword","nonword",NA
"medsten","findsomt","nonword","nonword","nonword",NA
"inforcorp","xed","nonword","nonword","nonword",NA
"stemføre","wis","nonword","nonword","nonword",NA
"bebat","heritagesandwich","nonword","nonword","nonword",NA
"forlyn","fremstræbt","nonword","nonword","nonword",NA
"helde","rumgent","nonword","nonword","nonword",NA
"udbert","mangie","nonword","nonword","nonword",NA
"narkomitter","atomminer","nonword","nonword","nonword",NA
"hustr","vano","nonword","nonword","nonword",NA
"ridding","flyck","nonword","nonword","nonword",NA
"søsken","uor","nonword","nonword","nonword",NA
"dukbi","i lbop","nonword","nonword","nonword",NA
"formængden","herhed","nonword","nonword","nonword",NA
"lib","volve","nonword","nonword","nonword",NA
"fytret","initer","nonword","nonword","nonword",NA
"diskusfolk","spoo","nonword","nonword","nonword",NA
"ilr","conjø","nonword","nonword","nonword",NA
"smugme","smhi","nonword","nonword","nonword",NA
"vaskebfrey","brændnemmelig","nonword","nonword","nonword",NA
"hundsage","inlufttør","nonword","nonword","nonword",NA
"lefon","symplak","nonword","nonword","nonword",NA
"evakuteratur","solnedsted","nonword","nonword","nonword",NA
"fægle","abg","nonword","nonword","nonword",NA
"gramsomhed","unimon","nonword","nonword","nonword",NA
"udforfalsk","belvers","nonword","nonword","nonword",NA
"underspændt","forklagers","nonword","nonword","nonword",NA
"esl","grundrys","nonword","nonword","nonword",NA
"kagre","vrite","nonword","nonword","nonword",NA
"govorsla","rarion","nonword","nonword","nonword",NA
"følelsesmæsbrændt","parahorn","nonword","nonword","nonword",NA
"ærd","hayd","nonword","nonword","nonword",NA
"frigen","bevægepeños","nonword","nonword","nonword",NA
"ønælp","forlog","nonword","nonword","nonword",NA
"uskylditionel","manalist","nonword","nonword","nonword",NA
"protokolsionel","balancestatsankla","nonword","nonword","nonword",NA
"naviskytte","renma","nonword","nonword","nonword",NA
"stelseri","ketsque","nonword","nonword","nonword",NA
"rigskab","pyramidestruction","nonword","nonword","nonword",NA
"seksuge","navigave","nonword","nonword","nonword",NA
"brylve","invacuum","nonword","nonword","nonword",NA
"blivesaan","projektmer","nonword","nonword","nonword",NA
"særst","muli","nonword","nonword","nonword",NA
"omkranme","smar","nonword","nonword","nonword",NA
"darkdag","anstæn","nonword","nonword","nonword",NA
"mokes","cerne","nonword","nonword","nonword",NA
"kæmpepsånd","årtietsrede","nonword","nonword","nonword",NA
"slagmont","skamke","nonword","nonword","nonword",NA
"fraet","beplante","nonword","nonword","nonword",NA
"mahjerne","skaspadse","nonword","nonword","nonword",NA
"pergejstlighed","langnie","nonword","nonword","nonword",NA
"ledsagerige","drart","nonword","nonword","nonword",NA
"flugnalin","pludse","nonword","nonword","nonword",NA
"krimirisk","reic","nonword","nonword","nonword",NA
"tetsle","kolle","nonword","nonword","nonword",NA
"forkvakve","rafger","nonword","nonword","nonword",NA
"falos","tride","nonword","nonword","nonword",NA
"finansienawalt","kaker","nonword","nonword","nonword",NA
"arsladder","ærd","nonword","nonword","nonword",NA
"dingsel","arile","nonword","nonword","nonword",NA
"mådig","vervat","nonword","nonword","nonword",NA
"fingeraflings","vaea","nonword","nonword","nonword",NA
"søzi","forkrøb","nonword","nonword","nonword",NA
"finge","genge","nonword","nonword","nonword",NA
"hasser","getains","nonword","nonword","nonword",NA
"manipulerespørgsel","presme","nonword","nonword","nonword",NA
"ponal","luxemmagende","nonword","nonword","nonword",NA
"sefo","bitio","nonword","nonword","nonword",NA
"tilholdskelig","coundret","nonword","nonword","nonword",NA
"komon","eir","nonword","nonword","nonword",NA
"ue","grundkelighed","nonword","nonword","nonword",NA
"kirkedans","puoot","nonword","nonword","nonword",NA
"kødøk","lufke","nonword","nonword","nonword",NA
"for nnark","statsfe","nonword","nonword","nonword",NA
"aiast","plantning","nonword","nonword","nonword",NA
"belønsomt","cond","nonword","nonword","nonword",NA
"stortesløs","hæuk","nonword","nonword","nonword",NA
"rimester","aukge","nonword","nonword","nonword",NA
"stofge","limonadestruction","nonword","nonword","nonword",NA
"adkomstkode","insektme","nonword","nonword","nonword",NA
"tatio","eld","nonword","nonword","nonword",NA
"drede","roset","nonword","nonword","nonword",NA
"med virarm","anspørger","nonword","nonword","nonword",NA
"vonia","pacidogs","nonword","nonword","nonword",NA
"siaht","kukurv","nonword","nonword","nonword",NA
"mulne","gaor","nonword","nonword","nonword",NA
"brystlæggelse","målzo","nonword","nonword","nonword",NA
"kombudt","regre","nonword","nonword","nonword",NA
"sønne","skgr","nonword","nonword","nonword",NA
"anstalve","værei","nonword","nonword","nonword",NA
"medalkeit","unasylansøgelse","nonword","nonword","nonword",NA
"ræg","fortran","nonword","nonword","nonword",NA
"kroot","trækgation","nonword","nonword","nonword",NA
"smitge","ydbér","nonword","nonword","nonword",NA
"hebræ","frokostsigtet hændelse","nonword","nonword","nonword",NA
"stabi","beader","nonword","nonword","nonword",NA
"præfly","eir","nonword","nonword","nonword",NA
"legerens","detonatordenskjold","nonword","nonword","nonword",NA
"fremfume","fængselsvæsenior","nonword","nonword","nonword",NA
"frande","kejmøstlig","nonword","nonword","nonword",NA
"petch","uforfærdig","nonword","nonword","nonword",NA
"strafdommelig","nærovse","nonword","nonword","nonword",NA
"eftertegn","lejligstangvis","nonword","nonword","nonword",NA
"sprol","kasak","nonword","nonword","nonword",NA
"arren","vaclig","nonword","nonword","nonword",NA
"fylre","foreskyt","nonword","nonword","nonword",NA
"afslutle","infastnet","nonword","nonword","nonword",NA
"korseur","urepe","nonword","nonword","nonword",NA
"bejdsticle","menrie","nonword","nonword","nonword",NA
"dræmer","udd","nonword","nonword","nonword",NA
"tze","akvisor","nonword","nonword","nonword",NA
"strækse","utr","nonword","nonword","nonword",NA
"udbrudget","høvigt","nonword","nonword","nonword",NA
"ubt","anfaldge","nonword","nonword","nonword",NA
"udbrudre","orsur","nonword","nonword","nonword",NA
"instinkmere","luden","nonword","nonword","nonword",NA
"eneståendestruction","gaå","nonword","nonword","nonword",NA
"dokution","besvæ","nonword","nonword","nonword",NA
"bugren","okeg","nonword","nonword","nonword",NA
"vilre","påb","nonword","nonword","nonword",NA
"imponere impondagskost","kalie","nonword","nonword","nonword",NA
"katro","standme","nonword","nonword","nonword",NA
"lati","tildeo","nonword","nonword","nonword",NA
"profilm","mukdy","nonword","nonword","nonword",NA
"tapi","trinfrihed","nonword","nonword","nonword",NA
"ue","urv","nonword","nonword","nonword",NA
"livsstændig","pafers","nonword","nonword","nonword",NA
"stro","klagør","nonword","nonword","nonword",NA
"livment","adminikangsttion","nonword","nonword","nonword",NA
"blåt mædalsk","håndtale","nonword","nonword","nonword",NA
"fenge","beunsens","nonword","nonword","nonword",NA
"intellitirap","ambassadestruction","nonword","nonword","nonword",NA
"vådig","ofrin","nonword","nonword","nonword",NA
"bles","amaeld","nonword","nonword","nonword",NA
"fotoskud","ulk","nonword","nonword","nonword",NA
"rán","sjux","nonword","nonword","nonword",NA
"videntisk","kastreder","nonword","nonword","nonword",NA
"priden","kommanfisk","nonword","nonword","nonword",NA
"effekfest","foråd","nonword","nonword","nonword",NA
"oix","ganske epenål","nonword","nonword","nonword",NA
"smok","kærner","nonword","nonword","nonword",NA
"direkchen","udgreb","nonword","nonword","nonword",NA
"vy","højskolende evne","nonword","nonword","nonword",NA
"gimu","kample","nonword","nonword","nonword",NA
"forsvin","aftist","nonword","nonword","nonword",NA
"morde","ded","nonword","nonword","nonword",NA
"saltoin","höxenhanage","nonword","nonword","nonword",NA
"kravmer","deliansk","nonword","nonword","nonword",NA
"beroligesandwich","koto","nonword","nonword","nonword",NA
"prømer","skæftige","nonword","nonword","nonword",NA
"indkred","drømmera","nonword","nonword","nonword",NA
"thv","franmand","nonword","nonword","nonword",NA
"lønman","nosti","nonword","nonword","nonword",NA
"elekkansk","dibustion","nonword","nonword","nonword",NA
"videntroldmand","ofd","nonword","nonword","nonword",NA
"ungke","dlel","nonword","nonword","nonword",NA
"efheim","stukt","nonword","nonword","nonword",NA
"troskt","jobsel","nonword","nonword","nonword",NA
"kozl","jeli","nonword","nonword","nonword",NA
"sætter primitch","ansva","nonword","nonword","nonword",NA
"tunrum","sladpowder","nonword","nonword","nonword",NA
"maksiflet","ælp","nonword","nonword","nonword",NA
"ulk","voldje","nonword","nonword","nonword",NA
"ventilaments","genopserende","nonword","nonword","nonword",NA
"loair","dåv","nonword","nonword","nonword",NA
"skeligt","dramaskin","nonword","nonword","nonword",NA
"brænsode","kængurustylteenage","nonword","nonword","nonword",NA
"landdighed","komrio","nonword","nonword","nonword",NA
"målskide","shestrofer","nonword","nonword","nonword",NA
"gitan","recepster","nonword","nonword","nonword",NA
"modan","betaltve","nonword","nonword","nonword",NA
"dapka","kines","nonword","nonword","nonword",NA
"inveraux","facak","nonword","nonword","nonword",NA
"modsætster","vinnet","nonword","nonword","nonword",NA
"beplette","fowl","nonword","nonword","nonword",NA
"mitan","påm","nonword","nonword","nonword",NA
"retholdtdighed","marde","nonword","nonword","nonword",NA
"heme","kikes","nonword","nonword","nonword",NA
"woar","ledsater","nonword","nonword","nonword",NA
"betragden","terbe","nonword","nonword","nonword",NA
"filmme","slst","nonword","nonword","nonword",NA
"konstien","fjolte","nonword","nonword","nonword",NA
"ærbarthed","solie","nonword","nonword","nonword",NA
"neutrage","guverough","nonword","nonword","nonword",NA
"benørd","foun","nonword","nonword","nonword",NA
"skri","døderens","nonword","nonword","nonword",NA
"henstil","forfærdestruk","nonword","nonword","nonword",NA
"milibold","macher","nonword","nonword","nonword",NA
"infekster","stanin","nonword","nonword","nonword",NA
"vitens","kenme","nonword","nonword","nonword",NA
"voldtægtsofreducere","ejl","nonword","nonword","nonword",NA
"brandkologi","indskrændelse","nonword","nonword","nonword",NA
"sate","iølk","nonword","nonword","nonword",NA
"ño","honia","nonword","nonword","nonword",NA
"forvandme","lanmænd","nonword","nonword","nonword",NA
"publireau","landsnologi","nonword","nonword","nonword",NA
"udhandling","økonokers","nonword","nonword","nonword",NA
"lyddom","rin","nonword","nonword","nonword",NA
"juicestatsankla","beskytle","nonword","nonword","nonword",NA
"skatputer","toetet","nonword","nonword","nonword",NA
"sprængnemmelighed","teleligt","nonword","nonword","nonword",NA
"urike","holdhed","nonword","nonword","nonword",NA
"vetan","ørlig","nonword","nonword","nonword",NA
"opretholdestruction","kommercibel","nonword","nonword","nonword",NA
"profesrant","merdring","nonword","nonword","nonword",NA
"mache","pånd","nonword","nonword","nonword",NA
"falde saherds","iks","nonword","nonword","nonword",NA
"tilmindst","grager","nonword","nonword","nonword",NA
"afske","kilomenings","nonword","nonword","nonword",NA
"investigatordenskjold","tåas","nonword","nonword","nonword",NA
"anmodståe","svov","nonword","nonword","nonword",NA
"forræning","mue","nonword","nonword","nonword",NA
"prers","viskrædderlig","nonword","nonword","nonword",NA
"æng","sefing","nonword","nonword","nonword",NA
"beliggenbrugs","komsensuel","nonword","nonword","nonword",NA
"bagve","muen","nonword","nonword","nonword",NA
"fradost","mangge","nonword","nonword","nonword",NA
"flait","eksbens","nonword","nonword","nonword",NA
"civilisadowski","hjælge","nonword","nonword","nonword",NA
"clasbos","millioholdt","nonword","nonword","nonword",NA
"brændby","leod","nonword","nonword","nonword",NA
"sedæk","mistwell","nonword","nonword","nonword",NA
"prett","zard","nonword","nonword","nonword",NA
"nødsituaderjeg","observanaugh","nonword","nonword","nonword",NA
"uz","krigssynlighed","nonword","nonword","nonword",NA
"ærm","selvne","nonword","nonword","nonword",NA
"tidsgræn","skudne","nonword","nonword","nonword",NA
"eklars","ird","nonword","nonword","nonword",NA
"følgel","litby","nonword","nonword","nonword",NA
"behagetrans","skilddig","nonword","nonword","nonword",NA
"guiansk","døe","nonword","nonword","nonword",NA
"pinem","asymme","nonword","nonword","nonword",NA
"gramke","sharne","nonword","nonword","nonword",NA
"snertet","buham","nonword","nonword","nonword",NA
"wins","levidt","nonword","nonword","nonword",NA
"infor","zoolokalnum have","nonword","nonword","nonword",NA
"hr kommictyl","skroset","nonword","nonword","nonword",NA
"sprinke","sommerblem","nonword","nonword","nonword",NA
"som rlays","afplads","nonword","nonword","nonword",NA
"påt","rij","nonword","nonword","nonword",NA
"indopkastning","bestilpe","nonword","nonword","nonword",NA
"cerectic","ancen","nonword","nonword","nonword",NA
"xer","honsel","nonword","nonword","nonword",NA
"tvænac","skimselig","nonword","nonword","nonword",NA
"mujeg","entos","nonword","nonword","nonword",NA
"sværpe","oid","nonword","nonword","nonword",NA
"stillitet","streel","nonword","nonword","nonword",NA
"stillighed","katmer","nonword","nonword","nonword",NA
"muskelhed","filosofiredoblet","nonword","nonword","nonword",NA
"paranorsters","belser","nonword","nonword","nonword",NA
"tilbor","dækkebilee","nonword","nonword","nonword",NA
"lastsom","frpa","nonword","nonword","nonword",NA
"tande","kommennets","nonword","nonword","nonword",NA
"insektme","studerendestruction","nonword","nonword","nonword",NA
"færmer","rynnue","nonword","nonword","nonword",NA
"virster","stanshed","nonword","nonword","nonword",NA
"bala","letor","nonword","nonword","nonword",NA
"æld","øjense","nonword","nonword","nonword",NA
"museligt","vør","nonword","nonword","nonword",NA
"bedbilsmor","voldtægtsforberedelse","nonword","nonword","nonword",NA
"gregjorde","eneståendestruction","nonword","nonword","nonword",NA
"berudolf","magneskab","nonword","nonword","nonword",NA
"brandne","arbejdge","nonword","nonword","nonword",NA
"fantabilskske","laferon","nonword","nonword","nonword",NA
"narkokendelse","ceg","nonword","nonword","nonword",NA
"afspærse","ynn","nonword","nonword","nonword",NA
"fibrødri","imponerendestruction","nonword","nonword","nonword",NA
"fefan","artidigt","nonword","nonword","nonword",NA
"krydsme","bjert","nonword","nonword","nonword",NA
"fodti","sund moralsk","nonword","nonword","nonword",NA
"oom","nevalgste","nonword","nonword","nonword",NA
