"af_cue","af_target","type","cue_type","target_type","af_cosine"
"irk","yev","nonword","nonword","nonword",NA
"bedus","woondule","nonword","nonword","nonword",NA
"tig","heelte","nonword","nonword","nonword",NA
"marnaand","obertelik","nonword","nonword","nonword",NA
"walos","agnos","nonword","nonword","nonword",NA
"domei","washem","nonword","nonword","nonword",NA
"boekel","stringskap","nonword","nonword","nonword",NA
"kleinwoor","sivivors","nonword","nonword","nonword",NA
"ndont","vrnks","nonword","nonword","nonword",NA
"waardoen","afgestaanpe","nonword","nonword","nonword",NA
"weduhoor","usel","nonword","nonword","nonword",NA
"chlolikheid","opposorg","nonword","nonword","nonword",NA
"preet","ern","nonword","nonword","nonword",NA
"rining","verdraag","nonword","nonword","nonword",NA
"evanteling","gaskoeltreur","nonword","nonword","nonword",NA
"piravreugde","guuk","nonword","nonword","nonword",NA
"aardig","hoje","nonword","nonword","nonword",NA
"konfrey","bronster","nonword","nonword","nonword",NA
"erfling","nkode","nonword","nonword","nonword",NA
"lysis ","psalheid","nonword","nonword","nonword",NA
"voorhout","nende","nonword","nonword","nonword",NA
"vept","getrekke","nonword","nonword","nonword",NA
"nuttemann","weefte","nonword","nonword","nonword",NA
"detonaslaan","onverdisj","nonword","nonword","nonword",NA
"leibstand","stow","nonword","nonword","nonword",NA
"lapi","styir","nonword","nonword","nonword",NA
"digersma","ticon","nonword","nonword","nonword",NA
"opp","patenant","nonword","nonword","nonword",NA
"stun","governla","nonword","nonword","nonword",NA
"siah","ontski","nonword","nonword","nonword",NA
"afwendting","peard","nonword","nonword","nonword",NA
"sekurichard","barc","nonword","nonword","nonword",NA
"graanwinkel","uitvaartdelik","nonword","nonword","nonword",NA
"inphiné","kned","nonword","nonword","nonword",NA
"ved","liek","nonword","nonword","nonword",NA
"krakg","wiek","nonword","nonword","nonword",NA
"sarte","madruis","nonword","nonword","nonword",NA
"viere","broof","nonword","nonword","nonword",NA
"aanstig","oprigheid","nonword","nonword","nonword",NA
"alkomein","southdoekie","nonword","nonword","nonword",NA
"seneen","eil","nonword","nonword","nonword",NA
"slum","leeftige","nonword","nonword","nonword",NA
"auein","bevaarde","nonword","nonword","nonword",NA
"majo","sterfsioneel","nonword","nonword","nonword",NA
"toepligtig","asap","nonword","nonword","nonword",NA
"geselders","söl","nonword","nonword","nonword",NA
"tonties","tweeskynlik","nonword","nonword","nonword",NA
"arou","vavoorsie","nonword","nonword","nonword",NA
"blan","nensie","nonword","nonword","nonword",NA
"lejo","uny","nonword","nonword","nonword",NA
"manheid","wêheim","nonword","nonword","nonword",NA
"ugs","tehuisde","nonword","nonword","nonword",NA
"liks","oef","nonword","nonword","nonword",NA
"prokuklee","terie","nonword","nonword","nonword",NA
"sorgkom","mutalent","nonword","nonword","nonword",NA
"toerusplek","vrunt","nonword","nonword","nonword",NA
"hanu","midspoorete","nonword","nonword","nonword",NA
"peat","opleg","nonword","nonword","nonword",NA
"alpek","padker","nonword","nonword","nonword",NA
"raluk","oeie","nonword","nonword","nonword",NA
"numnie","myam","nonword","nonword","nonword",NA
"bruld","presisied","nonword","nonword","nonword",NA
"rietderlik","paubi","nonword","nonword","nonword",NA
"ket","gekern","nonword","nonword","nonword",NA
"diertyn","verkieteer","nonword","nonword","nonword",NA
"oormus","advisechmet","nonword","nonword","nonword",NA
"gevloedig","trekk","nonword","nonword","nonword",NA
"diarhoor","gregt","nonword","nonword","nonword",NA
"pienkie","waspie","nonword","nonword","nonword",NA
"aplia","skrut","nonword","nonword","nonword",NA
"vooruitklop","rantel","nonword","nonword","nonword",NA
"claiter","kweekde","nonword","nonword","nonword",NA
"selsis","waterkend","nonword","nonword","nonword",NA
"miltern","skerplangter","nonword","nonword","nonword",NA
"oerter","verbok","nonword","nonword","nonword",NA
"teby","ysk","nonword","nonword","nonword",NA
"holis","aktiwizards","nonword","nonword","nonword",NA
"per geleensults","klaan","nonword","nonword","nonword",NA
"vertoem","uitdapark","nonword","nonword","nonword",NA
"ingenidraai","milig","nonword","nonword","nonword",NA
"versou","restau","nonword","nonword","nonword",NA
"ekste","beleraar","nonword","nonword","nonword",NA
"vl","pllf","nonword","nonword","nonword",NA
"pleng","hanol","nonword","nonword","nonword",NA
"bombarbond","cyn","nonword","nonword","nonword",NA
"probled","beskerning","nonword","nonword","nonword",NA
"opwinnaarsde","bourdier","nonword","nonword","nonword",NA
"locann","eksner","nonword","nonword","nonword",NA
"tusdiet","morhits","nonword","nonword","nonword",NA
"delifish","voortdumies","nonword","nonword","nonword",NA
"ciu","kendmaak","nonword","nonword","nonword",NA
"eper","ontneel","nonword","nonword","nonword",NA
"doeker","zerprys","nonword","nonword","nonword",NA
"ongemelk","ciste","nonword","nonword","nonword",NA
"getern","begepark","nonword","nonword","nonword",NA
"omkoopboue","fés","nonword","nonword","nonword",NA
"ervor","waarbui","nonword","nonword","nonword",NA
"nong","leiman","nonword","nonword","nonword",NA
"reerde","aarsis","nonword","nonword","nonword",NA
"chroses","bevoegwe","nonword","nonword","nonword",NA
"verfeer","veroortrie","nonword","nonword","nonword",NA
"verduideliosfeer","elekgreer","nonword","nonword","nonword",NA
"uyns","xts","nonword","nonword","nonword",NA
"thotor","daarbui","nonword","nonword","nonword",NA
"tweedelik","behui","nonword","nonword","nonword",NA
"plede","glogray","nonword","nonword","nonword",NA
"kavoer","sintroue","nonword","nonword","nonword",NA
"gdan","sticr","nonword","nonword","nonword",NA
"gederd","televirchow","nonword","nonword","nonword",NA
"protor","stapsin","nonword","nonword","nonword",NA
"hül","destansie","nonword","nonword","nonword",NA
"szt","opstreek","nonword","nonword","nonword",NA
"familiestron","speklik","nonword","nonword","nonword",NA
"burder","vercis","nonword","nonword","nonword",NA
"stalstei","ofd","nonword","nonword","nonword",NA
"rohi","kommuleer","nonword","nonword","nonword",NA
"shermov","deurdig","nonword","nonword","nonword",NA
"noorbeurs","kabois","nonword","nonword","nonword",NA
"graannologie","driedeer","nonword","nonword","nonword",NA
"zeekals","skilpunt","nonword","nonword","nonword",NA
"onderkerk","komgleuf","nonword","nonword","nonword",NA
"oorre","heralloff","nonword","nonword","nonword",NA
"homosi","afwesigrings","nonword","nonword","nonword",NA
"vervreemddelike","demokraments","nonword","nonword","nonword",NA
"adklee","vaba","nonword","nonword","nonword",NA
"enrie","musislag","nonword","nonword","nonword",NA
"sameleraars","milikingsre","nonword","nonword","nonword",NA
"apaan","gevangte","nonword","nonword","nonword",NA
"fedeflek","deeltyd","nonword","nonword","nonword",NA
"matning","vriendmoordenares","nonword","nonword","nonword",NA
"maatale","edd","nonword","nonword","nonword",NA
"ingbruin","onaangestryd","nonword","nonword","nonword",NA
"piekleef","stnam","nonword","nonword","nonword",NA
"samesweskool","nsk","nonword","nonword","nonword",NA
"pensikaat","skeepslusinasie","nonword","nonword","nonword",NA
"ciu","eebs","nonword","nonword","nonword",NA
"krakn","fasaan","nonword","nonword","nonword",NA
"operasionalipotyphla","gestaat","nonword","nonword","nonword",NA
"subs","stou","nonword","nonword","nonword",NA
"beledirecti","handehoek","nonword","nonword","nonword",NA
"hospiwing","voetgie","nonword","nonword","nonword",NA
"ørn","meerlise","nonword","nonword","nonword",NA
"paranostown","roopoort","nonword","nonword","nonword",NA
"delde","deliefde","nonword","nonword","nonword",NA
"getrau","hyes","nonword","nonword","nonword",NA
"sleulis","taci","nonword","nonword","nonword",NA
"pice","puntdeel","nonword","nonword","nonword",NA
"belster","mewing","nonword","nonword","nonword",NA
"benaars","enanjie","nonword","nonword","nonword",NA
"observalents","eleglip","nonword","nonword","nonword",NA
"herdenseer","hawt","nonword","nonword","nonword",NA
"mooider","wedu","nonword","nonword","nonword",NA
"tigde","kampioenfonds","nonword","nonword","nonword",NA
"stille ostrofsk","guoom","nonword","nonword","nonword",NA
"etaard","poliaans","nonword","nonword","nonword",NA
"geloofte","kend","nonword","nonword","nonword",NA
"senimaat","asemhawe","nonword","nonword","nonword",NA
"carlsin","definitraat","nonword","nonword","nonword",NA
"onale","demondingssie","nonword","nonword","nonword",NA
"arsebond","suursien","nonword","nonword","nonword",NA
"chil","intelliskoop","nonword","nonword","nonword",NA
"onderliks","leuelers","nonword","nonword","nonword",NA
"navigamonal","onderpies","nonword","nonword","nonword",NA
"ey","bewaarwing","nonword","nonword","nonword",NA
"arteknog","bomtein","nonword","nonword","nonword",NA
"rta","jonwels","nonword","nonword","nonword",NA
"osjanage","leraarde","nonword","nonword","nonword",NA
"iggs","pelsbaar","nonword","nonword","nonword",NA
"perktery","sefa","nonword","nonword","nonword",NA
"buiteboek","gemiet","nonword","nonword","nonword",NA
"resaag","vingerafskeid","nonword","nonword","nonword",NA
"konchrissie","husi","nonword","nonword","nonword",NA
"cholo","stromatig","nonword","nonword","nonword",NA
"oraan","leic","nonword","nonword","nonword",NA
"benaars","swnn","nonword","nonword","nonword",NA
"internasioborough","ruimtegie","nonword","nonword","nonword",NA
"bisweg","steeag","nonword","nonword","nonword",NA
"senudant","aanskraler","nonword","nonword","nonword",NA
"dohu","awu","nonword","nonword","nonword",NA
"vergrondgewer","rasde","nonword","nonword","nonword",NA
"kaligaan","dissie","nonword","nonword","nonword",NA
"bevellingsder","uin","nonword","nonword","nonword",NA
"vrywillikings","snoeg","nonword","nonword","nonword",NA
"ten einde laschwick","reputalaans","nonword","nonword","nonword",NA
"garç","merie","nonword","nonword","nonword",NA
"verhout","kidi","nonword","nonword","nonword",NA
"kaneut","tabeen","nonword","nonword","nonword",NA
"naboomsel","vloeitol","nonword","nonword","nonword",NA
"grei","aanhanglik","nonword","nonword","nonword",NA
"glimmor","poswer","nonword","nonword","nonword",NA
"bewinds","bysiend","nonword","nonword","nonword",NA
"sumse","kelnenoot","nonword","nonword","nonword",NA
"afgings","aais","nonword","nonword","nonword",NA
"berings","spror","nonword","nonword","nonword",NA
"aarser","ogsaal","nonword","nonword","nonword",NA
"retas","rdt","nonword","nonword","nonword",NA
"kaat","dicu","nonword","nonword","nonword",NA
"bolie","ewigwerig","nonword","nonword","nonword",NA
"rodo","paarde","nonword","nonword","nonword",NA
"moson","vernel","nonword","nonword","nonword",NA
"slowoord","afpermark","nonword","nonword","nonword",NA
"ors","mavlieg","nonword","nonword","nonword",NA
"kachester","beku","nonword","nonword","nonword",NA
"kaartkus","domner","nonword","nonword","nonword",NA
"hwes","provoorsie","nonword","nonword","nonword",NA
"sekretastand","inbarsting","nonword","nonword","nonword",NA
"boeroffer","emosiostuur","nonword","nonword","nonword",NA
"bekodeer","tsk","nonword","nonword","nonword",NA
"fasses","steet","nonword","nonword","nonword",NA
"hela","biolostand","nonword","nonword","nonword",NA
"lelia","dild","nonword","nonword","nonword",NA
"monuburg","plaaswer","nonword","nonword","nonword",NA
"smurk","getool","nonword","nonword","nonword",NA
"edelnekkig","geneemlik","nonword","nonword","nonword",NA
"aanlok","erflig","nonword","nonword","nonword",NA
"hoca","rfs","nonword","nonword","nonword",NA
"nimi","lokanaal","nonword","nonword","nonword",NA
"digde","stmag","nonword","nonword","nonword",NA
"onderplein","gns","nonword","nonword","nonword",NA
"voorneer","uitverkograaf","nonword","nonword","nonword",NA
"eekhomosi","takter","nonword","nonword","nonword",NA
"getail","siganooi","nonword","nonword","nonword",NA
"vistaal","dreik","nonword","nonword","nonword",NA
"egipteken","stemmendfie","nonword","nonword","nonword",NA
"kpek","ńsk","nonword","nonword","nonword",NA
"uitzichtderlik","tweeskynlik","nonword","nonword","nonword",NA
"tagy","bykotain","nonword","nonword","nonword",NA
"semikies","umb","nonword","nonword","nonword",NA
"yds","dici","nonword","nonword","nonword",NA
"deurde","stamte","nonword","nonword","nonword",NA
"buiwe","woky","nonword","nonword","nonword",NA
"basner","klese","nonword","nonword","nonword",NA
"roay","bilbei","nonword","nonword","nonword",NA
"kerteur","jog","nonword","nonword","nonword",NA
"soti","idr","nonword","nonword","nonword",NA
"ogur","vige","nonword","nonword","nonword",NA
"epaak","bogo","nonword","nonword","nonword",NA
"aanskaplik","regestel","nonword","nonword","nonword",NA
"staatsgymnatuurlikerwyse","gebruide","nonword","nonword","nonword",NA
"goim","posiklus","nonword","nonword","nonword",NA
"ondoelde","indrum","nonword","nonword","nonword",NA
"porik","dinataan","nonword","nonword","nonword",NA
"kapiwing","kasker","nonword","nonword","nonword",NA
"erfeteer","universigings","nonword","nonword","nonword",NA
"kanseseum","atlangaprose","nonword","nonword","nonword",NA
"jurisstaatsie","honweer","nonword","nonword","nonword",NA
"btag","juras","nonword","nonword","nonword",NA
"rusjaar","regne","nonword","nonword","nonword",NA
"gesarm","geny","nonword","nonword","nonword",NA
"fynting","klinling","nonword","nonword","nonword",NA
"noorsule","ministenaars","nonword","nonword","nonword",NA
"macha","ëien","nonword","nonword","nonword",NA
"georum","midtyd","nonword","nonword","nonword",NA
"paardgaan","spinr","nonword","nonword","nonword",NA
"heidsbereiding","vliss","nonword","nonword","nonword",NA
"folig","tedraalstelling","nonword","nonword","nonword",NA
"bedekseer","nisne","nonword","nonword","nonword",NA
"byprys","molis","nonword","nonword","nonword",NA
"wilheid","broekheid","nonword","nonword","nonword",NA
"slapliks","wardeel","nonword","nonword","nonword",NA
"douna","ubt","nonword","nonword","nonword",NA
"parabrum","terie","nonword","nonword","nonword",NA
"weerkaatheid","joja","nonword","nonword","nonword",NA
"plex","lawi","nonword","nonword","nonword",NA
"fikant","roërei","nonword","nonword","nonword",NA
"uniding","verskilpads","nonword","nonword","nonword",NA
"meertomie","kapitalismelanchthon","nonword","nonword","nonword",NA
"oup","dato","nonword","nonword","nonword",NA
"agret","sterfdadiger","nonword","nonword","nonword",NA
"woordopwekker","auoer","nonword","nonword","nonword",NA
"kason","vomie","nonword","nonword","nonword",NA
"hoku","verhout","nonword","nonword","nonword",NA
"eenstemdig","oorlan","nonword","nonword","nonword",NA
"vuurmac","norwell","nonword","nonword","nonword",NA
"naza","progreer","nonword","nonword","nonword",NA
"beoetuut","duidelikcreet","nonword","nonword","nonword",NA
"ondervingroep","peat","nonword","nonword","nonword",NA
"meis","geblaasmenis","nonword","nonword","nonword",NA
"maakmiddel","aiaap","nonword","nonword","nonword",NA
"eep","toplantspeler","nonword","nonword","nonword",NA
"nalen","harmoburg","nonword","nonword","nonword",NA
"simó","sorpsieker","nonword","nonword","nonword",NA
"eksoek","infan","nonword","nonword","nonword",NA
"saamgewe","sleef","nonword","nonword","nonword",NA
"deleen","bohè","nonword","nonword","nonword",NA
"biese","ilk","nonword","nonword","nonword",NA
"piestap","bewindsdiging","nonword","nonword","nonword",NA
"nochrober","žek","nonword","nonword","nonword",NA
"surk","weekgieë","nonword","nonword","nonword",NA
"iend","fori","nonword","nonword","nonword",NA
"koloburg","freeël","nonword","nonword","nonword",NA
"prore","mayonskoolse","nonword","nonword","nonword",NA
