"en_cue","en_target","type","cue_type","target_type"
"tzouble","nortr","nonword","nonword","nonword"
"vehicke","iecade","nonword","nonword","nonword"
"sofa","winus","nonword","nonword","nonword"
"thun","chtw","nonword","nonword","nonword"
"shcrlock","emergeucy","nonword","nonword","nonword"
"presepce","limousinf","nonword","nonword","nonword"
"paevent","higs","nonword","nonword","nonword"
"prokd","eaht","nonword","nonword","nonword"
"lbject","wealtc","nonword","nonword","nonword"
"axcellent","batt","nonword","nonword","nonword"
"baeking","americd","nonword","nonword","nonword"
"pollow","soorm","nonword","nonword","nonword"
"pooket","bery","nonword","nonword","nonword"
"sward","cygarette","nonword","nonword","nonword"
"oppdsite","winnfr","nonword","nonword","nonword"
"dealth","etectricity","nonword","nonword","nonword"
"worroed","cohsin","nonword","nonword","nonword"
"fingex","mill","nonword","nonword","nonword"
"aechnical","ketp","nonword","nonword","nonword"
"wero","jerchant","nonword","nonword","nonword"
"pervice","tbagic","nonword","nonword","nonword"
"cabie","tissee","nonword","nonword","nonword"
"manth","cltch","nonword","nonword","nonword"
"lkpstick","midsion","nonword","nonword","nonword"
"check","sige","nonword","nonword","nonword"
"doown","dsual","nonword","nonword","nonword"
"rehignation","konfess","nonword","nonword","nonword"
"coggh","accept","nonword","nonword","nonword"
"chwmpion","heyr","nonword","nonword","nonword"
"caoiber","wrstern","nonword","nonword","nonword"
"lvad","realdstic","nonword","nonword","nonword"
"carsival","raue","nonword","nonword","nonword"
"magager","tunnet","nonword","nonword","nonword"
"puniso","ueparture","nonword","nonword","nonword"
"twsk","nausda","nonword","nonword","nonword"
"tomorrtw","mreting","nonword","nonword","nonword"
"nsst","stcucture","nonword","nonword","nonword"
"admirb","tudkey","nonword","nonword","nonword"
"whirkey","wiv","nonword","nonword","nonword"
"bretd","pass","nonword","nonword","nonword"
"airange","batmin","nonword","nonword","nonword"
"rontact","lree","nonword","nonword","nonword"
"ssciety","rknsom","nonword","nonword","nonword"
"texi","defens","nonword","nonword","nonword"
"kinler","demnnstration","nonword","nonword","nonword"
"engoish","dociment","nonword","nonword","nonword"
"heav","menister","nonword","nonword","nonword"
"juit","remarkabld","nonword","nonword","nonword"
"receptmon","chip","nonword","nonword","nonword"
"hute","gamm","nonword","nonword","nonword"
"jonument","eiperor","nonword","nonword","nonword"
"road","zemale","nonword","nonword","nonword"
"bubget","misfortuie","nonword","nonword","nonword"
"inabilaty","cavilization","nonword","nonword","nonword"
"roop","ihest","nonword","nonword","nonword"
"fooa","airpoyt","nonword","nonword","nonword"
"cabera","ucable","nonword","nonword","nonword"
"tohal","bedrsom","nonword","nonword","nonword"
"dsamatic","smotional","nonword","nonword","nonword"
"reute","smbject","nonword","nonword","nonword"
"tosl","harwony","nonword","nonword","nonword"
"describb","virlage","nonword","nonword","nonword"
"deamh","oandkerchief","nonword","nonword","nonword"
"minb","tsy","nonword","nonword","nonword"
"man","mysrery","nonword","nonword","nonword"
"coos","crampagne","nonword","nonword","nonword"
"geeius","sagd","nonword","nonword","nonword"
"ligotning","julvet","nonword","nonword","nonword"
"holp","creaturu","nonword","nonword","nonword"
"sokt","amcusation","nonword","nonword","nonword"
"unaerestimate","keat","nonword","nonword","nonword"
"confereice","newl","nonword","nonword","nonword"
"locted","feven","nonword","nonword","nonword"
"coaph","ueauty","nonword","nonword","nonword"
"loyal","xtate","nonword","nonword","nonword"
"irony","amount","nonword","nonword","nonword"
"contramt","museua","nonword","nonword","nonword"
"ignoracce","educotion","nonword","nonword","nonword"
"hort","tengis","nonword","nonword","nonword"
"eiror","sagnature","nonword","nonword","nonword"
"useful","bathrnom","nonword","nonword","nonword"
"artisc","gryat","nonword","nonword","nonword"
"southesn","psckage","nonword","nonword","nonword"
"mabl","resly","nonword","nonword","nonword"
"clhb","infeclion","nonword","nonword","nonword"
"rercenary","ecternal","nonword","nonword","nonword"
"venior","resoaurant","nonword","nonword","nonword"
"thire","excrted","nonword","nonword","nonword"
"year","jacwet","nonword","nonword","nonword"
"binn","bsss","nonword","nonword","nonword"
"tayle","schofl","nonword","nonword","nonword"
"nhousand","boscon","nonword","nonword","nonword"
"chancealor","fantaxy","nonword","nonword","nonword"
"widhw","zepression","nonword","nonword","nonword"
"majorily","wsman","nonword","nonword","nonword"
"ses","tjat","nonword","nonword","nonword"
"birsh","grokp","nonword","nonword","nonword"
"tusn","bid","nonword","nonword","nonword"
"nrght","apmor","nonword","nonword","nonword"
"ghite","alieu","nonword","nonword","nonword"
"banyer","patb","nonword","nonword","nonword"
"cabin","shoxt","nonword","nonword","nonword"
"junj","micfophone","nonword","nonword","nonword"
"robat","biomogy","nonword","nonword","nonword"
"landtng","wrange","nonword","nonword","nonword"
"inptinct","kheese","nonword","nonword","nonword"
"swngle","spaghecti","nonword","nonword","nonword"
"thieg","aizard","nonword","nonword","nonword"
"refusk","investigator","nonword","nonword","nonword"
"ctbinet","dospute","nonword","nonword","nonword"
"ambulasce","understabd","nonword","nonword","nonword"
"nld","concentrace","nonword","nonword","nonword"
"whmt","faitd","nonword","nonword","nonword"
"shost","cherk","nonword","nonword","nonword"
"numblr","tmaditional","nonword","nonword","nonword"
"exkmine","armors","nonword","nonword","nonword"
"tww","stwtue","nonword","nonword","nonword"
"empoy","lssistance","nonword","nonword","nonword"
"exuremely","hyman","nonword","nonword","nonword"
"tountry","lamy","nonword","nonword","nonword"
"irox","jumc","nonword","nonword","nonword"
"sitcation","maud","nonword","nonword","nonword"
"sumfer","otion","nonword","nonword","nonword"
"klu","metal","nonword","nonword","nonword"
"ubservation","reducm","nonword","nonword","nonword"
"coaq","pog","nonword","nonword","nonword"
"hoyalty","criminan","nonword","nonword","nonword"
"montain","dynabite","nonword","nonword","nonword"
"warm","smmll","nonword","nonword","nonword"
"oedical","fong","nonword","nonword","nonword"
"gloriaus","jattlefield","nonword","nonword","nonword"
"neller","monute","nonword","nonword","nonword"
"inclease","inspectvon","nonword","nonword","nonword"
"erab","dargo","nonword","nonword","nonword"
"ropular","tte","nonword","nonword","nonword"
"tello","buard","nonword","nonword","nonword"
"elanet","titlw","nonword","nonword","nonword"
"goose","sandrome","nonword","nonword","nonword"
"dss","wlitress","nonword","nonword","nonword"
"meutal","tranefer","nonword","nonword","nonword"
"loyk","ydllow","nonword","nonword","nonword"
"learn","assiseant","nonword","nonword","nonword"
"grandsok","sabotagg","nonword","nonword","nonword"
"fioe","marheting","nonword","nonword","nonword"
"kidnew","acton","nonword","nonword","nonword"
"pridu","charmind","nonword","nonword","nonword"
"swalrow","conedy","nonword","nonword","nonword"
"pleasfre","snipfr","nonword","nonword","nonword"
"chnos","pafsword","nonword","nonword","nonword"
"drunk","lignal","nonword","nonword","nonword"
"unfurtunate","corporatisn","nonword","nonword","nonword"
"rosponsibility","gorilla","nonword","nonword","nonword"
"administrytion","smelr","nonword","nonword","nonword"
"gestuge","scientixt","nonword","nonword","nonword"
"shiend","grandmoyher","nonword","nonword","nonword"
"supporo","cherp","nonword","nonword","nonword"
"tolment","cosrect","nonword","nonword","nonword"
"arl","absenie","nonword","nonword","nonword"
"literalay","garaxy","nonword","nonword","nonword"
"meanipg","naby","nonword","nonword","nonword"
"prettf","worla","nonword","nonword","nonword"
"opinion","platv","nonword","nonword","nonword"
"rble","irtery","nonword","nonword","nonword"
"edvelope","divige","nonword","nonword","nonword"
"ingustice","bor","nonword","nonword","nonword"
"liotle","kull","nonword","nonword","nonword"
"rgtual","voti","nonword","nonword","nonword"
"dusk","monotor","nonword","nonword","nonword"
"profiu","fatson","nonword","nonword","nonword"
"yorkshop","casile","nonword","nonword","nonword"
"advertining","maintevance","nonword","nonword","nonword"
"frrgment","uree","nonword","nonword","nonword"
"uyo","impoitance","nonword","nonword","nonword"
"vylue","pressure","nonword","nonword","nonword"
"vagini","ironyc","nonword","nonword","nonword"
"qucstion","neal","nonword","nonword","nonword"
"manage","dascription","nonword","nonword","nonword"
"candiuate","bund","nonword","nonword","nonword"
"comphny","envestor","nonword","nonword","nonword"
"moak","yhildhood","nonword","nonword","nonword"
"flec","winser","nonword","nonword","nonword"
"htick","veaus","nonword","nonword","nonword"
"siater","closei","nonword","nonword","nonword"
"induatry","leader","nonword","nonword","nonword"
"choud","ean","nonword","nonword","nonword"
"politw","pleesant","nonword","nonword","nonword"
"giard","adreealine","nonword","nonword","nonword"
"prdtest","ittack","nonword","nonword","nonword"
"libaary","suggert","nonword","nonword","nonword"
"cmbassy","psychologd","nonword","nonword","nonword"
"hospimality","thack","nonword","nonword","nonword"
"consdder","bekr","nonword","nonword","nonword"
"lawser","wrtter","nonword","nonword","nonword"
"ramp","builw","nonword","nonword","nonword"
"ftnal","etrongly","nonword","nonword","nonword"
"producex","urunk","nonword","nonword","nonword"
"typicaw","rnow","nonword","nonword","nonword"
"evolumion","knowledgr","nonword","nonword","nonword"
"respecy","kegative","nonword","nonword","nonword"
"potrto","trucc","nonword","nonword","nonword"
"brby","exhibitiou","nonword","nonword","nonword"
"winu","neel","nonword","nonword","nonword"
"vircle","probleu","nonword","nonword","nonword"
"thot","lederation","nonword","nonword","nonword"
"unig","arpy","nonword","nonword","nonword"
"enasle","selfesh","nonword","nonword","nonword"
"kctchup","defynition","nonword","nonword","nonword"
"dnubt","silencr","nonword","nonword","nonword"
"gneen","coty","nonword","nonword","nonword"
"cregte","nct","nonword","nonword","nonword"
"yoea","ximple","nonword","nonword","nonword"
"forgivenesd","cste","nonword","nonword","nonword"
"trarn","fell","nonword","nonword","nonword"
"conuept","spued","nonword","nonword","nonword"
"nwde","teym","nonword","nonword","nonword"
"gwandfather","untuition","nonword","nonword","nonword"
"caraon","instrumeat","nonword","nonword","nonword"
"towew","camping","nonword","nonword","nonword"
"risey","surmon","nonword","nonword","nonword"
"cdpsule","confysion","nonword","nonword","nonword"
"insglt","usualld","nonword","nonword","nonword"
"orphansge","strangu","nonword","nonword","nonword"
"detmnator","becutiful","nonword","nonword","nonword"
"procevd","nandle","nonword","nonword","nonword"
"naval","fighrer","nonword","nonword","nonword"
"parlioment","ueknown","nonword","nonword","nonword"
"cyreer","commpssioner","nonword","nonword","nonword"
"complaynt","coou","nonword","nonword","nonword"
"wort","repuration","nonword","nonword","nonword"
"minioum","organive","nonword","nonword","nonword"
"netaork","higtway","nonword","nonword","nonword"
"influenie","henvily","nonword","nonword","nonword"
"socth","nock","nonword","nonword","nonword"
"oegional","arrogange","nonword","nonword","nonword"
"vefuge","prosecutgr","nonword","nonword","nonword"
"dirtw","surgace","nonword","nonword","nonword"
"rud","evening","nonword","nonword","nonword"
"satiefied","really","nonword","nonword","nonword"
"slokly","sneel","nonword","nonword","nonword"
"gelf","compasston","nonword","nonword","nonword"
"oit","alk","nonword","nonword","nonword"
"iveal","briget","nonword","nonword","nonword"
"commmssion","remove","nonword","nonword","nonword"
"somegimes","freepe","nonword","nonword","nonword"
"mub","polimics","nonword","nonword","nonword"
"lober","sove","nonword","nonword","nonword"
"saftware","pro","nonword","nonword","nonword"
"arryve","disgustinl","nonword","nonword","nonword"
"suddengy","bod","nonword","nonword","nonword"
"oserational","vallmy","nonword","nonword","nonword"
"farmea","girlf","nonword","nonword","nonword"
"shinv","hrg","nonword","nonword","nonword"
"swail","siscussion","nonword","nonword","nonword"
"legion","chaloenge","nonword","nonword","nonword"
"teenuge","speok","nonword","nonword","nonword"
"sufftring","yesterday","nonword","nonword","nonword"
"hkney","voluntalily","nonword","nonword","nonword"
"pdoject","octobyr","nonword","nonword","nonword"
"spoov","brepare","nonword","nonword","nonword"
"garuic","tetperature","nonword","nonword","nonword"
"hravo","cruilty","nonword","nonword","nonword"
"skiq","lct","nonword","nonword","nonword"
"civis","dasce","nonword","nonword","nonword"
"hospctal","bathalion","nonword","nonword","nonword"
"axplanation","derfume","nonword","nonword","nonword"
"espionage","strawberry","nonword","nonword","nonword"
"dhamond","kver","nonword","nonword","nonword"
"maybe","eag","nonword","nonword","nonword"
"hplpless","darb","nonword","nonword","nonword"
"goaernor","repaim","nonword","nonword","nonword"
"gps","prize","nonword","nonword","nonword"
"daugyter","heck","nonword","nonword","nonword"
"staip","foy","nonword","nonword","nonword"
"ssmply","balk","nonword","nonword","nonword"
"accidentalln","mbandon","nonword","nonword","nonword"
"astropaut","wover","nonword","nonword","nonword"
"prwfile","ducl","nonword","nonword","nonword"
"poev","comt","nonword","nonword","nonword"
"pelace","pklitician","nonword","nonword","nonword"
"cyange","funding","nonword","nonword","nonword"
"commanser","mydal","nonword","nonword","nonword"
"secovd","ihere","nonword","nonword","nonword"
"sexuml","glorc","nonword","nonword","nonword"
"chemicpl","enginb","nonword","nonword","nonword"
"okae","nption","nonword","nonword","nonword"
"ibstacle","marriod","nonword","nonword","nonword"
"uncomfoxtable","pakn","nonword","nonword","nonword"
"lasacna","arobably","nonword","nonword","nonword"
