"gl_target","gl_cue","type","target_type","cue_type","gl_cosine"
"xiobliga","awn","nonword","nonword","nonword",NA
"usarnico","lumum","nonword","nonword","nonword",NA
"estrañedalo","publidesherdade","nonword","nonword","nonword",NA
"bucou","mohnvora","nonword","nonword","nonword",NA
"fumááántive","contaminatrañas","nonword","nonword","nonword",NA
"para sequeña","birt","nonword","nonword","nonword",NA
"buzy","máni","nonword","nonword","nonword",NA
"arqui","equineta","nonword","nonword","nonword",NA
"lemdeu","fip","nonword","nonword","nonword",NA
"salet","lya","nonword","nonword","nonword",NA
"cheider","de súprións","nonword","nonword","nonword",NA
"gañáderer","avíder","nonword","nonword","nonword",NA
"truireira","afunminar","nonword","nonword","nonword",NA
"conqueimar","testenhem","nonword","nonword","nonword",NA
"irresponsagorsky","rafin","nonword","nonword","nonword",NA
"bulpre","fepoñermeno","nonword","nonword","nonword",NA
"avaliabourg","rinca","nonword","nonword","nonword",NA
"inspiraflops","atenmigo","nonword","nonword","nonword",NA
"chosa","pechá","nonword","nonword","nonword",NA
"apuñavioso","deshabido","nonword","nonword","nonword",NA
"cometerl","flintshirefuxiado","nonword","nonword","nonword",NA
"desenvolvemenbayashi","ríater","nonword","nonword","nonword",NA
"demostrabourg","rehamster","nonword","nonword","nonword",NA
"rín","onn","nonword","nonword","nonword",NA
"ciclónro","watt","nonword","nonword","nonword",NA
"eclección","auafastar","nonword","nonword","nonword",NA
"tenha","tonda","nonword","nonword","nonword",NA
"hiso","chke","nonword","nonword","nonword",NA
"contrasiseñor","raran","nonword","nonword","nonword",NA
"oño","adocórre","nonword","nonword","nonword",NA
"ventiladaíña","trosco","nonword","nonword","nonword",NA
"esmiñado","audan","nonword","nonword","nonword",NA
"estiches","orquídecido","nonword","nonword","nonword",NA
"instruquiñoto","addré","nonword","nonword","nonword",NA
"caríanra","aib","nonword","nonword","nonword",NA
"amañacoloxía","entusiasmonastyrsky","nonword","nonword","nonword",NA
"xeses","cáó","nonword","nonword","nonword",NA
"ocúpa","cdirt","nonword","nonword","nonword",NA
"kjelcoon","ceríasto","nonword","nonword","nonword",NA
"senza","covergne","nonword","nonword","nonword",NA
"toalcohó","galeches","nonword","nonword","nonword",NA
"ry","hwe","nonword","nonword","nonword",NA
"comexhaustamente","aboitico","nonword","nonword","nonword",NA
"cóida","pochanza","nonword","nonword","nonword",NA
"rerch","seniquen","nonword","nonword","nonword",NA
"nortreñimente","situabourg","nonword","nonword","nonword",NA
"lasen","consideseñei","nonword","nonword","nonword",NA
"graxen","proteríaa","nonword","nonword","nonword",NA
"excluíno","inguiuno","nonword","nonword","nonword",NA
"cadia","fugos","nonword","nonword","nonword",NA
"posibilidadelahaye","apropire","nonword","nonword","nonword",NA
"televitebsk","transpasivo","nonword","nonword","nonword",NA
"rangiz","horant","nonword","nonword","nonword",NA
"visinarl","existigo","nonword","nonword","nonword",NA
"eselector","refuróns","nonword","nonword","nonword",NA
"asusteira","rodán","nonword","nonword","nonword",NA
"empresaxewar","asuple","nonword","nonword","nonword",NA
"sedy","didez","nonword","nonword","nonword",NA
"estrasla","tribucles","nonword","nonword","nonword",NA
"camta","xugos","nonword","nonword","nonword",NA
"pleirica","apéndier","nonword","nonword","nonword",NA
"alquímisor","terailro","nonword","nonword","nonword",NA
"esquersa","schaffhausensacional","nonword","nonword","nonword",NA
"liver","prohididato","nonword","nonword","nonword",NA
"necesilenskyde","despo","nonword","nonword","nonword",NA
"triuncional","reuse","nonword","nonword","nonword",NA
"medionuill","apañativo","nonword","nonword","nonword",NA
"algersbra","mcan","nonword","nonword","nonword",NA
"gousouno","endrush","nonword","nonword","nonword",NA
"epideseño","coinbulo","nonword","nonword","nonword",NA
"apretura","thouvóns","nonword","nonword","nonword",NA
"mountrol","préstomía","nonword","nonword","nonword",NA
"ferson","calirais","nonword","nonword","nonword",NA
"mclennamite","coñevate","nonword","nonword","nonword",NA
"entrañasmidade","felda","nonword","nonword","nonword",NA
"bamea","regaz","nonword","nonword","nonword",NA
"fereo","necesafeway","nonword","nonword","nonword",NA
"perán","aim","nonword","nonword","nonword",NA
"gotte","simichel","nonword","nonword","nonword",NA
"exfröst","xornalismonastyrsky","nonword","nonword","nonword",NA
"vinov","correcrías","nonword","nonword","nonword",NA
"aprenvocado","praiture","nonword","nonword","nonword",NA
"ght","recoltros","nonword","nonword","nonword",NA
"famidoun","ent","nonword","nonword","nonword",NA
"sólto","makeshi","nonword","nonword","nonword",NA
"antra","frpp","nonword","nonword","nonword",NA
"denna","exercidio","nonword","nonword","nonword",NA
"careillo","mondre","nonword","nonword","nonword",NA
"basenets","atraxa","nonword","nonword","nonword",NA
"posno","substinard","nonword","nonword","nonword",NA
"localizatrañas","shlf","nonword","nonword","nonword",NA
"paranorquiño","chotk","nonword","nonword","nonword",NA
"ofendeal","pite","nonword","nonword","nonword",NA
"pataquígrafo","omagarro","nonword","nonword","nonword",NA
"planrible","dodeu","nonword","nonword","nonword",NA
"miamisto","sosca","nonword","nonword","nonword",NA
"ciclónro","atraeta","nonword","nonword","nonword",NA
"óug","béixa","nonword","nonword","nonword",NA
"planificatrañar","joutil","nonword","nonword","nonword",NA
"cosple","covel","nonword","nonword","nonword",NA
"telémingsno","decaches","nonword","nonword","nonword",NA
"culpapeis","idci","nonword","nonword","nonword",NA
"agarsaxe","weci","nonword","nonword","nonword",NA
"estañas","buftle","nonword","nonword","nonword",NA
"tisco","surenskyciente","nonword","nonword","nonword",NA
"xotu","readentro","nonword","nonword","nonword",NA
"festiques","knighning","nonword","nonword","nonword",NA
"amañaxitude","resimohinos","nonword","nonword","nonword",NA
"axusas","dutos","nonword","nonword","nonword",NA
"exhortamento","nuan","nonword","nonword","nonword",NA
"nalgún lkills","inpollyannational","nonword","nonword","nonword",NA
"huntom","subesticións","nonword","nonword","nonword",NA
"discubríu","conamonto","nonword","nonword","nonword",NA
"transcemento","excesiñaste","nonword","nonword","nonword",NA
"senaches","deshoncialmente","nonword","nonword","nonword",NA
"restaupoñerte","ail","nonword","nonword","nonword",NA
"frontado","fro","nonword","nonword","nonword",NA
"kiko","churgado","nonword","nonword","nonword",NA
"lapresto","resse","nonword","nonword","nonword",NA
"urg","vdin","nonword","nonword","nonword",NA
"rañanmportante","empurguei","nonword","nonword","nonword",NA
"taríaoto","diadáev","nonword","nonword","nonword",NA
"ditéñano","disse","nonword","nonword","nonword",NA
"cogjia","meaz","nonword","nonword","nonword",NA
"magajohanne","electroi","nonword","nonword","nonword",NA
"flerjado","vaadorna","nonword","nonword","nonword",NA
"agracular","leglom","nonword","nonword","nonword",NA
"deshonticamente","páste","nonword","nonword","nonword",NA
"resisríao","locbro","nonword","nonword","nonword",NA
"uir","optiaguanta","nonword","nonword","nonword",NA
"incristo","impolicìate","nonword","nonword","nonword",NA
"iln","orquéimo","nonword","nonword","nonword",NA
"redulóns","polé","nonword","nonword","nonword",NA
"nys","estagawa","nonword","nonword","nonword",NA
"tiámo","rómza","nonword","nonword","nonword",NA
"maar","rapaguei","nonword","nonword","nonword",NA
"investigalinsky","fartan","nonword","nonword","nonword",NA
"xeraltruírte","capiches","nonword","nonword","nonword",NA
"atraema","sérve","nonword","nonword","nonword",NA
"amañanalista","bonición","nonword","nonword","nonword",NA
"alavanza","amañarioso","nonword","nonword","nonword",NA
"nion","teatrancopio","nonword","nonword","nonword",NA
"peren","nente","nonword","nonword","nonword",NA
"camaciónsra","citri","nonword","nonword","nonword",NA
"funciosións","finandanthra","nonword","nonword","nonword",NA
"focá","furanoia","nonword","nonword","nonword",NA
"eeuke","baathiscesto","nonword","nonword","nonword",NA
"coopreso","fúndo","nonword","nonword","nonword",NA
"perraultmance","retridge","nonword","nonword","nonword",NA
"apesbore","camiñanlica","nonword","nonword","nonword",NA
"xeitar","tráitao","nonword","nonword","nonword",NA
"painción","natución","nonword","nonword","nonword",NA
"ensigual","doci","nonword","nonword","nonword",NA
"electado","ambulangráns","nonword","nonword","nonword",NA
"uit","ficer","nonword","nonword","nonword",NA
"prensica","clnú","nonword","nonword","nonword",NA
"riapraza","aprenpamento","nonword","nonword","nonword",NA
"parán","clante","nonword","nonword","nonword",NA
"gabray","embaixaríanl","nonword","nonword","nonword",NA
"cammáns","de vofazl","nonword","nonword","nonword",NA
"clusión","sinnob","nonword","nonword","nonword",NA
"colación","hogi","nonword","nonword","nonword",NA
"fociñosgrafo","matriff","nonword","nonword","nonword",NA
"arquiafronto","luxem","nonword","nonword","nonword",NA
"waiz","gobernacións","nonword","nonword","nonword",NA
"yor","reafrontado","nonword","nonword","nonword",NA
"plumbage","mitan","nonword","nonword","nonword",NA
"capitalismonastyrsky","yol","nonword","nonword","nonword",NA
"fidy","escoñéce","nonword","nonword","nonword",NA
"aprobamosl","priviletrans","nonword","nonword","nonword",NA
"nasty","conpoñer","nonword","nonword","nonword",NA
"semaleshermente","lisei","nonword","nonword","nonword",NA
"pi","substira","nonword","nonword","nonword",NA
"habiciónsal","mocra","nonword","nonword","nonword",NA
"tinen","prohibiente","nonword","nonword","nonword",NA
"fantamont","unt","nonword","nonword","nonword",NA
"frescante","de cando truían","nonword","nonword","nonword",NA
"intuirías","smogh","nonword","nonword","nonword",NA
"pacran","rínco","nonword","nonword","nonword",NA
"constitunheim","esaposto","nonword","nonword","nonword",NA
"frách","atuad","nonword","nonword","nonword",NA
"bast","wás","nonword","nonword","nonword",NA
"goudar","celes","nonword","nonword","nonword",NA
"qnly","rocos","nonword","nonword","nonword",NA
"testo","sooyi","nonword","nonword","nonword",NA
"poche","urg","nonword","nonword","nonword",NA
"fiunt","problé","nonword","nonword","nonword",NA
"desca","aguanmemente","nonword","nonword","nonword",NA
"explorarl","japó","nonword","nonword","nonword",NA
"sert","penhall","nonword","nonword","nonword",NA
"amañarlicitude","askatherina","nonword","nonword","nonword",NA
"indireil","lirse","nonword","nonword","nonword",NA
"urt","cótrando","nonword","nonword","nonword",NA
"rapidaalíñaste","ocúco","nonword","nonword","nonword",NA
"seaborre","prohinética","nonword","nonword","nonword",NA
"másak","competiquets","nonword","nonword","nonword",NA
"enelecto","lé","nonword","nonword","nonword",NA
"embaracións","asisleres","nonword","nonword","nonword",NA
"relifort","arsemión","nonword","nonword","nonword",NA
"dengan","cilco","nonword","nonword","nonword",NA
"denre","crote","nonword","nonword","nonword",NA
"retranspensa","boxes","nonword","nonword","nonword",NA
"flrld","risúo","nonword","nonword","nonword",NA
"racett","avóito","nonword","nonword","nonword",NA
"tromsoas","nouve","nonword","nonword","nonword",NA
"espechou","rades","nonword","nonword","nonword",NA
"weg","responsabilidademutsky","nonword","nonword","nonword",NA
"tumot","vibai","nonword","nonword","nonword",NA
"prr","gako","nonword","nonword","nonword",NA
"preve","presverso","nonword","nonword","nonword",NA
"ronte","deapósto","nonword","nonword","nonword",NA
"creoud","becia","nonword","nonword","nonword",NA
"galór","dousname","nonword","nonword","nonword",NA
"reurity","bocí","nonword","nonword","nonword",NA
"tradicioquiños","imposiseñor","nonword","nonword","nonword",NA
"declarabuñar","burde","nonword","nonword","nonword",NA
"tegrarte","xeime","nonword","nonword","nonword",NA
"mofrontar","aplíto","nonword","nonword","nonword",NA
"goar","inamisto","nonword","nonword","nonword",NA
"umb","afronnoloxía","nonword","nonword","nonword",NA
"wilá","vergoñalo","nonword","nonword","nonword",NA
"alepras","pernhe","nonword","nonword","nonword",NA
"estareil","atralege","nonword","nonword","nonword",NA
"inexipcia","imaxinakushi","nonword","nonword","nonword",NA
"herd","arusness","nonword","nonword","nonword",NA
"remuiñartemente","anlor","nonword","nonword","nonword",NA
"kurman","ruiny","nonword","nonword","nonword",NA
"pesiñado","arqueixar","nonword","nonword","nonword",NA
"enguinda","licos","nonword","nonword","nonword",NA
"canmuk","proamonto","nonword","nonword","nonword",NA
"ceiria","acústima","nonword","nonword","nonword",NA
"coinsica","papaiñofico","nonword","nonword","nonword",NA
"asusmento","aguantáculo","nonword","nonword","nonword",NA
"frimún","desopreso","nonword","nonword","nonword",NA
"nhauer","gouma","nonword","nonword","nonword",NA
"inhasico","ignokoshicia","nonword","nonword","nonword",NA
"melei","laise","nonword","nonword","nonword",NA
"aerotransto","monutiñosto","nonword","nonword","nonword",NA
"letrans","leinquédade","nonword","nonword","nonword",NA
"deshonsioneiro","jsil","nonword","nonword","nonword",NA
"queinado","seavrial","nonword","nonword","nonword",NA
"traizóa","washingvas","nonword","nonword","nonword",NA
"arrakholería","únan baixo","nonword","nonword","nonword",NA
"vitaríanlna","orixi","nonword","nonword","nonword",NA
"amañarperatura","amañarpiedade","nonword","nonword","nonword",NA
"holichón","sándwicenarios","nonword","nonword","nonword",NA
"opches","isash","nonword","nonword","nonword",NA
"teve","asaltancia","nonword","nonword","nonword",NA
"testetong","hollywocidentalmente","nonword","nonword","nonword",NA
"abdomisións","prohitidade","nonword","nonword","nonword",NA
"quismoso","screculo","nonword","nonword","nonword",NA
"salvareil","imprehollywoonante","nonword","nonword","nonword",NA
"azule","críek","nonword","nonword","nonword",NA
"atovo","toe","nonword","nonword","nonword",NA
"proacálma","corarían","nonword","nonword","nonword",NA
"arteches","kelve","nonword","nonword","nonword",NA
"ao contrlunya","aboca","nonword","nonword","nonword",NA
"haill","alida","nonword","nonword","nonword",NA
"cemitepoñen","goen","nonword","nonword","nonword",NA
"inprésto","chenos","nonword","nonword","nonword",NA
"charterio","varde","nonword","nonword","nonword",NA
"sikx","resca","nonword","nonword","nonword",NA
"destacamiñan","nobrarbro","nonword","nonword","nonword",NA
"insnellmante","flr","nonword","nonword","nonword",NA
"triuntícula","toletrei","nonword","nonword","nonword",NA
"amañartantemente","aprogada","nonword","nonword","nonword",NA
"desapariqueños","seitory","nonword","nonword","nonword",NA
"epp","afecdencia","nonword","nonword","nonword",NA
"pjabol","baasigna","nonword","nonword","nonword",NA
"ilt","bilois","nonword","nonword","nonword",NA
"produrant","piación","nonword","nonword","nonword",NA
"diexhaustamente","obamonto","nonword","nonword","nonword",NA
"prohitamento","especialistatuíñas","nonword","nonword","nonword",NA
