"sl_cue","sl_target","type","cue_type","target_type","sl_cosine"
"organjač","kdes","nonword","nonword","nonword",NA
"ustrezovanje","atlantirano","nonword","nonword","nonword",NA
"prigriščal","riccardotočiti","nonword","nonword","nonword",NA
"vlačno","meazijsko","nonword","nonword","nonword",NA
"casva","gešne","nonword","nonword","nonword",NA
"mateukvarja","blackbriartilerija","nonword","nonword","nonword",NA
"sklezano","odman","nonword","nonword","nonword",NA
"rečbi","herov","nonword","nonword","nonword",NA
"lebja","preiskovastnost","nonword","nonword","nonword",NA
"osvošanje","platnis","nonword","nonword","nonword",NA
"sirotilawrenca","zlika","nonword","nonword","nonword",NA
"znanganje","cratmite","nonword","nonword","nonword",NA
"mučevelj","indljivcija","nonword","nonword","nonword",NA
"odporščak","postoding","nonword","nonword","nonword",NA
"pobrazba","goastrofije","nonword","nonword","nonword",NA
"brzod","odstrelvori","nonword","nonword","nonword",NA
"kljuvice","pomanjka","nonword","nonword","nonword",NA
"pem","franvi","nonword","nonword","nonword",NA
"prešnjega","etk","nonword","nonword","nonword",NA
"ognjematično","silve","nonword","nonword","nonword",NA
"gookrona","strokovsnil","nonword","nonword","nonword",NA
"prippy","peški","nonword","nonword","nonword",NA
"nenaapartma","zmanjber","nonword","nonword","nonword",NA
"netrost","izustvarite","nonword","nonword","nonword",NA
"holl","vljalnik","nonword","nonword","nonword",NA
"kral","afst","nonword","nonword","nonword",NA
"xio","draškaj","nonword","nonword","nonword",NA
"proers","hitlett","nonword","nonword","nonword",NA
"pramet","alšim","nonword","nonword","nonword",NA
"živčtom","omarcijo","nonword","nonword","nonword",NA
"predpite","dy","nonword","nonword","nonword",NA
"pribljenost","ahl","nonword","nonword","nonword",NA
"nosnet","napadagwood","nonword","nonword","nonword",NA
"pozdruži","nčo","nonword","nonword","nonword",NA
"teklje","ype","nonword","nonword","nonword",NA
"pomembvi","močeš","nonword","nonword","nonword",NA
"sladpah","nekoncno","nonword","nonword","nonword",NA
"tosut","grosprevo","nonword","nonword","nonword",NA
"neobrzda","uood","nonword","nonword","nonword",NA
"ketcprov","teleplja","nonword","nonword","nonword",NA
"hone","sekaš","nonword","nonword","nonword",NA
"strama","spoliš","nonword","nonword","nonword",NA
"proraskat","mikvanto","nonword","nonword","nonword",NA
"zadooskruni","zeliščvid","nonword","nonword","nonword",NA
"ohom","splozija","nonword","nonword","nonword",NA
"veleposlastwood","boleobravna","nonword","nonword","nonword",NA
"našminka","proiführerjajo","nonword","nonword","nonword",NA
"potencialbuquerque","znji","nonword","nonword","nonword",NA
"novemstne","poskrivnoma","nonword","nonword","nonword",NA
"avm","našminka","nonword","nonword","nonword",NA
"upraviškem","povrključna","nonword","nonword","nonword",NA
"ršč","najemodajatrazvok","nonword","nonword","nonword",NA
"ognjevilege","snyd","nonword","nonword","nonword",NA
"kljuvljanje","vkljukovito","nonword","nonword","nonword",NA
"nison","kostična","nonword","nonword","nonword",NA
"detonaključ","creko","nonword","nonword","nonword",NA
"sunnek","račuoskrbnik","nonword","nonword","nonword",NA
"polobljenca","kraz","nonword","nonword","nonword",NA
"tokre","stenje","nonword","nonword","nonword",NA
"ith","naklet","nonword","nonword","nonword",NA
"dobesegljiv","melin","nonword","nonword","nonword",NA
"winga","morichar","nonword","nonword","nonword",NA
"noson","možganč","nonword","nonword","nonword",NA
"znangano","basešnim","nonword","nonword","nonword",NA
"roal","prrm","nonword","nonword","nonword",NA
"ponovlje","finiffer","nonword","nonword","nonword",NA
"lazaplem","nastranik","nonword","nonword","nonword",NA
"lachi","cenij","nonword","nonword","nonword",NA
"azy","razdljiva","nonword","nonword","nonword",NA
"femedu","chiga","nonword","nonword","nonword",NA
"popuvstveno","dujec","nonword","nonword","nonword",NA
"poexcelsite","spazy","nonword","nonword","nonword",NA
"iskastri","priskriva","nonword","nonword","nonword",NA
"magne","člotaš","nonword","nonword","nonword",NA
"hardler","vitatost","nonword","nonword","nonword",NA
"ustreševanje","nevedenj","nonword","nonword","nonword",NA
"upoča","oblieze","nonword","nonword","nonword",NA
"trodač","vzleno","nonword","nonword","nonword",NA
"porker","norsnično","nonword","nonword","nonword",NA
"vednostrica","sklike","nonword","nonword","nonword",NA
"krrs","eir","nonword","nonword","nonword",NA
"aibi","vojagnje","nonword","nonword","nonword",NA
"potrpežljistljiv","razunjih","nonword","nonword","nonword",NA
"riraj","odpokost","nonword","nonword","nonword",NA
"telefort","platov","nonword","nonword","nonword",NA
"matvarja","masle","nonword","nonword","nonword",NA
"slajšite","obrambhologija","nonword","nonword","nonword",NA
"najeklen","avtocepljen","nonword","nonword","nonword",NA
"usmuh","komunikacijacquart","nonword","nonword","nonword",NA
"ostuhija","dokmljen","nonword","nonword","nonword",NA
"gotes","dnevnina","nonword","nonword","nonword",NA
"nanes","govoatlanti","nonword","nonword","nonword",NA
"namax","počimljence","nonword","nonword","nonword",NA
"veličanvljen","desmondsija","nonword","nonword","nonword",NA
"dokašlja","ustvarpovedati","nonword","nonword","nonword",NA
"koprička","kanjo","nonword","nonword","nonword",NA
"sveznačka","knjida","nonword","nonword","nonword",NA
"odgovorvljen","litik","nonword","nonword","nonword",NA
"pasler","naroastrolo","nonword","nonword","nonword",NA
"relasquezno","nead","nonword","nonword","nonword",NA
"kolum","cudle","nonword","nonword","nonword",NA
"dodanjim","neunjih","nonword","nonword","nonword",NA
"rekon","\ t","nonword","nonword","nonword",NA
"calikšni","prerokbošiti","nonword","nonword","nonword",NA
"ogrovi","protostja","nonword","nonword","nonword",NA
"proša","ustregovalec","nonword","nonword","nonword",NA
"zgrudion","vrniteharth","nonword","nonword","nonword",NA
"kusen","zaupatrick","nonword","nonword","nonword",NA
"nal","microrick","nonword","nonword","nonword",NA
"hvalno","odrešemljen","nonword","nonword","nonword",NA
"žalicist","gačno","nonword","nonword","nonword",NA
"filozoustvarja","občintnih","nonword","nonword","nonword",NA
"ustretomija","nosečskih","nonword","nonword","nonword",NA
"strasprevo","serdar","nonword","nonword","nonword",NA
"izustvarite","miniških","nonword","nonword","nonword",NA
"realways","loveščaj","nonword","nonword","nonword",NA
"njemon","jeržnik","nonword","nonword","nonword",NA
"botih","berdno","nonword","nonword","nonword",NA
"zdravnost","nemoljub","nonword","nonword","nonword",NA
"coščo","moršno","nonword","nonword","nonword",NA
"pogolscvreti","arhipids","nonword","nonword","nonword",NA
"grice","potryabvanje","nonword","nonword","nonword",NA
"se zavedaksnost","zmanjracija","nonword","nonword","nonword",NA
"mosluhni","moniškem","nonword","nonword","nonword",NA
"požnju","iht","nonword","nonword","nonword",NA
"hruca","kapiljev","nonword","nonword","nonword",NA
"drobpanja","nerys","nonword","nonword","nonword",NA
"žrral","kdoid","nonword","nonword","nonword",NA
"pomenčki","zgrešina","nonword","nonword","nonword",NA
"posednja","zaseb","nonword","nonword","nonword",NA
"kašljalvati","skončnost","nonword","nonword","nonword",NA
"trtle","ukrebritev","nonword","nonword","nonword",NA
"njeva","samoškim","nonword","nonword","nonword",NA
"temfon","plovo","nonword","nonword","nonword",NA
"novinarvljen","žesto","nonword","nonword","nonword",NA
"pešaš","zodej","nonword","nonword","nonword",NA
"nluk","abugledno","nonword","nonword","nonword",NA
"ket","mestvenik","nonword","nonword","nonword",NA
"prispevba","telju","nonword","nonword","nonword",NA
"loler","pritivljajte","nonword","nonword","nonword",NA
"arabka","nuis","nonword","nonword","nonword",NA
"pojamccullo","iht","nonword","nonword","nonword",NA
"ščeta","pilček","nonword","nonword","nonword",NA
"wri","hirok","nonword","nonword","nonword",NA
"preddie","sočudnih","nonword","nonword","nonword",NA
"ons","sestaštva","nonword","nonword","nonword",NA
"nobljenje","komišlja","nonword","nonword","nonword",NA
"tisnjeno","skode","nonword","nonword","nonword",NA
"opradite","izračuprezrite","nonword","nonword","nonword",NA
"dovoljestvih","fify","nonword","nonword","nonword",NA
"resnejna","osmipagne","nonword","nonword","nonword",NA
"krajšanje","puvljati","nonword","nonword","nonword",NA
"posprati","pryc","nonword","nonword","nonword",NA
"poxby","osrečina","nonword","nonword","nonword",NA
"privladlji","nevarstve","nonword","nonword","nonword",NA
"tajač","ljulay","nonword","nonword","nonword",NA
"pravzastru","poobljubite","nonword","nonword","nonword",NA
"nenavabljen","liberadford","nonword","nonword","nonword",NA
"požanj","prastveno","nonword","nonword","nonword",NA
"pem","trianstov","nonword","nonword","nonword",NA
"mome","nazar","nonword","nonword","nonword",NA
"abrasko","direk","nonword","nonword","nonword",NA
"reep","obljumosfera","nonword","nonword","nonword",NA
"ogljilution","delastno","nonword","nonword","nonword",NA
"ioup","brihle","nonword","nonword","nonword",NA
"stiti","vežgi","nonword","nonword","nonword",NA
"skrivnoviti","oboskrbe","nonword","nonword","nonword",NA
"vho","steal","nonword","nonword","nonword",NA
"učinalno","teram","nonword","nonword","nonword",NA
"genigold","žuoznaka","nonword","nonword","nonword",NA
"trgoobravna","letalidnost","nonword","nonword","nonword",NA
"cldd","zasnil","nonword","nonword","nonword",NA
"mnolo","značil","nonword","nonword","nonword",NA
"hrer","cigareynold","nonword","nonword","nonword",NA
"geneslji","maskrajneza","nonword","nonword","nonword",NA
"irt","cirlic","nonword","nonword","nonword",NA
"panc","nedewald","nonword","nonword","nonword",NA
"cašču","stroliza","nonword","nonword","nonword",NA
"črar","brazba","nonword","nonword","nonword",NA
"abnd","preteforth","nonword","nonword","nonword",NA
"ritualbuquerque","kodr","nonword","nonword","nonword",NA
"srajje","madir","nonword","nonword","nonword",NA
"legistru","pomlin","nonword","nonword","nonword",NA
"razichertve","častnimnica","nonword","nonword","nonword",NA
"odbek","kostrojnica","nonword","nonword","nonword",NA
"gruh","avb","nonword","nonword","nonword",NA
"znangoči","lobavišč","nonword","nonword","nonword",NA
"zahvalži","sabotaknjen","nonword","nonword","nonword",NA
"velju","eleksoft","nonword","nonword","nonword",NA
"bekord","osustvarca","nonword","nonword","nonword",NA
"gma","opolno","nonword","nonword","nonword",NA
"deee","loljubno","nonword","nonword","nonword",NA
"obriccardovati","jevit","nonword","nonword","nonword",NA
"thoven","gokl","nonword","nonword","nonword",NA
"miligneš","odločskih","nonword","nonword","nonword",NA
"carret","riat","nonword","nonword","nonword",NA
"macevtca","cogurd","nonword","nonword","nonword",NA
"grano","glerit","nonword","nonword","nonword",NA
"očam","četraj","nonword","nonword","nonword",NA
"ihaty","odstanjaš","nonword","nonword","nonword",NA
"popal","paprek","nonword","nonword","nonword",NA
"prebivalkyrie","orlim","nonword","nonword","nonword",NA
"stija","odvljeni","nonword","nonword","nonword",NA
"zkrižje","igrakinja","nonword","nonword","nonword",NA
"vljalica","obidnevno","nonword","nonword","nonword",NA
"errt","fantaknjenno","nonword","nonword","nonword",NA
"pijasnje","trabrenna","nonword","nonword","nonword",NA
"žeg","turhov","nonword","nonword","nonword",NA
"bikravja","disfling","nonword","nonword","nonword",NA
"konzervaobrambni","vozskem","nonword","nonword","nonword",NA
"ravnostnihje","hupje","nonword","nonword","nonword",NA
"tekoobravna","kavzla","nonword","nonword","nonword",NA
"prostoobrazca","navkaš","nonword","nonword","nonword",NA
"fedeklet","bidal","nonword","nonword","nonword",NA
"spilie","snoce","nonword","nonword","nonword",NA
"dobiznis","bače","nonword","nonword","nonword",NA
"zabin","blian","nonword","nonword","nonword",NA
"tedljiva","ize","nonword","nonword","nonword",NA
"zmanjmeniti","kljuniti","nonword","nonword","nonword",NA
"elecka","vrve","nonword","nonword","nonword",NA
"lobedfordation","decemstne","nonword","nonword","nonword",NA
"novič","zapuobjekti","nonword","nonword","nonword",NA
"koleljev","mistit","nonword","nonword","nonword",NA
"eir","itt","nonword","nonword","nonword",NA
"dravi","izdajaznost","nonword","nonword","nonword",NA
"myple","ret","nonword","nonword","nonword",NA
"fiogabno","tvednik","nonword","nonword","nonword",NA
"riza","travcija","nonword","nonword","nonword",NA
"maokrutno","nevščino","nonword","nonword","nonword",NA
"sonom","potrično","nonword","nonword","nonword",NA
"membnico","znela","nonword","nonword","nonword",NA
"beguglal","tobit","nonword","nonword","nonword",NA
"rednihter","torna","nonword","nonword","nonword",NA
"kariednjič","midrobce","nonword","nonword","nonword",NA
"odranjen","rirček","nonword","nonword","nonword",NA
"ozd","bridor","nonword","nonword","nonword",NA
"pirja","klenka","nonword","nonword","nonword",NA
"dobrodelvljen","whisek","nonword","nonword","nonword",NA
"kokastri","akrok","nonword","nonword","nonword",NA
"posten","na spllaxy","nonword","nonword","nonword",NA
"dnika","empiščal","nonword","nonword","nonword",NA
"pernik","lizahval","nonword","nonword","nonword",NA
"poosvoba","obljutirati","nonword","nonword","nonword",NA
"lighknjam","apara","nonword","nonword","nonword",NA
"pornic","zura","nonword","nonword","nonword",NA
"reclja","predpovzklika","nonword","nonword","nonword",NA
"jukne","rav","nonword","nonword","nonword",NA
"zafren","arsoft","nonword","nonword","nonword",NA
"štežgečka","sprejmedija","nonword","nonword","nonword",NA
"dy","najveknil","nonword","nonword","nonword",NA
"petnež","skrivtimate","nonword","nonword","nonword",NA
"vzada","postopni","nonword","nonword","nonword",NA
"ašč","kucje","nonword","nonword","nonword",NA
"prerokbošiti","hyat","nonword","nonword","nonword",NA
"odključnite","komustan","nonword","nonword","nonword",NA
"tuhnje","sukat","nonword","nonword","nonword",NA
"zagij","okvije","nonword","nonword","nonword",NA
"povrov","nastrira","nonword","nonword","nonword",NA
"hodne","detek","nonword","nonword","nonword",NA
"movan","prostoastrono","nonword","nonword","nonword",NA
"ublažilec","pizsy","nonword","nonword","nonword",NA
"narester","chmondavanje","nonword","nonword","nonword",NA
"racma","strečenje","nonword","nonword","nonword",NA
"strokovsnil","rustična","nonword","nonword","nonword",NA
"ltan","oxort","nonword","nonword","nonword",NA
"obetje","izokužba","nonword","nonword","nonword",NA
"prplo","rts","nonword","nonword","nonword",NA
"uporva","bloid","nonword","nonword","nonword",NA
"atlanrite","dokall","nonword","nonword","nonword",NA
"orn","posled","nonword","nonword","nonword",NA
"cipredno","dletel","nonword","nonword","nonword",NA
"brenj","neved","nonword","nonword","nonword",NA
"graystotaminacija","vajev","nonword","nonword","nonword",NA
"pott","splalec","nonword","nonword","nonword",NA
"žoass","hratna","nonword","nonword","nonword",NA
"tidek","beckettuition","nonword","nonword","nonword",NA
"sodelastnik","skroeld","nonword","nonword","nonword",NA
"jamb","zneje","nonword","nonword","nonword",NA
"pirablja","kusna","nonword","nonword","nonword",NA
"wastockton","tičnost","nonword","nonword","nonword",NA
"kaev","zdrastranje","nonword","nonword","nonword",NA
