"hi_target","hi_cue","type","target_type","cue_type","hi_cosine"
"परए०एस०","वसहघ","nonword","nonword","nonword",NA
"तसभ दख","	पघ","nonword","nonword","nonword",NA
"	cल","गुनगतajay","nonword","nonword","nonword",NA
"षमक","नाय		क","nonword","nonword","nonword",NA
"प्रेम धpardhi","बुलाथळ","nonword","nonword","nonword",NA
"ପଶरीज","आर्थिधpardhi","nonword","nonword","nonword",NA
"भफनिया","अबा","nonword","nonword","nonword",NA
"अढलना","बटू","nonword","nonword","nonword",NA
"प्रतsunil","lmस्ट","nonword","nonword","nonword",NA
"चञराशा","kaद","nonword","nonword","nonword",NA
"कष्ट धpardhi","übजय","nonword","nonword","nonword",NA
"णक","भङनना","nonword","nonword","nonword",NA
"ہےबा","संष०पर०","nonword","nonword","nonword",NA
"त्एन०ए०","तरनला","nonword","nonword","nonword",NA
"paर","क्षमयmayur","nonword","nonword","nonword",NA
"निधpardhi","आजआई०ड०","nonword","nonword","nonword",NA
"माइक्धpardhi","हास्यmayur","nonword","nonword","nonword",NA
"लेफधpardhi","डम़की","nonword","nonword","nonword",NA
"जूसibs","यशसibs","nonword","nonword","nonword",NA
"पदचतpppp","आदर आई०ड०","nonword","nonword","nonword",NA
"vqन","ixयानो","nonword","nonword","nonword",NA
"hhंदक","गरपरी","nonword","nonword","nonword",NA
"इनहगढ०२","ओ३दिर","nonword","nonword","nonword",NA
"गरदड३","नवटआन","nonword","nonword","nonword",NA
"tpं","हजतयर","nonword","nonword","nonword",NA
"षम","उदस हग","nonword","nonword","nonword",NA
"नंओज","धैपछय","nonword","nonword","nonword",NA
"दृधpardhi","अभल","nonword","nonword","nonword",NA
"दोफएम","कभज०म०म०","nonword","nonword","nonword",NA
"icा","ozदू","nonword","nonword","nonword",NA
"वेसएन०ए०","जोखतsunil","nonword","nonword","nonword",NA
"गाoz","संए०एस०","nonword","nonword","nonword",NA
"फिर تک","ବରपक","nonword","nonword","nonword",NA
"મકई","गरତଵ","nonword","nonword","nonword",NA
"नड्जा","kωवार","nonword","nonword","nonword",NA
"आकरवupp","ନହयला","nonword","nonword","nonword",NA
"بهस","coम","nonword","nonword","nonword",NA
"त्यbill","ऱनल्य","nonword","nonword","nonword",NA
"वानएक","केंद४थ","nonword","nonword","nonword",NA
"अपहममद","टतही","nonword","nonword","nonword",NA
"दोपहर धpardhi","आत्यbill","nonword","nonword","nonword",NA
"बैठिzh","अपहरण धpardhi","nonword","nonword","nonword",NA
"पहटद","बाधधpardhi","nonword","nonword","nonword",NA
"रखर	गलम","নমजना","nonword","nonword","nonword",NA
"मित एक","अनुष०पर०","nonword","nonword","nonword",NA
"रक्षज०म०म०","रऑयक","nonword","nonword","nonword",NA
"लडडओई","मुसस क","nonword","nonword","nonword",NA
"घडoz","डरसibs","nonword","nonword","nonword",NA
"पतપણ","बुद्धियsiddhartha","nonword","nonword","nonword",NA
"bgखद","रिअलइन","nonword","nonword","nonword",NA
"یاर्य","मुله","nonword","nonword","nonword",NA
"बुदज०म०म०","धडबएफ","nonword","nonword","nonword",NA
"ऑमर","मधुए०एस०","nonword","nonword","nonword",NA
"bvकार","मकसऩ","nonword","nonword","nonword",NA
"सरमडी","महময","nonword","nonword","nonword",NA
"रखथश","ऐषनें","nonword","nonword","nonword",NA
"احपीड","व्तsunil","nonword","nonword","nonword",NA
"fhथ","चक्राकाधpardhi","nonword","nonword","nonword",NA
"योद्२ए","असलच०ड०","nonword","nonword","nonword",NA
"féखना","राषतsunil","nonword","nonword","nonword",NA
"अवऔज","उमrī","nonword","nonword","nonword",NA
"यूयख","अष","nonword","nonword","nonword",NA
"२७v","ओगयbill","nonword","nonword","nonword",NA
"चोट धpardhi","mjड़","nonword","nonword","nonword",NA
"सीह६","बुरतsunil","nonword","nonword","nonword",NA
"प्रशआई०ड०","भगलय०","nonword","nonword","nonword",NA
"निहममद","महअरा","nonword","nonword","nonword",NA
"प्सibs","घुड़सधpardhi","nonword","nonword","nonword",NA
"ठईएं","अएंघा","nonword","nonword","nonword",NA
"संकेतशaddition","दिशा सशaddition","nonword","nonword","nonword",NA
"फउ्पी","दृমই","nonword","nonword","nonword",NA
"गलनढ","विरूपणधpardhi","nonword","nonword","nonword",NA
"पोआमक","ہرल","nonword","nonword","nonword",NA
"सिज०म०म०","सडटऊ","nonword","nonword","nonword",NA
"राजयbill","प्ए०एस०","nonword","nonword","nonword",NA
"હતदी","अनगढ०२","nonword","nonword","nonword",NA
"जाधpardhi","यƨसरा","nonword","nonword","nonword",NA
"मायडक","नथारी","nonword","nonword","nonword",NA
"त्आर०ए०","रिपशaddition","nonword","nonword","nonword",NA
"नऑकट","उईम","nonword","nonword","nonword",NA
"नकारयbill","कालोકર","nonword","nonword","nonword",NA
"प्रशष०पर०","शिकायmayur","nonword","nonword","nonword",NA
"सियmayur","प्रतpppp","nonword","nonword","nonword",NA
"चुनौما","छधजुक","nonword","nonword","nonword",NA
"अध	जमम","एशन","nonword","nonword","nonword",NA
"दुअशन","सआ़ना","nonword","nonword","nonword",NA
"छथतान","टअज","nonword","nonword","nonword",NA
"सेखछ","qsश्य","nonword","nonword","nonword",NA
"रिकधpardhi","भूभघ","nonword","nonword","nonword",NA
"منशन","आकvc","nonword","nonword","nonword",NA
"अंری","कoयम","nonword","nonword","nonword",NA
"कंसस क","लहमउट","nonword","nonword","nonword",NA
"mzठरी","स्ष०पर०","nonword","nonword","nonword",NA
"توहा","अलय		क","nonword","nonword","nonword",NA
"अमआर०ए०","ढएप","nonword","nonword","nonword",NA
"ऍवरोइन","ञवभीर","nonword","nonword","nonword",NA
"बवफइस","चीcb","nonword","nonword","nonword",NA
"गिगथर","वऊधा","nonword","nonword","nonword",NA
"सूत एक","विशेधpardhi","nonword","nonword","nonword",NA
"संय		क","माफिନମ","nonword","nonword","nonword",NA
"दुरज०म०म०","अतिष०पर०","nonword","nonword","nonword",NA
"प्एन०ए०","پرसद","nonword","nonword","nonword",NA
"ढशडका","ठ०नल","nonword","nonword","nonword",NA
"प्रतिधpardhi","अनस हग","nonword","nonword","nonword",NA
"उपमइस","सूर्य कयsiddhartha","nonword","nonword","nonword",NA
"विश्ववधpardhi","अनसइक","nonword","nonword","nonword",NA
"बैअलइन","मुसज०म०म०","nonword","nonword","nonword",NA
"अकषमा","बढधई","nonword","nonword","nonword",NA
"jlत","प्रयmayur","nonword","nonword","nonword",NA
"ईठल","निष्dq","nonword","nonword","nonword",NA
"रऑयार","ढएद्धू","nonword","nonword","nonword",NA
"परहममद","coम","nonword","nonword","nonword",NA
"وسयार","hfलब","nonword","nonword","nonword",NA
"विएन०ए०","ଶରप्त","nonword","nonword","nonword",NA
"中文टना","उपक","nonword","nonword","nonword",NA
"बचआई०ड०","हातsunil","nonword","nonword","nonword",NA
"कचअई","ॵररोध","nonword","nonword","nonword",NA
"घाउप","दाआई०ड०","nonword","nonword","nonword",NA
"क्एन०ए०","विशष०पर०","nonword","nonword","nonword",NA
"उपतइस","रकमइष","nonword","nonword","nonword",NA
"डिपआर०ए०","ज़ंगशaddition","nonword","nonword","nonword",NA
"विआझद","gjंग","nonword","nonword","nonword",NA
"cxशनी","uuल","nonword","nonword","nonword",NA
"उचस२","धरद","nonword","nonword","nonword",NA
"फिरौજત","तलyt","nonword","nonword","nonword",NA
"vfज़","प्	गलम","nonword","nonword","nonword",NA
"लापतशaddition","चमझआग","nonword","nonword","nonword",NA
"yüमत","नरभ दख","nonword","nonword","nonword",NA
"ओऍम","असमरआर०ए०","nonword","nonword","nonword",NA
"चहलकआई०ड०","लऎत्त","nonword","nonword","nonword",NA
"शयनकष०पर०","इननओट","nonword","nonword","nonword",NA
"अनर क","परियbill","nonword","nonword","nonword",NA
"शक्तpppp","xuमला","nonword","nonword","nonword",NA
"८वद","ञङप","nonword","nonword","nonword",NA
"ढ२हे का","अभअलइन","nonword","nonword","nonword",NA
"समदइ","स्वज०म०म०","nonword","nonword","nonword",NA
"मितpppp","सेषऐ","nonword","nonword","nonword",NA
"प्रदआई०ड०","सॉफ्तpppp","nonword","nonword","nonword",NA
"ढयंस","समलआई०ड०","nonword","nonword","nonword",NA
"बञयन","बढसरा","nonword","nonword","nonword",NA
"सुबह शaddition","पिहe","nonword","nonword","nonword",NA
"सुفي","ब्रज०म०म०","nonword","nonword","nonword",NA
"ढहpb","	tंता","nonword","nonword","nonword",NA
"छोधpardhi","खडधpardhi","nonword","nonword","nonword",NA
"मूयbill","प्हममद","nonword","nonword","nonword",NA
"पथॠत","आयbk","nonword","nonword","nonword",NA
