"ca_target,"ca_cue","type","target_type","cue_type","ca_cosine"
"foivament","lladra","nonword","nonword","nonword",NA
"concnet","vàlveta","nonword","nonword","nonword",NA
"fotitud","caurrer","nonword","nonword","nonword",NA
"capiss","comeogial","nonword","nonword","nonword",NA
"tractador","inteogligent","nonword","nonword","nonword",NA
"nerstiu","natul","nonword","nonword","nonword",NA
"distritàe","mebrenari","nonword","nonword","nonword",NA
"pastra","justres","nonword","nonword","nonword",NA
"psnyologia","inósnual","nonword","nonword","nonword",NA
"simpar","aslerina","nonword","nonword","nonword",NA
"depia","carnestoltre","nonword","nonword","nonword",NA
"abi","tza","nonword","nonword","nonword",NA
"ik","contaminenió","nonword","nonword","nonword",NA
"aprobaneó","opingò","nonword","nonword","nonword",NA
"falus","içó","nonword","nonword","nonword",NA
"fiatre","signifllat","nonword","nonword","nonword",NA
"galàsha","enveròs","nonword","nonword","nonword",NA
"manació","rodu","nonword","nonword","nonword",NA
"seinal","pehmant","nonword","nonword","nonword",NA
"engordarse","resitiu","nonword","nonword","nonword",NA
"vabrell","granyia","nonword","nonword","nonword",NA
"coeniança","rencpció","nonword","nonword","nonword",NA
"saitl·lit","anudim","nonword","nonword","nonword",NA
"mamata","padit","nonword","nonword","nonword",NA
"pedregador","esagrar","nonword","nonword","nonword",NA
"sproïna","ert","nonword","nonword","nonword",NA
"anticilit","eseat","nonword","nonword","nonword",NA
"cknega","malata","nonword","nonword","nonword",NA
"cair","reccionari","nonword","nonword","nonword",NA
"regnixa","ndidència","nonword","nonword","nonword",NA
"crirre","perillno","nonword","nonword","nonword",NA
"neene","feug","nonword","nonword","nonword",NA
"investalar","morçment","nonword","nonword","nonword",NA
"retiment","oficiaident","nonword","nonword","nonword",NA
"teclestat","rge","nonword","nonword","nonword",NA
"acceedar","càstat","nonword","nonword","nonword",NA
"reltiment","carè","nonword","nonword","nonword",NA
"cootejar","huraav","nonword","nonword","nonword",NA
"ayvia","potessial","nonword","nonword","nonword",NA
"lumbicar","retoat","nonword","nonword","nonword",NA
"flectiva","simplittcadament","nonword","nonword","nonword",NA
"eible","llep","nonword","nonword","nonword",NA
"tjor","taraa","nonword","nonword","nonword",NA
"dilana","pec","nonword","nonword","nonword",NA
"inyeund","entolt","nonword","nonword","nonword",NA
"inspexació","qmfora","nonword","nonword","nonword",NA
"siperi","caumi","nonword","nonword","nonword",NA
"protiuip","ostamie","nonword","nonword","nonword",NA
"inaduat","llatinoda","nonword","nonword","nonword",NA
"prkleirse","genar","nonword","nonword","nonword",NA
"mottina","depositador","nonword","nonword","nonword",NA
"lasca","clasa","nonword","nonword","nonword",NA
"rrant","caear","nonword","nonword","nonword",NA
"ndatre","sherstck","nonword","nonword","nonword",NA
"rst","extaen","nonword","nonword","nonword",NA
"fotitud","trgeor","nonword","nonword","nonword",NA
"vabrell","parror","nonword","nonword","nonword",NA
"estàbla","nadoralment","nonword","nonword","nonword",NA
"destitotió","passegger","nonword","nonword","nonword",NA
"comentarisse","campcitat","nonword","nonword","nonword",NA
"rstal","nverratge","nonword","nonword","nonword",NA
"bució","wiut","nonword","nonword","nonword",NA
"ulligió","auraentar","nonword","nonword","nonword",NA
"toloquet","vont","nonword","nonword","nonword",NA
"tabia","cortársa","nonword","nonword","nonword",NA
"seurccionar","periodrime","nonword","nonword","nonword",NA
"femle","complissnt","nonword","nonword","nonword",NA
"cantador","gucalot","nonword","nonword","nonword",NA
"coda","poitació","nonword","nonword","nonword",NA
"ébsobre de","rodener","nonword","nonword","nonword",NA
"pidar","inoàstria","nonword","nonword","nonword",NA
"embarcada","gunacosa","nonword","nonword","nonword",NA
"cràntivitat","contlete","nonword","nonword","nonword",NA
"louita","afaldear","nonword","nonword","nonword",NA
"canter","huc","nonword","nonword","nonword",NA
"alenaca","exarians","nonword","nonword","nonword",NA
"dànel","exl","nonword","nonword","nonword",NA
"superfbrie","conferadcia","nonword","nonword","nonword",NA
"declinasa","drrca","nonword","nonword","nonword",NA
"coesom","fogma","nonword","nonword","nonword",NA
"fedealcoó","ditostia","nonword","nonword","nonword",NA
"dispositer","ort","nonword","nonword","nonword",NA
"diferegi","quític","nonword","nonword","nonword",NA
"aslessinat","galefoa","nonword","nonword","nonword",NA
"cooh","dint","nonword","nonword","nonword",NA
"soll","ròs","nonword","nonword","nonword",NA
"rrina","divotaiar","nonword","nonword","nonword",NA
"matarior","quanpetat","nonword","nonword","nonword",NA
"societathénònima","eixual","nonword","nonword","nonword",NA
"proporanonar","estòtec","nonword","nonword","nonword",NA
"nsc","iaca","nonword","nonword","nonword",NA
"solla","atut","nonword","nonword","nonword",NA
"embalcs","rrerra","nonword","nonword","nonword",NA
"byibi","comeapari","nonword","nonword","nonword",NA
"conoe","dedestra","nonword","nonword","nonword",NA
"apareiment","conffumació","nonword","nonword","nonword",NA
"deacar","op","nonword","nonword","nonword",NA
"partentu","últiu","nonword","nonword","nonword",NA
"peme","xerrin","nonword","nonword","nonword",NA
"hidrcten","dissevte","nonword","nonword","nonword",NA
"aconcallar","prnoietat","nonword","nonword","nonword",NA
"ntes","factus","nonword","nonword","nonword",NA
"feixe","pore","nonword","nonword","nonword",NA
"ietable","taorc","nonword","nonword","nonword",NA
"temolenc","sedaió","nonword","nonword","nonword",NA
"fuletiu","anança","nonword","nonword","nonword",NA
"vard","pret","nonword","nonword","nonword",NA
"emoria","vetjanit","nonword","nonword","nonword",NA
"esagrar","prsuència","nonword","nonword","nonword",NA
"ops","impeanal","nonword","nonword","nonword",NA
"coopesa","brúislla","nonword","nonword","nonword",NA
"pilotaca","recoluixer","nonword","nonword","nonword",NA
"nose","coitjar","nonword","nonword","nonword",NA
"caenll","ambot","nonword","nonword","nonword",NA
"ín","cieal","nonword","nonword","nonword",NA
"prepviar","setuació","nonword","nonword","nonword",NA
"rrecció","sabet","nonword","nonword","nonword",NA
"prodbyte","esquneol","nonword","nonword","nonword",NA
"estruila","gratònicació","nonword","nonword","nonword",NA
"marimar","toive","nonword","nonword","nonword",NA
"wouipar","carnnt","nonword","nonword","nonword",NA
"rendesentar","lendó","nonword","nonword","nonword",NA
"sobrevsare","discess","nonword","nonword","nonword",NA
"desconegis","ghcora","nonword","nonword","nonword",NA
"acumr","jurisdegció","nonword","nonword","nonword",NA
"miure","annomen","nonword","nonword","nonword",NA
"ganilut","defe","nonword","nonword","nonword",NA
"cillr","pruraració","nonword","nonword","nonword",NA
"llogmir","rassir","nonword","nonword","nonword",NA
"començador","arl","nonword","nonword","nonword",NA
"incaøtici","brractiva","nonword","nonword","nonword",NA
"litemptura","soeper","nonword","nonword","nonword",NA
"juolar","tranquxo","nonword","nonword","nonword",NA
"gimit","mird","nonword","nonword","nonword",NA
"arista","assudite","nonword","nonword","nonword",NA
"verall","ilàsegal","nonword","nonword","nonword",NA
"sobret","discinció","nonword","nonword","nonword",NA
"comprdició","eadic","nonword","nonword","nonword",NA
"oxcken","maiva","nonword","nonword","nonword",NA
"acsadent","miema","nonword","nonword","nonword",NA
"generaurent","carrular","nonword","nonword","nonword",NA
"acompatiar","pula","nonword","nonword","nonword",NA
"treudor","pillola","nonword","nonword","nonword",NA
"sespora","bouia","nonword","nonword","nonword",NA
"tríficional","parabrica","nonword","nonword","nonword",NA
"tractador","brcca","nonword","nonword","nonword",NA
"gesse","manyó","nonword","nonword","nonword",NA
"copu","mixalionari","nonword","nonword","nonword",NA
"automosta","jusula","nonword","nonword","nonword",NA
"jusoci","entrom","nonword","nonword","nonword",NA
"aclada","situteió","nonword","nonword","nonword",NA
"ocesrer","iniseccionar","nonword","nonword","nonword",NA
"malangia","cobrun","nonword","nonword","nonword",NA
"beissel","brerrar","nonword","nonword","nonword",NA
"cadimo","picapaç","nonword","nonword","nonword",NA
"dibule","llshal","nonword","nonword","nonword",NA
"josic","dirit","nonword","nonword","nonword",NA
"ritzada","supagat","nonword","nonword","nonword",NA
"miahia","togrestar","nonword","nonword","nonword",NA
"maks","poacastre","nonword","nonword","nonword",NA
"utilitler","lerar","nonword","nonword","nonword",NA
"puluntàriament","ajilar","nonword","nonword","nonword",NA
"trangrissor","pilaura","nonword","nonword","nonword",NA
"metear","coirlega","nonword","nonword","nonword",NA
"limiü","gucada","nonword","nonword","nonword",NA
"aecolata","jyrif","nonword","nonword","nonword",NA
"sistada","aptip","nonword","nonword","nonword",NA
"cerimòcra","consell derxinistres","nonword","nonword","nonword",NA
"prodvar","frcàment","nonword","nonword","nonword",NA
"tancil","imert","nonword","nonword","nonword",NA
"seorent","poveser","nonword","nonword","nonword",NA
"dormesori","actaular","nonword","nonword","nonword",NA
"inesperatsment","yal","nonword","nonword","nonword",NA
"ctarter general","erhir","nonword","nonword","nonword",NA
"ambi","cificient","nonword","nonword","nonword",NA
"catie","eq","nonword","nonword","nonword",NA
"qubat","inunesr","nonword","nonword","nonword",NA
"muntanso","gi","nonword","nonword","nonword",NA
"joow","interr","nonword","nonword","nonword",NA
"vessió","vespital","nonword","nonword","nonword",NA
"lissa","coorell","nonword","nonword","nonword",NA
"salvaría","pnològic","nonword","nonword","nonword",NA
"honestutat","sepondari","nonword","nonword","nonword",NA
"lota","ricicul","nonword","nonword","nonword",NA
"agrayà","observulió","nonword","nonword","nonword",NA
"sensegle","rlisky","nonword","nonword","nonword",NA
"vont","llesar","nonword","nonword","nonword",NA
"arop","descarase","nonword","nonword","nonword",NA
"anxaersari","candènat","nonword","nonword","nonword",NA
"oróse","cofèlisionar","nonword","nonword","nonword",NA
"assaatí","ilu","nonword","nonword","nonword",NA
"elecuticitat","fexerse","nonword","nonword","nonword",NA
"burrega","voblicitat","nonword","nonword","nonword",NA
"llunrf","reeencia","nonword","nonword","nonword",NA
"júimor","impressidiant","nonword","nonword","nonword",NA
"martifl","rcanya","nonword","nonword","nonword",NA
"emencar","siva","nonword","nonword","nonword",NA
"bachlla","coetatre","nonword","nonword","nonword",NA
"desemplaçaments","empainar","nonword","nonword","nonword",NA
"haurlitat","cock","nonword","nonword","nonword",NA
"sehar","esclès","nonword","nonword","nonword",NA
"primoiia","rsi","nonword","nonword","nonword",NA
"mierria","soone","nonword","nonword","nonword",NA
"dretcède duana","tumera","nonword","nonword","nonword",NA
"lliag","horent","nonword","nonword","nonword",NA
"herestr","marigir","nonword","nonword","nonword",NA
"cale","mfa","nonword","nonword","nonword",NA
"probletr","oportuïttat","nonword","nonword","nonword",NA
"opugent","bitue","nonword","nonword","nonword",NA
"adanescent","yeu","nonword","nonword","nonword",NA
"setjó","waorientar","nonword","nonword","nonword",NA
"ponse","progrés, promoessar","nonword","nonword","nonword",NA
"prrdó","èmia","nonword","nonword","nonword",NA
"passer","rinke","nonword","nonword","nonword",NA
"comunicaptó","cogarar","nonword","nonword","nonword",NA
"cegu","prinabilitat","nonword","nonword","nonword",NA
"lltz","contralle","nonword","nonword","nonword",NA
"horrrgilant","pengt","nonword","nonword","nonword",NA
"vessil","unau","nonword","nonword","nonword",NA
"proposarse","donvier","nonword","nonword","nonword",NA
"sepenalment","ntdes","nonword","nonword","nonword",NA
"escrsare","sogí","nonword","nonword","nonword",NA
"sospitul","evolerió","nonword","nonword","nonword",NA
"segot","advertíccia","nonword","nonword","nonword",NA
"rde","plràboy","nonword","nonword","nonword",NA
"perilloa","amislància","nonword","nonword","nonword",NA
"peert","sewill","nonword","nonword","nonword",NA
"regirata","mezz","nonword","nonword","nonword",NA
"ferea","victilia","nonword","nonword","nonword",NA
"dinançta","aci","nonword","nonword","nonword",NA
"eng","blrec","nonword","nonword","nonword",NA
"reurar","llt","nonword","nonword","nonword",NA
"ortimitat","uet","nonword","nonword","nonword",NA
"audigiri","considerit","nonword","nonword","nonword",NA
"petionalitat","biblioroca","nonword","nonword","nonword",NA
"irresprosable","aristocrøticasa","nonword","nonword","nonword",NA
"encomanasa","patrucge","nonword","nonword","nonword",NA
"vestirai","atgaic","nonword","nonword","nonword",NA
"nener","hoon","nonword","nonword","nonword",NA
"igendre","llshaltat","nonword","nonword","nonword",NA
"definiban","patlllona","nonword","nonword","nonword",NA
"morn","scàriament","nonword","nonword","nonword",NA
"explosad","dapinter","nonword","nonword","nonword",NA
"episusi","marsr","nonword","nonword","nonword",NA
"comeogiant","refuugat","nonword","nonword","nonword",NA
"adder","hosal","nonword","nonword","nonword",NA
"campave batalla","retiitat","nonword","nonword","nonword",NA
"grmm","blaskamar","nonword","nonword","nonword",NA
"terna","clitat","nonword","nonword","nonword",NA
"cans","teleugama","nonword","nonword","nonword",NA
"picessitar","corflocar","nonword","nonword","nonword",NA
"adpeional","llmbi","nonword","nonword","nonword",NA
"enrecoctar","esparear","nonword","nonword","nonword",NA
"fagolia","baww","nonword","nonword","nonword",NA
"llocklnent","inteblacional","nonword","nonword","nonword",NA
"candular","pasofic","nonword","nonword","nonword",NA
"lejaó","pilemide","nonword","nonword","nonword",NA
"eur","yaràpia","nonword","nonword","nonword",NA
"gesse","emperqa","nonword","nonword","nonword",NA
"dger","indermar","nonword","nonword","nonword",NA
"atmoadera","debient","nonword","nonword","nonword",NA
"onitarra","remoiz","nonword","nonword","nonword",NA
"emeronncia","constratció","nonword","nonword","nonword",NA
"acclació","imaginenió","nonword","nonword","nonword",NA
"roso","eul","nonword","nonword","nonword",NA
"vantora","crlor","nonword","nonword","nonword",NA
"quantiràt","cartl","nonword","nonword","nonword",NA
"espectacrear","alano","nonword","nonword","nonword",NA
"samir","aira","nonword","nonword","nonword",NA
"elacant","efgia","nonword","nonword","nonword",NA
"tiroica","röm","nonword","nonword","nonword",NA
"sevee","etlan","nonword","nonword","nonword",NA
"dècil","bori","nonword","nonword","nonword",NA
"coltnitat","stir","nonword","nonword","nonword",NA
"jollna","ígra","nonword","nonword","nonword",NA
"inisecció","ponxa","nonword","nonword","nonword",NA
"fllsd","baras","nonword","nonword","nonword",NA
"obseaiar","cles","nonword","nonword","nonword",NA
"abanmanar","literatlent","nonword","nonword","nonword",NA
"ades","fiellitat","nonword","nonword","nonword",NA
"eskandol","excenw· lent","nonword","nonword","nonword",NA
"prforama","bodh","nonword","nonword","nonword",NA
"vambració","ondie","nonword","nonword","nonword",NA
