"pt_cue","pt_target","type","cue_type","target_type","pt_cosine"
"careisdo","manunallyção","nonword","nonword","nonword",NA
"maafrontade","livingssine","nonword","nonword","nonword",NA
"derickte","planejamentomashevsky","nonword","nonword","nonword",NA
"admillsgado","clarar","nonword","nonword","nonword",NA
"triunpamento","denharsão","nonword","nonword","nonword",NA
"astroafronta","comkenyattamente","nonword","nonword","nonword",NA
"audinhas","munhe","nonword","nonword","nonword",NA
"raga","inexvore","nonword","nonword","nonword",NA
"restal","meler","nonword","nonword","nonword",NA
"apalbido","mozartdo","nonword","nonword","nonword",NA
"elécmica","cluístemente","nonword","nonword","nonword",NA
"ço","aponcação","nonword","nonword","nonword",NA
"prloa","autoridadelinqüen","nonword","nonword","nonword",NA
"diritown","opresalmente","nonword","nonword","nonword",NA
"mestar","esprende","nonword","nonword","nonword",NA
"jóo","matur","nonword","nonword","nonword",NA
"soleo","com fbany","nonword","nonword","nonword",NA
"deseguem","sugemann","nonword","nonword","nonword",NA
"aprenginação","coepers","nonword","nonword","nonword",NA
"literalatraíste","comigahl","nonword","nonword","nonword",NA
"dexgar","incluíamtigador","nonword","nonword","nonword",NA
"warwickshirecuperar","droideal","nonword","nonword","nonword",NA
"pespressa","snowano","nonword","nonword","nonword",NA
"sawa","alardor","nonword","nonword","nonword",NA
"cérenais","quistar","nonword","nonword","nonword",NA
"warwickshireproduzir","seamarga","nonword","nonword","nonword",NA
"atinde","tradiciodleigh","nonword","nonword","nonword",NA
"inspinhos","investituíam","nonword","nonword","nonword",NA
"sufresno","asnorthsino","nonword","nonword","nonword",NA
"aterteiro","femon","nonword","nonword","nonword",NA
"disexaustivo","náuriz","nonword","nonword","nonword",NA
"cobreina","fiellingsworth","nonword","nonword","nonword",NA
"gokrishnador","caors","nonword","nonword","nonword",NA
"segulhõesça","diretaatraíste","nonword","nonword","nonword",NA
"freqüensionalmente","nyo","nonword","nonword","nonword",NA
"bibliodlandsca","albertra","nonword","nonword","nonword",NA
"seatrial","yangtzeroso","nonword","nonword","nonword",NA
"presergens","heliseqüentero","nonword","nonword","nonword",NA
"sanpranche","volgo","nonword","nonword","nonword",NA
"delivingsdo","danse","nonword","nonword","nonword",NA
"útby","têvão","nonword","nonword","nonword",NA
"aperminar","transriado","nonword","nonword","nonword",NA
"antte","zindo","nonword","nonword","nonword",NA
"engalhos","artéções","nonword","nonword","nonword",NA
"soquilômesa","fruton","nonword","nonword","nonword",NA
"amasco","adultelo","nonword","nonword","nonword",NA
"curra","cluístemente","nonword","nonword","nonword",NA
"juaplaudição","minma","nonword","nonword","nonword",NA
"bjd","parawlingmal","nonword","nonword","nonword",NA
"somgio","ceucrania","nonword","nonword","nonword",NA
"sistor","contraísa","nonword","nonword","nonword",NA
"moris","perma","nonword","nonword","nonword",NA
"rasqui","simpard","nonword","nonword","nonword",NA
"comvros","homem morcchwald","nonword","nonword","nonword",NA
"hocão","gocharla","nonword","nonword","nonword",NA
"zzz","anespiro","nonword","nonword","nonword",NA
"abste","ter sucekraut","nonword","nonword","nonword",NA
"emamassa","financiamentomashevsky","nonword","nonword","nonword",NA
"rágou","sandwitualmente","nonword","nonword","nonword",NA
"super hluth","armadunholm","nonword","nonword","nonword",NA
"identivo","abasto","nonword","nonword","nonword",NA
"hillsboleta","queirada","nonword","nonword","nonword",NA
"abandoar","futebollingsworth","nonword","nonword","nonword",NA
"quindico","sforzade","nonword","nonword","nonword",NA
"aleijeto","lisz.","nonword","nonword","nonword",NA
"sumptura","aguentamina","nonword","nonword","nonword",NA
"caicom","exibioquí","nonword","nonword","nonword",NA
"impossítrais","rinta","nonword","nonword","nonword",NA
"daram","investimesha","nonword","nonword","nonword",NA
"priabalro","quivar","nonword","nonword","nonword",NA
"crisdável","rodoroff","nonword","nonword","nonword",NA
"marme","protecçäoetário","nonword","nonword","nonword",NA
"foamorte","irresponsádricks","nonword","nonword","nonword",NA
"playpoly","enconnais","nonword","nonword","nonword",NA
"camicros","liffe","nonword","nonword","nonword",NA
"banas","com liceclops","nonword","nonword","nonword",NA
"dnõs","divilhar","nonword","nonword","nonword",NA
"seoverdo","azza","nonword","nonword","nonword",NA
"ilíasola","cayria","nonword","nonword","nonword",NA
"imperigueia","acertagem","nonword","nonword","nonword",NA
"ungi","neram","nonword","nonword","nonword",NA
"cinhosto","desagradáwright","nonword","nonword","nonword",NA
"rehámster","reliches","nonword","nonword","nonword",NA
"ingree","braithwaitelefone","nonword","nonword","nonword",NA
"aqgy","citreiro","nonword","nonword","nonword",NA
"sherdacks","seaviário","nonword","nonword","nonword",NA
"atincado","namen","nonword","nonword","nonword",NA
"guarginal","oix","nonword","nonword","nonword",NA
"transgatina","vorno","nonword","nonword","nonword",NA
"apoto","charcoço","nonword","nonword","nonword",NA
"devalium","superfítland","nonword","nonword","nonword",NA
"displaycia","perinhas","nonword","nonword","nonword",NA
"aguenmalmente","whida","nonword","nonword","nonword",NA
"proqueimas","adordar","nonword","nonword","nonword",NA
"steitica","juaplaudico","nonword","nonword","nonword",NA
"schwartzwalderrubar","prováquia","nonword","nonword","nonword",NA
"sépva","aprenferir","nonword","nonword","nonword",NA
"biinalte","deslo","nonword","nonword","nonword",NA
"squeeta","kii","nonword","nonword","nonword",NA
"atratira","cecharla","nonword","nonword","nonword",NA
"blutbate","garoquei","nonword","nonword","nonword",NA
"naxos","espiõespido","nonword","nonword","nonword",NA
"espilhou","adminischewitztivo","nonword","nonword","nonword",NA
"colpe","consvação","nonword","nonword","nonword",NA
"fenômera","preiteira","nonword","nonword","nonword",NA
"vedam","genheimmente","nonword","nonword","nonword",NA
"rinau","everso","nonword","nonword","nonword",NA
"roflin","atenrível","nonword","nonword","nonword",NA
"granlução","mança","nonword","nonword","nonword",NA
"mitis","óio","nonword","nonword","nonword",NA
"milionádlands","õem","nonword","nonword","nonword",NA
"bavet","agrido","nonword","nonword","nonword",NA
"bengem","demônior","nonword","nonword","nonword",NA
"capacidadelinqüen","apesso","nonword","nonword","nonword",NA
"pinhõesmide","palessing","nonword","nonword","nonword",NA
"irraciodleigh","warwickshireputação","nonword","nonword","nonword",NA
"bôzei","arma de rensky","nonword","nonword","nonword",NA
"aír","transpreendo","nonword","nonword","nonword",NA
"preocupatoshik","protransa","nonword","nonword","nonword",NA
"exerculo","heathertoma","nonword","nonword","nonword",NA
"administrawright","horowitztidade","nonword","nonword","nonword",NA
"pucnia","teabaste","nonword","nonword","nonword",NA
"trage","fesra","nonword","nonword","nonword",NA
"palessing","estigüidalo","nonword","nonword","nonword",NA
"washingboud","acalmário","nonword","nonword","nonword",NA
"geven","paabaste","nonword","nonword","nonword",NA
"artefatomashevsky","camiquez","nonword","nonword","nonword",NA
"gazer","bersão","nonword","nonword","nonword",NA
"segulhar","aguenatura","nonword","nonword","nonword",NA
"neuto","gyu","nonword","nonword","nonword",NA
"sechal","arrodrickcia","nonword","nonword","nonword",NA
"menper","junbrar","nonword","nonword","nonword",NA
"celen","nhava","nonword","nonword","nonword",NA
"sozições","exaquino","nonword","nonword","nonword",NA
"cointe","chfffffperadamente","nonword","nonword","nonword",NA
"sandwitrador","foliõesgrafo","nonword","nonword","nonword",NA
"erómo","civilizanhardt","nonword","nonword","nonword",NA
"holtznio","warwickshirepugnante","nonword","nonword","nonword",NA
"suaming","fanes","nonword","nonword","nonword",NA
"esdownlo","eir","nonword","nonword","nonword",NA
"experichardstar","brica","nonword","nonword","nonword",NA
"ircao","perprestar","nonword","nonword","nonword",NA
"consrível","plexa","nonword","nonword","nonword",NA
"seqüesdentalmente","laplanta","nonword","nonword","nonword",NA
"astronôrina","deliciosomething","nonword","nonword","nonword",NA
"yeur","frescante","nonword","nonword","nonword",NA
"subestilhões","segulhõesça","nonword","nonword","nonword",NA
"aperpanha","carnor","nonword","nonword","nonword",NA
"tranrador","naaky","nonword","nonword","nonword",NA
"cleppora","coincina","nonword","nonword","nonword",NA
"aplaunologia","profesquem","nonword","nonword","nonword",NA
"maçal","assisguem","nonword","nonword","nonword",NA
"foqueica","gechihiroso","nonword","nonword","nonword",NA
"sulto","concripto","nonword","nonword","nonword",NA
"grescura","em algum telly","nonword","nonword","nonword",NA
"camnery","inferigueia","nonword","nonword","nonword",NA
"artituir","netherficiente","nonword","nonword","nonword",NA
"rotр","conahansário","nonword","nonword","nonword",NA
"armadiríeis","screada","nonword","nonword","nonword",NA
"tromós","soluçäonome","nonword","nonword","nonword",NA
"ambulânlhões","warwickshirepugnante","nonword","nonword","nonword",NA
"cosad","púfresco","nonword","nonword","nonword",NA
"nightmarino","desadopção","nonword","nonword","nonword",NA
"engoethe","medicamentomashevsky","nonword","nonword","nonword",NA
"escabrão","belun","nonword","nonword","nonword",NA
"inseleito","latourja","nonword","nonword","nonword",NA
"quema","opsie","nonword","nonword","nonword",NA
"colhesda","matme","nonword","nonword","nonword",NA
"excifrõeste","procalypsora","nonword","nonword","nonword",NA
"experichardstar","featordo","nonword","nonword","nonword",NA
"douto","fapresso","nonword","nonword","nonword",NA
"voluntálhões","onnar","nonword","nonword","nonword",NA
"o suficiegewing","siegipcio","nonword","nonword","nonword",NA
"semsäo","sultar","nonword","nonword","nonword",NA
"boran","atindes","nonword","nonword","nonword",NA
"rayda","starnico","nonword","nonword","nonword",NA
"aretão","repanhei","nonword","nonword","nonword",NA
"diacalma","precipres","nonword","nonword","nonword",NA
"carnanhou","tribuintre","nonword","nonword","nonword",NA
"olímto","almozart","nonword","nonword","nonword",NA
"leiman","cança","nonword","nonword","nonword",NA
"quânbica","amartiça","nonword","nonword","nonword",NA
"erecmista","seqüesvacidade","nonword","nonword","nonword",NA
"xaicar","tranciar","nonword","nonword","nonword",NA
"auchampgrafo","caçõesdo","nonword","nonword","nonword",NA
"babydito","stindo","nonword","nonword","nonword",NA
"mè","larin","nonword","nonword","nonword",NA
"inspeland","bogrischa","nonword","nonword","nonword",NA
"considevíeis","cemitélhões","nonword","nonword","nonword",NA
"aratrevo","englishtador","nonword","nonword","nonword",NA
"aumenções","guaxigart","nonword","nonword","nonword",NA
"insubsdio","truísta","nonword","nonword","nonword",NA
"codir","eyr","nonword","nonword","nonword",NA
"vadei","comunidadelinqüen","nonword","nonword","nonword",NA
"silenciosomething","tencia","nonword","nonword","nonword",NA
"restruida","artificiallegheny","nonword","nonword","nonword",NA
"capatruiste","manipuríeis","nonword","nonword","nonword",NA
"zeã","intenberg","nonword","nonword","nonword",NA
"lanter","quamal","nonword","nonword","nonword",NA
"acalmano","panna","nonword","nonword","nonword",NA
"jumto","heshawna","nonword","nonword","nonword",NA
"changela","atrasagem","nonword","nonword","nonword",NA
"funet","enconcluí","nonword","nonword","nonword",NA
"fumaveis","remorais","nonword","nonword","nonword",NA
"fiqueismente","avernica","nonword","nonword","nonword",NA
"enedo","jupé","nonword","nonword","nonword",NA
"emiste","metriusnico","nonword","nonword","nonword",NA
"warwickshiresultado","asnorthsino","nonword","nonword","nonword",NA
"comancheckte","protecçäosional","nonword","nonword","nonword",NA
"aubri","jogações","nonword","nonword","nonword",NA
"smel baixo","voluntariamentexiphan","nonword","nonword","nonword",NA
"conquanto","rella","nonword","nonword","nonword",NA
"maabando","lhada","nonword","nonword","nonword",NA
"intergeistper","prirem","nonword","nonword","nonword",NA
"brinhos","camições","nonword","nonword","nonword",NA
"concausto","vêgie","nonword","nonword","nonword",NA
"conak","desenvolvimentomashevsky","nonword","nonword","nonword",NA
"orguagresso","bokov","nonword","nonword","nonword",NA
"antídotomashevsky","ciatingia","nonword","nonword","nonword",NA
"papu","reureu","nonword","nonword","nonword",NA
"patransfico","seguisra","nonword","nonword","nonword",NA
"agartar","acrescional","nonword","nonword","nonword",NA
"esbrindo","warte","nonword","nonword","nonword",NA
"cãique","toaming","nonword","nonword","nonword",NA
"tatuamonds","quartel gennofsky","nonword","nonword","nonword",NA
"quegio","antiá","nonword","nonword","nonword",NA
"starin","grizzlidade","nonword","nonword","nonword",NA
"poexaustica","exaustilação","nonword","nonword","nonword",NA
"ourun","lizmio","nonword","nonword","nonword",NA
"uém","commonwemido","nonword","nonword","nonword",NA
"colhesdo","moret","nonword","nonword","nonword",NA
"asmas","preocupatoshik","nonword","nonword","nonword",NA
"caipar","aceta","nonword","nonword","nonword",NA
"esquinto","fuexaustivo","nonword","nonword","nonword",NA
"truireira","queiteiro","nonword","nonword","nonword",NA
"warwickshirevelação","samulões","nonword","nonword","nonword",NA
"sarme","entersect","nonword","nonword","nonword",NA
"objetomashevsky","quamir","nonword","nonword","nonword",NA
"chinil","tanhisto","nonword","nonword","nonword",NA
"gö","replanta","nonword","nonword","nonword",NA
"termicros","coemisso","nonword","nonword","nonword",NA
"marto","quesação","nonword","nonword","nonword",NA
"orçamentomashevsky","notáquio","nonword","nonword","nonword",NA
"tetreiro","arnho","nonword","nonword","nonword",NA
"imemulsão","hunbrio","nonword","nonword","nonword",NA
"orachamo","pasçais","nonword","nonword","nonword",NA
"em gdowd","sidiu","nonword","nonword","nonword",NA
"nanos","inesção","nonword","nonword","nonword",NA
"dilheitia","regresna","nonword","nonword","nonword",NA
"hedleyça","injeremy","nonword","nonword","nonword",NA
"finanmahabharamente","fábri","nonword","nonword","nonword",NA
"tetravôcópio","aprotrução","nonword","nonword","nonword",NA
"shanmoso","sunto","nonword","nonword","nonword",NA
"refúnhar","espatrickte","nonword","nonword","nonword",NA
"erebi","devonshiminação","nonword","nonword","nonword",NA
"fleto","querruto","nonword","nonword","nonword",NA
"spise","vílov","nonword","nonword","nonword",NA
"piquenichiwa","clausica","nonword","nonword","nonword",NA
"aquimento","rapidaatraíste","nonword","nonword","nonword",NA
"coberfest","quesditam","nonword","nonword","nonword",NA
