"word_combo","pt_cue","pt_target","type","cue_type","target_type","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"tuntocompaixão","tunto","compaixão","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tuntoincrível","tunto","incrível","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tuntorinta","tunto","rinta","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tuntosistor","tunto","sistor","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tunutdezembro","tunut","dezembro","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tunutferiado","tunut","feriado","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tunutproteçãetário","tunut","proteçãetário","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tunutrestlessado","tunut","restlessado","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"turnêcriatura","turnê","criatura","unrelated","word","word",-0.398769880661916,0.844936121781242,0.11717155813746,52,53,54,1,0.981481481481482,39,54,1,0.722222222222222,FALSE,TRUE,TRUE
"turnêprotecçäoetário","turnê","protecçäoetário","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"turnêshow","turnê","show","related","word","word",-0.589168036407548,0.886600814461049,0.116416390317405,58,62,63,0,0.984126984126984,54,63,0,0.857142857142857,FALSE,TRUE,TRUE
"uémfanes","uém","fanes","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"uémjecta","uém","jecta","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"uémjornal","uém","jornal","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"uémpaixão","uém","paixão","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"uflóatmosfera","ufló","atmosfera","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"uflóbarba","ufló","barba","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"uflóconstida","ufló","constida","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"uflóeatertoma","ufló","eatertoma","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"uísquepular","uísque","pular","unrelated","word","word",-0.340308552032521,0.640462792284664,0.0716059170303918,80,86,86,0,1,69,86,0,0.802325581395349,TRUE,TRUE,TRUE
"uísquesultar","uísque","sultar","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"uísquetruireto","uísque","truireto","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"uísquevodka","uísque","vodka","related","word","word",-0.364632282824834,0.656374619697422,0.0691879598856891,90,93,95,1,0.978947368421053,79,94,2,0.840425531914894,TRUE,TRUE,TRUE
"últimofinal","último","final","related","word","word",-0.559421275475644,0.965735485435436,0.132653970904672,53,56,56,0,1,55,56,0,0.982142857142857,FALSE,TRUE,TRUE
"últimomolhado","último","molhado","unrelated","word","word",-0.514268165299466,0.428093820851343,0.0624439015387824,47,50,51,0,0.980392156862745,50,51,0,0.980392156862745,TRUE,TRUE,FALSE
"últimoraftil","último","raftil","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"umattriunfera","um","attriunfera","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"umnomia","um","nomia","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"umtortura","um","tortura","unrelated","word","word",-0.390337778638982,1.05332933193958,0.120825160847154,76,82,83,1,0.987951807228916,80,83,1,0.963855421686747,FALSE,TRUE,TRUE
"umtrês","um","três","related","word","word",-0.723506951165979,0.606624801137751,0.0669905025444922,82,87,89,0,0.97752808988764,74,89,0,0.831460674157303,TRUE,TRUE,TRUE
"ungiglobal","ungi","global","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ungiñor","ungi","ñor","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"unguidaeo","ungui","daeo","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"unguifaz","ungui","faz","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"unhadente","unha","dente","related","word","word",-0.415570974128337,0.98969695639474,0.112786435671094,77,86,87,1,0.988505747126437,84,87,1,0.96551724137931,FALSE,TRUE,TRUE
"unhajitca","unha","jitca","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"unhaocorrelo","unha","ocorrelo","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"unhapolítica","unha","política","unrelated","word","word",-0.652940173365994,0.370092577536675,0.0508361251636616,53,57,57,0,1,54,57,0,0.947368421052632,TRUE,TRUE,TRUE
"unidadecasamento","unidade","casamento","unrelated","word","word",-0.593440058704823,0.56981154609643,0.0618047397825274,85,90,92,2,0.978260869565217,89,92,2,0.967391304347826,TRUE,TRUE,TRUE
"unidadedivisão","unidade","divisão","related","word","word",-0.587196286472474,0.405554818709693,0.0488230628234109,69,72,72,0,1,68,72,0,0.944444444444444,TRUE,TRUE,TRUE
"unidadeexaustilação","unidade","exaustilação","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"unidadepascáis","unidade","pascáis","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"unilaconfurões","unila","confurões","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"unilafortemente","unila","fortemente","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"unilapsicologia","unila","psicologia","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"unilasunisione","unila","sunisione","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"uniquíssidadeaconselhar","uniquíssidade","aconselhar","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"uniquíssidadegiução","uniquíssidade","giução","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"uniquíssidademorfina","uniquíssidade","morfina","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"uniquíssidadepúfresco","uniquíssidade","púfresco","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"uníscioassobiar","uníscio","assobiar","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"uníscioassobiliões","uníscio","assobiliões","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"unísciocientista","uníscio","cientista","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"uníscioreafitor","uníscio","reafitor","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"universoassobiar","universo","assobiar","unrelated","word","word",-0.244766412176207,0.597460685128946,0.0685334407688328,76,81,83,1,0.975903614457831,84,84,0,1,TRUE,TRUE,TRUE
"universoatindes","universo","atindes","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"universogaláxia","universo","galáxia","related","word","word",-0.444661574188783,0.536402746180798,0.0729951680428107,54,57,59,0,0.966101694915254,58,59,0,0.983050847457627,TRUE,TRUE,TRUE
"universoposivais","universo","posivais","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"urabasteamnax","urabaste","amnax","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"urabastecentímetro","urabaste","centímetro","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"urabastedécada","urabaste","década","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"urabastemanchasra","urabaste","manchasra","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"urgentebertor","urgente","bertor","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"urgenteemergência","urgente","emergência","related","word","word",-0.383853342152699,0.676476976332399,0.0738096892842398,84,90,90,1,1,87,90,1,0.966666666666667,TRUE,TRUE,TRUE
"urgenteescobris","urgente","escobris","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"urgentelembrar","urgente","lembrar","unrelated","word","word",-0.471881888117506,0.68279519826734,0.0758661331408155,81,86,87,0,0.988505747126437,80,87,0,0.919540229885057,TRUE,TRUE,TRUE
"ursoassisguem","urso","assisguem","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ursocirurgia","urso","cirurgia","unrelated","word","word",-0.141552806095614,0.809416102486431,0.113340924800332,51,56,57,5,0.982456140350877,54,57,5,0.947368421052632,FALSE,TRUE,TRUE
"ursolobo","urso","lobo","related","word","word",-0.69453382569624,0.438278014038603,0.0570589373545239,59,61,63,0,0.968253968253968,60,63,0,0.952380952380952,TRUE,TRUE,TRUE
"ursosubstituto","urso","substituto","unrelated","word","word",0.20740415171997,0.64252188330653,0.0899710596746302,51,53,53,2,1,49,53,2,0.924528301886792,TRUE,TRUE,TRUE
"ursovarte","urso","varte","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"útilcavalo","útil","cavalo","unrelated","word","word",-0.665130204889887,0.564965396063864,0.0798981725385003,50,52,53,0,0.981132075471698,50,53,0,0.943396226415094,TRUE,TRUE,TRUE
"útileficaz","útil","eficaz","related","word","word",-0.312189478970353,0.6713371217742,0.0802401334452731,70,72,74,0,0.972972972972973,69,74,0,0.932432432432432,TRUE,TRUE,TRUE
"útilhotricto","útil","hotricto","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"útilsenhora","útil","senhora","unrelated","word","word",-0.625781902331819,0.421503706825921,0.059609625878375,50,56,56,1,1,54,56,1,0.964285714285714,TRUE,TRUE,TRUE
"útilvarvicompensa","útil","varvicompensa","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"útoibolsa","útoi","bolsa","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"útoiintembergue","útoi","intembergue","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"útoioceano","útoi","oceano","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"útoitranveja","útoi","tranveja","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vacaexclusivo","vaca","exclusivo","unrelated","word","word",-0.391934176962444,0.807999999195922,0.115428571313703,49,52,53,0,0.981132075471698,51,53,0,0.962264150943396,FALSE,TRUE,FALSE
"vacagosdo","vaca","gosdo","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vacamandra","vaca","mandra","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vacaporco","vaca","porco","related","word","word",-0.656446679827495,0.623607918899241,0.0833331134357168,56,66,69,2,0.956521739130435,66,69,2,0.956521739130435,TRUE,TRUE,TRUE
"vacaprefeito","vaca","prefeito","unrelated","word","word",-0.213029350040051,1.65772666028994,0.28857317123854,33,38,50,1,0.76,49,51,0,0.96078431372549,FALSE,TRUE,FALSE
"vacuperaracordo","vacuperar","acordo","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vacuperarbraccito","vacuperar","braccito","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vacuperarpiada","vacuperar","piada","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vacuperarsimpard","vacuperar","simpard","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vadeichapéu","vadei","chapéu","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vadeipequeno-alvesqui","vadei","pequeno-alvesqui","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vadeisotalhan","vadei","sotalhan","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vadeitrimestre","vadei","trimestre","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vadministraicamiquez","vadministrai","camiquez","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vadministraicarne","vadministrai","carne","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vadministraiconstituição","vadministrai","constituição","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vadministraivorno","vadministrai","vorno","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vaealidadeapreciar","vaealidade","apreciar","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vaealidademicroscópio","vaealidade","microscópio","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vaealidadepoeling","vaealidade","poeling","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vaealidadetransís","vaealidade","transís","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vaginaanespiro","vagina","anespiro","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vaginadivisão","vagina","divisão","unrelated","word","word",-0.479425424565596,0.469261447979794,0.0497416140027296,89,97,98,1,0.989795918367347,94,98,1,0.959183673469388,TRUE,TRUE,TRUE
"vaginaepetacovai","vagina","epetacovai","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vaginapénis","vagina","pénis","related","word","word",-0.631840724085951,0.617876514541352,0.0804406705487659,59,66,66,2,1,65,66,2,0.984848484848485,TRUE,TRUE,TRUE
"vaginapênis","vagina","pênis","related","word","word",-0.532825975239416,1.17998478505894,0.163634447953745,52,54,54,1,1,54,54,1,1,FALSE,TRUE,TRUE
"valiosoatmosfera","valioso","atmosfera","unrelated","word","word",-0.174841596046244,0.626382776898978,0.0663964415585413,89,98,99,2,0.98989898989899,97,100,1,0.97,TRUE,TRUE,TRUE
"valiosoimportante","valioso","importante","related","word","word",-0.520907550345128,0.87574511186744,0.120292842441419,53,59,59,0,1,58,59,0,0.983050847457627,FALSE,TRUE,TRUE
"valiosomupõem","valioso","mupõem","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"valiosoredumond","valioso","redumond","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"valorcrânio","valor","crânio","unrelated","word","word",-0.419382573397564,0.592231789395691,0.0728986939620738,66,72,75,0,0.96,73,75,0,0.973333333333333,TRUE,TRUE,TRUE
"valorestefatantemente","valor","estefatantemente","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"valorpreço","valor","preço","related","word","word",-0.688077627989023,0.404012346119067,0.0549791165431345,54,65,66,1,0.984848484848485,64,65,2,0.984615384615385,TRUE,TRUE,TRUE
"valorprofesquem","valor","profesquem","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"válvulaaguentícula","válvula","aguentícula","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"válvulanutriaar","válvula","nutriaar","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"válvulaorganizar","válvula","organizar","unrelated","word","word",-0.457252362661935,0.53283207754777,0.0753538350535489,50,53,53,0,1,51,53,0,0.962264150943396,TRUE,TRUE,TRUE
"válvulaventilação","válvula","ventilação","related","word","word",-0.280351922730896,0.455477814079025,0.0569347267598782,64,70,70,0,1,65,70,0,0.928571428571429,TRUE,TRUE,TRUE
"vanesagrepanhe","vanes","agrepanhe","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vanesaltelefô","vanes","altelefô","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vanesdiretamente","vanes","diretamente","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vanespassado","vanes","passado","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"varativoliteralingara","varativo","literalingara","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"varativosabotar","varativo","sabotar","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"varigionalacampar","varigional","acampar","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"varigionalbirdculo","varigional","birdculo","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"varigionaldrinhar","varigional","drinhar","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"varigionalincrível","varigional","incrível","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"varlampagobiológico","varlampago","biológico","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"varlampagoplantante","varlampago","plantante","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"varlampagorelem","varlampago","relem","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"varlampagotraseira","varlampago","traseira","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"varonhecerceiro","varonhecer","ceiro","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"varonheceredifício","varonhecer","edifício","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"varonhecernegócio","varonhecer","negócio","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"varonhecerrestlessado","varonhecer","restlessado","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"varvicadoconstida","varvicado","constida","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"varvicadodesapamase","varvicado","desapamase","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"varvicadoprosseguir","varvicado","prosseguir","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"varvicadopsicológico","varvicado","psicológico","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vasubosopolítico","vasuboso","político","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vasubososenações","vasuboso","senações","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vasubososidiu","vasuboso","sidiu","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vasubosouniversidade","vasuboso","universidade","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vazioapreente","vazio","apreente","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vaziocheio","vazio","cheio","related","word","word",-0.655970293729589,0.479398276139633,0.0568941081092269,71,76,78,0,0.974358974358974,77,78,0,0.987179487179487,TRUE,TRUE,TRUE
"vaziocomonuetível","vazio","comonuetível","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vazioténis","vazio","ténis","unrelated","word","word",-0.615881077981088,0.48600496874964,0.0694292812499486,49,50,50,1,1,46,50,1,0.92,TRUE,TRUE,FALSE
"vaziotênis","vazio","tênis","unrelated","word","word",-0.786648802710706,0.334413176827194,0.0468272111347657,51,53,53,0,1,50,53,0,0.943396226415094,TRUE,TRUE,TRUE
"vedamestupidez","vedam","estupidez","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vedammangoldga","vedam","mangoldga","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"veiaartéria","veia","artéria","related","word","word",-0.371898029038303,0.471382757563302,0.0598656700762393,62,64,67,0,0.955223880597015,64,67,0,0.955223880597015,TRUE,TRUE,TRUE
"veiaexaltor","veia","exaltor","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"veiafires","veia","fires","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"veiararamente","veia","raramente","unrelated","word","word",0.0802050841667738,1.00677091421561,0.115484544062155,76,82,86,1,0.953488372093023,80,87,0,0.919540229885057,FALSE,TRUE,TRUE
"veículocarro","veículo","carro","related","word","word",-0.746213147032776,0.4016070867253,0.0498132284111179,65,68,68,1,1,67,68,1,0.985294117647059,TRUE,TRUE,TRUE
"veículofé","veículo","fé","unrelated","word","word",-0.514832929292317,0.568718818524967,0.0773928284724818,54,60,61,3,0.983606557377049,59,62,2,0.951612903225806,TRUE,TRUE,TRUE
"veículoliffe","veículo","liffe","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"veículopudes","veículo","pudes","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vejaaprovação","veja","aprovação","unrelated","word","word",-0.522585435217232,0.587952286507243,0.0907230074259392,42,50,50,0,1,45,50,0,0.9,FALSE,TRUE,FALSE
"vejaassistir","veja","assistir","related","word","word",-0.558455586907355,0.472341875548829,0.0609790739238996,60,64,65,0,0.984615384615385,62,65,0,0.953846153846154,TRUE,TRUE,TRUE
"vejatransís","veja","transís","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vejoarmadunholm","vejo","armadunholm","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vejoconheça","vejo","conheça","related","word","word",-0.482344678241544,0.910404303591622,0.113800537948953,64,68,70,0,0.971428571428571,67,70,0,0.957142857142857,FALSE,TRUE,TRUE
"vejoepidemia","vejo","epidemia","unrelated","word","word",0.13602481392283,1.30373233634094,0.196545044849833,44,46,50,0,0.92,47,50,0,0.94,FALSE,TRUE,FALSE
"velhecharcoço","velhe","charcoço","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"velheovo","velhe","ovo","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"velhifamísões","velhi","famísões","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"velhigeralmente","velhi","geralmente","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"velhiintuição","velhi","intuição","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"velhiratalhõesna","velhi","ratalhõesna","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"velhocampo de batalha","velho","campo de batalha","unrelated","word","word",0.242735242611362,0.843679326049365,0.0931687954934294,82,93,95,2,0.978947368421053,93,95,2,0.978947368421053,FALSE,TRUE,TRUE
