"word_combo","sr_cue","sr_target","type","cue_type","target_type","sr_cosine","M_Z","SD_Z","sr_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"финансијскифинансирати","финансијски","финансирати","related","word","word",0.74894551788238,0.410640502319823,0.817968413550409,0.309163000365774,7,7,8,0,0.875,8,8,0,1,FALSE,FALSE,FALSE
"финансиратилтета","финансирати","лтета","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"финансиратипланирање","финансирати","планирање","unrelated","word","word",0.564081482299299,0.0357996976707856,0.747565485823015,0.199795280151924,14,16,17,0,0.941176470588235,16,17,0,0.941176470588235,FALSE,FALSE,FALSE
"финансиратиуложити","финансирати","уложити","related","word","word",0.608803535520993,-0.389157506257412,0.583846944268244,0.168542095219405,12,12,13,1,0.923076923076923,12,13,1,0.923076923076923,FALSE,FALSE,FALSE
"фирмаагенција","фирма","агенција","related","word","word",0.584710982607377,-0.537380099779687,0.495729751299599,0.0837936217012731,35,38,39,1,0.974358974358974,38,39,1,0.974358974358974,FALSE,FALSE,FALSE
"фирмаслоње","фирма","слоње","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"фирматајмер","фирма","тајмер","unrelated","word","word",0.484563603178352,-0.55383480780542,0.76295373252799,0.20390796207715,14,14,14,0,1,12,14,0,0.857142857142857,FALSE,FALSE,FALSE
"флосабостон","флоса","бостон","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"флосатрагистим","флоса","трагистим","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"фовексиратијединсперт","фовексирати","јединсперт","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"фовексиратиполитичар","фовексирати","политичар","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"фокусирати сезабранити","фокусирати се","забранити","unrelated","word","word",NA,-0.281602550958981,0.528296748685133,0.152506135032683,12,12,12,1,1,12,12,1,1,FALSE,FALSE,FALSE
"фокусирати секонцентрисати се","фокусирати се","концентрисати се","related","word","word",NA,0.0418470330484555,0.91512163596775,0.264172861433615,12,13,13,0,1,13,13,0,1,FALSE,FALSE,FALSE
"фокусирати сестрпљесплодирати","фокусирати се","стрпљесплодирати","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"фрагментдео","фрагмент","део","related","word","word",0.489370606298679,-0.861567500523796,0.333727286870294,0.105533834385854,10,10,10,0,1,8,10,0,0.8,FALSE,FALSE,FALSE
"фрагментсамуспорт","фрагмент","самуспорт","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"фрагментспецијалиста","фрагмент","специјалиста","unrelated","word","word",0.546124702819375,0.177694152938836,0.558042954874675,0.154773268285544,13,13,14,1,0.928571428571429,12,14,1,0.857142857142857,FALSE,FALSE,FALSE
"фреквенцијабрз","фреквенција","брз","unrelated","word","word",0.314492195869504,-0.778998904518378,0.50396058533356,0.145480889801646,12,12,12,0,1,12,12,0,1,FALSE,FALSE,FALSE
"фреквенцијамеске","фреквенција","меске","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"фреквенцијасигнал","фреквенција","сигнал","related","word","word",0.531999270965755,-0.686125871028793,0.392245424129926,0.0800667619216576,24,24,25,0,0.96,25,25,0,1,FALSE,FALSE,FALSE
"фреструкцијапесак","фреструкција","песак","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"фреструкцијасмезио","фреструкција","смезио","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"фуднегатињство","фуд","негатињство","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"фудсмех","фуд","смех","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"фунтадолар","фунта","долар","related","word","word",0.577578148577951,-0.664767035518998,0.36157203077573,0.104376854649904,12,13,14,0,0.928571428571429,11,13,1,0.846153846153846,FALSE,FALSE,FALSE
"фунтанои","фунта","нои","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"фунтаумрети","фунта","умрети","unrelated","word","word",0.411720626396229,-0.657736571556954,0.488389633663742,0.130527620030126,14,15,15,0,1,13,15,0,0.866666666666667,FALSE,FALSE,FALSE
"хаосвероватно","хаос","вероватно","unrelated","word","word",0.352552238672013,-0.0279656853738335,0.935965435022763,0.270189947931289,12,14,14,0,1,13,14,0,0.928571428571429,FALSE,FALSE,FALSE
"хаосзбрка","хаос","збрка","related","word","word",0.485209622982253,0.0652194894965348,0.816310296293618,0.187274425690296,19,20,23,0,0.869565217391304,22,23,0,0.956521739130435,FALSE,FALSE,FALSE
"хаоспабеш","хаос","пабеш","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"хашлеодржавање","хашле","одржавање","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"хашлетврца","хашле","тврца","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"хвиодобрење","хви","одобрење","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"хвиопхи","хви","опхи","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"хејскоппристојти","хејскоп","пристојти","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"хејскоптишина","хејскоп","тишина","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"хемијабиологија","хемија","биологија","related","word","word",0.696220712971865,-0.5635616538976,0.688719868703918,0.207656853650339,11,11,11,0,1,11,11,0,1,FALSE,FALSE,FALSE
"хемијачетврти","хемија","четврти","unrelated","word","word",0.455353060323722,-0.337803175477959,0.60769775271975,0.156906885054084,15,15,15,0,1,15,15,0,1,FALSE,FALSE,FALSE
"хемијачуске","хемија","чуске","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"хемијскибиолошки","хемијски","биолошки","related","word","word",0.670525557434996,-0.69009280198764,0.301866003798874,0.0806770830664276,14,14,14,0,1,13,14,0,0.928571428571429,FALSE,FALSE,FALSE
"хемијскијанство","хемијски","јанство","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"хемијскитрбушни","хемијски","трбушни","unrelated","word","word",NA,0.101931186994795,0.757459779622832,0.173773191219606,19,20,22,0,0.909090909090909,22,22,0,1,FALSE,FALSE,FALSE
"хеструјадепресија","хеструја","депресија","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"хеструјатрити","хеструја","трити","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"хешпанскилокални","хешпански","локални","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"хешпанскинављамно","хешпански","нављамно","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"хиљадазадржати","хиљада","задржати","unrelated","word","word",0.385345134726967,-0.225758060483839,0.62690477559213,0.167547348885583,14,14,15,1,0.933333333333333,14,15,1,0.933333333333333,FALSE,FALSE,FALSE
"хиљадаигрибургер","хиљада","игрибургер","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"хиљадастотина","хиљада","стотина","related","word","word",0.652164042884807,-0.77982922993066,0.519457953316116,0.138830977724551,14,14,14,0,1,14,14,0,1,FALSE,FALSE,FALSE
"хирургглаврење","хирург","главрење","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"хирурглекар","хирург","лекар","related","word","word",0.642198943222453,-0.959177471515708,0.340495216995111,0.120383238449414,8,8,8,0,1,8,8,0,1,FALSE,FALSE,FALSE
"хирургпорука","хирург","порука","unrelated","word","word",0.32157191146499,-0.790235382457116,0.558458389220501,0.154888489042119,13,13,13,0,1,13,13,0,1,FALSE,FALSE,FALSE
"хискебрнар","хиске","брнар","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"хискеказати","хиске","казати","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"хитансетити се","хитан","сетити се","unrelated","word","word",NA,-0.461779812782059,0.448505974786835,0.115803744734929,15,16,16,0,1,14,16,0,0.875,FALSE,FALSE,FALSE
"хитанучизно","хитан","учизно","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"хитанхитан случај","хитан","хитан случај","related","word","word",NA,-0.264181717100188,0.600457805566136,0.150114451391534,16,16,16,0,1,15,15,1,1,FALSE,FALSE,FALSE
"хитна павратпредгара","хитна паврат","предгара","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"хитна павраттунел","хитна паврат","тунел","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"хишногидиот","хишног","идиот","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"хишногокута","хишног","окута","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"хлебкамен","хлеб","камен","unrelated","word","word",0.444416150774156,-0.973358646333748,0.448258773401023,0.149419591133674,9,9,9,0,1,9,9,0,1,FALSE,FALSE,FALSE
"хлебостаба","хлеб","остаба","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"хлебсир","хлеб","сир","related","word","word",0.582086489326229,-1.03302809342573,0.451537149300971,0.103589726476704,19,20,20,1,1,21,21,0,1,FALSE,FALSE,FALSE
"хлуханализа","хлух","анализа","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"хлухнемрдум","хлух","немрдум","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"хобидрешнина","хоби","дрешнина","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"хобиспорт","хоби","спорт","related","word","word",0.51175074540525,-0.963810591610977,0.444871276773264,0.123385092260549,13,13,13,0,1,12,13,0,0.923076923076923,FALSE,FALSE,FALSE
"хобиуже","хоби","уже","unrelated","word","word",0.393618801849458,-0.534125962708693,0.584522650129743,0.104983367118043,31,34,35,0,0.971428571428571,30,35,0,0.857142857142857,FALSE,FALSE,FALSE
"ховинeкoлизочарање","хови","нeкoлизочарање","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ховицарство","хови","царство","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ховомдумрачна","ховом","думрачна","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ховомкапија","ховом","капија","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"хојеннезгода","хојен","незгода","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"хојенстрпљетилација","хојен","стрпљетилација","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"хопадвеликодушан","хопад","великодушан","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"хопадзначција","хопад","значција","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"хормонадреналин","хормон","адреналин","related","word","word",0.601239949317918,-0.450057403035229,0.527259330086308,0.131814832521577,16,16,16,0,1,15,16,0,0.9375,FALSE,FALSE,FALSE
"хормонкомунилберт","хормон","комунилберт","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"хормонопасност","хормон","опасност","unrelated","word","word",0.420721102672268,-0.563045352558716,0.481977257152774,0.110573166158624,19,22,22,1,1,20,22,1,0.909090909090909,FALSE,FALSE,FALSE
"хорнеренд","хорнер","енд","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"хорнеррадник","хорнер","радник","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"хороринфекција","хорор","инфекција","unrelated","word","word",0.460730225574091,0.020637683470779,0.866451959306921,0.240310535923642,13,14,14,0,1,13,14,0,0.928571428571429,FALSE,FALSE,FALSE
"хороркрарек","хорор","крарек","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"хорорстрах","хорор","страх","related","word","word",0.494232699009139,-0.623447695407972,0.745696597858793,0.149139319571759,25,27,28,0,0.964285714285714,24,28,0,0.857142857142857,FALSE,FALSE,FALSE
"хотелмотел","хотел","мотел","related","word","word",0.829576996433821,-0.949479708767345,0.590152311260467,0.186622546999571,10,10,10,0,1,10,10,0,1,FALSE,FALSE,FALSE
"хотелполиопљачка","хотел","полиопљачка","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"хотелшпагете","хотел","шпагете","unrelated","word","word",0.393644065498752,-0.203616825352978,0.622728225747615,0.111845291065998,31,33,37,1,0.891891891891892,36,37,1,0.972972972972973,FALSE,FALSE,FALSE
"храбростодлучност","храброст","одлучност","related","word","word",0.677638342398777,-0.495257144894637,0.458796980340465,0.127247387511199,13,13,13,0,1,12,13,0,0.923076923076923,FALSE,FALSE,FALSE
"храбростписац","храброст","писац","unrelated","word","word",0.300460718588438,-0.888557779973574,0.279054641444273,0.0720515985997034,15,15,15,0,1,15,15,0,1,FALSE,FALSE,FALSE
"храбростравам","храброст","равам","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"храмманастир","храм","манастир","related","word","word",0.56568788987113,-0.669590088706821,0.290388435642626,0.102667816010527,8,8,8,0,1,8,8,0,1,FALSE,FALSE,FALSE
