"sv_cue","sv_target","type","cue_type","target_type","sv_cosine"
"karakrett","handlee","nonword","nonword","nonword",NA
"umb","eftant","nonword","nonword","nonword",NA
"grou","ruöst","nonword","nonword","nonword",NA
"filosokväll","sâus","nonword","nonword","nonword",NA
"dramakers","strafning","nonword","nonword","nonword",NA
"monufull","dödsdighet","nonword","nonword","nonword",NA
"kalibreleri","parket","nonword","nonword","nonword",NA
"pearm","evont","nonword","nonword","nonword",NA
"fata","dummas","nonword","nonword","nonword",NA
"rymdvaro","aktiveravenscroft","nonword","nonword","nonword",NA
"hämle","avkött","nonword","nonword","nonword",NA
"mågor","astla","nonword","nonword","nonword",NA
"prilog","äktendigt","nonword","nonword","nonword",NA
"piellt","häldag","nonword","nonword","nonword",NA
"norla","guskaplig","nonword","nonword","nonword",NA
"kvada","kapppel","nonword","nonword","nonword",NA
"cuss","biolofullt","nonword","nonword","nonword",NA
"senla","mupken","nonword","nonword","nonword",NA
"frederns","sham","nonword","nonword","nonword",NA
"parlagårn","spela teslängd","nonword","nonword","nonword",NA
"goug","kabi","nonword","nonword","nonword",NA
"ramad","elasbok","nonword","nonword","nonword",NA
"föght","dväll","nonword","nonword","nonword",NA
"fastning","rison","nonword","nonword","nonword",NA
"omm","religinellt","nonword","nonword","nonword",NA
"järnligen","yrk","nonword","nonword","nonword",NA
"missdion","finansistånd","nonword","nonword","nonword",NA
"efterstol","snabta","nonword","nonword","nonword",NA
"inst","reklamtat","nonword","nonword","nonword",NA
"ñol","greslagna","nonword","nonword","nonword",NA
"spellighet","röm","nonword","nonword","nonword",NA
"flytandeståndskrav","fortfarandeståndskrav","nonword","nonword","nonword",NA
"uppskattsamhet","feska","nonword","nonword","nonword",NA
"lán","tynge","nonword","nonword","nonword",NA
"kortvändig","hjärttimeter","nonword","nonword","nonword",NA
"citingsajt","garman","nonword","nonword","nonword",NA
"fanck","lenat","nonword","nonword","nonword",NA
"ungper","klasna","nonword","nonword","nonword",NA
"artilöst","halsting","nonword","nonword","nonword",NA
"otryk","direksens","nonword","nonword","nonword",NA
"uppkant","upphetligt","nonword","nonword","nonword",NA
"dödsrika","säsynthet","nonword","nonword","nonword",NA
"stce","kometorn","nonword","nonword","nonword",NA
"ljusrativ","yzx","nonword","nonword","nonword",NA
"bepiscatelse","tröttlig","nonword","nonword","nonword",NA
"smps","langrofon","nonword","nonword","nonword",NA
"târ","leadjur","nonword","nonword","nonword",NA
"rring","fänka","nonword","nonword","nonword",NA
"agge","smarka","nonword","nonword","nonword",NA
"besex","helitjänster","nonword","nonword","nonword",NA
"kitarm","herma","nonword","nonword","nonword",NA
"sällte","döie","nonword","nonword","nonword",NA
"lyckera","ranver","nonword","nonword","nonword",NA
"moplan","belastva","nonword","nonword","nonword",NA
"kend","heroinbrottslarm","nonword","nonword","nonword",NA
"fattigdomstolstrots","nåp","nonword","nonword","nonword",NA
"busk","eftercolt","nonword","nonword","nonword",NA
"naturvårdsvis","taalth","nonword","nonword","nonword",NA
"korre","sitja","nonword","nonword","nonword",NA
"symplah","attibänk","nonword","nonword","nonword",NA
"entusirengi","eam","nonword","nonword","nonword",NA
"tohe","assikonst","nonword","nonword","nonword",NA
"likva","singa","nonword","nonword","nonword",NA
"kungano","drömelse","nonword","nonword","nonword",NA
"legolightdat","kitillgi","nonword","nonword","nonword",NA
"virtig","nalist","nonword","nonword","nonword",NA
"invarett","högkva","nonword","nonword","nonword",NA
"unfåntrattar","brzi","nonword","nonword","nonword",NA
"makdag","kägg","nonword","nonword","nonword",NA
"sjukgat","sefullter","nonword","nonword","nonword",NA
"skydt","iku","nonword","nonword","nonword",NA
"fristing","inforsked","nonword","nonword","nonword",NA
"farbaum","tyngka","nonword","nonword","nonword",NA
"ferra","idg","nonword","nonword","nonword",NA
"konservanaugh","hånre","nonword","nonword","nonword",NA
"tillfylld","anlän","nonword","nonword","nonword",NA
"åck","rior","nonword","nonword","nonword",NA
"befolkpa","lyg","nonword","nonword","nonword",NA
"släkda","mjlm","nonword","nonword","nonword",NA
"ramel","exgressiv","nonword","nonword","nonword",NA
"talbel","sparnad","nonword","nonword","nonword",NA
"parahögt","milikans","nonword","nonword","nonword",NA
"gaskepti","oförqueen","nonword","nonword","nonword",NA
"amedag","godkännandeståndskrav","nonword","nonword","nonword",NA
"hårsk","professiostånd","nonword","nonword","nonword",NA
"purit","kedka","nonword","nonword","nonword",NA
"moplan","bergstoritet","nonword","nonword","nonword",NA
"oförbuya","acdels","nonword","nonword","nonword",NA
"obdukland","tvart","nonword","nonword","nonword",NA
"känssam","ewe","nonword","nonword","nonword",NA
"bisjär","självbereda","nonword","nonword","nonword",NA
"mogra","beslutsgeri","nonword","nonword","nonword",NA
"älst","läer","nonword","nonword","nonword",NA
"strächet","sén","nonword","nonword","nonword",NA
"lidandeståndskrav","utfattning","nonword","nonword","nonword",NA
"juv","paranorgiskt","nonword","nonword","nonword",NA
"ämen","undersett","nonword","nonword","nonword",NA
"gör det mmostat","vegen","nonword","nonword","nonword",NA
"internatiotjänst","motlovordare","nonword","nonword","nonword",NA
"hark","ruo","nonword","nonword","nonword",NA
"ouppserlig","paresn","nonword","nonword","nonword",NA
"grottform","sperar","nonword","nonword","nonword",NA
"ino","bakja","nonword","nonword","nonword",NA
"elaslig","psykolokraft","nonword","nonword","nonword",NA
"korda upp","krypva","nonword","nonword","nonword",NA
"telejobb","bö","nonword","nonword","nonword",NA
"tredta","kommumark","nonword","nonword","nonword",NA
"honaut","arrorett","nonword","nonword","nonword",NA
"reklamtat","nyå","nonword","nonword","nonword",NA
"flingel","malva","nonword","nonword","nonword",NA
"zoland","mäng","nonword","nonword","nonword",NA
"samg","ploma","nonword","nonword","nonword",NA
"repre","nödtid","nonword","nonword","nonword",NA
"eml","tävta","nonword","nonword","nonword",NA
"förfostra","strugd","nonword","nonword","nonword",NA
"rocder","förhandra","nonword","nonword","nonword",NA
"styrnappa","hästvaro","nonword","nonword","nonword",NA
"föreljud","brevtegi","nonword","nonword","nonword",NA
"riusa","divifall","nonword","nonword","nonword",NA
"walmar","båtning","nonword","nonword","nonword",NA
"nao","zand","nonword","nonword","nonword",NA
"komsjukdo","föroningspa","nonword","nonword","nonword",NA
"bagast","plala","nonword","nonword","nonword",NA
"diklass","utfrämling","nonword","nonword","nonword",NA
"grera","patro","nonword","nonword","nonword",NA
"epitiskt","finansiefullt","nonword","nonword","nonword",NA
"poltet","riabb","nonword","nonword","nonword",NA
"befostra","frite","nonword","nonword","nonword",NA
"bräre","periding","nonword","nonword","nonword",NA
"funda","lapsa","nonword","nonword","nonword",NA
"promans","brotra","nonword","nonword","nonword",NA
"eam","borre","nonword","nonword","nonword",NA
"vago","westte","nonword","nonword","nonword",NA
"lelet","avhandsa","nonword","nonword","nonword",NA
"anläggki","entreprefläck","nonword","nonword","nonword",NA
"oorna","miljean","nonword","nonword","nonword",NA
"skrivlock","stuans","nonword","nonword","nonword",NA
"sedlig","éer","nonword","nonword","nonword",NA
"anryktbar","visör","nonword","nonword","nonword",NA
"smörduk","massuti","nonword","nonword","nonword",NA
"billern","lämnatashaslbaka","nonword","nonword","nonword",NA
"hänta","bruståningom","nonword","nonword","nonword",NA
"åss","havi","nonword","nonword","nonword",NA
"bjtan","skipg","nonword","nonword","nonword",NA
"barka","preshet","nonword","nonword","nonword",NA
"kvadler","pelev","nonword","nonword","nonword",NA
"skuggler","hembiträdeståndskrav","nonword","nonword","nonword",NA
"kerar","klasna","nonword","nonword","nonword",NA
"rakvat bröd","turka","nonword","nonword","nonword",NA
"godsikon","atmolost","nonword","nonword","nonword",NA
"malag","mugör","nonword","nonword","nonword",NA
"genna","våikt","nonword","nonword","nonword",NA
"selan","gemenlöst","nonword","nonword","nonword",NA
"efng","trapris","nonword","nonword","nonword",NA
"leendeståndskrav","nederment","nonword","nonword","nonword",NA
"klättmande","tela","nonword","nonword","nonword",NA
"arvster","megels","nonword","nonword","nonword",NA
"himning","kolvigs","nonword","nonword","nonword",NA
"bekantva","busska","nonword","nonword","nonword",NA
"rakal","slagveln","nonword","nonword","nonword",NA
"stråleri","meddelandeståndskrav","nonword","nonword","nonword",NA
"kärdat","funrum","nonword","nonword","nonword",NA
"orget","fantasland","nonword","nonword","nonword",NA
"pekt","strattuation","nonword","nonword","nonword",NA
"stickare","grera","nonword","nonword","nonword",NA
"säckla","verkliet","nonword","nonword","nonword",NA
"stamal","struga","nonword","nonword","nonword",NA
"kryptomi","fjärrturera","nonword","nonword","nonword",NA
"hundnare","batalkniv","nonword","nonword","nonword",NA
"skau","flagje","nonword","nonword","nonword",NA
"flocdig","begäters","nonword","nonword","nonword",NA
"orcape","cankig","nonword","nonword","nonword",NA
"karis","demostinkti","nonword","nonword","nonword",NA
"tãr","ual","nonword","nonword","nonword",NA
"pussmeter","uppsägbart","nonword","nonword","nonword",NA
"ofpad","slabs","nonword","nonword","nonword",NA
"mixt","förverkda","nonword","nonword","nonword",NA
"losre","konläst","nonword","nonword","nonword",NA
"pend","oändka","nonword","nonword","nonword",NA
"tán","ungpa","nonword","nonword","nonword",NA
"ambaskern","proceröst","nonword","nonword","nonword",NA
"ridgeting","andke","nonword","nonword","nonword",NA
"cer","litligt","nonword","nonword","nonword",NA
"inträng","tond","nonword","nonword","nonword",NA
"helt eplexa","rurgen","nonword","nonword","nonword",NA
"arsesion","förohyggligen","nonword","nonword","nonword",NA
"bebrytning","föreläsfullt","nonword","nonword","nonword",NA
"topkel","cirmot","nonword","nonword","nonword",NA
"posidans","påståendeståndskrav","nonword","nonword","nonword",NA
"sekunstöd","funklig","nonword","nonword","nonword",NA
"anoraj","ta frän","nonword","nonword","nonword",NA
"forgad","rumga","nonword","nonword","nonword",NA
"slho","aia","nonword","nonword","nonword",NA
"mjpik","flingning","nonword","nonword","nonword",NA
"dömning","perohygglighet","nonword","nonword","nonword",NA
"barhet","repareravenscroft","nonword","nonword","nonword",NA
"utelig","motty","nonword","nonword","nonword",NA
"grukan","orrit","nonword","nonword","nonword",NA
"jäl","grkt","nonword","nonword","nonword",NA
"konningslera","äst","nonword","nonword","nonword",NA
"komneys","exploderavenscroft","nonword","nonword","nonword",NA
"berömdna","chl","nonword","nonword","nonword",NA
"seratsor","knngt","nonword","nonword","nonword",NA
"luftbävning","klassle","nonword","nonword","nonword",NA
"grud","ensas","nonword","nonword","nonword",NA
"sovdis","produkland","nonword","nonword","nonword",NA
"rpöld","missbok","nonword","nonword","nonword",NA
"camter","patra","nonword","nonword","nonword",NA
"ñor","alk","nonword","nonword","nonword",NA
"sånglek","guldtasi","nonword","nonword","nonword",NA
"meddia","varje veronds","nonword","nonword","nonword",NA
"elektlös","diskusdjur","nonword","nonword","nonword",NA
"hotra","prätta","nonword","nonword","nonword",NA
"passagerareklamsnub","rusping","nonword","nonword","nonword",NA
"dumga","nois","nonword","nonword","nonword",NA
"tiona","tillosynlig","nonword","nonword","nonword",NA
"övertändning","hänra","nonword","nonword","nonword",NA
"självgers","inspiraments","nonword","nonword","nonword",NA
"sänas","budta","nonword","nonword","nonword",NA
"ämjd","lk","nonword","nonword","nonword",NA
"posubrutial","dades","nonword","nonword","nonword",NA
"hårfisk","ha kmĺr","nonword","nonword","nonword",NA
"skulpma","mynla","nonword","nonword","nonword",NA
"inspireravenscroft","profestens","nonword","nonword","nonword",NA
"ödbricka","digs","nonword","nonword","nonword",NA
"förla","kamu","nonword","nonword","nonword",NA
"lör","stey","nonword","nonword","nonword",NA
"röks","krera","nonword","nonword","nonword",NA
"ruption","topptighet","nonword","nonword","nonword",NA
"pricky","civilisaperste","nonword","nonword","nonword",NA
"intertrak","fagels","nonword","nonword","nonword",NA
"keruhup","perrongtiv","nonword","nonword","nonword",NA
"förorerats","sjlf","nonword","nonword","nonword",NA
"poligens","filmdelse","nonword","nonword","nonword",NA
"dades","förvrängrelse","nonword","nonword","nonword",NA
"servirung","prediosta","nonword","nonword","nonword",NA
"bevaravenscroft","arsesion","nonword","nonword","nonword",NA
"trädögon","fälta","nonword","nonword","nonword",NA
"minibiff","lesard","nonword","nonword","nonword",NA
"äktenskapstestetnad","hösfel","nonword","nonword","nonword",NA
"fllak","släkma","nonword","nonword","nonword",NA
"glömma nulom","brilad","nonword","nonword","nonword",NA
"proteinbrottslarm","emä","nonword","nonword","nonword",NA
"tatuetooth","presiprov","nonword","nonword","nonword",NA
"systempa","obedentlig","nonword","nonword","nonword",NA
"pote","stjärnlighet","nonword","nonword","nonword",NA
"tonov","lyknisk","nonword","nonword","nonword",NA
"skdip","korrand","nonword","nonword","nonword",NA
"byrallt","instrufull","nonword","nonword","nonword",NA
"alater","enskatt","nonword","nonword","nonword",NA
"zsol","anmärkningsgrupp","nonword","nonword","nonword",NA
"hufe","informaracas","nonword","nonword","nonword",NA
"föroskattning","matemaplats","nonword","nonword","nonword",NA
"hållta","charlev","nonword","nonword","nonword",NA
"naers","abdomibrott","nonword","nonword","nonword",NA
"fighment","aktivisions","nonword","nonword","nonword",NA
"bibliobrist","ursugn","nonword","nonword","nonword",NA
"tänmel","antikrunda","nonword","nonword","nonword",NA
"grera","libetism","nonword","nonword","nonword",NA
"gâa","stac","nonword","nonword","nonword",NA
"tankling","slagnare","nonword","nonword","nonword",NA
"kontyckt","slumt","nonword","nonword","nonword",NA
"nus","beforskning","nonword","nonword","nonword",NA
"mardäck","hårdkare","nonword","nonword","nonword",NA
"rekel","tranlighet","nonword","nonword","nonword",NA
"flirger","antagandeståndskrav","nonword","nonword","nonword",NA
"snäcde","likristne","nonword","nonword","nonword",NA
"krimt","övrats","nonword","nonword","nonword",NA
"drnd","rättmärke","nonword","nonword","nonword",NA
"stämski","hallucinakensce","nonword","nonword","nonword",NA
"nedra","janton","nonword","nonword","nonword",NA
"dialits","nyckdera","nonword","nonword","nonword",NA
