pt_cue,pt_target,type,cue_type,target_type,pt_br_cosine
espionadricks,basenapps,nonword,nonword,nonword,
guarbear,anodo,nonword,nonword,nonword,
pôr dobhan,impressiodei,nonword,nonword,nonword,
apalbido,ne,nonword,nonword,nonword,
fragvida,espiõestura,nonword,nonword,nonword,
espequeñoça,trabakers,nonword,nonword,nonword,
dubet,restaucluíste,nonword,nonword,nonword,
esperiatro,hidrogêlhões,nonword,nonword,nonword,
trola,fábri,nonword,nonword,nonword,
baria,serca,nonword,nonword,nonword,
ponhamcia,frendo,nonword,nonword,nonword,
perloé,naqui,nonword,nonword,nonword,
triunpamento,injohnno,nonword,nonword,nonword,
pureu,lorus,nonword,nonword,nonword,
cúea,nalha,nonword,nonword,nonword,
ceptar,driagae,nonword,nonword,nonword,
ço,sobreviathan,nonword,nonword,nonword,
aperverso,seleciotoshik,nonword,nonword,nonword,
exposideuin,velóções,nonword,nonword,nonword,
asnortsino,plasbado,nonword,nonword,nonword,
eir,cluístemente,nonword,nonword,nonword,
resse,ampi,nonword,nonword,nonword,
verichareca,crestvidade,nonword,nonword,nonword,
paciênlhões,misericórground,nonword,nonword,nonword,
olhaica,replanta,nonword,nonword,nonword,
gressado,acessódio,nonword,nonword,nonword,
freqüensionalmente,cappo,nonword,nonword,nonword,
acresciente,mupõem,nonword,nonword,nonword,
bonimo,attriunfera,nonword,nonword,nonword,
sados,quelta,nonword,nonword,nonword,
sechal,raftil,nonword,nonword,nonword,
zardom loogerdico,mandra,nonword,nonword,nonword,
apresçarino,prospela,nonword,nonword,nonword,
gressado,jecta,nonword,nonword,nonword,
dicaisro,eyr,nonword,nonword,nonword,
experinfluer,maqui,nonword,nonword,nonword,
impossítrais,teagens,nonword,nonword,nonword,
lutás,queitério,nonword,nonword,nonword,
sufresno,chengduado,nonword,nonword,nonword,
ambulânlhões,badma,nonword,nonword,nonword,
naturalatraíste,federanhões,nonword,nonword,nonword,
chuamarro,marizaçoro,nonword,nonword,nonword,
gá,bakersro,nonword,nonword,nonword,
ilezia,atenrível,nonword,nonword,nonword,
acico,aprentituto,nonword,nonword,nonword,
orgurões,lusco,nonword,nonword,nonword,
crínião,atuber,nonword,nonword,nonword,
observanaugh,fade ro tranhã,nonword,nonword,nonword,
criptura,honta,nonword,nonword,nonword,
prosel,teodles,nonword,nonword,nonword,
auxinhos,quila,nonword,nonword,nonword,
acrestidade,cayria,nonword,nonword,nonword,
frescora,impossítrais,nonword,nonword,nonword,
equilido,conguções,nonword,nonword,nonword,
rimaiúsculo,tranciar,nonword,nonword,nonword,
pecrar,trut,nonword,nonword,nonword,
anl,empreedeata,nonword,nonword,nonword,
bôzei,opresalmente,nonword,nonword,nonword,
leguiu,cinde,nonword,nonword,nonword,
amasrife,neguibi,nonword,nonword,nonword,
tripmico,preocupatochique,nonword,nonword,nonword,
o suficiegewing,gressação,nonword,nonword,nonword,
susro,anesdental,nonword,nonword,nonword,
indúschar,caplanta,nonword,nonword,nonword,
krate,permanemouth,nonword,nonword,nonword,
aratrevo,pacos,nonword,nonword,nonword,
praqueça,congenhei,nonword,nonword,nonword,
bournela,juaplaudico,nonword,nonword,nonword,
contrais,mastições,nonword,nonword,nonword,
reneo,militachyon,nonword,nonword,nonword,
vígie,patruções,nonword,nonword,nonword,
apermigo,yol,nonword,nonword,nonword,
diacrestte,plítico,nonword,nonword,nonword,
peder,amêijo,nonword,nonword,nonword,
situatrais,aguentótipo,nonword,nonword,nonword,
sandar,ciatingia,nonword,nonword,nonword,
omjos,menço,nonword,nonword,nonword,
anessica,comkripto,nonword,nonword,nonword,
inshoshannacional,muramenas,nonword,nonword,nonword,
cointe,acalmário,nonword,nonword,nonword,
moris,compaicões,nonword,nonword,nonword,
drá,abtucky,nonword,nonword,nonword,
sonro,wildfina,nonword,nonword,nonword,
roflin,cavações,nonword,nonword,nonword,
gerso,comuaguenta,nonword,nonword,nonword,
tirpar,trifec,nonword,nonword,nonword,
ficos,pria menpre,nonword,nonword,nonword,
ralheita,acomparisa,nonword,nonword,nonword,
nanos,crita,nonword,nonword,nonword,
histo,adordar,nonword,nonword,nonword,
loveente,sutracto,nonword,nonword,nonword,
moaquino,tordativo,nonword,nonword,nonword,
auchamgrafo,mõem,nonword,nonword,nonword,
sapanthroso,mazao,nonword,nonword,nonword,
ilíasola,gividualeni,nonword,nonword,nonword,
foamorte,admicistão,nonword,nonword,nonword,
retruição,clarar,nonword,nonword,nonword,
toney,protecçäosional,nonword,nonword,nonword,
bambo,veletics,nonword,nonword,nonword,
exercina,avernica,nonword,nonword,nonword,
esgo,citreiro,nonword,nonword,nonword,
poexaustivo,rento,nonword,nonword,nonword,
desas,eupiã,nonword,nonword,nonword,
cluído,elípnico,nonword,nonword,nonword,
tóide,exaltor,nonword,nonword,nonword,
palessing,alzer,nonword,nonword,nonword,
cartes,millsico,nonword,nonword,nonword,
neuto,fares,nonword,nonword,nonword,
exerrer,exomissão,nonword,nonword,nonword,
corquanto,apreente,nonword,nonword,nonword,
marto,coincina,nonword,nonword,nonword,
moderick,sepul,nonword,nonword,nonword,
cameri,altelefô,nonword,nonword,nonword,
quindico,watroid,nonword,nonword,nonword,
simigualmente,whida,nonword,nonword,nonword,
mança,parágramercy,nonword,nonword,nonword,
domin,exertimo,nonword,nonword,nonword,
prire,arona,nonword,nonword,nonword,
vislização,exaustiroso,nonword,nonword,nonword,
arclepto,screada,nonword,nonword,nonword,
deki,úl,nonword,nonword,nonword,
consenía,máadorna,nonword,nonword,nonword,
chicmico,capinhal,nonword,nonword,nonword,
viças,adultelo,nonword,nonword,nonword,
artituir,inferigueia,nonword,nonword,nonword,
paranoigland,folam,nonword,nonword,nonword,
blica,camições,nonword,nonword,nonword,
rágou,consvação,nonword,nonword,nonword,
somanganatural,fruton,nonword,nonword,nonword,
concausto,adoximo,nonword,nonword,nonword,
aterteiro,lonia,nonword,nonword,nonword,
aretão,oix,nonword,nonword,nonword,
fucir dres,reira,nonword,nonword,nonword,
presergens,michelltério,nonword,nonword,nonword,
escavanau,conaglome,nonword,nonword,nonword,
blico,triunçonete,nonword,nonword,nonword,
baadorna,gladstocolo,nonword,nonword,nonword,
seqüescialmente,seqüesvidenciar,nonword,nonword,nonword,
concorpiõescia,remorais,nonword,nonword,nonword,
everde,traugência,nonword,nonword,nonword,
felicifrões,equida,nonword,nonword,nonword,
digusrifty,êm,nonword,nonword,nonword,
tresno,civilizanhar,nonword,nonword,nonword,
substipert,feguarda,nonword,nonword,nonword,
candei,bande,nonword,nonword,nonword,
glasquia,galhei,nonword,nonword,nonword,
micas,quistar,nonword,nonword,nonword,
sovon,queidecer,nonword,nonword,nonword,
irraciodei,birdculo,nonword,nonword,nonword,
digrescio,namen,nonword,nonword,nonword,
recupões,sertem,nonword,nonword,nonword,
dilheitia,diregres,nonword,nonword,nonword,
causto,shpá,nonword,nonword,nonword,
gêdem,estupitrais,nonword,nonword,nonword,
miserátrais,beleques,nonword,nonword,nonword,
alheação,têvão,nonword,nonword,nonword,
silenciosomething,computaríeis,nonword,nonword,nonword,
considevíeis,sobriaulo,nonword,nonword,nonword,
amasco,culou,nonword,nonword,nonword,
engelingaro,preito,nonword,nonword,nonword,
maranhõesna,promocles,nonword,nonword,nonword,
boatraca,merquiteto,nonword,nonword,nonword,
rosel,liffe,nonword,nonword,nonword,
olímto,lusco,nonword,nonword,nonword,
suplanso,verno,nonword,nonword,nonword,
patia,fapresso,nonword,nonword,nonword,
aprecado,atnii,nonword,nonword,nonword,
pinchequia,manunallyção,nonword,nonword,nonword,
coranhos,alardor,nonword,nonword,nonword,
clante,torma,nonword,nonword,nonword,
astronôrina,posivais,nonword,nonword,nonword,
catraiadário,estáball,nonword,nonword,nonword,
sumptura,prica,nonword,nonword,nonword,
rapalhar,pêchi,nonword,nonword,nonword,
paast,cercaxeis,nonword,nonword,nonword,
electola,vagensro,nonword,nonword,nonword,
auste,mográ,nonword,nonword,nonword,
geragens,vílov,nonword,nonword,nonword,
escabrão,vadas,nonword,nonword,nonword,
presno,ifundagor,nonword,nonword,nonword,
confeathercia,agüentaruga,nonword,nonword,nonword,
mesorfanato,acomgo,nonword,nonword,nonword,
verdaliyahro,lavalhas,nonword,nonword,nonword,
bibliodlandsca,espreido,nonword,nonword,nonword,
bitocultor,dvia,nonword,nonword,nonword,
tetravôcópio,quamir,nonword,nonword,nonword,
tácet,covia,nonword,nonword,nonword,
fizés,varvimente,nonword,nonword,nonword,
previlhões,melan,nonword,nonword,nonword,
deamisto,superichito,nonword,nonword,nonword,
coleahua,junbrar,nonword,nonword,nonword,
cinhosto,jafronta,nonword,nonword,nonword,
ocute,scroodia,nonword,nonword,nonword,
adonimo,injeremy,nonword,nonword,nonword,
moçamento,exaspe,nonword,nonword,nonword,
queineta,gocharla,nonword,nonword,nonword,
excifrõeste,janme,nonword,nonword,nonword,
jaro,transpreendo,nonword,nonword,nonword,
fiqueismente,siel,nonword,nonword,nonword,
liber,espulôver,nonword,nonword,nonword,
excetrackte,midlandcópio,nonword,nonword,nonword,
anatomyta,seguisra,nonword,nonword,nonword,
excepciodei,documanscho,nonword,nonword,nonword,
bournela,devonshiminação,nonword,nonword,nonword,
fumaveis,cadánais,nonword,nonword,nonword,
vu,constida,nonword,nonword,nonword,
denethorparado,loweente,nonword,nonword,nonword,
em outro cords,finalivias,nonword,nonword,nonword,
voluntálhões,juste,nonword,nonword,nonword,
alimentaríeis,jitka,nonword,nonword,nonword,
soleo,masgoto,nonword,nonword,nonword,
lhera,massesinato,nonword,nonword,nonword,
rwe,dranto,nonword,nonword,nonword,
josete,metrairia,nonword,nonword,nonword,
permiguem,sociá,nonword,nonword,nonword,
searshadário,mesinto,nonword,nonword,nonword,
cheme,garanhos,nonword,nonword,nonword,
tometor,presdade,nonword,nonword,nonword,
efernalate,demandro,nonword,nonword,nonword,
partoutro,adoptema,nonword,nonword,nonword,
seqüeston,pescações,nonword,nonword,nonword,
sawa,quar,nonword,nonword,nonword,
renga,harmozart,nonword,nonword,nonword,
nocar,dindo,nonword,nonword,nonword,
raamassa,heliseqüentero,nonword,nonword,nonword,
apuca,minanciamento,nonword,nonword,nonword,
achavado,ceatractial,nonword,nonword,nonword,
lealtruísde,commonwemido,nonword,nonword,nonword,
gramnico,efisoe,nonword,nonword,nonword,
incodric,franjid,nonword,nonword,nonword,
unila,confurões,nonword,nonword,nonword,
ciços,famani,nonword,nonword,nonword,
abste,varviqueicho,nonword,nonword,nonword,
masarlamento,consvador,nonword,nonword,nonword,
inspeland,avigcia,nonword,nonword,nonword,
platalhõesma,raracluíste,nonword,nonword,nonword,
sistor,mosciuto,nonword,nonword,nonword,
abandoar,drugrante,nonword,nonword,nonword,
breal,aperforme,nonword,nonword,nonword,
fedeflec,foliografo,nonword,nonword,nonword,
lasar,enacorda,nonword,nonword,nonword,
raçõe,astronôtente,nonword,nonword,nonword,
galeques,krisnente,nonword,nonword,nonword,
seatrial,aquibita,nonword,nonword,nonword,
laglas,béabus,nonword,nonword,nonword,
aguennalismo,aguenatura,nonword,nonword,nonword,
caraguês,soututamento,nonword,nonword,nonword,
emchilre,strescinação,nonword,nonword,nonword,
herbar,ter sucekraut,nonword,nonword,nonword,
mallo,apropeito,nonword,nonword,nonword,
blete,duzes,nonword,nonword,nonword,
celemansidade,quille,nonword,nonword,nonword,
bajunius,toyda,nonword,nonword,nonword,
ansat,biololhões,nonword,nonword,nonword,
cobrirte,grinal,nonword,nonword,nonword,
seqüesdentalmente,medagens,nonword,nonword,nonword,
douto,quesditam,nonword,nonword,nonword,
dewinder,quidar,nonword,nonword,nonword,
soma,fechado,unrelated,word,word,0.101970483231077
casa,sombrio,unrelated,word,word,0.12611292436016
confiança,palestra,unrelated,word,word,0.0567777331058763
branco,vigor,unrelated,word,word,0.0877143912118443
submarino,literatura,unrelated,word,word,0.10404769161684
escavação,toalha,unrelated,word,word,0.0709782016392093
bispo,depressão,unrelated,word,word,0.0144756509511618
fumaça,fantástico,unrelated,word,word,0.0117374425057383
risco,apartamento,unrelated,word,word,0.103739925650027
século,metal,unrelated,word,word,0.139131507137783
proteger,combustível,unrelated,word,word,0.0591806475712074
chipe,assassinato,unrelated,word,word,0.114436153870916
cirurgião,poeirento,unrelated,word,word,0.140375388668915
saúde,impossível,unrelated,word,word,0.0612990055955046
correspondência,mecânico,unrelated,word,word,0.132167672914176
líquido,crise,unrelated,word,word,0.0991074349138511
naturalmente,passeio,unrelated,word,word,0.123449323574652
romano,eventualmente,unrelated,word,word,0.0892283765011575
inocente,acima,unrelated,word,word,0.0647864234460822
ilusão,abandono,unrelated,word,word,0.122068241034329
satisfeito,negativo,unrelated,word,word,0.109177867425216
apontar,museu,unrelated,word,word,0.0782236471687335
exame,constantemente,unrelated,word,word,0.061811074404437
reconhecer,delicioso,unrelated,word,word,0.0921518541306049
atum,radiação,unrelated,word,word,0.0917907437454692
lanche,expressar,unrelated,word,word,0.105586768025349
serviço,opção,unrelated,word,word,0.06945498539595
combinação,humano,unrelated,word,word,0.106214434043974
numerário,programa,unrelated,word,word,0.0948147354998913
escrivaninha,ganhar,unrelated,word,word,0.136891545599809
vaca,exclusivo,unrelated,word,word,0.0126000738757409
presa,eleitor,unrelated,word,word,0.0778589971764585
pronto,possibilidade,unrelated,word,word,0.133877551373664
fábrica,centímetro,unrelated,word,word,0.073428005687397
esquilo,chefe,unrelated,word,word,0.0808977045521987
raiva,poema,unrelated,word,word,0.12973216107766
frente,morada,unrelated,word,word,0.103257059797077
contratar,corda,unrelated,word,word,0.0732484157716165
corrente,manhã,unrelated,word,word,0.141868144692528
classe,oferta,unrelated,word,word,0.147152549079827
comprar,razoável,unrelated,word,word,0.136979001840355
carimbo,brilhante,unrelated,word,word,0.0120838800421326
banheiro,permanecer,unrelated,word,word,0.135918268815538
limonada,estrutura,unrelated,word,word,0.0783136974348434
já,carga,unrelated,word,word,0.13312842906749
rocha,apreciar,unrelated,word,word,0.0913601095963591
banana,alvorecer,unrelated,word,word,0.0931429313925661
operar,graduado,unrelated,word,word,0.114893934083111
sensor,marinha,unrelated,word,word,0.0707269259496096
último,molhado,unrelated,word,word,0.148041251677706
mês,sabia,unrelated,word,word,0.139826598638556
urso,substituto,unrelated,word,word,0.145363514081143
sair,talento,unrelated,word,word,0.100397273721442
engenheiro,julieta,unrelated,word,word,0.0387558391332085
arsenal,emocional,unrelated,word,word,0.08980081800465
praia,administrativo,unrelated,word,word,-0.000469595699375258
conversação,rapidez,unrelated,word,word,0.139141158731436
gripe,senado,unrelated,word,word,0.088056627785501
alimentação,estranho,unrelated,word,word,0.0443264976561674
fugir,usual,unrelated,word,word,0.0770734995786986
sucesso,juiz,unrelated,word,word,0.0700790313578415
fim,mutação,unrelated,word,word,0.0912027750021683
portal,rua,unrelated,word,word,0.126385252327553
glorioso,cirurgia,unrelated,word,word,0.0290739124547468
vô,inferior,unrelated,word,word,0.0662427744294819
gangue,árvore,unrelated,word,word,0.12892208530701
paraíso,renda,unrelated,word,word,0.144630172091962
pessoa,finalizar,unrelated,word,word,0.09697215922189
senior,aço,unrelated,word,word,0.0350341993635382
ming,conexão,unrelated,word,word,0.0315897648309205
preservar,fruta,unrelated,word,word,0.133419296136252
pornô,curar,unrelated,word,word,0.033990948886045
habilitar,chama,unrelated,word,word,0.110494018969839
filosofia,feriado,unrelated,word,word,0.0989595985940905
sopa,amigo,unrelated,word,word,0.14861815320507
escolher,tomate,unrelated,word,word,0.0930355287671399
dizer,febre,unrelated,word,word,0.109215505289728
furacão,missão,unrelated,word,word,0.0737727584894643
verifica,feio,unrelated,word,word,-0.0024767002138911
veja,aprovação,unrelated,word,word,0.121623211395301
brinde,estação,unrelated,word,word,0.0740983115391288
química,menos,unrelated,word,word,0.101236186379051
castanho,protótipo,unrelated,word,word,0.0612140539616947
admitir,rodovia,unrelated,word,word,0.0179239532086429
popular,golpe,unrelated,word,word,0.0874607669892786
masculino,cicatriz,unrelated,word,word,0.121371988479639
selva,sol,unrelated,word,word,0.133780030903873
segundo,realmente,unrelated,word,word,0.0543232552590599
xingar,visão,unrelated,word,word,0.0459062530454863
recepção,voluntariamente,unrelated,word,word,0.145714375734462
verdadeiro,névoa,unrelated,word,word,0.0820444649976165
consertar,futebol,unrelated,word,word,0.104562100436296
desejo,placa,unrelated,word,word,0.0280023788218195
magia,bochecha,unrelated,word,word,0.109841348149904
comboio,ferida,unrelated,word,word,0.104028625739957
naval,manter,unrelated,word,word,0.131979569511681
hotel,irônico,unrelated,word,word,0.053462917490181
matéria,gratidão,unrelated,word,word,0.094089073467143
lama,confiança,unrelated,word,word,0.0895883275549518
inferior,medo,unrelated,word,word,0.0926068138659497
fora,salvador,unrelated,word,word,0.0276874197378725
lixeira,abdominal,unrelated,word,word,0.122999270573722
criar,martelo,unrelated,word,word,0.128010500286273
moderno,avaliação,unrelated,word,word,0.0870475234736293
infeliz,prefeito,unrelated,word,word,0.102237656985099
mentira,destino,unrelated,word,word,0.124606118647886
revelação,fígado,unrelated,word,word,0.091055259429252
refugiado,músculo,unrelated,word,word,0.0784986868849612
superior,convento,unrelated,word,word,0.12913605059042
terceiro,mangueira,unrelated,word,word,0.0973770023353836
ridículo,presidente,unrelated,word,word,0.115936107261317
empresa,cronômetro,unrelated,word,word,0.103335751256582
conclusão,molho,unrelated,word,word,0.0554385752107736
pão,exagerar,unrelated,word,word,0.127210267397523
conter,chapéu,unrelated,word,word,0.0795226156648741
oposto,arma,unrelated,word,word,0.087248844515314
janela,elegante,unrelated,word,word,0.0608007497998194
financeiramente,explosão,unrelated,word,word,0.129435876930193
capacete,desaparecimento,unrelated,word,word,0.102744344483149
grande,clínica,unrelated,word,word,0.095376073467561
pessoal,motel,unrelated,word,word,0.0860755468821924
tribunal,verificar,unrelated,word,word,0.0988644574570685
escalar,diferente,unrelated,word,word,0.0786533919036774
amanhã,casado,unrelated,word,word,0.0969953554095509
arranjo,algo,unrelated,word,word,0.138787690690844
envelope,música,unrelated,word,word,0.0693556720674917
