"ta_cue","ta_target","type","cue_type","target_type","ta_cosine"
"ஏறமனனனத","நீசtnse","nonword","nonword","nonword",NA
"கோசtnse","ஏலமனனக","nonword","nonword","nonword",NA
"pfல","லவஉர","nonword","nonword","nonword",NA
"நலwd","னடழு","nonword","nonword","nonword",NA
"திகில்ரmaathavan","யோiu","nonword","nonword","nonword",NA
"தடு","வளரரtnse","nonword","nonword","nonword",NA
"சூத மனனள","மீஇங","nonword","nonword","nonword",NA
"இரண்மனiii","ஷதயம்","nonword","nonword","nonword",NA
"சாத்திரtnse","உணbo","nonword","nonword","nonword",NA
"azறா","னபடர்","nonword","nonword","nonword",NA
"களஃத்தானை","சிறமனனனத","nonword","nonword","nonword",NA
"பச மனனள","தவwb","nonword","nonword","nonword",NA
"பதனனற்றுண்டி","வாமசtnse","nonword","nonword","nonword",NA
"கடை","நயஃண்ணிலா","nonword","nonword","nonword",NA
"பிக்னிஶர","ஜபசனை","nonword","nonword","nonword",NA
"பிரசசtnse","மேற்cm","nonword","nonword","nonword",NA
"மாட்ஓட","பாதுமனiii","nonword","nonword","nonword",NA
"தடை செய்ரmaathavan","முழரtnse","nonword","nonword","nonword",NA
"நிகழ்வரmaathavan","தெமனiii","nonword","nonword","nonword",NA
"௦௦ரம்","விசtnse","nonword","nonword","nonword",NA
"னமலனி","μmறமை","nonword","nonword","nonword",NA
"மேஒம","பத்திரரmaathavan","nonword","nonword","nonword",NA
"miரஸ","கார்பரtnse","nonword","nonword","nonword",NA
"உறஏஓ","பரவனஜ","nonword","nonword","nonword",NA
"அதிரtnse","மீன்பரmaathavan","nonword","nonword","nonword",NA
"துன்பரmaathavan","நெரு மனனள","nonword","nonword","nonword",NA
"அர்மனiii","தெஈஐ","nonword","nonword","nonword",NA
"பசனஸை","முட்ரmaathavan","nonword","nonword","nonword",NA
"சுற்றரmaathavan","தனதனனக","nonword","nonword","nonword",NA
"ஓளற்றி","தயனனளையாட்டு","nonword","nonword","nonword",NA
"முனைரtnse","சுவாரரtnse","nonword","nonword","nonword",NA
"தத்மனனனத","வரை","nonword","nonword","nonword",NA
"தற் மனனள","உணரனனச","nonword","nonword","nonword",NA
"ஊலள்ளி","வணஇந","nonword","nonword","nonword",NA
"இரு மனனள","kw","nonword","nonword","nonword",NA
"மஆலி","ivள்ளி","nonword","nonword","nonword",NA
"அபஙகா","வெற்fp","nonword","nonword","nonword",NA
"எல மனனள","அறி மனனள","nonword","nonword","nonword",NA
"பாரtnse","டிரான்ரmaathavan","nonword","nonword","nonword",NA
"ஈர்","மாஓன","nonword","nonword","nonword",NA
"உயிமனனனத","வெமனiii","nonword","nonword","nonword",NA
"பொlg","தாராளமயரmaathavan","nonword","nonword","nonword",NA
"தயாரtnse","கடகதயல","nonword","nonword","nonword",NA
"கருணமனனனத","கீஅன","nonword","nonword","nonword",NA
"ஆய்ரtnse","லெரmaathavan","nonword","nonword","nonword",NA
"	ஒயில்","திரனனச","nonword","nonword","nonword",NA
"எமஃழ்த்து","உதசந","nonword","nonword","nonword",NA
"காந் மனனள","நண்ஜனனன","nonword","nonword","nonword",NA
"rrட்ஜ்","அழுசtnse","nonword","nonword","nonword",NA
"உருவமனனனத","கடbx","nonword","nonword","nonword",NA
"ஞமடகை","	இற்று","nonword","nonword","nonword",NA
"இயமனனய","vuலை","nonword","nonword","nonword",NA
"முரtnse","ஹயனட்டில்","nonword","nonword","nonword",NA
"தயமனனக","புறமனiii","nonword","nonword","nonword",NA
"மருத்மனiii","பாநஆ","nonword","nonword","nonword",NA
"சத்மனனனத","புரtnse","nonword","nonword","nonword",NA
"yrப்","செயலசtnse","nonword","nonword","nonword",NA
"டிசனனத","பேராரtnse","nonword","nonword","nonword",NA
"வரனம்","கேரேஈப","nonword","nonword","nonword",NA
"oeதி","வலதனனக","nonword","nonword","nonword",NA
"பயிற் மனனள","குளசtnse","nonword","nonword","nonword",NA
"வர்ரtnse","இடgc","nonword","nonword","nonword",NA
"அற மனனள","நடதனனக","nonword","nonword","nonword",NA
"ஏஜனய்ப்பு","பரிதாபரmaathavan","nonword","nonword","nonword",NA
"சுடுஎழ","நhழலு","nonword","nonword","nonword",NA
"ஜஏஷ்","இயந்மனiii","nonword","nonword","nonword",NA
"வலவனனத","முகனனள","nonword","nonword","nonword",NA
"முஉவ","நான்ஷஸ","nonword","nonword","nonword",NA
"திருவரmaathavan","முன்சtnse","nonword","nonword","nonword",NA
"பகபலி","என்றமனனனத","nonword","nonword","nonword",NA
"	ஒ","அலுவமனiii","nonword","nonword","nonword",NA
"சவப்மனனனத","யதார்சtnse","nonword","nonword","nonword",NA
"உறுதிப்ரmaathavan","ndயல்","nonword","nonword","nonword",NA
"வேடமனiii","தூங்za","nonword","nonword","nonword",NA
"மொத மனனள","கடஙகு","nonword","nonword","nonword",NA
"இயகனனர","பத்","nonword","nonword","nonword",NA
"அதமனனய","ளனசடி","nonword","nonword","nonword",NA
"தங்கியரmaathavan","வெற்fp","nonword","nonword","nonword",NA
"உண்மமனனனத","njதனை","nonword","nonword","nonword",NA
"சகயல்","ஐஆர்மை","nonword","nonword","nonword",NA
"பயனே போன்ற","மணபமனiii","nonword","nonword","nonword",NA
"சங்கரtnse","உடககடட","nonword","nonword","nonword",NA
"ꢒகனிய","வாங்மனனனத","nonword","nonword","nonword",NA
"தோளரtnse","திறமனiii","nonword","nonword","nonword",NA
"அற்பரtnse","வனஃரியும்","nonword","nonword","nonword",NA
"ஐஅபா","பலவீமjpg","nonword","nonword","nonword",NA
"வழிசெமனனனத","நீ மனனள","nonword","nonword","nonword",NA
"இருகரtnse","செய்ஐல","nonword","nonword","nonword",NA
"இலவங்கபரmaathavan","	rடல்","nonword","nonword","nonword",NA
"அமதகா","பேரனனச","nonword","nonword","nonword",NA
"கலறனனம","ஆவஜனல","nonword","nonword","nonword",NA
"கிராஊல","சநவதயம","nonword","nonword","nonword",NA
"ktட்டு","ஏற்றுக்கரmaathavan","nonword","nonword","nonword",NA
"புகைப்ரmaathavan","அழிமனனனத","nonword","nonword","nonword",NA
"wgங்","நகைசtnse","nonword","nonword","nonword",NA
"விமனனனத","qqங்","nonword","nonword","nonword",NA
"கன்சரமனனனத","poweegess","nonword","nonword","nonword",NA
"ஆல் மனனள","வணககடட","nonword","nonword","nonword",NA
"த௫லம்","சந்மனiii","nonword","nonword","nonword",NA
"சிறிxx","திர மனனள","nonword","nonword","nonword",NA
"கோப்அஸ","எணமனiii","nonword","nonword","nonword",NA
"mvல்","கவவபை","nonword","nonword","nonword",NA
"ooரண்","ஃபனனம்பெய்ன்","nonword","nonword","nonword",NA
"இரட்டிரmaathavan","ஒடி","nonword","nonword","nonword",NA
"வலஃருவிழா","பதட்மனனனத","nonword","nonword","nonword",NA
"தொடரtnse","முழுஞண","nonword","nonword","nonword",NA
"சந் மனனள","பெருவாரியாக பரshrikarsan","nonword","nonword","nonword",NA
"ஊயலரி","ஊழbl","nonword","nonword","nonword",NA
"ளனளியே","நெரமனனனத","nonword","nonword","nonword",NA
"இரு","எணககடட","nonword","nonword","nonword",NA
"ஆச்சமனiii","உளமனனனத","nonword","nonword","nonword",NA
"துஐஏ","பாட்ஏட","nonword","nonword","nonword",NA
"கவமனனனத","வாக்களரmaathavan","nonword","nonword","nonword",NA
"pzதல்","மரஃர்டினல்","nonword","nonword","nonword",NA
"அரஃப்பாய்","வரமனனனத","nonword","nonword","nonword",NA
"தனமனiii","சாடசtnse","nonword","nonword","nonword",NA
"சபனடீரென்று","கேஊச","nonword","nonword","nonword",NA
"நிய மனனள","தொநசtnse","nonword","nonword","nonword",NA
"விதிவசtnse","மாgu","nonword","nonword","nonword",NA
"எனஓண","உடி","nonword","nonword","nonword",NA
"கேள மனனள","ஆபதமனனனத","nonword","nonword","nonword",NA
"தனிபமனனனத","பதனமி","nonword","nonword","nonword",NA
"திங்க மனனள","அடுக்குமாடரshrikarsan","nonword","nonword","nonword",NA
"உதவி மனனள","மூமனனனத","nonword","nonword","nonword",NA
"தைரtnse","எதிர்பாரரmaathavan","nonword","nonword","nonword",NA
"mvல்","tkரக்","nonword","nonword","nonword",NA
"நிதிரmaathavan","சொல் மனனள","nonword","nonword","nonword",NA
"காப்பாரmaathavan","உறமனiii","nonword","nonword","nonword",NA
"மடயர்","தசாசtnse","nonword","nonword","nonword",NA
"pfளான்","தாஅஸ","nonword","nonword","nonword",NA
"யகனடிவுரை","கனtk","nonword","nonword","nonword",NA
"வயலது","மன அழமனiii","nonword","nonword","nonword",NA
"இரநதை","ஆட்டகசtnse","nonword","nonword","nonword",NA
"yrபம்","கழுரtnse","nonword","nonword","nonword",NA
"கடறகனனர","இணகதனனக","nonword","nonword","nonword",NA
"சர் மனனள","நகpb","nonword","nonword","nonword",NA
"ஊணளை","அகை","nonword","nonword","nonword",NA
"இலனட்நைட்","கலவலி","nonword","nonword","nonword",NA
"வணிக ரtnse","வெளிபமனனனத","nonword","nonword","nonword",NA
