"es_cue","es_target","type","cue_type","target_type","es_cosine"
"cariend","langjita","nonword","nonword","nonword",NA
"kirámetro","justosia","nonword","nonword","nonword",NA
"sula","intempión","nonword","nonword","nonword",NA
"proteías","lanio","nonword","nonword","nonword",NA
"inspecmar","vecks","nonword","nonword","nonword",NA
"trdur","mejorasmente","nonword","nonword","nonword",NA
"camprua","texado","nonword","nonword","nonword",NA
"rimne","freu","nonword","nonword","nonword",NA
"maños","nigola","nonword","nonword","nonword",NA
"adelrtencia","apuñlido","nonword","nonword","nonword",NA
"lntentamente","yunado","nonword","nonword","nonword",NA
"ficil","reariote","nonword","nonword","nonword",NA
"tinal","camimaeta","nonword","nonword","nonword",NA
"caqu","chandeje","nonword","nonword","nonword",NA
"recoleilar","páercicio","nonword","nonword","nonword",NA
"degollaso","cecrímetro","nonword","nonword","nonword",NA
"pobrrca","corada","nonword","nonword","nonword",NA
"asande","tefafono","nonword","nonword","nonword",NA
"atrmana","sospectir","nonword","nonword","nonword",NA
"experiquntar","etz","nonword","nonword","nonword",NA
"topaso","rrogada","nonword","nonword","nonword",NA
"deuco","oiilizar","nonword","nonword","nonword",NA
"podere","péranja","nonword","nonword","nonword",NA
"cubilido","ueven","nonword","nonword","nonword",NA
"esqulla","linfsina","nonword","nonword","nonword",NA
"manja","prfreer","nonword","nonword","nonword",NA
"eis","matra","nonword","nonword","nonword",NA
"elimpaar","ministasio","nonword","nonword","nonword",NA
"rotio","né","nonword","nonword","nonword",NA
"caucidad","dimpusión","nonword","nonword","nonword",NA
"nacicial","ovaco","nonword","nonword","nonword",NA
"pivo","fualtivo","nonword","nonword","nonword",NA
"ier","adquinar","nonword","nonword","nonword",NA
"odiáario","coneva","nonword","nonword","nonword",NA
"slatomía","meesla","nonword","nonword","nonword",NA
"corrasto","guisionero","nonword","nonword","nonword",NA
"burgo","crpren","nonword","nonword","nonword",NA
"ostural","exposideón","nonword","nonword","nonword",NA
"búsqjida","margje","nonword","nonword","nonword",NA
"binación","inmosto","nonword","nonword","nonword",NA
"remea","vaerente","nonword","nonword","nonword",NA
"atraico","tegerano","nonword","nonword","nonword",NA
"inaguramente","gineral","nonword","nonword","nonword",NA
"ticiencia","borracué","nonword","nonword","nonword",NA
"balo","podeoriento","nonword","nonword","nonword",NA
"birlamente","fastidioco","nonword","nonword","nonword",NA
"infllincia","ertividad","nonword","nonword","nonword",NA
"soterno","mayoritacas","nonword","nonword","nonword",NA
"talba","comias","nonword","nonword","nonword",NA
"enfelgo","drogación","nonword","nonword","nonword",NA
"entusivamo","pelleguir","nonword","nonword","nonword",NA
"imención","alarlde","nonword","nonword","nonword",NA
"conditir","doanmento","nonword","nonword","nonword",NA
"soele","espiarse","nonword","nonword","nonword",NA
"arterrumpirles","minudi","nonword","nonword","nonword",NA
"miina","comultdad","nonword","nonword","nonword",NA
"larar","arcado","nonword","nonword","nonword",NA
"prudilegio","sabotail","nonword","nonword","nonword",NA
"brabal","guerresb","nonword","nonword","nonword",NA
"leice","prviotipo","nonword","nonword","nonword",NA
"pulesia","deñac","nonword","nonword","nonword",NA
"orcio","biológicoexistencia","nonword","nonword","nonword",NA
"agradamae","organimor","nonword","nonword","nonword",NA
"cítrica","crpais","nonword","nonword","nonword",NA
"brir","versación","nonword","nonword","nonword",NA
"muraca","przcocolo","nonword","nonword","nonword",NA
"afeitación","prrolema","nonword","nonword","nonword",NA
"gos","crisatano","nonword","nonword","nonword",NA
"integraso","cerrid","nonword","nonword","nonword",NA
"mactria","parlón","nonword","nonword","nonword",NA
"aumar","cicatrdí","nonword","nonword","nonword",NA
"bozca","suojo","nonword","nonword","nonword",NA
"annar","capixin","nonword","nonword","nonword",NA
"alama","saañar","nonword","nonword","nonword",NA
"mast","lizado","nonword","nonword","nonword",NA
"meano","avender","nonword","nonword","nonword",NA
"estructuración","gocha","nonword","nonword","nonword",NA
"bordinado","calcagar","nonword","nonword","nonword",NA
"saludalae","aeronrerto","nonword","nonword","nonword",NA
"perdedng","fero","nonword","nonword","nonword",NA
"contnito","chammon","nonword","nonword","nonword",NA
"osmor","mistasio","nonword","nonword","nonword",NA
"anuada","el embaryao","nonword","nonword","nonword",NA
"continuador","cortento","nonword","nonword","nonword",NA
"erhur","udencia","nonword","nonword","nonword",NA
"plerta","trente","nonword","nonword","nonword",NA
"propjodad","mantller","nonword","nonword","nonword",NA
"impresaln","urandonar","nonword","nonword","nonword",NA
"atericzaje","annar","nonword","nonword","nonword",NA
"telegreea","cozie","nonword","nonword","nonword",NA
"gabiatte","comua","nonword","nonword","nonword",NA
"tonle","petráseo","nonword","nonword","nonword",NA
"oxgel","confiaar","nonword","nonword","nonword",NA
"llile","agradevor","nonword","nonword","nonword",NA
"tavico","incantz","nonword","nonword","nonword",NA
"mascrnino","noquero","nonword","nonword","nonword",NA
"fundera","enañar","nonword","nonword","nonword",NA
"escumpando","solgo","nonword","nonword","nonword",NA
"cesco","triuusar","nonword","nonword","nonword",NA
"fenótono","murao","nonword","nonword","nonword",NA
"cabremente","bastador","nonword","nonword","nonword",NA
"anente","importandea","nonword","nonword","nonword",NA
"aspirido","paol","nonword","nonword","nonword",NA
"norve","tanos","nonword","nonword","nonword",NA
"oratesta","crirtividad","nonword","nonword","nonword",NA
"rrogado","sensatle","nonword","nonword","nonword",NA
"esatonaje","traigar","nonword","nonword","nonword",NA
"autoinia","annar","nonword","nonword","nonword",NA
"peneil","onarillo","nonword","nonword","nonword",NA
"fis","maléche","nonword","nonword","nonword",NA
"heredador","rodiina","nonword","nonword","nonword",NA
"virí","scual","nonword","nonword","nonword",NA
"auderal","jerisquilla","nonword","nonword","nonword",NA
"considocar","partifula","nonword","nonword","nonword",NA
"tinara","asombraso","nonword","nonword","nonword",NA
"mno","ectal","nonword","nonword","nonword",NA
"sirender","patentaco","nonword","nonword","nonword",NA
"ãºn","horrorle","nonword","nonword","nonword",NA
"solitado","tomano","nonword","nonword","nonword",NA
"darse cuentauwe","cucheslo","nonword","nonword","nonword",NA
"jebel","lter","nonword","nonword","nonword",NA
"hurgo","almado","nonword","nonword","nonword",NA
"convertucion","soliciatd","nonword","nonword","nonword",NA
"zigrima","urgo","nonword","nonword","nonword",NA
"cgil","seshimiento","nonword","nonword","nonword",NA
"chiflaco","supelticie","nonword","nonword","nonword",NA
"trnteo","skna","nonword","nonword","nonword",NA
"gergo","chocidate","nonword","nonword","nonword",NA
"vendréor","arrancador","nonword","nonword","nonword",NA
"ensayador","estrucarra","nonword","nonword","nonword",NA
"deugo","poteza","nonword","nonword","nonword",NA
"finaacas","elecerón","nonword","nonword","nonword",NA
"sperto","menshie","nonword","nonword","nonword",NA
"catona","ficinciero","nonword","nonword","nonword",NA
"ankia","supebais","nonword","nonword","nonword",NA
"crs","hogistidad","nonword","nonword","nonword",NA
"izante","marico","nonword","nonword","nonword",NA
"sepcr","ardaa","nonword","nonword","nonword",NA
"oporlenidad","tuato","nonword","nonword","nonword",NA
"doree","sofombra","nonword","nonword","nonword",NA
"coeniene","descubriedo","nonword","nonword","nonword",NA
"inmosticia","saajo","nonword","nonword","nonword",NA
"denzez en cuando","nakaz","nonword","nonword","nonword",NA
"astrntauta","posieslidad","nonword","nonword","nonword",NA
"esdijismo","retiración","nonword","nonword","nonword",NA
"inteitacional","contensio","nonword","nonword","nonword",NA
"eal","traderional","nonword","nonword","nonword",NA
"nior","hacefioco","nonword","nonword","nonword",NA
"aliñado","kmtbol","nonword","nonword","nonword",NA
"presomuesto","campulnato","nonword","nonword","nonword",NA
"en otra patan","estrattiia","nonword","nonword","nonword",NA
"rirno","capá","nonword","nonword","nonword",NA
"sértico","distarto","nonword","nonword","nonword",NA
"comicrón","tuata","nonword","nonword","nonword",NA
"cocaeya","prueme","nonword","nonword","nonword",NA
"lejando","hwtimo","nonword","nonword","nonword",NA
"rotir","incanto","nonword","nonword","nonword",NA
"mallr","rectcir","nonword","nonword","nonword",NA
"smerno","amparado","nonword","nonword","nonword",NA
"dirtrea","simpatizador","nonword","nonword","nonword",NA
"artifia","gredo","nonword","nonword","nonword",NA
"vejee","coelleto","nonword","nonword","nonword",NA
"senoeto","eqlupo","nonword","nonword","nonword",NA
"diablemente","lencesa","nonword","nonword","nonword",NA
"documentarmente","singa","nonword","nonword","nonword",NA
"anelo","destrubeión","nonword","nonword","nonword",NA
"operisional","prodsución","nonword","nonword","nonword",NA
"otiao","recrj","nonword","nonword","nonword",NA
"naril","totovía","nonword","nonword","nonword",NA
"excha","irleccione","nonword","nonword","nonword",NA
"hoizo","escopendo","nonword","nonword","nonword",NA
"cantaval","dibuffr","nonword","nonword","nonword",NA
"matie","curario","nonword","nonword","nonword",NA
"anomimo","gonza","nonword","nonword","nonword",NA
"esordio","cenería","nonword","nonword","nonword",NA
"intechet","extratcarestre","nonword","nonword","nonword",NA
"prohchido","vensido","nonword","nonword","nonword",NA
"señea","sansrdote","nonword","nonword","nonword",NA
"cúlo","plipsible","nonword","nonword","nonword",NA
"concluceón","mordr","nonword","nonword","nonword",NA
"vese","espegu","nonword","nonword","nonword",NA
"pandrela","cascación","nonword","nonword","nonword",NA
"nso","adcds","nonword","nonword","nonword",NA
"luccr","triplicamente","nonword","nonword","nonword",NA
"hoshdia","emocgencia","nonword","nonword","nonword",NA
"malgieron","comanero","nonword","nonword","nonword",NA
"ndesino","cander","nonword","nonword","nonword",NA
"nacillento","condimiento","nonword","nonword","nonword",NA
"quy","pató","nonword","nonword","nonword",NA
"mechro","ejpócito","nonword","nonword","nonword",NA
"ackepar","permanecci","nonword","nonword","nonword",NA
"escocial","otrfo","nonword","nonword","nonword",NA
"apda","ministen","nonword","nonword","nonword",NA
"totor","bauza","nonword","nonword","nonword",NA
"njente","moligro","nonword","nonword","nonword",NA
"rodi","rade","nonword","nonword","nonword",NA
"kaenda","rigocio","nonword","nonword","nonword",NA
"deelecto","ileño","nonword","nonword","nonword",NA
"rubi","meato","nonword","nonword","nonword",NA
"cecitante","estrenario","nonword","nonword","nonword",NA
"cobrerencia","dispospeivo","nonword","nonword","nonword",NA
"fimía","siemuge","nonword","nonword","nonword",NA
"porquesa","ticare","nonword","nonword","nonword",NA
"sahuciado","maeles","nonword","nonword","nonword",NA
"legias","narías","nonword","nonword","nonword",NA
"ltertura","katicias","nonword","nonword","nonword",NA
"vencelogía","depido","nonword","nonword","nonword",NA
"rtiverso","sufinaente","nonword","nonword","nonword",NA
"primpio","medisca","nonword","nonword","nonword",NA
"nocelente","peorume","nonword","nonword","nonword",NA
"alerra","sobrevafir","nonword","nonword","nonword",NA
"reempolvar","potor","nonword","nonword","nonword",NA
"personzae","nuetear","nonword","nonword","nonword",NA
"eladerano","miréo","nonword","nonword","nonword",NA
"odiodo","crnor","nonword","nonword","nonword",NA
"lucidente","destrlo","nonword","nonword","nonword",NA
"gaate","aflo","nonword","nonword","nonword",NA
"ranto","dictación","nonword","nonword","nonword",NA
"petí","posideón","nonword","nonword","nonword",NA
"maeza","escarir","nonword","nonword","nonword",NA
"egidad","deslr","nonword","nonword","nonword",NA
"añito","descrivaión","nonword","nonword","nonword",NA
"moinal","redarar","nonword","nonword","nonword",NA
"expetrente","donvir","nonword","nonword","nonword",NA
"holore","teningte","nonword","nonword","nonword",NA
"igerta","contactamente","nonword","nonword","nonword",NA
"hurahen","adeano","nonword","nonword","nonword",NA
"dietante","virad","nonword","nonword","nonword",NA
"suhuir","vincional","nonword","nonword","nonword",NA
"síntrga","sirjar","nonword","nonword","nonword",NA
"osco","coltasión","nonword","nonword","nonword",NA
"adviescente","acmar","nonword","nonword","nonword",NA
"kambre","pricaz","nonword","nonword","nonword",NA
"naverse","asesinfao","nonword","nonword","nonword",NA
"terropoto","vadia","nonword","nonword","nonword",NA
"rotso","esterrumpiendo","nonword","nonword","nonword",NA
"redmn","mediodse","nonword","nonword","nonword",NA
"cermona","chumueta","nonword","nonword","nonword",NA
"especupación","tecl","nonword","nonword","nonword",NA
"expeemencia","dalestar","nonword","nonword","nonword",NA
"disprno","polida","nonword","nonword","nonword",NA
"entácar","acogto","nonword","nonword","nonword",NA
"taile","brepa","nonword","nonword","nonword",NA
"zouji","pedian","nonword","nonword","nonword",NA
"comiti","incitable","nonword","nonword","nonword",NA
"banqorro","tivador","nonword","nonword","nonword",NA
"sabromente","tortoja","nonword","nonword","nonword",NA
"pegao","soramento","nonword","nonword","nonword",NA
"reasonal","capilamente","nonword","nonword","nonword",NA
"partnudelantera","trwangulo","nonword","nonword","nonword",NA
"byo","uiseo","nonword","nonword","nonword",NA
"sintegrado","invertel","nonword","nonword","nonword",NA
"testargóo","árez","nonword","nonword","nonword",NA
"bansra","zaluto","nonword","nonword","nonword",NA
"huev","athaue","nonword","nonword","nonword",NA
"controper","sicovalor","nonword","nonword","nonword",NA
"dinagaía","casiheunca","nonword","nonword","nonword",NA
"jurno","decepcionasmente","nonword","nonword","nonword",NA
"estreñ","clonaco","nonword","nonword","nonword",NA
"arra","enfeogedad","nonword","nonword","nonword",NA
"sostroer","exegosivo","nonword","nonword","nonword",NA
"opinzon","prueme","nonword","nonword","nonword",NA
"escordr","billey","nonword","nonword","nonword",NA
"critr","alag","nonword","nonword","nonword",NA
"cocaga","pequiya","nonword","nonword","nonword",NA
"solitaca","celembial","nonword","nonword","nonword",NA
"reretivo","informie","nonword","nonword","nonword",NA
"cepillaría","certura","nonword","nonword","nonword",NA
"postia","vejer","nonword","nonword","nonword",NA
"undo","rjudad","nonword","nonword","nonword",NA
"imperibi","onatro","nonword","nonword","nonword",NA
"lenatad","hombreísurciélago","nonword","nonword","nonword",NA
"móea","exorablemente","nonword","nonword","nonword",NA
"espoco","refinaco","nonword","nonword","nonword",NA
"jojeto","ralenable","nonword","nonword","nonword",NA
"epuí","recordio","nonword","nonword","nonword",NA
