hi_cue,hi_target,type,cue_type,target_type,hi_cosine
बलड़ना,विरैगन,nonword,nonword,nonword,
अफर्खता,दूली,nonword,nonword,nonword,
उपसीविजन,समियार,nonword,nonword,nonword,
उदरयास,प्रदाास्थ्य,nonword,nonword,nonword,
मुम्बग,मकर्श,nonword,nonword,nonword,
पिश्किल,काजिमेंट,nonword,nonword,nonword,
मुस्तर,संगीध,nonword,nonword,nonword,
लोकलेबॉय,उल्मच,nonword,nonword,nonword,
सुरस्फोट,अनवरण,nonword,nonword,nonword,
प्रूरता,पर्कर्ष,nonword,nonword,nonword,
रेलि,विस्ताव,nonword,nonword,nonword,
पोह,जाावादी,nonword,nonword,nonword,
मैइ,सिंकर,nonword,nonword,nonword,
आधबल,उत्ष्टतः,nonword,nonword,nonword,
फैशस्वत,कंनद्र,nonword,nonword,nonword,
कुरूरी,डाोप,nonword,nonword,nonword,
वरसर्ट,झन,nonword,nonword,nonword,
सूर्ञानिक,उतबूर,nonword,nonword,nonword,
चचर,पूआटा,nonword,nonword,nonword,
रीज,तिम,nonword,nonword,nonword,
लीली,पतग्य,nonword,nonword,nonword,
सुक्षित,धीथा,nonword,nonword,nonword,
सैपक,खाब,nonword,nonword,nonword,
किलरोटीन,कार्ग्यता,nonword,nonword,nonword,
नकप,सुग्यता,nonword,nonword,nonword,
मनधा,नक्दी,nonword,nonword,nonword,
गेाही,बंदुरोध,nonword,nonword,nonword,
बूहन,बिनकली,nonword,nonword,nonword,
संरेशन,कमामारी,nonword,nonword,nonword,
कार्यास्त,महात्रा,nonword,nonword,nonword,
शव पर्राज्य,संगत्रालय,nonword,nonword,nonword,
अलतकथा,दृढ़रेक्ष्य,nonword,nonword,nonword,
धनंघा,फलक्र,nonword,nonword,nonword,
स्सात,कमरहार,nonword,nonword,nonword,
नीला्य,इमययक,nonword,nonword,nonword,
मैदागर,प्करना,nonword,nonword,nonword,
इलया,प्बुरा,nonword,nonword,nonword,
युजी,वादाज,nonword,nonword,nonword,
शी़त,हथर पर,nonword,nonword,nonword,
चढीजा,मूआंख,nonword,nonword,nonword,
माधवाहित,सूवकूफ,nonword,nonword,nonword,
शाऊतक,उचने,nonword,nonword,nonword,
इंजभिन्न,पहराया,nonword,nonword,nonword,
प्र्षक,अंगु का मैदान,nonword,nonword,nonword,
चुम्गल,स्वीबीन करना,nonword,nonword,nonword,
लिपग्यता,कृपिरिन,nonword,nonword,nonword,
अध्राट,बटमेडी,nonword,nonword,nonword,
खा्मी,कछत,nonword,nonword,nonword,
चमराव,धू,nonword,nonword,nonword,
चिटी,हेना,nonword,nonword,nonword,
चादी,करदीर,nonword,nonword,nonword,
अनुी रात,बेस्वी,nonword,nonword,nonword,
विुचित,टमराव,nonword,nonword,nonword,
लिडियो,याेत्रीय,nonword,nonword,nonword,
प्यिर,विधवध,nonword,nonword,nonword,
खतड़,क्रश्त करनेब,nonword,nonword,nonword,
नंंच,बतकेज,nonword,nonword,nonword,
दिड़ा,विर्मोन,nonword,nonword,nonword,
पिक्षस,जूमार,nonword,nonword,nonword,
कीन,रहनाम,nonword,nonword,nonword,
आदतक,उपगनेबल,nonword,nonword,nonword,
बि्च,गोलना करना,nonword,nonword,nonword,
पेक्दा,विभवत,nonword,nonword,nonword,
जाविस,महसंबर,nonword,nonword,nonword,
गुर्ड़,पूरीविजन,nonword,nonword,nonword,
संसतह,सजंकर,nonword,nonword,nonword,
सपट्टी,त्तिहान,nonword,nonword,nonword,
चित,नेइक्त,nonword,nonword,nonword,
प्रतिप्रद,धुर,nonword,nonword,nonword,
यहरा,परेदार,nonword,nonword,nonword,
कुह देना,कभलौना,nonword,nonword,nonword,
संक्रेता,सकर्शन,nonword,nonword,nonword,
वंना,कमजली,nonword,nonword,nonword,
आयव्प्पणी,भाफ़ा,nonword,nonword,nonword,
कमियार,लेषय,nonword,nonword,nonword,
निटा,यादतावनी,nonword,nonword,nonword,
सीमे,मूदा,nonword,nonword,nonword,
पुष्स्थित,पिछलच,nonword,nonword,nonword,
ग्चा,दोमत,nonword,nonword,nonword,
दरश,प्रदीमन्त,nonword,nonword,nonword,
यनबेल,रिक्नामेंट,nonword,nonword,nonword,
बतनाम,दौली,nonword,nonword,nonword,
शहप,पत्सीजन,nonword,nonword,nonword,
अनगा,चापस,nonword,nonword,nonword,
रेगी कभी,आसक,nonword,nonword,nonword,
सपाड़ा,लापत देनेवाला,nonword,nonword,nonword,
प्र्ताहिक,बोल,nonword,nonword,nonword,
गेना,हस्तस्ताव,nonword,nonword,nonword,
क्पोर्ट,भयशनल,nonword,nonword,nonword,
शायदश,बारखना,nonword,nonword,nonword,
अकदीर,वैटू,nonword,nonword,nonword,
सफस्क,माकोश,nonword,nonword,nonword,
रकरना,कांटल,nonword,nonword,nonword,
गंक,न्दा,nonword,nonword,nonword,
चि़का,चा्सी,nonword,nonword,nonword,
विआपा,पाक्त,nonword,nonword,nonword,
शिक्र,पू्ठावान,nonword,nonword,nonword,
चिच,णा,nonword,nonword,nonword,
खरमानव,प्लयात्मक,nonword,nonword,nonword,
पेय यात्मक,संग्ंसेवक,nonword,nonword,nonword,
सुंदा,दरखना,nonword,nonword,nonword,
पशमदिन,रू,nonword,nonword,nonword,
जिओ,चन्बुशनी,nonword,nonword,nonword,
शौइय,पकर,nonword,nonword,nonword,
रव़ना,मक्चा,nonword,nonword,nonword,
विम,तेेन,nonword,nonword,nonword,
कैरीरिक,चिततकालय,nonword,nonword,nonword,
कुत्री,यजा बनना,nonword,nonword,nonword,
भगड,एद्ता,nonword,nonword,nonword,
क़ेना,याचा,nonword,nonword,nonword,
व्याकारिता,समुचित,nonword,nonword,nonword,
गड्ज्ञान,चिकाथमिक,nonword,nonword,nonword,
असम,निनकारी,nonword,nonword,nonword,
दुरिज्ञान,शासी,nonword,nonword,nonword,
बंने,माएँ,nonword,nonword,nonword,
जाजा,बेचैका,nonword,nonword,nonword,
संषेत्र,मजस्तर,nonword,nonword,nonword,
कादा,साभिन्न,nonword,nonword,nonword,
वाडी,बचारानी,nonword,nonword,nonword,
मेजू,सव्थिव्क,nonword,nonword,nonword,
अकसगलना,दूेला,nonword,nonword,nonword,
जनाइल,होरा,nonword,nonword,nonword,
टैरांड,बैमदिन,nonword,nonword,nonword,
असाषेत्र,क़ोह,nonword,nonword,nonword,
अक़ाई,सताम,nonword,nonword,nonword,
गुनथ्ना,वाद्यालय,nonword,nonword,nonword,
चढरम,पवित,nonword,nonword,nonword,
टह,पैरानेवाला,nonword,nonword,nonword,
शेाई,खर्चर्माण,nonword,nonword,nonword,
पंचाधा,पिअना,nonword,nonword,nonword,
ऐव,निारानी,nonword,nonword,nonword,
भूंग,न्न्य,nonword,nonword,nonword,
काचड़,एलदना,nonword,nonword,nonword,
जनत,अतश,nonword,nonword,nonword,
सुया,स्पदार्थ,nonword,nonword,nonword,
चबस,मत गए,nonword,nonword,nonword,
तंम,तुा,nonword,nonword,nonword,
अनुर्यालय,त्टार,nonword,nonword,nonword,
मजन,स्नमेलन,nonword,nonword,nonword,
केंदंड,इंश में,nonword,nonword,nonword,
स्योति,मैराज,nonword,nonword,nonword,
ज़ं,संगीर,nonword,nonword,nonword,
असम,गूऎ,nonword,nonword,nonword,
विशेर,पररैगन,nonword,nonword,nonword,
नती,कटच,nonword,nonword,nonword,
गोल्हा,संभिन्न,nonword,nonword,nonword,
सितव्य,बाथा,nonword,nonword,nonword,
ज़हर्दी,विशरिक्त,nonword,nonword,nonword,
धकदाता,विहित्य,nonword,nonword,nonword,
जीली,यकाज,nonword,nonword,nonword,
ताणित,क़िन,nonword,nonword,nonword,
दूरनेट,ताेलना,nonword,nonword,nonword,
वृत्रा,चैंपयास्पद,nonword,nonword,nonword,
सहककलेट,हापसे,nonword,nonword,nonword,
पंसरा,कब्रम्हांड,nonword,nonword,nonword,
अनॊहि,इरवना,nonword,nonword,nonword,
हारल जाना,विरासत मेंकी हड्डी में,nonword,nonword,nonword,
आन्सेही,पत्मकता,nonword,nonword,nonword,
पैजीर,स्वट रूप से,nonword,nonword,nonword,
आगेा सपना,प्र्पक्ष,nonword,nonword,nonword,
निष्ंद,वैत्रिम,nonword,nonword,nonword,
दाहिरक,आमतौत्रिम,nonword,nonword,nonword,
खरड़ी,खरनाक,nonword,nonword,nonword,
दौाना,बुसेर,nonword,nonword,nonword,
पजतक,प्बैज,nonword,nonword,nonword,
अपहरणके से ही,सेदूक,nonword,nonword,nonword,
प्अंग,संरभावी,nonword,nonword,nonword,
सफ्षण,कह्पी,nonword,nonword,nonword,
सेेला,पेंश,nonword,nonword,nonword,
सतन,ब्र,nonword,nonword,nonword,
नृत्र,बवमान,nonword,nonword,nonword,
शरणेक्शन,बटािसमस,nonword,nonword,nonword,
आपठ,विकायत,nonword,nonword,nonword,
मजझड़,गतीविजन,nonword,nonword,nonword,
पियादल,छि,nonword,nonword,nonword,
घटि,फेडजकता,nonword,nonword,nonword,
