fi_cue,fi_target,type,cue_type,target_type,fi_cosine
ankommisuus,kajama,nonword,nonword,nonword,
haukeve,taiva,nonword,nonword,nonword,
keikas,alsakiiri,nonword,nonword,nonword,
noittaa,jurka,nonword,nonword,nonword,
lietaanjakainen,loveista,nonword,nonword,nonword,
tarkoimaan,rasilka,nonword,nonword,nonword,
saruvainen,akkuunti,nonword,nonword,nonword,
jauu,ehkuntaa,nonword,nonword,nonword,
veile,pelai,nonword,nonword,nonword,
ranskalu,inkoa,nonword,nonword,nonword,
tanemmisuus,ohselja,nonword,nonword,nonword,
vahru,kentä,nonword,nonword,nonword,
ilää,rakispola,nonword,nonword,nonword,
kuupos,kity,nonword,nonword,nonword,
siniistää,epämielenistävä,nonword,nonword,nonword,
aimea,esijus,nonword,nonword,nonword,
arkenasti,hälyliin,nonword,nonword,nonword,
nuu,tolli,nonword,nonword,nonword,
tistää,kesaloittelu,nonword,nonword,nonword,
kaivi,alpekariiki,nonword,nonword,nonword,
vena,tapnia,nonword,nonword,nonword,
nahtaja,korrupulos,nonword,nonword,nonword,
hämsä,lautavuus,nonword,nonword,nonword,
meneo,kolpea,nonword,nonword,nonword,
valitus,vastuuton,unrelated,word,word,0.128046662108903
aktiivinen,kallo,unrelated,word,word,0.08904320976501
yritys,hauska,unrelated,word,word,0.0969774694614594
talo,klassinen,unrelated,word,word,0.141983381623014
huomio,lause,unrelated,word,word,0.108438497396259
viehätys,vapaa,unrelated,word,word,0.0659790167745975
sukellusvene,määritelmä,unrelated,word,word,0.0764513446801536
piispa,kansi,unrelated,word,word,0.0559805705279499
katolinen,haju,unrelated,word,word,0.109918620583802
eläintarha,kolminkertainen,unrelated,word,word,0.133703037346389
pääkaupunki,maine,unrelated,word,word,0.115164041963745
ohjelmisto,tiesi,unrelated,word,word,0.0836260841506667
alkuperäinen,petos,unrelated,word,word,0.093984187592165
riskialtis,jäte,unrelated,word,word,0.0870598747274381
agentti,rakkaus,unrelated,word,word,0.0812267843171718
edistyminen,satama,unrelated,word,word,0.105737005232253
ruosteinen,syntymäpäivä,unrelated,word,word,0.127166672096666
terveys,mitali,unrelated,word,word,0.0471734677545213
vaikutus,vaimo,unrelated,word,word,0.0953749704397823
kampanja,ymmärtää,unrelated,word,word,0.139331827928926
kuvata,herkkä,unrelated,word,word,0.133072720385641
toivo,arvostaa,unrelated,word,word,0.146884656377818
ilkeä,unelma,unrelated,word,word,0.0778250130006006
taloudellisesti,piirtää,unrelated,word,word,0.0576305394224703
etsiä,mehu,unrelated,word,word,0.0912588138677056
vahvuus,rokote,unrelated,word,word,0.121097968244647
luonnollisesti,osasto,unrelated,word,word,0.124036006959547
kansallinen,järjestellä,unrelated,word,word,0.134536971619637
saapua,valehtelija,unrelated,word,word,0.0323549724834606
tutkintotodistus,ranska,unrelated,word,word,0.143239628389815
roomalainen,huoli,unrelated,word,word,0.0809812664312763
kivääri,voimaton,unrelated,word,word,0.0794566341961406
kangas,sairas,unrelated,word,word,0.126968211181047
kypärä,isoäiti,unrelated,word,word,0.14425125605412
halkeama,tietää,unrelated,word,word,0.121560408286973
henkilökohtainen,kala,unrelated,word,word,0.114395622960384
temppu,morfiini,unrelated,word,word,0.0962410156468515
kiivetä,hämmästyttävä,unrelated,word,word,0.120636280224857
herra,missio,unrelated,word,word,0.0621155965004391
joki,liioitella,unrelated,word,word,0.0564055240225976
ensimmäinen,tieto,unrelated,word,word,0.0721805176980516
hymy,paranormaali,unrelated,word,word,0.100811914772723
jäsen,laite,unrelated,word,word,0.0594329147714372
sammakko,rikos,unrelated,word,word,0.130241505032617
lyhyt,sähkö,unrelated,word,word,0.0914215324015238
huomenna,hieronta,unrelated,word,word,0.117242984429995
keskiyö,painaa,unrelated,word,word,0.137874108658392
selvästi,taistelukenttä,unrelated,word,word,0.140576222657629
kirjekuori,markkinointi,unrelated,word,word,0.0938413220933005
kulho,noin,unrelated,word,word,0.127022336512442
vaiva,kapitalismi,unrelated,word,word,0.115343588240303
takuu,salamurhaaja,unrelated,word,word,0.145147953549604
tuore,senaattori,unrelated,word,word,0.0695948169987934
kysyntä,lause,unrelated,word,word,0.0977131829163704
tatuointi,perimmäinen,unrelated,word,word,0.0783708478730181
luokka,rauhallinen,unrelated,word,word,0.120273753209102
yksinkertaisesti,aurinko,unrelated,word,word,0.0781382801577442
maku,kuuro,unrelated,word,word,0.130317401667364
sade,käsky,unrelated,word,word,0.13889320196892
puhua,halpa,unrelated,word,word,0.0603734797394189
etäisyys,nälkäinen,unrelated,word,word,0.0294298881315817
harrastus,ympäriinsä,unrelated,word,word,0.12847043328796
laituri,tallentaa,unrelated,word,word,0.0845601495872197
tie,siepata,unrelated,word,word,0.050915167203602
hulluus,nuori,unrelated,word,word,0.0389266228396997
menetelmä,raha,unrelated,word,word,0.142326233965716
nukke,pinta,unrelated,word,word,0.120963062589477
kaksinkertainen,intuitio,unrelated,word,word,0.124443430561716
maanantai,kirjoittaminen,unrelated,word,word,0.104709725554921
kana,osoittaa,unrelated,word,word,0.0240757851290228
etana,laatu,unrelated,word,word,0.0322616061832911
yhtäkkiä,toimisto,unrelated,word,word,0.0407071408412827
anonyymi,oikea,unrelated,word,word,0.147544033591045
erittäin,aksentti,unrelated,word,word,0.125809303549247
sotilas,korkeus,unrelated,word,word,0.115012992937455
torvi,tieto,unrelated,word,word,0.12147041407836
tehtävä,myymälä,unrelated,word,word,0.133801265904918
lukea,tiedonantaja,unrelated,word,word,0.0749007237344224
runoilija,voi,unrelated,word,word,0.134366081824298
siepata,pormestari,unrelated,word,word,0.0616114712508313
insinööri,cowboy,unrelated,word,word,0.128491089261156
vuosipäivä,matkalaukku,unrelated,word,word,0.115345601187852
anarkia,kartta,unrelated,word,word,0.10523784995158
palatsi,periä,unrelated,word,word,0.0474577055869765
viehättävä,ryhmä,unrelated,word,word,0.105737804033118
silkki,pakottaa,unrelated,word,word,0.098431438227654
vainoharhainen,sunnuntai,unrelated,word,word,0.148870362607151
stressi,saalistaja,unrelated,word,word,0.120115952819028
syöttää,rahoitus,unrelated,word,word,0.0594538820181266
ihana,pöly,unrelated,word,word,0.0848690359436633
tuli,runo,unrelated,word,word,0.12304921640115
lasku,mielenkiintoinen,unrelated,word,word,0.14517149427203
maailmankaikkeus,leijona,unrelated,word,word,0.128314822939811
työpaja,perustuslaki,unrelated,word,word,0.103853536408281
portaali,boston,unrelated,word,word,0.0153926700353061
isoisä,vasara,unrelated,word,word,0.142577436380061
sitkeä,aikakauslehti,unrelated,word,word,0.0789946028218934
ambulanssi,outo,unrelated,word,word,0.0931990219534105
henkilö,ukkonen,unrelated,word,word,0.0668766371685427
ulkopuolella,kurjuus,unrelated,word,word,0.0915332816001011
paita,luutnantti,unrelated,word,word,0.146273909891953
vanhempi,salasana,unrelated,word,word,0.143319010770577
pitää,prototyyppi,unrelated,word,word,0.13917697318841
säilyttää,läntinen,unrelated,word,word,0.114243937374761
valvonta,ilta,unrelated,word,word,0.133959213856958
ketsuppi,älykäs,unrelated,word,word,0.0878059316719616
ripuli,strategia,unrelated,word,word,0.138333059802507
komento,kilpikonna,unrelated,word,word,0.0769652388989595
munkki,lupaus,unrelated,word,word,0.0719516375698785
ehkä,ajojahti,unrelated,word,word,0.104627718970438
mahdollistaa,kohtalo,unrelated,word,word,0.120366891565275
kettu,säilyttää,unrelated,word,word,0.045436069340987
hiiri,yksityisyys,unrelated,word,word,0.121404247938906
bonus,morsian,unrelated,word,word,0.0993880714082618
sana,sininen,unrelated,word,word,0.10791367383266
taajuus,yksinäinen,unrelated,word,word,0.143629108183943
hiljainen,video,unrelated,word,word,0.0693972466159353
hallita,aiheuttaja,unrelated,word,word,0.135783538325883
lippu,syyttäjä,unrelated,word,word,0.0596732529912766
terapia,kunnia,unrelated,word,word,0.112063903768603
kyvyttömyys,lapsi,unrelated,word,word,0.120783244030632
normaalisti,makuuhuone,unrelated,word,word,0.142669070272429
kihlaus,kylpyhuone,unrelated,word,word,0.145355496924023
kuiva,antaa,unrelated,word,word,0.126126894589131
laukaista,olut,unrelated,word,word,0.0710819682742125
johtaja,psykologia,unrelated,word,word,0.110191889511488
myöntää,tähti,unrelated,word,word,0.0734711202539672
rodeo,senaatti,unrelated,word,word,0.134254591264003
suora,lunnaat,unrelated,word,word,0.135998074634286
nokkela,vapaaehtoisesti,unrelated,word,word,0.103968328816205
myötätuntoinen,liitto,unrelated,word,word,0.122406103457231
avain,neuvoa,unrelated,word,word,0.0832711698815355
raketti,syöpä,unrelated,word,word,0.137170799894638
näkymä,äänestäjä,unrelated,word,word,0.0884940621143392
taika,tappaa,unrelated,word,word,0.13688733038434
raaka,miinus,unrelated,word,word,0.148152367097547
laittaa,kaupunki,unrelated,word,word,0.129778170668931
pesä,taivaallinen,unrelated,word,word,0.13599877292297
äiti,kirkas,unrelated,word,word,0.142911610606263
aine,varustaa,unrelated,word,word,0.0358589557451089
anatomia,lautanen,unrelated,word,word,0.122685662166076
muta,valokuvaaja,unrelated,word,word,0.0563623068222125
miehistö,näkemys,unrelated,word,word,0.133627335131606
mikä,vatsan,unrelated,word,word,0.0715178705812053
alempi,räjähtävä,unrelated,word,word,0.0640100534091841
väsynyt,luottamus,unrelated,word,word,0.0447540572660283
pub,vihainen,unrelated,word,word,0.086200029742056
aviomies,tuhoaminen,unrelated,word,word,0.0808360211336761
potilas,todiste,unrelated,word,word,0.123310077175452
paistaa,rahoitus,unrelated,word,word,0.0273966146554264
mukava,metalli,unrelated,word,word,0.0647915047790235
tarjoilija,ohjus,unrelated,word,word,0.116153725194515
arkku,täydentävä,unrelated,word,word,0.0880337762267213
college,reaktori,unrelated,word,word,0.0651389030262191
oikea,lähettää,unrelated,word,word,0.145332207011759
ratsuväki,oletus,unrelated,word,word,0.126735663767356
suihku,valtakunta,unrelated,word,word,0.131542268183852
luottamus,ylempi,unrelated,word,word,0.142127597592412
sulhanen,luotain,unrelated,word,word,0.14755679545574
maili,lääkäri,unrelated,word,word,0.000602310776501247
pöytä,jano,unrelated,word,word,0.14261255518261
huuli,urhea,unrelated,word,word,0.114887243190531
lukittu,kuljettaja,unrelated,word,word,0.097763573856409
keskittää,avioliitto,unrelated,word,word,0.0450071728604536
orpokoti,päinvastainen,unrelated,word,word,0.0993604053765869
käsite,loukata,unrelated,word,word,0.134943523743118
yksikkö,kirje,unrelated,word,word,0.145825842561849
raitis,lanka,unrelated,word,word,0.0859926908062701
magneettinen,kalastus,unrelated,word,word,0.126293380706264
uloskäynti,viileä,unrelated,word,word,0.145709071198846
maa,vaatimaton,unrelated,word,word,0.0954063317986674
omena,seremonia,unrelated,word,word,0.118090478272088
tie,mansikka,unrelated,word,word,0.110900590444626
kunnollinen,laukku,unrelated,word,word,0.140816265866593
annos,veljenpoika,unrelated,word,word,0.148199191530435
timantti,avustaja,unrelated,word,word,0.117892582141197
myytti,sijoittaja,unrelated,word,word,0.12315860717095
tonnikala,ensisijainen,unrelated,word,word,0.131112734971666
artefakti,aivojen,unrelated,word,word,0.146798120336603
siviili,toiminta,unrelated,word,word,0.135187682540207
kappale,lentokenttä,unrelated,word,word,0.0758937011132636
saastuminen,tuoli,unrelated,word,word,0.133906785488519
oikeudenmukainen,seos,unrelated,word,word,0.116568962290995
turvallisuus,ryöstö,unrelated,word,word,0.1116843482499
kallio,vaikuttaa,unrelated,word,word,0.0696084365816449
kunniamerkki,hajuvesi,unrelated,word,word,0.142971819317632
ehdokas,vitamiini,unrelated,word,word,0.125554620378889
selkärangan,hälytys,unrelated,word,word,0.0543759058978132
sohva,tutkia,unrelated,word,word,0.0914677838491025
kemiallinen,arkkitehti,unrelated,word,word,0.143476593101617
kontakti,kaula,unrelated,word,word,0.123083431082783
elossa,negatiivinen,unrelated,word,word,0.112832745330212
maukas,näyttelijä,unrelated,word,word,0.116289622122299
pilvi,tiistai,unrelated,word,word,0.139690904220774
budjetti,hevonen,unrelated,word,word,0.0477514579735287
taivas,hyökkäys,unrelated,word,word,0.129049200603522
raskas,ihminen,unrelated,word,word,0.118760340863329
suudella,asiakirja,unrelated,word,word,0.0637494740074483
kaupallinen,kissa,unrelated,word,word,0.0762238429546533
tappaja,leveä,unrelated,word,word,0.0896386113887724
laulaja,teloitus,unrelated,word,word,0.0654004404857534
arvo,panssari,unrelated,word,word,0.149328554291592
epätavallinen,matto,unrelated,word,word,0.117365318205093
osuma,klinikka,unrelated,word,word,0.129355299607438
opiskelija,asema,unrelated,word,word,0.135512697994063
liiga,alasti,unrelated,word,word,0.0121651514368679
tarkistaa,kohtuullinen,unrelated,word,word,0.128533985181673
vapaaehtoinen,senttimetri,unrelated,word,word,0.107037871894499
tyynenmeren,ylläpitää,unrelated,word,word,0.093827518159274
kemia,tumma,unrelated,word,word,0.114929417001695
yllätys,syyllinen,unrelated,word,word,0.0994748735623103
suosittu,keskipäivä,unrelated,word,word,0.1083497430788
viidakko,kieltää,unrelated,word,word,0.0872749410817845
häviäjä,haarukka,unrelated,word,word,0.120095598576092
voima,syksy,unrelated,word,word,0.137411296952849
rakastajatar,viimeinen,unrelated,word,word,0.0800625474629277
oire,muovi,unrelated,word,word,0.125773906477276
virus,ammattitaitoinen,unrelated,word,word,0.0992240643310963
moderni,nuolla,unrelated,word,word,-0.00686704356177552
ele,pahoinvointi,unrelated,word,word,0.117398188338833
yhtiö,kopio,unrelated,word,word,0.131160539679561
lomake,miljardi,unrelated,word,word,0.13664564271051
koripallo,rikas,unrelated,word,word,0.10859017698958
mies,säteily,unrelated,word,word,0.142300091199566
tehtävä,patsas,unrelated,word,word,0.118851127653797
valkoinen,vamma,unrelated,word,word,0.134408447616112
vahvistus,yksilö,unrelated,word,word,0.148695321434169
vapaus,korjaus,unrelated,word,word,0.138116568770595
vaikutelma,vanhempi,unrelated,word,word,0.117007916031148
juokseva,vankeusrangaistus,unrelated,word,word,0.10376810452173
voitto,uida,unrelated,word,word,0.0717132955993387
reportteri,kaappi,unrelated,word,word,0.141147265899293
taksi,fantastinen,unrelated,word,word,0.0689684786666114
valmistautuminen,asiakas,unrelated,word,word,0.0409379710421748
orava,teatteri,unrelated,word,word,0.114492014579514
vakooja,vala,unrelated,word,word,0.114559662786257
aavikko,ehdottaa,unrelated,word,word,0.143722478098362
aarre,keltainen,unrelated,word,word,0.138969301049658
leski,näyttely,unrelated,word,word,0.068215827226118
kevät,lukko,unrelated,word,word,0.0768859937793545
nätti,ajanjakso,unrelated,word,word,0.0551420224931584
avaaminen,vampyyri,unrelated,word,word,0.112116945740544
yhteiskunta,liekki,unrelated,word,word,0.137418954662283
virta,tehokas,unrelated,word,word,0.126495460678561
menestys,reikä,unrelated,word,word,0.09958550260994
yskä,romanttinen,unrelated,word,word,0.126639467144129
operatiivinen,rinta,unrelated,word,word,0.0830826827471565
mahtava,intohimo,unrelated,word,word,0.128485084645239
piano,karkuri,unrelated,word,word,0.100831844337565
paino,tyylikäs,unrelated,word,word,0.139806457555825
hölmö,sumu,unrelated,word,word,0.133068514015685
jakso,helikopteri,unrelated,word,word,0.141059718729896
brändi,letku,unrelated,word,word,0.119034980016964
salkku,hylkääminen,unrelated,word,word,0.0364667516309495
kerros,seuraus,unrelated,word,word,0.139569939829069
erikoinen,kone,unrelated,word,word,0.0814933410357214
leiri,pyyntö,unrelated,word,word,0.136797953763481
synti,laulu,unrelated,word,word,0.136717602255782
marraskuu,murhaaja,unrelated,word,word,0.145492273424547
prosessi,todellinen,unrelated,word,word,0.0835935387868399
näyttö,soturi,unrelated,word,word,0.114093603222011
juna,sormenjälki,unrelated,word,word,0.134578559276413
viini,köysi,unrelated,word,word,0.140152875188759
kerma,sivilisaatio,unrelated,word,word,0.115389469862101
epäoikeudenmukaisuus,konjakki,unrelated,word,word,0.0770680691940979
paikka,ylimielisyys,unrelated,word,word,0.0920943342781503
klubi,palvelija,unrelated,word,word,0.120336706841087
syy,kuume,unrelated,word,word,0.110397208178408
komissio,yksinkertainen,unrelated,word,word,0.145967656495365
vuosisata,arviointi,unrelated,word,word,0.127024930142285
voitto,mikroskooppi,unrelated,word,word,0.142529286465106
rohkeus,kartelli,unrelated,word,word,0.0900399006501154
kirurgi,juhla,unrelated,word,word,0.0627579131996081
ruuti,viranomainen,unrelated,word,word,0.129171218402536
säiliö,asenne,unrelated,word,word,0.120918110830754
kirjasto,virtsa,unrelated,word,word,0.0975349994362388
salaisuus,pakettiauto,unrelated,word,word,0.14680957626912
vagina,pääkonttori,unrelated,word,word,0.141088244254814
sementti,vaarallinen,unrelated,word,word,0.105486586984833
ura,hedelmä,unrelated,word,word,0.127507041331947
leima,lihas,unrelated,word,word,0.114797999836239
kuulustelu,poski,unrelated,word,word,0.106115847498282
sisäinen,kirja,unrelated,word,word,0.143350945619952
kokaiini,ovi,unrelated,word,word,0.105676563911576
temppeli,veitsi,unrelated,word,word,0.144243760415317
merellinen,parannus,unrelated,word,word,0.121713744858913
selitys,kaunis,unrelated,word,word,0.055772629566481
generaattori,urheilu,unrelated,word,word,0.10464667701224
valita,pilleri,unrelated,word,word,0.125558621062506
luu,ainutlaatuinen,unrelated,word,word,0.130111039713178
vanha,lämpötila,unrelated,word,word,0.0679025448324461
alue,väärä,unrelated,word,word,0.141688567454863
uros,liberaali,unrelated,word,word,0.111055672721653
väestö,vankila,unrelated,word,word,0.146328943977262
hauras,kahvi,unrelated,word,word,0.111242386125205
kansainvälinen,kynä,unrelated,word,word,0.140422647283304
tutkimus,kylä,unrelated,word,word,0.145074897622038
paljastus,maailma,unrelated,word,word,0.147593820349694
vastuullisuus,esitys,unrelated,word,word,0.14386197534887
hai,kristillinen,unrelated,word,word,0.0649110902774145
avioero,kyky,unrelated,word,word,0.105482787119076
käteinen,konsertti,unrelated,word,word,0.111492251538548
kiinteistö,epäonnistuminen,unrelated,word,word,0.141927250357327
luonne,vaihtoehto,unrelated,word,word,0.146563004105257
sanakirja,miellyttävä,unrelated,word,word,0.1140356590072
suu,hoito,unrelated,word,word,0.140731797327219
kurja,oireyhtymä,unrelated,word,word,0.136108914429095
peruna,esitys,unrelated,word,word,0.145035583172592
miekka,kykenemätön,unrelated,word,word,0.105894167499573
kasvain,hallinnollinen,unrelated,word,word,0.138902801484731
hallinto,lintu,unrelated,word,word,0.133992053969612
maito,asunto,unrelated,word,word,0.0933805995653712
venttiili,kirjailija,unrelated,word,word,0.101893969919605
vahva,passi,unrelated,word,word,0.0944184013691679
rytmi,antelias,unrelated,word,word,0.0733589739748608
illallinen,hiukkanen,unrelated,word,word,0.127221394788702
välttämätön,rakastaja,unrelated,word,word,0.135714074409967
kivihiili,tyyli,unrelated,word,word,0.0989761560556894
laiton,tykistö,unrelated,word,word,0.109607772498337
keitto,todistus,unrelated,word,word,0.143023162026687
jeeppi,seutu,unrelated,word,word,0.148584250229077
kilpailu,pohja,unrelated,word,word,0.149611177020498
välipala,aamunkoitto,unrelated,word,word,0.0611466797120397
ruskea,keskustelu,unrelated,word,word,0.148126667353958
apina,traaginen,unrelated,word,word,0.0752769089753003
rasistinen,leikkaus,unrelated,word,word,0.134388081124889
vaisto,pieni,unrelated,word,word,0.104673020585074
kukkula,hallusinaatio,unrelated,word,word,0.139288794342317
luonnollinen,työ,unrelated,word,word,0.0941468391382784
kaliiperi,koulu,unrelated,word,word,0.0649486735737384
reitti,lompakko,unrelated,word,word,0.12629746777383
anteeksianto,palkka,unrelated,word,word,0.135048251988927
ihanteellinen,laivasto,unrelated,word,word,0.139468870530749
ympäristö,piika,unrelated,word,word,0.0697981947259593
sormus,mekaaninen,unrelated,word,word,0.125076590328058
