ur_cue,ur_target,type,cue_type,target_type,ur_cosine
مقابار,ٹیلیپلیژن,nonword,nonword,nonword,
تحا,ڈہیزدصوباما,nonword,nonword,nonword,
بوکان,ضرذ,nonword,nonword,nonword,
واوسہ,لعرفین,nonword,nonword,nonword,
صکط,شڑطا,nonword,nonword,nonword,
لفہ,خنپا,nonword,nonword,nonword,
چریجہ,مشجگم,nonword,nonword,nonword,
طہشط,عدم موجوردی,nonword,nonword,nonword,
طایت عمم,ہاہمہ,nonword,nonword,nonword,
ھیارا,میرکین,nonword,nonword,nonword,
شیگين,بہاذی,nonword,nonword,nonword,
خوچما,فیگنا,nonword,nonword,nonword,
سبور,جوجنئر,nonword,nonword,nonword,
ہاراأموا,پورط,nonword,nonword,nonword,
سہجا,ایفرد,nonword,nonword,nonword,
باکرل,آزادزئیال,nonword,nonword,nonword,
طوزقا,پاروٹ,nonword,nonword,nonword,
جوال,مھزونا,nonword,nonword,nonword,
ذغجاکرنا,واوئن,nonword,nonword,nonword,
ٹپطا,مکم,nonword,nonword,nonword,
مذوگ,رنش,nonword,nonword,nonword,
ٹرکچی,ڈمیشہ,nonword,nonword,nonword,
رقلم,لوان,nonword,nonword,nonword,
بندان,مصنووگت,nonword,nonword,nonword,
لیلات,حرلانٹک,nonword,nonword,nonword,
رولیم,ڑضم,nonword,nonword,nonword,
گلے ڈوائے,گصشمر,nonword,nonword,nonword,
بنٹ,جاٹیس,nonword,nonword,nonword,
نبرا,دہور,nonword,nonword,nonword,
لیونوت,طوپر,nonword,nonword,nonword,
خاڈو,گپپ,nonword,nonword,nonword,
راکره,ویف,nonword,nonword,nonword,
صفیص,مسينہ,nonword,nonword,nonword,
غغموگی,ققطی,nonword,nonword,nonword,
کلفلیٹر,اوارت,nonword,nonword,nonword,
پوائوں,بوزد,nonword,nonword,nonword,
گگآ خاما,گڑسراگ,nonword,nonword,nonword,
ڈرشون,ببیڑ,nonword,nonword,nonword,
پیداگس,پاقی,nonword,nonword,nonword,
باؤں,چچاقی,nonword,nonword,nonword,
توسی,ججاص,nonword,nonword,nonword,
خفہ,طنقا,nonword,nonword,nonword,
گام گے ضعلگ,شاپو,nonword,nonword,nonword,
انتہرجرنا,جوجقا,nonword,nonword,nonword,
امیدیںر,اعمااد,nonword,nonword,nonword,
جم جنش یرشت غورپ,ڑسر,nonword,nonword,nonword,
ولفاک,تناس,nonword,nonword,nonword,
خچم,بوگڈائگہ,nonword,nonword,nonword,
حریش,یرس,nonword,nonword,nonword,
فگانا,صیط,nonword,nonword,nonword,
مساگاہٹ,انمڈ,nonword,nonword,nonword,
ظکڑا,ڈوت,nonword,nonword,nonword,
ججہ ضاری,ککنل,nonword,nonword,nonword,
زیم,جطی وجیگہ جے جا نکھجا,nonword,nonword,nonword,
ڈام,تشاب,nonword,nonword,nonword,
عل,ٹٹپہ,nonword,nonword,nonword,
ظاپضہ,زقاڑاری,nonword,nonword,nonword,
ججد,انمہابات,nonword,nonword,nonword,
ہرہصہ,شیائی,nonword,nonword,nonword,
لوصرار,خنگ خلی,nonword,nonword,nonword,
ڈڑیب,ددپ,nonword,nonword,nonword,
ودہ,ضموآ,nonword,nonword,nonword,
گیکھما,الاز,nonword,nonword,nonword,
گنظیر,انھوم,nonword,nonword,nonword,
شیج الاقمامی,اغدہ,nonword,nonword,nonword,
مبارتی,ویض,nonword,nonword,nonword,
غیڑو,بارت,nonword,nonword,nonword,
ریقھ,نتار,nonword,nonword,nonword,
گیخٹ,صط,nonword,nonword,nonword,
قائے,ڈصد گی گوطری,nonword,nonword,nonword,
ثرقاق,غاجہ,nonword,nonword,nonword,
تجزیزاکار,جاق جاص,nonword,nonword,nonword,
نااہکن,جہوہ,nonword,nonword,nonword,
ڑراضل,علمل,nonword,nonword,nonword,
نگلو,طھوگنا,nonword,nonword,nonword,
سرگاطی پوتپر,خالیاہ,nonword,nonword,nonword,
شافق,مشنت,nonword,nonword,nonword,
کروار,بمجھما,nonword,nonword,nonword,
چچیضہ,حضک درما,nonword,nonword,nonword,
حضمن,برب آکوط,nonword,nonword,nonword,
دائرگرکار,نالیمی,nonword,nonword,nonword,
چوسسےکیں نہ گو,فھگانط,nonword,nonword,nonword,
نگجی,صواط فص,nonword,nonword,nonword,
غایا,اصدی,nonword,nonword,nonword,
اننیونی,غاط,nonword,nonword,nonword,
پرھتشش,فیپنٹ,nonword,nonword,nonword,
غغعول,درندار,nonword,nonword,nonword,
تمبالک,بکالہ,nonword,nonword,nonword,
تغراہ دوما,صرٹ,nonword,nonword,nonword,
اعمواد,اینخا,nonword,nonword,nonword,
غومداز,یونیفامن,nonword,nonword,nonword,
خازنش,فنگرسکرنٹ,nonword,nonword,nonword,
آفح,ہکبہ واز,nonword,nonword,nonword,
صنمو,ماتیار,nonword,nonword,nonword,
ھینکاڑی,سائنیبان,nonword,nonword,nonword,
درخواسزودیں,مییو,nonword,nonword,nonword,
ظظائی,شگیل,nonword,nonword,nonword,
غنواگہ,الودنی,nonword,nonword,nonword,
آڈاضامہ ضورکر,سیاسمہان,nonword,nonword,nonword,
ڈکھوری,نڈیل,nonword,nonword,nonword,
ڈھیگ,صصاصی,nonword,nonword,nonword,
صصدی,رتری,nonword,nonword,nonword,
ورمم,احیٹس,nonword,nonword,nonword,
احاراج,شواھی,nonword,nonword,nonword,
اکاجیت,مجمن,nonword,nonword,nonword,
صیت ونا,ساض ہی گیں,nonword,nonword,nonword,
تجہیہ,قجالیص,nonword,nonword,nonword,
ڈاط,ڑوس,nonword,nonword,nonword,
مبویف بونو,وصر,nonword,nonword,nonword,
شوووا,ماگریٹنگ,nonword,nonword,nonword,
کالجرنس,مچوپیز,nonword,nonword,nonword,
دامبر,وڑاشپ,nonword,nonword,nonword,
گکرہ,جمامریت,nonword,nonword,nonword,
امپ,ظپشی,nonword,nonword,nonword,
نیید,فاگقان,nonword,nonword,nonword,
زلحلہ,بغا,nonword,nonword,nonword,
یرشلال,مپٹ,nonword,nonword,nonword,
ھھاڑما,اسڈیل,nonword,nonword,nonword,
ہیگمل,دسنیویز,nonword,nonword,nonword,
ففقیف اتھاٹا,ٹرٹیپ ڈیفا,nonword,nonword,nonword,
انشہاب,تخلیقی صلاوتت,nonword,nonword,nonword,
خخانا,کہجماں,nonword,nonword,nonword,
بیورٹ,چاچطا,nonword,nonword,nonword,
شنڑ,قوقوگڑاقر,nonword,nonword,nonword,
فینوری,صوقوصیگا,nonword,nonword,nonword,
بوف,وداس,nonword,nonword,nonword,
سیٹھن,سسے میں ددپوس,nonword,nonword,nonword,
مجصط جدمکت,صہکرین,nonword,nonword,nonword,
بپ,دومے,nonword,nonword,nonword,
خضنا,جيڑان,nonword,nonword,nonword,
صلصلہ,ففاک خاھما,nonword,nonword,nonword,
خنس,ڈاڈ خینا,nonword,nonword,nonword,
پلیٹدسارم,ضاپ,nonword,nonword,nonword,
پجافہ,وویت,nonword,nonword,nonword,
ڑیشگی,يحمجانہ,nonword,nonword,nonword,
عشنانی,کیگشر,nonword,nonword,nonword,
فگشہ,مصباتی,nonword,nonword,nonword,
شطاج,خفومت,nonword,nonword,nonword,
کیلگائی,جنگرٹ,nonword,nonword,nonword,
کوج,ضاحار,nonword,nonword,nonword,
فکیھف,عگدمداگی,nonword,nonword,nonword,
صلاحتر,وور,nonword,nonword,nonword,
گرگ گتی,جخاں,nonword,nonword,nonword,
سفرن,آکسیمر,nonword,nonword,nonword,
اییرٹ,شریکاق,nonword,nonword,nonword,
دوھر,انضک,nonword,nonword,nonword,
صیڑا,گرنت,nonword,nonword,nonword,
خوغ,ظقپ ٹاپ لونا,nonword,nonword,nonword,
یغہ داری,جفیش,nonword,nonword,nonword,
گھگھلا ہوا,طلوگلی,nonword,nonword,nonword,
قادل,ضیح,nonword,nonword,nonword,
ججمی,تق,nonword,nonword,nonword,
صفاب بوسف,ققطہ متر,nonword,nonword,nonword,
صاھیں,جیبانبی,nonword,nonword,nonword,
کیؤن,خائیپ کرنا,nonword,nonword,nonword,
موجونشی,تاوداری,nonword,nonword,nonword,
اعمان,مامز,nonword,nonword,nonword,
گنکمی,ڈانار,nonword,nonword,nonword,
ریکالو,مخدڑ,nonword,nonword,nonword,
پروڈیوتس,اسآزمال,nonword,nonword,nonword,
کواسن,ذرطص,nonword,nonword,nonword,
پاج رگھنا,نساتیات,nonword,nonword,nonword,
گاگٹن,خبپ طروظت,nonword,nonword,nonword,
پیوزک,مانیسی,nonword,nonword,nonword,
صارمین,ڈصوبا,nonword,nonword,nonword,
طوھہ,ظاضماگ آدگی,nonword,nonword,nonword,
زوقجو,سویل,nonword,nonword,nonword,
ڈ ٹوگڈاق,گگت لرنا,nonword,nonword,nonword,
کرہگس,ضلہن,nonword,nonword,nonword,
گضائي,ورٹ,nonword,nonword,nonword,
امبنان,ٹلکت,nonword,nonword,nonword,
ضاکہ,جلطص,nonword,nonword,nonword,
یصف,مویک,nonword,nonword,nonword,
عے,جھسی,nonword,nonword,nonword,
روفی,بطاگرکعقول,nonword,nonword,nonword,
چوگاک,مخنوف,nonword,nonword,nonword,
ایق رسکم گا درگد,صوطنا,nonword,nonword,nonword,
علاصاط,ئنگ,nonword,nonword,nonword,
ٹیاوی,خوح,nonword,nonword,nonword,
گھسگی,شاپو,nonword,nonword,nonword,
جاڈاق,پلاستش,nonword,nonword,nonword,
ذگہا,قجطکہ,nonword,nonword,nonword,
گرمڑی ڈڈہ,گکھوا,nonword,nonword,nonword,
صرپ,ججپت,nonword,nonword,nonword,
فیرصواس,مڈیب,nonword,nonword,nonword,
ترھح,ببلص,nonword,nonword,nonword,
آصڑار,خوردخان,nonword,nonword,nonword,
نسیٹپرست,مقندی,nonword,nonword,nonword,
کمانشا,سفم,nonword,nonword,nonword,
خدد گڑنا,کابسیل,nonword,nonword,nonword,
قاقمی,اسبتنٹ,nonword,nonword,nonword,
جگ قوکی,ھبت ظرا,nonword,nonword,nonword,
خھول چانا,رقندہ,nonword,nonword,nonword,
شاکاتہ,کسارا,nonword,nonword,nonword,
نیآخورک,چسن,nonword,nonword,nonword,
بڑیگ گیش,غعی لرنا,nonword,nonword,nonword,
پپلہ شنک,گگریں,nonword,nonword,nonword,
کوگاکی آنڈبی,ڈیگا,nonword,nonword,nonword,
ناپڑ,نازعا,nonword,nonword,nonword,
آڑققا,ذڈگ,nonword,nonword,nonword,
ڈیپل,ایماسواری,nonword,nonword,nonword,
ضراقا,مبزیہ,nonword,nonword,nonword,
انتقبل,آرجدب,nonword,nonword,nonword,
ھلاص,گورن,nonword,nonword,nonword,
لاطی مددادمیں,پیاگر,nonword,nonword,nonword,
فوا,پیتر,nonword,nonword,nonword,
آراوٹرا,صھک,nonword,nonword,nonword,
بگاڈر,ئرنس,nonword,nonword,nonword,
جاجل جناجا,ضگح,nonword,nonword,nonword,
رایئکا کھانا,صصاصم نہ جوجا,nonword,nonword,nonword,
براہرعاست,غغر,nonword,nonword,nonword,
ہتر,جوڈیو,nonword,nonword,nonword,
خدغرما,ایک رگسم گی دھاڈی,nonword,nonword,nonword,
ڈاکلمکوقت,پاف فوگ گر,nonword,nonword,nonword,
آگشادی ججلی,چچرہ,nonword,nonword,nonword,
رجن,طید,nonword,nonword,nonword,
ضگذاز,ٹرانیٹیٹر,nonword,nonword,nonword,
تنازیش,ورض,nonword,nonword,nonword,
جعالبہ,دشاہرہ,nonword,nonword,nonword,
انیچی,شرکاطہ گار,nonword,nonword,nonword,
حدوت,عوجھتا,nonword,nonword,nonword,
ڈیتصنیٹر,خاحہ,nonword,nonword,nonword,
شذے,عضپ,nonword,nonword,nonword,
بادعافی,شرچہ,nonword,nonword,nonword,
اواس,پطاء,nonword,nonword,nonword,
سیکوشیی,ہیتسوارٹر,nonword,nonword,nonword,
ڈوظ,شنگ,nonword,nonword,nonword,
سیکنچھی,خھڑک,nonword,nonword,nonword,
واٹاس,مشکدط درگم,nonword,nonword,nonword,
حاصلجبرنا,ھاگک,nonword,nonword,nonword,
سیگاوچ,صرس,nonword,nonword,nonword,
بمگحاد,پروگی,nonword,nonword,nonword,
انہیام ثروا,گگبنڈی,nonword,nonword,nonword,
جالیس,ساپلس,nonword,nonword,nonword,
بیغیر,چپخ,nonword,nonword,nonword,
ظصاگار,ذرگازھ,nonword,nonword,nonword,
کمگ پلالی,بھتیفا,nonword,nonword,nonword,
بڈنت,زانوعی,nonword,nonword,nonword,
کماوس,پریمرام,nonword,nonword,nonword,
سیدیر,گخھلا,nonword,nonword,nonword,
ولدائی,گوریشم,nonword,nonword,nonword,
شمشمی گیذ,حسدد,nonword,nonword,nonword,
نڈس,ہیرونگ,nonword,nonword,nonword,
ببڑا,چلفہ,nonword,nonword,nonword,
ڈتگی,قارگ,nonword,nonword,nonword,
کیاپولک,نوانسیسی,nonword,nonword,nonword,
فوا,گیطٹ,nonword,nonword,nonword,
پرجوٹس,ثازاظ مونا,nonword,nonword,nonword,
فلین,متاثتیکرنا,nonword,nonword,nonword,
ٹوراتفری,لہند,nonword,nonword,nonword,
ڈیاؤین اے,چوگچہ,nonword,nonword,nonword,
مکات,ننگوگ,nonword,nonword,nonword,
شکافف,درشی,nonword,nonword,nonword,
صصوغی ڈربے گا,بنگ گا دیگام,nonword,nonword,nonword,
کواضہ,ڈوعر,nonword,nonword,nonword,
ذابڑہ,ماوت,nonword,nonword,nonword,
اؤن,سصاد,nonword,nonword,nonword,
ححلیف,نمنیش رکوص,nonword,nonword,nonword,
گکھی گکھار,پیشلاقوانی,nonword,nonword,nonword,
تخری,شاخپ,nonword,nonword,nonword,
پہسمنا,پرنٹیسر,nonword,nonword,nonword,
ضھکیلطا,گنکشارحشنڈ,nonword,nonword,nonword,
سیناڑا,مشاخلہ ھرما,nonword,nonword,nonword,
ساشد,رنام,nonword,nonword,nonword,
طبگڑیات,پیظیم,nonword,nonword,nonword,
کقل مٹا نی,بیسےوف,nonword,nonword,nonword,
طہن,المنشا,nonword,nonword,nonword,
علسبائی,نتال,nonword,nonword,nonword,
پپار,ڈانز,nonword,nonword,nonword,
صاصامہ,گازگرڈکی,nonword,nonword,nonword,
آشص,بیتو,nonword,nonword,nonword,
بڑقاقوی حلع,تجگی,nonword,nonword,nonword,
زکایہ خڑزیما,السم,nonword,nonword,nonword,
ظوڈنا,میثا,nonword,nonword,nonword,
طادل,گھئیٹ,nonword,nonword,nonword,
ہانگون,شپائتر,nonword,nonword,nonword,
گاگک,خوچ,nonword,nonword,nonword,
ومد,گرصوہ,nonword,nonword,nonword,
جیجان,اخترر,nonword,nonword,nonword,
پاٹھمنا,فافل ففزت,nonword,nonword,nonword,
ہیب,منواب,nonword,nonword,nonword,
اگبرٹ,پاطی,nonword,nonword,nonword,
بیربی ررنا,لتسی,nonword,nonword,nonword,
تکلمند,مششہر,nonword,nonword,nonword,
غاگچانہ,مجتری,nonword,nonword,nonword,
صوگق,تفصیص کمبے باکا,nonword,nonword,nonword,
لڈب,آطتراگیپ گسنڈ,nonword,nonword,nonword,
افکاہ,برائش,nonword,nonword,nonword,
وسک,اندی,nonword,nonword,nonword,
صولبن,ظٹرھا پرجا کےججانا,nonword,nonword,nonword,
خگہ,ایمرکرسی,nonword,nonword,nonword,
طان ضیگا,ڈجگان,nonword,nonword,nonword,
راجگل,بامظاہ,nonword,nonword,nonword,
فیصن بربق,مغغ کزنا,nonword,nonword,nonword,
غرطیپ,حآضل,nonword,nonword,nonword,
جاسونا,جذاظت,nonword,nonword,nonword,
تخری,بیسکنو,nonword,nonword,nonword,
ضلاھ,ذیب,nonword,nonword,nonword,
نیکن,موضوغرگا,nonword,nonword,nonword,
تھکاآلوا,ڈطم,nonword,nonword,nonword,
ففانا,بالافر,nonword,nonword,nonword,
جم انڈاجہ کگانا,ظزب لکابا,nonword,nonword,nonword,
خشن,رہوبا,nonword,nonword,nonword,
کہنکا,جیقیٹر,nonword,nonword,nonword,
طا‎‏ئوڈ,اسٹرشعیری,nonword,nonword,nonword,
دکچ,ظظپم,nonword,nonword,nonword,
راربو,آزط,nonword,nonword,nonword,
دگھاڈہ,گہین گہ گہین,nonword,nonword,nonword,
گين,ضفاڑ,nonword,nonword,nonword,
ققڑٹ,کےوڈارے میں,nonword,nonword,nonword,
ششان,مزتخط,nonword,nonword,nonword,
جغغب,فہراصدہ,nonword,nonword,nonword,
شکر بخار,آفاکرنا,nonword,nonword,nonword,
لظلاغ ڈیکا,عقادار,nonword,nonword,nonword,
ڑورانہ,کیص کمگن,nonword,nonword,nonword,
نیگا,مگتخب کرفا,nonword,nonword,nonword,
لاصہنا,آلردست,nonword,nonword,nonword,
چیڑات,تنصیاہ,nonword,nonword,nonword,
ثذم,شڑاچ,nonword,nonword,nonword,
یاخل جربا,ھکا,nonword,nonword,nonword,
گوڈھزی,طگموڑل,nonword,nonword,nonword,
رجیہ,نڈل,nonword,nonword,nonword,
صڑیگگینسی,لکوؤں,nonword,nonword,nonword,
شڑشہ,وعاق,nonword,nonword,nonword,
فیرئگر,غیژ,nonword,nonword,nonword,
قائے,ذوص,nonword,nonword,nonword,
غالوم,مننسلی,nonword,nonword,nonword,
گزیض,مد فی,nonword,nonword,nonword,
غرلاگ,شادیمہدہ,nonword,nonword,nonword,
تبویلی,مکاج,nonword,nonword,nonword,
ہملبہ,پاسدی,nonword,nonword,nonword,
چچڈی,چوگما,nonword,nonword,nonword,
میاب,لیلڈر,nonword,nonword,nonword,
دامسٹری,خخم,nonword,nonword,nonword,
اٹرورفوص,ججغ,nonword,nonword,nonword,
صدایت,مصڑک,nonword,nonword,nonword,
مسئزر,ضردفندی,nonword,nonword,nonword,
خطول,مینسئل,nonword,nonword,nonword,
ججب,ڈی ڈیطٹر,nonword,nonword,nonword,
میکریٹ,نٹم,nonword,nonword,nonword,
ضضف,شڑگاضی,nonword,nonword,nonword,
گاطھ,میلیم,nonword,nonword,nonword,
خہاپپ کربا,طاظنا,nonword,nonword,nonword,
پناہیڈزین,شوظا,nonword,nonword,nonword,
رمو,ہائیڈراکن,nonword,nonword,nonword,
گاپاٹی,مرنف,nonword,nonword,nonword,
بنہی,لیریف,nonword,nonword,nonword,
معنکم,تقادر,nonword,nonword,nonword,
پہلےطفے,قابلودکر,nonword,nonword,nonword,
قاتین,لوصا,nonword,nonword,nonword,
قاجہ جوہ,آچاگ,nonword,nonword,nonword,
ففشگہ,سطیہ,nonword,nonword,nonword,
ششب,جاجائگ,nonword,nonword,nonword,
قيت,خوبتاک,nonword,nonword,nonword,
امانڈ,تاندھن,nonword,nonword,nonword,
مپس,ہائیؤلے,nonword,nonword,nonword,
مطفلیم کمجا,ضخیما,nonword,nonword,nonword,
آطانبے,اطگک,nonword,nonword,nonword,
وردااپ,گانگاہ,nonword,nonword,nonword,
ڈریننا خواب,لڑوما,nonword,nonword,nonword,
سیماٹری,طنپا,nonword,nonword,nonword,
کرایڪندار,صنظام,nonword,nonword,nonword,
قڑاز,گعلابریم ڈرسے گا,nonword,nonword,nonword,
میپھا,کگپہ,nonword,nonword,nonword,
ففافک,بیلچ,nonword,nonword,nonword,
بیڑق,حیغدکی,nonword,nonword,nonword,
اجپنت,جراہ طینا,nonword,nonword,nonword,
اقت,ذیظ,nonword,nonword,nonword,
تتیچہ,طریقڈنکار,nonword,nonword,nonword,
ضقریپ,گھغنے,nonword,nonword,nonword,
خنھا,پیدامور,nonword,nonword,nonword,
سیاتٹ,ریکاوننگ,nonword,nonword,nonword,
وناس,ڈیزمقوطع ضورضر,nonword,nonword,nonword,
اساتقاق,خانٹر,nonword,nonword,nonword,
دسفناکھ,اغارہ,nonword,nonword,nonword,
صدار,مفلہ,nonword,nonword,nonword,
جوڈگسی,ایچ آئی پی,nonword,nonword,nonword,
پوسل,ڈرڈابہ,nonword,nonword,nonword,
