"ur_cue","ur_target","type","cue_type","target_type","ur_cosine"
"کیﺪﺙ","کانتن","nonword","nonword","nonword",NA
"پیوجی","کارگ","nonword","nonword","nonword",NA
"دساحمت","مشائ","nonword","nonword","nonword",NA
"سیگاوچ","ائد","nonword","nonword","nonword",NA
"ابنس","گرمرویٹ","nonword","nonword","nonword",NA
"پرجوٹس","سررفی","nonword","nonword","nonword",NA
"نیاس","ایڈروں","nonword","nonword","nonword",NA
"ٹنک","وصر","nonword","nonword","nonword",NA
"کوششنئریں","مرac","nonword","nonword","nonword",NA
"ہاناطیسی","اؤت","nonword","nonword","nonword",NA
"رقتھہ","ایالسی","nonword","nonword","nonword",NA
"دوھر","ایمرکرسی","nonword","nonword","nonword",NA
"شاءا","پلاستش","nonword","nonword","nonword",NA
"زل","لتسی","nonword","nonword","nonword",NA
"جودھی","بے لهـ","nonword","nonword","nonword",NA
"بدنامتی","رڈک","nonword","nonword","nonword",NA
"آرانڈ","فکاع","nonword","nonword","nonword",NA
"ی وہ","مصباتی","nonword","nonword","nonword",NA
"baیب","viیر","nonword","nonword","nonword",NA
"انبعار کرو","ویشعائر","nonword","nonword","nonword",NA
"عاگم","نازعا","nonword","nonword","nonword",NA
"اسمرگھا","برائش","nonword","nonword","nonword",NA
"موصو گرما","نگرس","nonword","nonword","nonword",NA
"قدامکےپسند","جہیی","nonword","nonword","nonword",NA
"اجپنت","بییب","nonword","nonword","nonword",NA
"قیید","یٹھی","nonword","nonword","nonword",NA
"لول","دروارز","nonword","nonword","nonword",NA
"حوصلتغافزائی","بودیق","nonword","nonword","nonword",NA
"استقڈیل","رہوبا","nonword","nonword","nonword",NA
"مخافر","المنشا","nonword","nonword","nonword",NA
"صدایت","سیتے","nonword","nonword","nonword",NA
"حللیق","ایوای","nonword","nonword","nonword",NA
"ہم جنستارست","زیم","nonword","nonword","nonword",NA
"وفمبار","گارک","nonword","nonword","nonword",NA
"تارین","عام طور ti","nonword","nonword","nonword",NA
"اسثقفی","وویت","nonword","nonword","nonword",NA
"جنپیو","ڈاؤنکھوڈ، اتارنا","nonword","nonword","nonword",NA
"ئلت","وٹک","nonword","nonword","nonword",NA
"سبپژیرین","بیسےوف","nonword","nonword","nonword",NA
"باکرل","رہےہ","nonword","nonword","nonword",NA
"گشی","معرای","nonword","nonword","nonword",NA
"جانچ پفیال","ڈیشن","nonword","nonword","nonword",NA
"وکھر","ڈسکر","nonword","nonword","nonword",NA
"احنکس","لاگرمی","nonword","nonword","nonword",NA
"شوووا","یاہررکھیں","nonword","nonword","nonword",NA
"گرای","ير","nonword","nonword","nonword",NA
"ستم ظرنری","حسڈ","nonword","nonword","nonword",NA
"معال","ظاہرسكے","nonword","nonword","nonword",NA
"مضبوطیگیے","دہور","nonword","nonword","nonword",NA
"آنلک","تاندھن","nonword","nonword","nonword",NA
"انقراہ","کےنا","nonword","nonword","nonword",NA
"شورچ","سبمئ","nonword","nonword","nonword",NA
"بقیب","سکارا","nonword","nonword","nonword",NA
"فيمت","جانتٹوتھا","nonword","nonword","nonword",NA
"افر","قابلاضہیں","nonword","nonword","nonword",NA
"ولانسی","درجہوجرارت","nonword","nonword","nonword",NA
"غیانمعمولی","سلموت","nonword","nonword","nonword",NA
"کنٹر","کاچہ","nonword","nonword","nonword",NA
"کھانا کھاننا","خولاوار","nonword","nonword","nonword",NA
"تبیول","ووا","nonword","nonword","nonword",NA
"قومیراتی","جوڈیو","nonword","nonword","nonword",NA
"صدار","منپل","nonword","nonword","nonword",NA
"رامونیڈ","ڈالبکی","nonword","nonword","nonword",NA
"تراورت","اسکیرال","nonword","nonword","nonword",NA
"ڈرن","اماسن","nonword","nonword","nonword",NA
"نگائیں","ضیصیت","nonword","nonword","nonword",NA
"کرایڪندار","اعمااد","nonword","nonword","nonword",NA
"امیدیںر","سدان","nonword","nonword","nonword",NA
"گاست","الرا","nonword","nonword","nonword",NA
"صبورٹ","پردھون","nonword","nonword","nonword",NA
"محاضظ","عملی طورآجر","nonword","nonword","nonword",NA
"تعbi","ماتسسی","nonword","nonword","nonword",NA
"یسہ","ائج","nonword","nonword","nonword",NA
"بير","غیداذمہ دار","nonword","nonword","nonword",NA
"مباری","ہمیشہ کےذہئے","nonword","nonword","nonword",NA
"یرشلال","ذہنیپلباؤ","nonword","nonword","nonword",NA
"بنداا","پلشی","nonword","nonword","nonword",NA
"حصعمل","vaقتور","nonword","nonword","nonword",NA
"آرہےیکٹ","مپٹ","nonword","nonword","nonword",NA
"آفح","کممی","nonword","nonword","nonword",NA
"مومینار","لڑوما","nonword","nonword","nonword",NA
"ہتر","انمیز","nonword","nonword","nonword",NA
"ں کے","وینیشن","nonword","nonword","nonword",NA
"رارگ","ایمالاار","nonword","nonword","nonword",NA
"وبو","جوڑتch","nonword","nonword","nonword",NA
"جواہ","سینٹؤدمیٹر","nonword","nonword","nonword",NA
"میرامچن","koومت","nonword","nonword","nonword",NA
"سالگژر","مسار","nonword","nonword","nonword",NA
"ڈیسن","مثجى","nonword","nonword","nonword",NA
"مناوٹ","خوبصابت","nonword","nonword","nonword",NA
"کھبتیں","تکف","nonword","nonword","nonword",NA
"کم از شے","جونیلو","nonword","nonword","nonword",NA
"دیزیو","ہرلہ","nonword","nonword","nonword",NA
"ترpe","لنصیل","nonword","nonword","nonword",NA
"تجہیہ","کرید ہی","nonword","nonword","nonword",NA
"اساتقاق","اؤ","nonword","nonword","nonword",NA
"مارللیات","قلاد","nonword","nonword","nonword",NA
"ریکالو","موبا","nonword","nonword","nonword",NA
"ڈبرناک","بریںس","nonword","nonword","nonword",NA
"براہرعاست","پناہبظاہ","nonword","nonword","nonword",NA
"خازنش","جنشنو","nonword","nonword","nonword",NA
"کلفلیٹر","راش","nonword","nonword","nonword",NA
"فااعل","ریاہی","nonword","nonword","nonword",NA
"فالی","منتف","nonword","nonword","nonword",NA
"ماربا","ائن","nonword","nonword","nonword",NA
"افع","ایئرن","nonword","nonword","nonword",NA
"ٹھیکطفے","مؤeh","nonword","nonword","nonword",NA
"ینج","ٹاگوش","nonword","nonword","nonword",NA
"رى","ہیلیڈیاپٹر","nonword","nonword","nonword",NA
"اذالت","بچھوڑا","nonword","nonword","nonword",NA
"وسس","toریب","nonword","nonword","nonword",NA
"weر","اصریہ","nonword","nonword","nonword",NA
"الہی امشی","مائیکرالون","nonword","nonword","nonword",NA
"انکویرے","پیدامور","nonword","nonword","nonword",NA
"سفیدار","ووھذا","nonword","nonword","nonword",NA
"idافت","وتام","nonword","nonword","nonword",NA
"ككو","دراص","nonword","nonword","nonword",NA
"دامسٹری","خولاوار","nonword","nonword","nonword",NA
"یٹھ","داائنٹ","nonword","nonword","nonword",NA
"پکaf","رشدہ","nonword","nonword","nonword",NA
"مینیقت","ہتر","nonword","nonword","nonword",NA
"ہاراأموا","سونئیس","nonword","nonword","nonword",NA
"تجہیہ","مراع","nonword","nonword","nonword",NA
"کاdb","کوراض","nonword","nonword","nonword",NA
"رولیم","رخل","nonword","nonword","nonword",NA
"کاسیات","معلوتھت","nonword","nonword","nonword",NA
"غذی","اؤٹ","nonword","nonword","nonword",NA
"کیلگائی","flین","nonword","nonword","nonword",NA
"جنرگی","شمسیذکوانائی","nonword","nonword","nonword",NA
"انٹتے","atطی","nonword","nonword","nonword",NA
"ٹرال","انھوم","nonword","nonword","nonword",NA
"ilوگراف","حدكم","nonword","nonword","nonword",NA
"وسس","پاسدی","nonword","nonword","nonword",NA
"weر","ٹرانیٹیٹر","nonword","nonword","nonword",NA
"نۃ","درشی","nonword","nonword","nonword",NA
"جنnd","رتری","nonword","nonword","nonword",NA
"الڈ","ازیل","nonword","nonword","nonword",NA
"تشاس","لبمون","nonword","nonword","nonword",NA
"پہرٹی","ہم جنس پبوت","nonword","nonword","nonword",NA
"قابل قal","تشفان","nonword","nonword","nonword",NA
"پیےان","کرورہ","nonword","nonword","nonword",NA
"انوپار","دومے","nonword","nonword","nonword",NA
"پئن","ریستیداں","nonword","nonword","nonword",NA
"ہلور","بنٹ","nonword","nonword","nonword",NA
"اسیگنڈ","دوڑیر کا کھانا","nonword","nonword","nonword",NA
"یکلے","ضرورآپہے","nonword","nonword","nonword",NA
"مستقام","انگونی","nonword","nonword","nonword",NA
"ناگولی","تنازوم","nonword","nonword","nonword",NA
"آواقی","گورن","nonword","nonword","nonword",NA
"کینڈ","رقس","nonword","nonword","nonword",NA
"انپو","گرکماری","nonword","nonword","nonword",NA
"مبویز","جامعکپرس گاہ","nonword","nonword","nonword",NA
"تنازیش","کاروکوری","nonword","nonword","nonword",NA
"ئٹل","کارڈفت","nonword","nonword","nonword",NA
"بسمی","چسن","nonword","nonword","nonword",NA
"ri","اوارت","nonword","nonword","nonword",NA
"موٹیکل","خیم","nonword","nonword","nonword",NA
"apان","سہ منسی","nonword","nonword","nonword",NA
"خواہشی","نیث","nonword","nonword","nonword",NA
"نگجی","حاراہی میں","nonword","nonword","nonword",NA
"لحر","نوایات","nonword","nonword","nonword",NA
"لڈب","فیکیاں","nonword","nonword","nonword",NA
"حفجوت","زندہ رلٹ","nonword","nonword","nonword",NA
"مضحکہ نلز","یلپ","nonword","nonword","nonword",NA
"کرایہ وش","الشیم","nonword","nonword","nonword",NA
"ٹیداگرام","snوت","nonword","nonword","nonword",NA
"مبار","چرواين","nonword","nonword","nonword",NA
"وینیں","تبلی","nonword","nonword","nonword",NA
"مقسیل","عمبھی","nonword","nonword","nonword",NA
"ملینرؤالر","مفغام","nonword","nonword","nonword",NA
"سے نكات","ہتتمار","nonword","nonword","nonword",NA
"تااپ","ہائیؤلے","nonword","nonword","nonword",NA
"تخری","لیلڈر","nonword","nonword","nonword",NA
"مہso","عناص","nonword","nonword","nonword",NA
"حف","نتین","nonword","nonword","nonword",NA
"پناہیڈزین","جیلو","nonword","nonword","nonword",NA
"کبھینابھی","بہرمانہ","nonword","nonword","nonword",NA
"tr.","مخنوف","nonword","nonword","nonword",NA
"وانے","ئرنس","nonword","nonword","nonword",NA
"گلت","پیوہ","nonword","nonword","nonword",NA
"خوبصاوت","ٹیتدالوجی","nonword","nonword","nonword",NA
"رجیٹن","فٹزپال","nonword","nonword","nonword",NA
"خازنش","سران","nonword","nonword","nonword",NA
"وڈورٹر","پرنٹیسر","nonword","nonword","nonword",NA
"iz","نتینے","nonword","nonword","nonword",NA
"ٹیاوی","عظع","nonword","nonword","nonword",NA
"نااہکن","پیرڈ","nonword","nonword","nonword",NA
"اشکمارات","نفسیمن","nonword","nonword","nonword",NA
"لیونوت","چلیہ","nonword","nonword","nonword",NA
"پالیون","ڑنا","nonword","nonword","nonword",NA
"مہنگ","کیئہ","nonword","nonword","nonword",NA
"نہلی","تریو","nonword","nonword","nonword",NA
"abیجہ","کابسیل","nonword","nonword","nonword",NA
"ئود","کانٹوریشن","nonword","nonword","nonword",NA
"ساچ","شکارہ","nonword","nonword","nonword",NA
"واخل طور پر","اصد","nonword","nonword","nonword",NA
"بؤ شپ","یہوینٹ","nonword","nonword","nonword",NA
"بوکانات","بانسر","nonword","nonword","nonword",NA
"درخواسزودیں","الچھبی","nonword","nonword","nonword",NA
"خوفنچی","سہاری","nonword","nonword","nonword",NA
"آدوا","دالا","nonword","nonword","nonword",NA
"کانیٹی","ذیب","nonword","nonword","nonword",NA
"miلت","ماہیآہیری","nonword","nonword","nonword",NA
"یلپ","پچھن","nonword","nonword","nonword",NA
"پاٹھد","اپلیٹمنٹ","nonword","nonword","nonword",NA
"ومامہ","مزتخط","nonword","nonword","nonword",NA
"صوانک","ڈانار","nonword","nonword","nonword",NA
"شیen","شاال","nonword","nonword","nonword",NA
"دووب","بارت","nonword","nonword","nonword",NA
"درھر","ولول","nonword","nonword","nonword",NA
"حیرتتڑنگیز","ایمانوی","nonword","nonword","nonword",NA
"ایve","لکوؤں","nonword","nonword","nonword",NA
"یغہ داری","تکنوعہ","nonword","nonword","nonword",NA
"ئڈر","نئر","nonword","nonword","nonword",NA
"بعوںسلا","بیلشوم","nonword","nonword","nonword",NA
"آزادانہ طوعہپر","وینٹانیشن","nonword","nonword","nonword",NA
"ٹلز","سلچ","nonword","nonword","nonword",NA
"رگلہ","نڈن","nonword","nonword","nonword",NA
"ٹورنامیو","اعر","nonword","nonword","nonword",NA
"بنٹ","بند کراس","nonword","nonword","nonword",NA
"ریکر","اصدی","nonword","nonword","nonword",NA
"انبریئر","teالین","nonword","nonword","nonword",NA
"رایئکا کھانا","صرم","nonword","nonword","nonword",NA
"مطدھ","بورستان","nonword","nonword","nonword",NA
"وتل میں","جالیر","nonword","nonword","nonword",NA
"کہیلدو","لیریف","nonword","nonword","nonword",NA
"کارلابی","مسدول","nonword","nonword","nonword",NA
"انیک","پیارف","nonword","nonword","nonword",NA
"کابیٹو","ابآڑھی","nonword","nonword","nonword",NA
"لسن","آکسیمر","nonword","nonword","nonword",NA
"ايمہ","طریقڈنکار","nonword","nonword","nonword",NA
"ئرڈ","بالى","nonword","nonword","nonword",NA
"رلو","یمانگی","nonword","nonword","nonword",NA
"بابڑچیت","گوریشم","nonword","nonword","nonword",NA
"کیاپولک","ئیک","nonword","nonword","nonword",NA
"پیداگس","بیائ","nonword","nonword","nonword",NA
"عیدا","کھسانا","nonword","nonword","nonword",NA
"پاٹریمان","فالی","nonword","nonword","nonword",NA
"روگرو","سانج","nonword","nonword","nonword",NA
"طبگڑیات","ڈماس","nonword","nonword","nonword",NA
"گنظیر","مشایہ","nonword","nonword","nonword",NA
"نٹل","اوتمی","nonword","nonword","nonword",NA
