sk_cue,sk_target,type,cue_type,target_type,sk_cosine
astrodikt,inštikmácie,nonword,nonword,nonword,
výhoch,kurga,nonword,nonword,nonword,
alfňa,psycholóstvom,nonword,nonword,nonword,
špejohny,vrúvodník,nonword,nonword,nonword,
arodlivý,pieri,nonword,nonword,nonword,
schémysel,trostiť,nonword,nonword,nonword,
okoka,techčatá,nonword,nonword,nonword,
vúns,pomosť,nonword,nonword,nonword,
bortok,pter,nonword,nonword,nonword,
bodký,rozvestnický,nonword,nonword,nonword,
sopný,kozný,nonword,nonword,nonword,
skrinchod,demonaliancia,nonword,nonword,nonword,
kvitky,kerach,nonword,nonword,nonword,
bezvhodný,trošcia,nonword,nonword,nonword,
vytvástať,ochráňteratúra,nonword,nonword,nonword,
pomakých,preská,nonword,nonword,nonword,
narodeštruk,ľuďou,nonword,nonword,nonword,
poziprázdny,dvihnica,nonword,nonword,nonword,
vražviť,šiaplonivý,nonword,nonword,nonword,
ďalekostreľ,tridej,nonword,nonword,nonword,
lač,staprasta,nonword,nonword,nonword,
súhľadný,profesihviezdny,nonword,nonword,nonword,
mčený,sked,nonword,nonword,nonword,
pajcu,zdierenie,nonword,nonword,nonword,
zamevzplaniť,protoring,nonword,nonword,nonword,
cisárňový,rork,nonword,nonword,nonword,
pastráca,úližký,nonword,nonword,nonword,
nejnik,trebi,nonword,nonword,nonword,
prirostranný,mikrohých,nonword,nonword,nonword,
chustupný,uzdratilácia,nonword,nonword,nonword,
stiknuté,jadeň,nonword,nonword,nonword,
žmurnosť,výdapať,nonword,nonword,nonword,
pohybóriach,jomstvo,nonword,nonword,nonword,
idenriadať,tijed,nonword,nonword,nonword,
franmy,vlastkačka,nonword,nonword,nonword,
trebeť,myšha,nonword,nonword,nonword,
pobát,hozlieka,nonword,nonword,nonword,
telenost,kresmálny,nonword,nonword,nonword,
vínriť,mažúl,nonword,nonword,nonword,
žalúland,priatevták,nonword,nonword,nonword,
anoužasný,pežou,nonword,nonword,nonword,
výškraba,dinec,nonword,nonword,nonword,
kožiš,opúšťaťa,nonword,nonword,nonword,
mýket,blakpojenie,nonword,nonword,nonword,
tiporý,podčom,nonword,nonword,nonword,
plodca,tučtok,nonword,nonword,nonword,
blekba,neukresle,nonword,nonword,nonword,
úšť,tapult,nonword,nonword,nonword,
nágov,priacha,nonword,nonword,nonword,
teoi,nezvytie,nonword,nonword,nonword,
obchopos,tamtý,nonword,nonword,nonword,
súbik,federáských,nonword,nonword,nonword,
gijez,natel,nonword,nonword,nonword,
obšvédsky,objedstve,nonword,nonword,nonword,
sketkusý,vedač,nonword,nonword,nonword,
vzťaka,chodrenie,nonword,nonword,nonword,
streľvy,zapachnieť,nonword,nonword,nonword,
kolóskej,podnikazach,nonword,nonword,nonword,
odmietnuť,potkan,unrelated,word,word,0.0938436772181958
aktívny,sabotáž,unrelated,word,word,0.0853206916980594
číslo,oceán,unrelated,word,word,0.0551509184941585
upozorniť,predpoklad,unrelated,word,word,0.148684373049293
roh,flotila,unrelated,word,word,0.0723638917662977
okrúhly,masáž,unrelated,word,word,0.139407707516498
vyskúšať,studený,unrelated,word,word,0.148889510679283
dav,ovocie,unrelated,word,word,0.0420647700006323
sprcha,múzeum,unrelated,word,word,0.0801141166475848
aréna,ráno,unrelated,word,word,0.0660543755652529
vlasy,spravodlivosť,unrelated,word,word,0.0968793879063861
čaro,hovoriť,unrelated,word,word,0.111424717595306
dôverovať,schválenie,unrelated,word,word,0.101870986967588
biela,sporák,unrelated,word,word,0.128639676924957
výstavba,talent,unrelated,word,word,0.134004926024558
nádor,vinný,unrelated,word,word,0.140467792261769
biskup,súkromie,unrelated,word,word,0.0856371177615122
pera,nevoľnosť,unrelated,word,word,0.132761105115283
cukor,uzdravenie,unrelated,word,word,0.11770266054152
metropola,stvorenie,unrelated,word,word,0.0957611341507453
uzamknuté,explózia,unrelated,word,word,0.12811975706615
komisia,samuraj,unrelated,word,word,0.0981567581222772
zamerať,pocit,unrelated,word,word,0.132716639087811
oproti,zvuk,unrelated,word,word,0.0888785597552261
originál,lano,unrelated,word,word,0.0539827875246768
osud,ústava,unrelated,word,word,0.0871448139647742
odvaha,spánok,unrelated,word,word,0.0641928602979857
špinavý,dovidenia,unrelated,word,word,0.107982221324765
nakoniec,vitamín,unrelated,word,word,0.130806655389116
sila,hlúpy,unrelated,word,word,0.0334662821565512
voľne,kyslík,unrelated,word,word,0.103850692190434
pumpa,sudca,unrelated,word,word,0.0175865045964218
veľký,šťava,unrelated,word,word,0.0642360899460545
uhlík,pieseň,unrelated,word,word,0.131716957274424
diamant,sledovať,unrelated,word,word,0.127149238761458
rómeo,peňaženka,unrelated,word,word,0.120536057204678
pomsta,obsah,unrelated,word,word,0.125057997721469
kráľovná,skoro,unrelated,word,word,0.0671166154690578
skúsenosť,správny,unrelated,word,word,0.145052710086497
mýtus,slnko,unrelated,word,word,0.0726942403346016
oblička,kempovanie,unrelated,word,word,0.12773172774262
žaba,použitie,unrelated,word,word,0.0999126391628823
sám,jazero,unrelated,word,word,0.115350848813214
kilometer,dôležitý,unrelated,word,word,0.142444201590602
kombinácia,senát,unrelated,word,word,0.0399315081452285
kopec,podozrivý,unrelated,word,word,0.0570392373116408
more,mzda,unrelated,word,word,0.145221330291817
fáza,výkupné,unrelated,word,word,0.00453195974875278
obraz,prilákať,unrelated,word,word,0.0934881321787681
krava,ding,unrelated,word,word,0.116980378410815
presne,vľavo,unrelated,word,word,0.141032468852848
tlačidlo,porážka,unrelated,word,word,0.125049449824959
továreň,vyšetrovať,unrelated,word,word,0.0909805245916887
zakázaný,medaila,unrelated,word,word,0.0555853082307389
veverička,svedectvo,unrelated,word,word,0.0245325334822967
jazdiť,fantázia,unrelated,word,word,0.0820594535914391
reťaz,baseball,unrelated,word,word,0.079036163126144
zabezpečenie,kovboj,unrelated,word,word,0.0128909687565035
pirát,investovať,unrelated,word,word,0.112112489029432
stáť,tekutina,unrelated,word,word,0.0798359271381919
limonáda,podvod,unrelated,word,word,0.0603180970600982
bulvár,slanina,unrelated,word,word,0.125304401642915
zdriemnutie,rozumný,unrelated,word,word,0.126357935521479
hovor,asistovať,unrelated,word,word,0.137473915160161
príves,fyzický,unrelated,word,word,0.0982564454125649
väčšina,zakázať,unrelated,word,word,0.107711062727206
roh,vzdelanie,unrelated,word,word,0.113343713985316
vdova,kreativita,unrelated,word,word,0.107892747819858
dobre,pokrm,unrelated,word,word,0.137216951845195
inžinier,bavlna,unrelated,word,word,0.148012552771929
jar,skromný,unrelated,word,word,0.0947018282877226
pohovka,príspevok,unrelated,word,word,0.119894945466672
kaliber,zlyhanie,unrelated,word,word,0.142265022563155
tichý,schopnosť,unrelated,word,word,0.120413448249138
piknik,vyšší,unrelated,word,word,0.0670299367639236
anarchia,oceniť,unrelated,word,word,0.102975163112407
turné,literatúra,unrelated,word,word,0.100770382421732
hodváb,epizóda,unrelated,word,word,0.140225309294768
nažive,detektív,unrelated,word,word,0.144100557486438
kabína,navždy,unrelated,word,word,0.14070535578999
anjel,káva,unrelated,word,word,0.0786873525157098
chrípka,hrad,unrelated,word,word,0.127434586820713
kŕmiť,reaktor,unrelated,word,word,0.0437880603490462
prax,komunista,unrelated,word,word,0.0537102940353628
úžasný,šalát,unrelated,word,word,0.116777709263704
banda,zachovať,unrelated,word,word,0.0761387227821507
tuhý,batman,unrelated,word,word,0.133999969375412
obloha,kapitalizmus,unrelated,word,word,0.13899917276175
raj,množstvo,unrelated,word,word,0.0686344874859994
trest,narodeniny,unrelated,word,word,0.134215473847559
osoba,kôň,unrelated,word,word,0.0669523580671459
držať,prístroj,unrelated,word,word,0.0933772410767898
nelegálny,watson,unrelated,word,word,0.0155127103481239
obchodný,hore,unrelated,word,word,0.103217747224158
trasa,jednoduchý,unrelated,word,word,0.0846560844532279
hodnota,univerzitný,unrelated,word,word,0.124070251409049
umožniť,pohreb,unrelated,word,word,0.136911410068558
tichý,pokus,unrelated,word,word,0.0717898224681424
betón,liberálny,unrelated,word,word,0.139453439578755
rana,patetický,unrelated,word,word,0.142870301373806
naivný,vodík,unrelated,word,word,0.129425094227869
hovoriť,hmyz,unrelated,word,word,0.0520411582115481
tu,stratégia,unrelated,word,word,0.0999092923737782
väzba,široký,unrelated,word,word,0.107073001457155
detonátor,otec,unrelated,word,word,0.090524222906907
starý,umyť,unrelated,word,word,0.0678875537031739
pripustiť,veta,unrelated,word,word,0.126306248566938
hriech,vojenský,unrelated,word,word,0.048938847188569
orgazmus,zlepšenie,unrelated,word,word,0.107735129857356
populárny,sľub,unrelated,word,word,0.141114086554911
vtipný,protokol,unrelated,word,word,0.0932799736392772
kľúč,brat,unrelated,word,word,0.144094925029144
varovanie,voľba,unrelated,word,word,0.0972135518770288
raketa,spisovateľ,unrelated,word,word,0.0849776318466222
populácia,líce,unrelated,word,word,0.0290279965830759
pravda,dno,unrelated,word,word,0.145683070781796
opraviť,rozhodnosť,unrelated,word,word,0.107082961504354
komentár,hmla,unrelated,word,word,0.120338865038422
porazený,delostrelectvo,unrelated,word,word,0.138692263842098
mágia,architekt,unrelated,word,word,0.148246526529776
vlak,šport,unrelated,word,word,0.122502355189375
fyzika,strach,unrelated,word,word,0.0999416431604432
bahno,nebezpečný,unrelated,word,word,0.125692951099682
príznak,často,unrelated,word,word,0.122562541410747
experiment,lebka,unrelated,word,word,0.0529667917090538
smutný,teória,unrelated,word,word,0.0592582734658534
dnes,citlivý,unrelated,word,word,0.108283318899006
von,had,unrelated,word,word,0.0847614545326612
súťaž,manželka,unrelated,word,word,0.0704720565786972
doraziť,dovolenka,unrelated,word,word,0.0908987682245853
profil,vysoký,unrelated,word,word,0.106740160347138
smeti,prísaha,unrelated,word,word,0.0859634226156221
unavený,povesť,unrelated,word,word,0.0676881464017035
krčma,stlačenie,unrelated,word,word,0.10720616831382
topánka,želanie,unrelated,word,word,0.110482751983774
ideálny,kniha,unrelated,word,word,0.0546211993660973
plyn,zub,unrelated,word,word,0.0601376479866097
plán,hodný,unrelated,word,word,0.149236227273568
superman,jazva,unrelated,word,word,0.140914297676135
trápenie,jasný,unrelated,word,word,0.141350615394302
zbeh,spojenie,unrelated,word,word,0.114357392923699
projekt,priateľský,unrelated,word,word,0.13201185193796
dvd,divadlo,unrelated,word,word,0.141358352330984
tretí,vrtuľník,unrelated,word,word,0.136535414554974
ušľachtilý,letieť,unrelated,word,word,0.148844584645034
ženích,trojuholník,unrelated,word,word,0.0985213850675022
zlo,tam,unrelated,word,word,0.114806452928762
ping,adresa,unrelated,word,word,0.136194233936055
cestujúci,film,unrelated,word,word,0.0325619059613382
triezvy,zľava,unrelated,word,word,0.0579604685537038
hrdzavý,senátor,unrelated,word,word,0.0905730498988985
mor,skriňa,unrelated,word,word,0.0721327940491721
rímsky,jahoda,unrelated,word,word,0.0325135273291705
helma,normálny,unrelated,word,word,0.110888307454168
cesta,obvod,unrelated,word,word,0.113922393267484
súd,elegantný,unrelated,word,word,0.120465610195443
mlieko,ríša,unrelated,word,word,0.0986739165216372
pán,rakovina,unrelated,word,word,0.0258545857087366
taxík,cibuľa,unrelated,word,word,0.125951876353338
krátky,kameň,unrelated,word,word,0.0861228699400907
nahota,niečo,unrelated,word,word,0.130235931701762
stôl,dodávka,unrelated,word,word,0.14784995236877
tabletka,vzrušený,unrelated,word,word,0.0719364810013091
aukcia,bezmocný,unrelated,word,word,-0.00465414548535649
ninja,maximálny,unrelated,word,word,0.131530742249327
toaleta,šéf,unrelated,word,word,0.123363507501062
vzdialenosť,divízia,unrelated,word,word,0.120609509260564
záľuba,hrom,unrelated,word,word,0.136412703983384
dvojitý,absolvent,unrelated,word,word,0.127204550086873
slimák,strihať,unrelated,word,word,0.0747202337057045
nepohodlný,vôbec,unrelated,word,word,0.1401946962733
mesiac,poslanie,unrelated,word,word,0.0457821576576052
úzky,záhada,unrelated,word,word,0.107138906165313
básnik,večierok,unrelated,word,word,0.149020262415719
únos,klobúk,unrelated,word,word,0.051679176373127
jurisdikcia,čln,unrelated,word,word,0.106761875847375
biblia,česť,unrelated,word,word,0.14214210010145
situácia,osviežiť,unrelated,word,word,0.139761229169707
strýko,neschopný,unrelated,word,word,0.122223883855833
pýcha,vlk,unrelated,word,word,0.0950868525633076
neskoro,záchranca,unrelated,word,word,0.146379580780759
séria,zadný,unrelated,word,word,0.0936385546360441
detonácia,preháňať,unrelated,word,word,0.0622806880262512
vnútorný,múka,unrelated,word,word,0.0736559628756208
dielňa,darček,unrelated,word,word,0.125757241418858
hmotnosť,prístrešok,unrelated,word,word,0.139647313734825
sanitka,rím,unrelated,word,word,0.130851146331714
kokaín,obava,unrelated,word,word,0.0253170129679146
bozk,žltá,unrelated,word,word,0.118245307135788
košeľa,balík,unrelated,word,word,0.122395969691348
veľvyslanec,potreba,unrelated,word,word,0.109315571449158
pulz,bitkár,unrelated,word,word,0.073761357982334
mních,vidlička,unrelated,word,word,0.0931574752139205
možno,zariadenie,unrelated,word,word,0.142861518638604
oddych,negatívny,unrelated,word,word,0.119867343820117
ihla,volič,unrelated,word,word,0.146109749056047
zemiak,hodnoverný,unrelated,word,word,0.144009131076204
skontrolovať,požiadavka,unrelated,word,word,0.0562032483171816
zásnuby,údržba,unrelated,word,word,0.0434151622290803
generál,jedinečný,unrelated,word,word,0.0870264560970762
rodeo,zadok,unrelated,word,word,0.121233734425935
vernosť,hadica,unrelated,word,word,0.0909093561444458
prekvapenie,rybolov,unrelated,word,word,0.104996041575472
zmena,informátor,unrelated,word,word,0.0465879187214953
prisahať,zničenie,unrelated,word,word,0.0918929729601472
maratón,podivný,unrelated,word,word,0.0810682267314775
delikátny,motel,unrelated,word,word,0.0811618298316941
rytmus,úrad,unrelated,word,word,0.0780694481481649
túžba,nezdravý,unrelated,word,word,0.140920239872234
afrika,oceľ,unrelated,word,word,0.142139381604176
námorný,chôdza,unrelated,word,word,0.146798321355403
kolega,jadrový,unrelated,word,word,0.117290432462078
hmota,osamelý,unrelated,word,word,0.116609330473738
posádka,báseň,unrelated,word,word,0.117197355406824
boj,sviečka,unrelated,word,word,-0.0147764311976239
dramatický,drôt,unrelated,word,word,0.0968814581199707
manžel,centimeter,unrelated,word,word,0.133750849227494
hlas,bieda,unrelated,word,word,0.0902848400336186
lesba,pozoruhodný,unrelated,word,word,0.0224522948803385
pohodlný,dôsledok,unrelated,word,word,0.120868096027072
hormón,lúpež,unrelated,word,word,0.0443946257126291
firma,vysielač,unrelated,word,word,0.066856948321454
predstavivosť,vodič,unrelated,word,word,0.149367035743841
rezignácia,posteľ,unrelated,word,word,0.0799702664016941
karneval,administratíva,unrelated,word,word,0.0904292311182616
správa,krásny,unrelated,word,word,0.115509571661675
financovať,omáčka,unrelated,word,word,0.0574630804367502
vagína,vynikajúci,unrelated,word,word,0.0238273781954556
povaha,omyl,unrelated,word,word,0.147490604098236
žurnalistika,jemný,unrelated,word,word,0.114224425792871
lekársky,predátor,unrelated,word,word,0.143729793810245
optimistický,uterák,unrelated,word,word,0.0604865844399309
skala,útok,unrelated,word,word,0.14974645197735
krík,nastať,unrelated,word,word,0.055378075810891
kruh,fľaša,unrelated,word,word,0.0599582840937245
finálny,dúšok,unrelated,word,word,0.144574154519885
obyčajný,chlapec,unrelated,word,word,0.14580789414418
arzenál,čarodejnica,unrelated,word,word,0.118766794161774
pohár,publikum,unrelated,word,word,0.125975236685331
mladosť,homár,unrelated,word,word,0.0905213936499866
nemožný,palivo,unrelated,word,word,0.125773597559283
prevádzkový,plameň,unrelated,word,word,0.118775178649057
osol,výstava,unrelated,word,word,0.134108739781346
kritický,cigareta,unrelated,word,word,0.0872145143190336
pacifický,diera,unrelated,word,word,0.122485700159718
chémia,podpis,unrelated,word,word,0.118549308140205
hnedý,oponent,unrelated,word,word,0.122526616983758
lichotiť,skúška,unrelated,word,word,0.132873012058674
planéta,tlak,unrelated,word,word,0.0662015205169708
večera,predmet,unrelated,word,word,0.0371247587612164
pohostinnosť,častica,unrelated,word,word,0.139616221920607
škrabanec,teplota,unrelated,word,word,0.0792252631553028
západný,sonda,unrelated,word,word,0.0457824247635527
pošta,strašidelný,unrelated,word,word,0.0444457069576568
sendvič,dedina,unrelated,word,word,0.0202042487143575
nájomník,gitara,unrelated,word,word,0.05588975587359
rozvod,stolička,unrelated,word,word,0.121898285988053
nepríjemnosť,mozgový,unrelated,word,word,0.113274861016656
banán,hudba,unrelated,word,word,0.0476094524682297
deka,romantický,unrelated,word,word,0.128290681440343
hojnosť,externý,unrelated,word,word,0.0522837469412039
anonymný,bojisko,unrelated,word,word,0.0454293649982885
kečup,zlosť,unrelated,word,word,0.130070306544734
ďalekohľad,štvrtý,unrelated,word,word,0.143035356411733
tvrdohlavý,poloha,unrelated,word,word,0.0981061502039354
dospievajúci,sóda,unrelated,word,word,0.135239917346185
medzinárodný,náhradník,unrelated,word,word,0.142766244732604
úver,obuv,unrelated,word,word,0.148808181754111
milenka,nepríjemný,unrelated,word,word,0.11546083372043
čo,kravata,unrelated,word,word,0.123522620843626
míla,ochorenie,unrelated,word,word,0.147879155776081
slušný,paluba,unrelated,word,word,0.095791412603062
pripravený,milenec,unrelated,word,word,0.11366412645714
súkromný,čin,unrelated,word,word,0.133683764621783
amatérsky,vreckovka,unrelated,word,word,0.0926747431209373
spoločnosť,malý,unrelated,word,word,0.132297849378035
výsledok,raňajky,unrelated,word,word,0.0634345227435576
aktovka,opustiť,unrelated,word,word,0.0413549288402648
terapia,odlišný,unrelated,word,word,0.122576094801813
suchý,robiť,unrelated,word,word,0.107200971450372
autogram,spálňa,unrelated,word,word,0.128785550918797
slovník,východný,unrelated,word,word,0.135991379936659
hnačka,obvyklý,unrelated,word,word,0.134973607557798
falošný,morka,unrelated,word,word,0.0672045850597618
liga,fantastický,unrelated,word,word,0.0724859019544508
lojálny,tepna,unrelated,word,word,0.141709662900275
denný,asistent,unrelated,word,word,0.139235712350699
anatómia,mladý,unrelated,word,word,0.120884764979458
tuniak,intuícia,unrelated,word,word,0.124829777488742
odporný,naučiť,unrelated,word,word,0.0300612688079459
sexuálny,vrch,unrelated,word,word,-0.0635197322574219
chemický,kráľovstvo,unrelated,word,word,-0.0100053349341276
milý,stanica,unrelated,word,word,-0.00447517459691388
nešťastný,technika,unrelated,word,word,-0.0330702085168597
dobrovoľník,to,unrelated,word,word,0.148012188423358
počúvať,rozkošný,unrelated,word,word,0.0724883752045136
navigácia,brušný,unrelated,word,word,0.0387813151642649
