"word_combo","ja_cue","ja_target","type","cue_type","target_type","ja_cosine","M_Z","SD_Z","SE_Z","sampleN","done"
"記念日誕生日","記念日","誕生日","related","word","word",0.868020653169033,NA,NA,NA,NA,NA
"記念碑ニュース","記念碑","ニュース","unrelated","word","word",0.61180421808493,NA,NA,NA,NA,NA
"記念碑剰う","記念碑","剰う","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"記念碑銅像","記念碑","銅像","related","word","word",0.948135070914984,NA,NA,NA,NA,NA
"記録エクササイズ","記録","エクササイズ","unrelated","word","word",0,NA,NA,NA,NA,NA
"記録夷菫","記録","夷菫","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"記録録音","記録","録音","related","word","word",0.619587721257727,NA,NA,NA,NA,NA
"訪仰クリン","訪仰ク","リン","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"訪仰ク炡始","訪仰ク","炡始","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"設備備えつける","設備","備えつける","related","word","word",0,NA,NA,NA,NA,NA
"設備孝旅","設備","孝旅","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"設備正直な","設備","正直な","unrelated","word","word",0,NA,NA,NA,NA,NA
"許しピル","許し","ピル","unrelated","word","word",0,NA,NA,NA,NA,NA
"許し慈悲","許し","慈悲","related","word","word",0,NA,NA,NA,NA,NA
"許し持ほ","許し","持ほ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"許すサソ","許す","サソ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"許すデモンストレーション","許す","デモンストレーション","unrelated","word","word",0,NA,NA,NA,NA,NA
"許す大目に見る","許す","大目に見る","related","word","word",0,NA,NA,NA,NA,NA
"許可シニカル","許可","シニカル","unrelated","word","word",0,NA,NA,NA,NA,NA
"許可するべモ","許可する","べモ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"許可する引きつける","許可する","引きつける","unrelated","word","word",0.901412930416471,NA,NA,NA,NA,NA
"許可する許す","許可する","許す","related","word","word",0.757900465074108,NA,NA,NA,NA,NA
"許可テス","許可","テス","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"許可承認","許可","承認","related","word","word",0.822230582366374,NA,NA,NA,NA,NA
"訳竒ヲヨに","訳竒","ヲヨに","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"訳竒書類","訳竒","書類","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"証拠午すレーロ","証拠","午すレーロ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"証拠証明","証拠","証明","related","word","word",0.920175866515984,NA,NA,NA,NA,NA
"証拠贈り物","証拠","贈り物","unrelated","word","word",0.927708409506515,NA,NA,NA,NA,NA
"詔ぬむ利ね","詔ぬむ","利ね","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"詔ぬむ考える","詔ぬむ","考える","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"詣ぬ休日","詣ぬ","休日","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"詣ぬ紗艾照","詣ぬ","紗艾照","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"試すメー","試す","メー","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"試す挑む","試す","挑む","related","word","word",0,NA,NA,NA,NA,NA
"試す診療所","試す","診療所","unrelated","word","word",0.789531315970136,NA,NA,NA,NA,NA
"試験あごひげ","試験","あごひげ","unrelated","word","word",0,NA,NA,NA,NA,NA
"試験トドル","試験","トドル","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"試験検査","試験","検査","related","word","word",0.882869068305401,NA,NA,NA,NA,NA
"詩人作家","詩人","作家","related","word","word",0.855055703615054,NA,NA,NA,NA,NA
"詩人割赦","詩人","割赦","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"詩人秋","詩人","秋","unrelated","word","word",0.749335562318447,NA,NA,NA,NA,NA
"話おウハ","話お","ウハ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"話お告発","話お","告発","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"該紺テヌシンボル","該紺テヌ","シンボル","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"該紺テヌ田信","該紺テヌ","田信","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"誇らしげなスーパース","誇らしげな","スーパース","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"誇らしげなヘロイン","誇らしげな","ヘロイン","unrelated","word","word",0,NA,NA,NA,NA,NA
"誇らしげな興奮した","誇らしげな","興奮した","related","word","word",0,NA,NA,NA,NA,NA
"誇りセポ","誇り","セポ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"誇り威厳","誇り","威厳","related","word","word",0,NA,NA,NA,NA,NA
"誇り正午","誇り","正午","unrelated","word","word",0.432016074488387,NA,NA,NA,NA,NA
"誠実ジャライク","誠実","ジャライク","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"誠実十二月","誠実","十二月","unrelated","word","word",0.913625004082804,NA,NA,NA,NA,NA
"誠実正直","誠実","正直","related","word","word",0.890802534980491,NA,NA,NA,NA,NA
"認めるシトン","認める","シトン","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"認める展覧会","認める","展覧会","unrelated","word","word",0.856947728517562,NA,NA,NA,NA,NA
"認める打ち明ける","認める","打ち明ける","related","word","word",0,NA,NA,NA,NA,NA
"認識するアブブ","認識する","アブブ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"認識する最終的に","認識する","最終的に","unrelated","word","word",0,NA,NA,NA,NA,NA
"認識する知っていた","認識する","知っていた","related","word","word",0,NA,NA,NA,NA,NA
"誓うシリトプ","誓う","シリトプ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"誓うレストラン","誓う","レストラン","unrelated","word","word",0.766870397637459,NA,NA,NA,NA,NA
"誓う誓い","誓う","誓い","related","word","word",0.898874931889301,NA,NA,NA,NA,NA
"誓ヨ網うん","誓ヨ網","うん","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"誓ヨ網圭物ック","誓ヨ網","圭物ック","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"誕生個人","誕生","個人","unrelated","word","word",0.689105502332689,NA,NA,NA,NA,NA
"誕生妊娠","誕生","妊娠","related","word","word",0.878371060741765,NA,NA,NA,NA,NA
"誕生計明ース","誕生","計明ース","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"誘拐する口的","誘拐する","口的","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"誘拐する拉致する","誘拐する","拉致する","related","word","word",0,NA,NA,NA,NA,NA
"誘拐する間違い","誘拐する","間違い","unrelated","word","word",0,NA,NA,NA,NA,NA
"誘拐犯恩瓶","誘拐犯","恩瓶","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"誘拐犯身代金","誘拐犯","身代金","related","word","word",0,NA,NA,NA,NA,NA
"誘拐犯雪","誘拐犯","雪","unrelated","word","word",0,NA,NA,NA,NA,NA
"語彙任さ","語","彙任さ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"語文","語","文","related","word","word",0.494433640788364,NA,NA,NA,NA,NA
"語解散","語","解散","unrelated","word","word",0.624597915053533,NA,NA,NA,NA,NA
"誤ったいちご","誤った","いちご","unrelated","word","word",0.789914054843736,NA,NA,NA,NA,NA
"誤ったしは","誤った","しは","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"誤った正しい","誤った","正しい","related","word","word",0.889271771773743,NA,NA,NA,NA,NA
"説明するナイみ","説明する","ナイみ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"説明する舐める","説明する","舐める","unrelated","word","word",0,NA,NA,NA,NA,NA
"説明する表現する","説明する","表現する","related","word","word",0,NA,NA,NA,NA,NA
"説明もっともらしい","説明","もっともらしい","related","word","word",0,NA,NA,NA,NA,NA
"説明医者","説明","医者","unrelated","word","word",0.76883749073293,NA,NA,NA,NA,NA
"説明被南の","説明","被南の","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"読むコートル","読む","コートル","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"読むボート","読む","ボート","unrelated","word","word",0.768793074765342,NA,NA,NA,NA,NA
"読む書く","読む","書く","related","word","word",0.95168870498976,NA,NA,NA,NA,NA
"読んでいる壮観な","読んでいる","壮観な","unrelated","word","word",0,NA,NA,NA,NA,NA
"読んでいる書いている","読んでいる","書いている","related","word","word",0,NA,NA,NA,NA,NA
"読んでいる練含夭季","読んでいる","練含夭季","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"誰民陪城奏ま","誰民陪","城奏ま","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"誰民陪軍の","誰民陪","軍の","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"調査信仰","調査","信仰","unrelated","word","word",0.794627363438432,NA,NA,NA,NA,NA
"調査割赦匙伴考","調査","割赦匙伴考","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"調査研究","調査","研究","related","word","word",0.838303824280236,NA,NA,NA,NA,NA
"談街文らせも","談街","文らせも","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"談街流動体","談街","流動体","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"諚圧メヌ","諚圧","メヌ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"諚圧与える","諚圧","与える","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"諦判オ危機","諦判オ","危機","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"諦判オ雲実とせけ","諦判オ","雲実とせけ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"謀木なウォ平な","謀木な","ウォ平な","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"謀木な火曜日","謀木な","火曜日","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"謄しぐを房苑","謄しぐを","房苑","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"謄しぐを質","謄しぐを","質","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"謙虚なコミュニケーション","謙虚な","コミュニケーション","unrelated","word","word",0,NA,NA,NA,NA,NA
"謙虚な台恵","謙虚な","台恵","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"謙虚な控えめ","謙虚な","控えめ","related","word","word",0,NA,NA,NA,NA,NA
"講虜ほナ月","講虜ほ","ナ月","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"講虜ほ大統領","講虜ほ","大統領","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"譜航心理学の","譜航","心理学の","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"譜航溝義テル","譜航","溝義テル","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"警告メッセージ","警告","メッセージ","related","word","word",0.74014766450059,NA,NA,NA,NA,NA
"警告東","警告","東","unrelated","word","word",0.489753455233337,NA,NA,NA,NA,NA
"警告議蹴住役","警告","議蹴住役","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"警戒しているヌサ","警戒している","ヌサ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"警戒している洗う","警戒している","洗う","unrelated","word","word",0,NA,NA,NA,NA,NA
"警戒している警報","警戒している","警報","related","word","word",0,NA,NA,NA,NA,NA
"警笛ホイッスル","警笛","ホイッスル","related","word","word",0.928908077117072,NA,NA,NA,NA,NA
"警笛痛常","警笛","痛常","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"警笛酸素","警笛","酸素","unrelated","word","word",0.857127263182608,NA,NA,NA,NA,NA
"議会キャーム","議会","キャーム","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"議会上院","議会","上院","related","word","word",0.896635405350733,NA,NA,NA,NA,NA
"議会凍る","議会","凍る","unrelated","word","word",0,NA,NA,NA,NA,NA
"議貝グナ","議貝","グナ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"議貝注射","議貝","注射","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"議韻うそつき","議韻","うそつき","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"議韻句夬ほ","議韻","句夬ほ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"護衛する　いい","護衛する　","いい","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"護衛する　パトロール","護衛する　","パトロール","related","word","word",0,NA,NA,NA,NA,NA
"護衛する　恐ろしい","護衛する　","恐ろしい","unrelated","word","word",0,NA,NA,NA,NA,NA
"護衛同行する","護衛","同行する","related","word","word",0,NA,NA,NA,NA,NA
"護衛引く","護衛","引く","unrelated","word","word",0.923942656681284,NA,NA,NA,NA,NA
"護衛徒るスータ","護衛","徒るスータ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"豆垓知らせる","豆垓","知らせる","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"豆垓那靭い","豆垓","那靭い","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"豚肉お肉","豚肉","お肉","related","word","word",0.932874120905164,NA,NA,NA,NA,NA
"豚肉注射","豚肉","注射","unrelated","word","word",0.917307280191842,NA,NA,NA,NA,NA
"豚肉無隻腎防","豚肉","無隻腎防","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"貂賽カろほバン手","貂賽カろほ","バン手","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"貂賽カろほ裸","貂賽カろほ","裸","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"貝りにを","貝り","にを","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"貝り教授","貝り","教授","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"貝リ月光生へット","貝リ月","光生へット","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"貝リ月速い","貝リ月","速い","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"貝様インシーガ","貝様イン","シーガ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"貝様イン友達","貝様イン","友達","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"財政的に囙","財政的に","囙","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"財政的に財政","財政的に","財政","related","word","word",0,NA,NA,NA,NA,NA
"財政的に質","財政的に","質","unrelated","word","word",0,NA,NA,NA,NA,NA
"財産オーナー","財産","オーナー","related","word","word",0.819787416776412,NA,NA,NA,NA,NA
"財産回荇むさ","財産","回荇むさ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"財産天の","財産","天の","unrelated","word","word",0,NA,NA,NA,NA,NA
"貢ろ剛奪","貢ろ","剛奪","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"貢ろ手順","貢ろ","手順","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"貧しいさひ","貧しい","さひ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"貧しいリッチ","貧しい","リッチ","related","word","word",0,NA,NA,NA,NA,NA
"貧しい検査","貧しい","検査","unrelated","word","word",0,NA,NA,NA,NA,NA
"貧困困窮","貧困","困窮","related","word","word",0,NA,NA,NA,NA,NA
"貧困弸り","貧困","弸り","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"貧困火曜日","貧困","火曜日","unrelated","word","word",0.407083894768819,NA,NA,NA,NA,NA
"貫杜メム","貫杜","メム","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"貫杜音楽","貫杜","音楽","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"責任キング","責任","キング","unrelated","word","word",0.706363588337272,NA,NA,NA,NA,NA
"責任パスケット","責任","パスケット","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"責任義務","責任","義務","related","word","word",0.969941296248706,NA,NA,NA,NA,NA
"貴重なスポレット","貴重な","スポレット","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"貴重な重要な","貴重な","重要な","related","word","word",0,NA,NA,NA,NA,NA
"貴重な雰囲気","貴重な","雰囲気","unrelated","word","word",0,NA,NA,NA,NA,NA
"買うプラーナリス朴","買う","プラーナリス朴","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"買うミーティング","買う","ミーティング","unrelated","word","word",0,NA,NA,NA,NA,NA
"買う売る","買う","売る","related","word","word",0,NA,NA,NA,NA,NA
"賃金ツヲめ","賃金","ツヲめ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"賃金家賃","賃金","家賃","related","word","word",0,NA,NA,NA,NA,NA
"賃金終える","賃金","終える","unrelated","word","word",0,NA,NA,NA,NA,NA
"賄賂囚工玉鉄","賄賂","囚工玉鉄","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"賄賂恐喝","賄賂","恐喝","related","word","word",0.927597867792724,NA,NA,NA,NA,NA
"賄賂手紙","賄賂","手紙","unrelated","word","word",0.843422467419096,NA,NA,NA,NA,NA
"賓図吸血鬼","賓図","吸血鬼","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"賓図霎","賓図","霎","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"賞掻ちそ乗ピーる","賞掻ちそ","乗ピーる","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"賞掻ちそ結婚","賞掻ちそ","結婚","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"賢明な不幸","賢明な","不幸","unrelated","word","word",0,NA,NA,NA,NA,NA
"賢明な冒了","賢明な","冒了","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"賢明な知的な","賢明な","知的な","related","word","word",0,NA,NA,NA,NA,NA
"質問シュ","質問","シュ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"質問尋ねる","質問","尋ねる","related","word","word",0,NA,NA,NA,NA,NA
"質問朝","質問","朝","unrelated","word","word",0.668264490588102,NA,NA,NA,NA,NA
"赤ちゃん个","赤ちゃん","个","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"赤ちゃん子","赤ちゃん","子","related","word","word",0.796399368465705,NA,NA,NA,NA,NA
"赤ちゃん成功する","赤ちゃん","成功する","unrelated","word","word",0.69065952982477,NA,NA,NA,NA,NA
"赤安心","赤","安心","unrelated","word","word",0.555036823823439,NA,NA,NA,NA,NA
"赤該香ち","赤","該香ち","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"赤黄","赤","黄","related","word","word",0.76354699668696,NA,NA,NA,NA,NA
"走る厼かり","走る","厼かり","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"走る歩く","走る","歩く","related","word","word",0.775818607297469,NA,NA,NA,NA,NA
"走る祝祭","走る","祝祭","unrelated","word","word",0,NA,NA,NA,NA,NA
"起東のヘヨ","起東の","ヘヨ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"起東の捕食者","起東の","捕食者","nonword","nonword","word",NA,NA,NA,NA,NA,NA
