"lt_cue","lt_target","type","cue_type","target_type","lt_cosine"
"smurlomas","tvirtinga","nonword","nonword","nonword",NA
"vydėk","kiliniui","nonword","nonword","nonword",NA
"vaiztai","chyvas","nonword","nonword","nonword",NA
"pyraguls","lengrumas","nonword","nonword","nonword",NA
"trumdulys","mezingsninė","nonword","nonword","nonword",NA
"užratrūksta","visaver","nonword","nonword","nonword",NA
"šešėjant","eurisla","nonword","nonword","nonword",NA
"autogradžiui","pareiška","nonword","nonword","nonword",NA
"viešsuos","ropštiny","nonword","nonword","nonword",NA
"tiewitt","kiekkė","nonword","nonword","nonword",NA
"linksbūdinti","skystablauzdinamitas","nonword","nonword","nonword",NA
"kontcionas","blonus","nonword","nonword","nonword",NA
"psitvankos","skaitaisas","nonword","nonword","nonword",NA
"krema","plazbolas","nonword","nonword","nonword",NA
"siunki","centimedison","nonword","nonword","nonword",NA
"kišeliui","prasrė","nonword","nonword","nonword",NA
"svarstadienį","partnera","nonword","nonword","nonword",NA
"kilošėjairas","lajuo","nonword","nonword","nonword",NA
"uur","grįžnalas","nonword","nonword","nonword",NA
"viversda","bendgiškas","nonword","nonword","nonword",NA
"roliuoti","rambal","nonword","nonword","nonword",NA
"impežens","bandydžių","nonword","nonword","nonword",NA
"neįpblokštas","sveivinys","nonword","nonword","nonword",NA
"rugsėjoveržk","libų","nonword","nonword","nonword",NA
"progpionai","laisvės atėmblokšk","nonword","nonword","nonword",NA
"atsitrenkskyti","aletys","nonword","nonword","nonword",NA
"biniuoja","vikrauja","nonword","nonword","nonword",NA
"bendneta","triukštastinis","nonword","nonword","nonword",NA
"paziuoti","invójaucija","nonword","nonword","nonword",NA
"reikšpyvardis","užšviesti","nonword","nonword","nonword",NA
"prinputė","žiuja","nonword","nonword","nonword",NA
"vigrįsta","bofor","nonword","nonword","nonword",NA
"gyventojų skamėgstat","blaccija","nonword","nonword","nonword",NA
"tiatas","sureagadyti","nonword","nonword","nonword",NA
"gaukis","komedidžiuo","nonword","nonword","nonword",NA
"įkliuliucija","batasprannas","nonword","nonword","nonword",NA
"vakazachsnė","niekšymas","nonword","nonword","nonword",NA
"pocy","paratink","nonword","nonword","nonword",NA
"osown","silpgiamas","nonword","nonword","nonword",NA
"koncientas","seklas","nonword","nonword","nonword",NA
"sportiškai","akispaudu","nonword","nonword","nonword",NA
"pasiruodžiui","mainei","nonword","nonword","nonword",NA
"uoncle","kopijavikreipk","nonword","nonword","nonword",NA
"garsda","skle tai","nonword","nonword","nonword",NA
"nelaiįstaigas","mjera","nonword","nonword","nonword",NA
"sureikštotas","vabentlis","nonword","nonword","nonword",NA
"duronitrauk","alkabink","nonword","nonword","nonword",NA
"spaudėmė","linksdicinis","nonword","nonword","nonword",NA
"linksminalas","atopė","nonword","nonword","nonword",NA
"intikvarija","pasičiurkštsinimas","nonword","nonword","nonword",NA
"linksorteris","transkininkas","nonword","nonword","nonword",NA
"pagabenk","masaviem","nonword","nonword","nonword",NA
"chelm","paršviestuvė","nonword","nonword","nonword",NA
"adolleris","pasveiksskite","nonword","nonword","nonword",NA
"sprogjojimas","butekant","nonword","nonword","nonword",NA
"pavasasakėt","žinosios","nonword","nonword","nonword",NA
"dotus","riuvai","nonword","nonword","nonword",NA
"vidurdžiuotis","atsilenktti","nonword","nonword","nonword",NA
"benddžiama","ličių","nonword","nonword","nonword",NA
"artespręstas","blaškybė","nonword","nonword","nonword",NA
"draugalė","komunikakreipk","nonword","nonword","nonword",NA
"rūgęs","maiva","nonword","nonword","nonword",NA
"tieįžvelginė","netriukšžininga","nonword","nonword","nonword",NA
"virukų","grietaras","nonword","nonword","nonword",NA
"paukšrakteris","plečia","nonword","nonword","nonword",NA
"lojaludžiui","vaisvarstojas","nonword","nonword","nonword",NA
"tvarkaba","sūnėliui","nonword","nonword","nonword",NA
"birželio birželiskriaust","sikrušininkas","nonword","nonword","nonword",NA
"kaschindlerija","sielgti","nonword","nonword","nonword",NA
"radidžią","implauk","nonword","nonword","nonword",NA
"fiknue","žvelgtinimas","nonword","nonword","nonword",NA
"bikos","polititrauk","nonword","nonword","nonword",NA
"šablo","tamirštas","nonword","nonword","nonword",NA
"patovaiz","trauktinimas","nonword","nonword","nonword",NA
"liškus","oro uokels","nonword","nonword","nonword",NA
"taiptis","tvirtingas","nonword","nonword","nonword",NA
"popna","prisitraukti","nonword","nonword","nonword",NA
"buotas","lavoriuk","nonword","nonword","nonword",NA
"austti","sūkiu","nonword","nonword","nonword",NA
"reikšdinimas","kalsvarstojas","nonword","nonword","nonword",NA
"tampliena","praskaidrintikėtina","nonword","nonword","nonword",NA
"iškviesgoti","pasivaikščiojisikrušk","nonword","nonword","nonword",NA
"rėp","semtas","nonword","nonword","nonword",NA
"evaka","pomidosiems","nonword","nonword","nonword",NA
"ceciottas","dili","nonword","nonword","nonword",NA
"priesin","ilt","nonword","nonword","nonword",NA
"seminadžent","priešlininkas","nonword","nonword","nonword",NA
"liūdti","vakarėtrauk","nonword","nonword","nonword",NA
"amtdy","siaustas","nonword","nonword","nonword",NA
"knick","inkorupcija","nonword","nonword","nonword",NA
"tiestas","sankostka","nonword","nonword","nonword",NA
"vasiautė","atlyvaut","nonword","nonword","nonword",NA
"federalitraukt","sužalojikreipk","nonword","nonword","nonword",NA
"pulsa","įmantkelis","nonword","nonword","nonword",NA
"gendų","jungtiškai","nonword","nonword","nonword",NA
"sillė","įstomas","nonword","nonword","nonword",NA
"pleja","treadministracinis vadovas","nonword","nonword","nonword",NA
"stengtoletas","brinis","nonword","nonword","nonword",NA
"sherersk","džiamija","nonword","nonword","nonword",NA
"atleididžiuo","išdavidžiui","nonword","nonword","nonword",NA
"liudė","fotogradžiui","nonword","nonword","nonword",NA
"frotas","šlykšlininkas","nonword","nonword","nonword",NA
"viminsimenė","idioti","nonword","nonword","nonword",NA
"bachū","pusrysler","nonword","nonword","nonword",NA
"milijoniestengt","cigabenk","nonword","nonword","nonword",NA
"greismininkas","patvirlis","nonword","nonword","nonword",NA
"sustaigmenas","ketinifique","nonword","nonword","nonword",NA
"kingmenys","spalioreis","nonword","nonword","nonword",NA
"dmittuvas","ruosia","nonword","nonword","nonword",NA
"tyrikiuo","palakstė","nonword","nonword","nonword",NA
"smhah","žvaigžporacija","nonword","nonword","nonword",NA
"vanok","demošniukštija","nonword","nonword","nonword",NA
"terštas","atnaupastumkite","nonword","nonword","nonword",NA
"gysilpna","senamiui","nonword","nonword","nonword",NA
"organiskleisti","kovotonight","nonword","nonword","nonword",NA
"paraiska","savairuok","nonword","nonword","nonword",NA
"smanas","finanjing","nonword","nonword","nonword",NA
"kasšimt","materėčiostika","nonword","nonword","nonword",NA
"atsiskirsti","sukrikštyti","nonword","nonword","nonword",NA
"klyrus","vyriausykiais","nonword","nonword","nonword",NA
"žiūris","alper","nonword","nonword","nonword",NA
"televenstpas","intriukšmacija","nonword","nonword","nonword",NA
"mėnusteb","prikel","nonword","nonword","nonword",NA
"arserins","venau","nonword","nonword","nonword",NA
"paplauti","trauklių","nonword","nonword","nonword",NA
"žodydžio","informatonetton","nonword","nonword","nonword",NA
"lošiniuo","kaklastengtis","nonword","nonword","nonword",NA
"pieley","pakvaišpa","nonword","nonword","nonword",NA
"nuliaiti","muįstojus","nonword","nonword","nonword",NA
"plakga","beimantis","nonword","nonword","nonword",NA
"staikis","dirbnika","nonword","nonword","nonword",NA
"nesprogdingas","įspyrėje","nonword","nonword","nonword",NA
"linksbėjimas","tonės","nonword","nonword","nonword",NA
"tumos","minkštegija","nonword","nonword","nonword",NA
"modergeld","sprunkarinis jūrų laivynas","nonword","nonword","nonword",NA
"leedvinas","senatojungt","nonword","nonword","nonword",NA
"poliurbis","priebėti","nonword","nonword","nonword",NA
"patarkti","liautas","nonword","nonword","nonword",NA
"atpjaustyje","krikštacija","nonword","nonword","nonword",NA
"neteisėdžiui","hebdas","nonword","nonword","nonword",NA
"puht","ziaupukas","nonword","nonword","nonword",NA
"pažosiuos","bamas","nonword","nonword","nonword",NA
"vaizta","atsakydžiui","nonword","nonword","nonword",NA
"adekvatikimybė","benddyti","nonword","nonword","nonword",NA
"kasyk","nešvanmė","nonword","nonword","nonword",NA
"blontis","tyrėliui","nonword","nonword","nonword",NA
"nekreipnomas","ištikibirkš","nonword","nonword","nonword",NA
"siaurolė","ryšras","nonword","nonword","nonword",NA
"sulas","amalys","nonword","nonword","nonword",NA
"siausnomenon","manipuliuokiteneriūkš","nonword","nonword","nonword",NA
"nolio","žiuodalas","nonword","nonword","nonword",NA
"atsakydžiui","mutvarka","nonword","nonword","nonword",NA
"subtikint","končiuotas","nonword","nonword","nonword",NA
"antdfordas","įkalba","nonword","nonword","nonword",NA
"mečiauklė","aliarresija","nonword","nonword","nonword",NA
"kūzuo","roegoistiškas","nonword","nonword","nonword",NA
"pn","pašatraukti","nonword","nonword","nonword",NA
"oux","reįžvelgija","nonword","nonword","nonword",NA
"pisros","bejėzaus","nonword","nonword","nonword",NA
"narit","prireiksti","nonword","nonword","nonword",NA
"lūpų driuos","kraštys","nonword","nonword","nonword",NA
"xon","žaivils","nonword","nonword","nonword",NA
"prekės žetrėkš","plastinis","nonword","nonword","nonword",NA
"morra","tėjot","nonword","nonword","nonword",NA
"berkmentas","speciatrauktas","nonword","nonword","nonword",NA
"leena","drumsčiavimas","nonword","nonword","nonword",NA
"juodrauga","laidraugas","nonword","nonword","nonword",NA
"stoprišla","sraigmas","nonword","nonword","nonword",NA
"biuegiptas","resraigtatas","nonword","nonword","nonword",NA
"džakas","pokesler","nonword","nonword","nonword",NA
"galutitrauk","vitvarkai","nonword","nonword","nonword",NA
"skraiskite","luotas","nonword","nonword","nonword",NA
"persė","kiltis","nonword","nonword","nonword",NA
"gesys","trie","nonword","nonword","nonword",NA
"jubiliedžiau","linksgakmenis","nonword","nonword","nonword",NA
"karnavaziuok","sekma","nonword","nonword","nonword",NA
"tuviu","girstas","nonword","nonword","nonword",NA
"dužan","pasiellas","nonword","nonword","nonword",NA
"seg","plakgūnai","nonword","nonword","nonword",NA
"sumušikniui","susijaudidžiuiė","nonword","nonword","nonword",NA
"pasprukskinimas","tratoi","nonword","nonword","nonword",NA
"viešin","medasopranas","nonword","nonword","nonword",NA
"kelpas","tripuoštis","nonword","nonword","nonword",NA
"prietyba","molūš","nonword","nonword","nonword",NA
"benddymas","viduriam","nonword","nonword","nonword",NA
"vyskučiuo","pyklė","nonword","nonword","nonword",NA
"įstosas","andlus","nonword","nonword","nonword",NA
"knikas","chistas","nonword","nonword","nonword",NA
"spėvo","vaišink","nonword","nonword","nonword",NA
"trofėsiai","teisėdžiu","nonword","nonword","nonword",NA
"ambasadobuklai","aktovaiz","nonword","nonword","nonword",NA
"seminadžent","skiapelsi","nonword","nonword","nonword",NA
"zoologijos stakliui","žmosių","nonword","nonword","nonword",NA
"dinta","plisas","nonword","nonword","nonword",NA
"skučia","plokšterija","nonword","nonword","nonword",NA
"supjauti","serva","nonword","nonword","nonword",NA
"rūgšnija","aikšpingas","nonword","nonword","nonword",NA
"akintas","darsvarstojas","nonword","nonword","nonword",NA
"eksšauktas","teižvalgai","nonword","nonword","nonword",NA
"grožėk","savanorištrenks","nonword","nonword","nonword",NA
"sekretosakėt","kursiai","nonword","nonword","nonword",NA
"olanlys","verly","nonword","nonword","nonword",NA
"priebėti","tikniu","nonword","nonword","nonword",NA
"gažvelgtija","muzispręstas","nonword","nonword","nonword",NA
"stultantis","tyrei","nonword","nonword","nonword",NA
"kokiaiscinė","pašventa","nonword","nonword","nonword",NA
"stentalas","žingsnos","nonword","nonword","nonword",NA
"surdas","kreipkinėti","nonword","nonword","nonword",NA
"daplasti","apkatraukti","nonword","nonword","nonword",NA
"tarpcesė","blaitema","nonword","nonword","nonword",NA
"nusitrauksdimas","įjunperis","nonword","nonword","nonword",NA
"kramti","kaklastengtis","nonword","nonword","nonword",NA
"parąstga","kemko","nonword","nonword","nonword",NA
"taisyklių taisygniaužk","autobučiuot","nonword","nonword","nonword",NA
"bešlykštybė","šontis","nonword","nonword","nonword",NA
"žudidžia","skleistas","nonword","nonword","nonword",NA
"atlaužti","vykom","nonword","nonword","nonword",NA
"švievių","šlykšnalistas","nonword","nonword","nonword",NA
"bertvarkai","sprenrumentas","nonword","nonword","nonword",NA
"kąa","profesodexho","nonword","nonword","nonword",NA
"praskaidrintipiškas","vaplasti","nonword","nonword","nonword",NA
"kūrikiuo","aptelk","nonword","nonword","nonword",NA
"dynėj","žuron","nonword","nonword","nonword",NA
"situfornlja","šlykštoranas","nonword","nonword","nonword",NA
"slaptinga","inforkreipti","nonword","nonword","nonword",NA
"pralinkskimas","elektdenilis","nonword","nonword","nonword",NA
"sluoksvilegija","pudy","nonword","nonword","nonword",NA
"sėx","pulsa","nonword","nonword","nonword",NA
"kataliniams","švaistotipas","nonword","nonword","nonword",NA
"pavyniok","scns","nonword","nonword","nonword",NA
"apdraustimas","įvykdėti","nonword","nonword","nonword",NA
"matnus","sulkis","nonword","nonword","nonword",NA
"patikink","pratičiuok","nonword","nonword","nonword",NA
"nančias","masktynės","nonword","nonword","nonword",NA
"jingus","laužtimas","nonword","nonword","nonword",NA
"disonas","dovanojikreipk","nonword","nonword","nonword",NA
"patikspausti","žvaigžkybininkas","nonword","nonword","nonword",NA
"seinas","įstaigamasis","nonword","nonword","nonword",NA
"ingtas","sluokslestingumas","nonword","nonword","nonword",NA
"dalyvavikreipk","sentas","nonword","nonword","nonword",NA
"eliolėtė","žiurcinis","nonword","nonword","nonword",NA
"žingas","greithy","nonword","nonword","nonword",NA
"iščiulpsrinėti","vaikšriniai","nonword","nonword","nonword",NA
"elektcepcija","angkus","nonword","nonword","nonword",NA
"finansišsiems","pačiulpkkinkite","nonword","nonword","nonword",NA
"kompačirš","paskamversitetas","nonword","nonword","nonword",NA
"vimb","pliaukštamoji dalis","nonword","nonword","nonword",NA
"dubja","nykšzodas","nonword","nonword","nonword",NA
"plaugeris","absurstraikas","nonword","nonword","nonword",NA
"liavė","nugalėtokreipk","nonword","nonword","nonword",NA
"tovna","sulolefield","nonword","nonword","nonword",NA
"įkurlodė","sutriušdyti","nonword","nonword","nonword",NA
"stipkonas","skrebu","nonword","nonword","nonword",NA
"roalą","dipvė","nonword","nonword","nonword",NA
"įtarrybė","tašy","nonword","nonword","nonword",NA
"od","keras","nonword","nonword","nonword",NA
"našes","akprastas","nonword","nonword","nonword",NA
"bruchi","nusivylikreipk","nonword","nonword","nonword",NA
"bankinintuiruotė","dalygint","nonword","nonword","nonword",NA
"išvynakai","pasielgtinti","nonword","nonword","nonword",NA
"ketnos","nistrus","nonword","nonword","nonword",NA
"kranga","patikibirkš","nonword","nonword","nonword",NA
"igove","flirpire","nonword","nonword","nonword",NA
"skučia","suaukšti","nonword","nonword","nonword",NA
"kriauktus","prasiunti","nonword","nonword","nonword",NA
"prokrautas","žiplasti","nonword","nonword","nonword",NA
"nusprenti","spinšymas","nonword","nonword","nonword",NA
"rakpa","nebras","nonword","nonword","nonword",NA
"neklauli","kingslininkas","nonword","nonword","nonword",NA
"zomchų","ranvėj","nonword","nonword","nonword",NA
