es_cue,es_target,type,cue_type,target_type,es_cosine
primesu,tricer,nonword,nonword,nonword,
ingolino,acrier,nonword,nonword,nonword,
ijeltabilidad,aprinalina,nonword,nonword,nonword,
combesivo,caflitera,nonword,nonword,nonword,
perclotir,senlinse,nonword,nonword,nonword,
cedanto,pevacula,nonword,nonword,nonword,
pilémide,epaficar,nonword,nonword,nonword,
maguridad,tracumiento,nonword,nonword,nonword,
motura,retatir,nonword,nonword,nonword,
agoralencia,duerte,nonword,nonword,nonword,
fei,combusneble,nonword,nonword,nonword,
dastar,confucuencia,nonword,nonword,nonword,
lepid,delimueso,nonword,nonword,nonword,
ter,siemfal,nonword,nonword,nonword,
fuene,fañuso,nonword,nonword,nonword,
ogulcer,labi,nonword,nonword,nonword,
simdamente,resión,nonword,nonword,nonword,
sarfusto,derrorte,nonword,nonword,nonword,
opu,esnapendio,nonword,nonword,nonword,
dabrir,devurminación,nonword,nonword,nonword,
nimora,niludar,nonword,nonword,nonword,
cácira,codraté,nonword,nonword,nonword,
varida,parute,nonword,nonword,nonword,
lenmimente,actiler,nonword,nonword,nonword,
contesvio,decladoción,nonword,nonword,nonword,
puenfu,dorfentorio,nonword,nonword,nonword,
dolpiración,chelpido,nonword,nonword,nonword,
fruche,aleglea,nonword,nonword,nonword,
oure,desñeción,nonword,nonword,nonword,
lapuo,saír,nonword,nonword,nonword,
ciprol,otopa,nonword,nonword,nonword,
ura,acigo,nonword,nonword,nonword,
espioduje,pasalelte,nonword,nonword,nonword,
esdadiante,exeísta,nonword,nonword,nonword,
quísaca,graufesar,nonword,nonword,nonword,
alcofin,ader,nonword,nonword,nonword,
clinde,reiga,nonword,nonword,nonword,
pasaniro,biducir,nonword,nonword,nonword,
ticharón,asostoso,nonword,nonword,nonword,
rinior,caglella,nonword,nonword,nonword,
condrelar,armagón,nonword,nonword,nonword,
decratir,avancia,nonword,nonword,nonword,
asosquía,eñapar,nonword,nonword,nonword,
hechillón,bagura,nonword,nonword,nonword,
lijuertad,afengancia,nonword,nonword,nonword,
adsantencia,arrontar,nonword,nonword,nonword,
anku,reiltro,nonword,nonword,nonword,
cieta,vodqo,nonword,nonword,nonword,
fiura,emballo,nonword,nonword,nonword,
internafenal,chafiota,nonword,nonword,nonword,
conticir,intuidud,nonword,nonword,nonword,
urboncia,artitacial,nonword,nonword,nonword,
abosuedo,evocinación,nonword,nonword,nonword,
runtola,abentonar,nonword,nonword,nonword,
chisga,masvioso,nonword,nonword,nonword,
gisto,adero,nonword,nonword,nonword,
embadinar,heriz,nonword,nonword,nonword,
eñapo,mamio,nonword,nonword,nonword,
revefución,prínsarpe,nonword,nonword,nonword,
elifonar,cuarpu,nonword,nonword,nonword,
miño,faema,nonword,nonword,nonword,
ruir,erangía,nonword,nonword,nonword,
chovidar,delinfloste,nonword,nonword,nonword,
repinocer,abuesa,nonword,nonword,nonword,
camulico,getoralmente,nonword,nonword,nonword,
maspelino,coplosión,nonword,nonword,nonword,
fiyecto,temdosano,nonword,nonword,nonword,
quikar,trimoc,nonword,nonword,nonword,
petudilla,buetbol,nonword,nonword,nonword,
arrieskedo,retagión,nonword,nonword,nonword,
admilestración,gaijo,nonword,nonword,nonword,
pecura,podesto,nonword,nonword,nonword,
termicor,micusterio,nonword,nonword,nonword,
ucadad,grusis,nonword,nonword,nonword,
beza,invermir,nonword,nonword,nonword,
gemirador,fedegroción,nonword,nonword,nonword,
zuventud,enfintrar,nonword,nonword,nonword,
crelir,enafirado,nonword,nonword,nonword,
atruja,parasirmal,nonword,nonword,nonword,
tipresa,vemido,nonword,nonword,nonword,
saduz,hacona,nonword,nonword,nonword,
amutico,hutario,nonword,nonword,nonword,
velba,orifu,nonword,nonword,nonword,
froro,ocija,nonword,nonword,nonword,
alliar,combactamente,nonword,nonword,nonword,
cacer,añol,nonword,nonword,nonword,
bafea,hetable,nonword,nonword,nonword,
juzcredo,obtanvar,nonword,nonword,nonword,
pofraza,fruntillo,nonword,nonword,nonword,
esnado,fergrama,nonword,nonword,nonword,
promísito,melgo,nonword,nonword,nonword,
demernar,jobin,nonword,nonword,nonword,
miblicidad,clombre,nonword,nonword,nonword,
langanza,rinudo,nonword,nonword,nonword,
ferso,disfleto,nonword,nonword,nonword,
lurprar,jerinte,nonword,nonword,nonword,
comidrón,pab,nonword,nonword,nonword,
rechitero,ojecina,nonword,nonword,nonword,
porfrugrafía,pracolate,nonword,nonword,nonword,
charnético,conranto,nonword,nonword,nonword,
acou,cicañor,nonword,nonword,nonword,
ahonas,ploga,nonword,nonword,nonword,
berar,enmalada,nonword,nonword,nonword,
itrosia,nior,nonword,nonword,nonword,
tedigrama,vintival,nonword,nonword,nonword,
fuejan,domasgo,nonword,nonword,nonword,
chodito,confelmar,nonword,nonword,nonword,
girmona,goño,nonword,nonword,nonword,
rasia,cenastial,nonword,nonword,nonword,
antífuto,gorgal,nonword,nonword,nonword,
vefláculo,peyu,nonword,nonword,nonword,
trudo,persusto,nonword,nonword,nonword,
lurencia,flispán,nonword,nonword,nonword,
drico,artisiría,nonword,nonword,nonword,
mescultad,sevido,nonword,nonword,nonword,
espaptar,gresmo,nonword,nonword,nonword,
inogunte,obstrumento,nonword,nonword,nonword,
Regisflan,agradevor,nonword,nonword,nonword,
fezón,ubimición,nonword,nonword,nonword,
adrello,evancicio,nonword,nonword,nonword,
diales,osmitente,nonword,nonword,nonword,
corayo,ruezta,nonword,nonword,nonword,
banmura,danedor,nonword,nonword,nonword,
trof,colluoto,nonword,nonword,nonword,
lisme,liríodo,nonword,nonword,nonword,
fulsión,duarco,nonword,nonword,nonword,
delbitación,fecsión,nonword,nonword,nonword,
perpin,allesor,nonword,nonword,nonword,
carila,puslar,nonword,nonword,nonword,
boc,incañid,nonword,nonword,nonword,
nicha,samilite,nonword,nonword,nonword,
confutiempo,cumpleaca,nonword,nonword,nonword,
cafin,tempedotura,nonword,nonword,nonword,
hento,cárpil,nonword,nonword,nonword,
drave,omeción,nonword,nonword,nonword,
dobus,cesenterio,nonword,nonword,nonword,
critonal,emotuinal,nonword,nonword,nonword,
fis,mediofrea,nonword,nonword,nonword,
esdijismo,interesango,nonword,nonword,nonword,
maratrelloso,cimelización,nonword,nonword,nonword,
fenótono,getriroso,nonword,nonword,nonword,
cochir,oxiluno,nonword,nonword,nonword,
pezi,perticar,nonword,nonword,nonword,
pioz,tomovía,nonword,nonword,nonword,
cepuza,unipleme,nonword,nonword,nonword,
ingedio,aperoso,nonword,nonword,nonword,
luse,racomente,nonword,nonword,nonword,
caulo,pamu,nonword,nonword,nonword,
diyelma,fagulia,nonword,nonword,nonword,
gumbre,emansodio,nonword,nonword,nonword,
arrante,greja,nonword,nonword,nonword,
desatridable,banlar,nonword,nonword,nonword,
condisto,fetrimonio,nonword,nonword,nonword,
reemdezar,cosangio,nonword,nonword,nonword,
lues,galomxia,nonword,nonword,nonword,
contoma,pulred,nonword,nonword,nonword,
vifus,fesicio,nonword,nonword,nonword,
pandifón,agoracente,nonword,nonword,nonword,
mokrino,biocágico,nonword,nonword,nonword,
reibe,medes,nonword,nonword,nonword,
apopto,timtra,nonword,nonword,nonword,
alisinto,preparagu,nonword,nonword,nonword,
nuerra,peximo,nonword,nonword,nonword,
chibilitar,disgrenta,nonword,nonword,nonword,
blápico,conmirencia,nonword,nonword,nonword,
Marku,brenchador,nonword,nonword,nonword,
grasta,produztario,nonword,nonword,nonword,
selui,pilohu,nonword,nonword,nonword,
teru,nitar,nonword,nonword,nonword,
explifución,corada,nonword,nonword,nonword,
fimo,amposa,nonword,nonword,nonword,
ticreto,inlesmación,nonword,nonword,nonword,
folta,corotil,nonword,nonword,nonword,
cakirote,refudal,nonword,nonword,nonword,
crubida,tráseco,nonword,nonword,nonword,
casnogar,comsidor,nonword,nonword,nonword,
marachun,gigro,nonword,nonword,nonword,
rilo,olzito,nonword,nonword,nonword,
hucicán,flueno,nonword,nonword,nonword,
llebiana,nucil,nonword,nonword,nonword,
plaraiso,inefrodad,nonword,nonword,nonword,
melabra,arripo,nonword,nonword,nonword,
linopeda,caurre,nonword,nonword,nonword,
comparmación,grateción,nonword,nonword,nonword,
plólido,técdoca,nonword,nonword,nonword,
lusor,absortan,nonword,nonword,nonword,
bulicitar,glintro,nonword,nonword,nonword,
pezuedo,golarno,nonword,nonword,nonword,
renizar,atadro,nonword,nonword,nonword,
venquero,túvil,nonword,nonword,nonword,
padelico,comfrato,nonword,nonword,nonword,
hierlar,sueda,nonword,nonword,nonword,
alitritar,temdarizador,nonword,nonword,nonword,
luoga,aloz,nonword,nonword,nonword,
imonía,voruste,nonword,nonword,nonword,
ecogir,amarsejar,nonword,nonword,nonword,
febergue,didorente,nonword,nonword,nonword,
sepiestrador,regara,nonword,nonword,nonword,
verbro,quimarero,nonword,nonword,nonword,
ranasta,calnelar,nonword,nonword,nonword,
poñita,pofredo,nonword,nonword,nonword,
tedar,espadiati,nonword,nonword,nonword,
procaner,badi,nonword,nonword,nonword,
mafina,Watfru,nonword,nonword,nonword,
dalso,tradejo,nonword,nonword,nonword,
hilt,ransaje,nonword,nonword,nonword,
deplichar,inspleración,nonword,nonword,nonword,
falganta,estanit,nonword,nonword,nonword,
adispar,drimoso,nonword,nonword,nonword,
oflaración,felio,nonword,nonword,nonword,
litejemente,sajop,nonword,nonword,nonword,
semaño,estracialista,nonword,nonword,nonword,
prusno,mansigna,nonword,nonword,nonword,
cotroína,cecrímetro,nonword,nonword,nonword,
cadillería,sofombra,nonword,nonword,nonword,
éplito,peditru,nonword,nonword,nonword,
reble,fanvístico,nonword,nonword,nonword,
cerantía,vijumina,nonword,nonword,nonword,
buntada,desgrirción,nonword,nonword,nonword,
corecha,prenmo,nonword,nonword,nonword,
canquido,cotie,nonword,nonword,nonword,
mion,astiroso,nonword,nonword,nonword,
diatroa,flono,nonword,nonword,nonword,
esduvo,hechitoma,nonword,nonword,nonword,
permel,políticasuste,nonword,nonword,nonword,
gunto,tailmo,nonword,nonword,nonword,
sunia,reacrinta,nonword,nonword,nonword,
empital,tinvenio,nonword,nonword,nonword,
ruibe,miolgado,nonword,nonword,nonword,
fradianoche,donda,nonword,nonword,nonword,
gorre,marcis,nonword,nonword,nonword,
Rionwich,perleme,nonword,nonword,nonword,
sefidario,lefida,nonword,nonword,nonword,
inmusión,mevera,nonword,nonword,nonword,
cinca,resterio,nonword,nonword,nonword,
jidarse,terat,nonword,nonword,nonword,
arinte,madiche,nonword,nonword,nonword,
apraña,armosea,nonword,nonword,nonword,
prulo,siltuto,nonword,nonword,nonword,
discurva,enodedo,nonword,nonword,nonword,
mésado,cofinso,nonword,nonword,nonword,
inquencia,párrapu,nonword,nonword,nonword,
coplena,oey,nonword,nonword,nonword,
solbindo,tup,nonword,nonword,nonword,
cancadad,sevira,nonword,nonword,nonword,
giolarín,batallez,nonword,nonword,nonword,
daquerir,calinez,nonword,nonword,nonword,
jidio,sasi,nonword,nonword,nonword,
utro,zo,nonword,nonword,nonword,
rojat,lerco,nonword,nonword,nonword,
inmifenso,pertífico,nonword,nonword,nonword,
softiun,acuntar,nonword,nonword,nonword,
buca,laperto,nonword,nonword,nonword,
osia,riquemu,nonword,nonword,nonword,
opfemista,convuerto,nonword,nonword,nonword,
foin,polne,nonword,nonword,nonword,
freriginal,mandanimiento,nonword,nonword,nonword,
bolmallo,sontiroso,nonword,nonword,nonword,
jusignia,callezal,nonword,nonword,nonword,
matru,donaciad,nonword,nonword,nonword,
estólengo,sentullo,nonword,nonword,nonword,
driqueado,fimer,nonword,nonword,nonword,
condarencia,ziato,nonword,nonword,nonword,
fusillemiento,sucarior,nonword,nonword,nonword,
iretil,sofetario,nonword,nonword,nonword,
stalo,bemportante,nonword,nonword,nonword,
pañicio,puergu,nonword,nonword,nonword,
fábridi,inmarción,nonword,nonword,nonword,
octra,inquiemol,nonword,nonword,nonword,
dalreír,pertaña,nonword,nonword,nonword,
zarrón,empulcación,nonword,nonword,nonword,
fragmensu,síntrime,nonword,nonword,nonword,
carabre,juvo,nonword,nonword,nonword,
confracto,telédano,nonword,nonword,nonword,
cambiña,misder,nonword,nonword,nonword,
frideo,imbertancia,nonword,nonword,nonword,
meños,mestido,nonword,nonword,nonword,
foy,cetor,nonword,nonword,nonword,
oporchinidad,vapruna,nonword,nonword,nonword,
romu,alfierzo,nonword,nonword,nonword,
hulometro,ficrelizar,nonword,nonword,nonword,
candimeto,corgron,nonword,nonword,nonword,
clasimente,liriodista,nonword,nonword,nonword,
flive,coternicación,nonword,nonword,nonword,
tanolje,ráfado,nonword,nonword,nonword,
resulbido,prokusional,nonword,nonword,nonword,
cempo,banro,nonword,nonword,nonword,
espeñenza,priforio,nonword,nonword,nonword,
crevo,poteza,nonword,nonword,nonword,
dor,voritariamente,nonword,nonword,nonword,
flindedor,veplotar,nonword,nonword,nonword,
combiñía,nei,nonword,nonword,nonword,
polialar,catier,nonword,nonword,nonword,
mexi,darestián,nonword,nonword,nonword,
miclo,zaiso,nonword,nonword,nonword,
atemodor,amílisis,nonword,nonword,nonword,
famuelidad,polítimu,nonword,nonword,nonword,
vencina,reberar,nonword,nonword,nonword,
apuesmes,an,nonword,nonword,nonword,
depuer,ceretenia,nonword,nonword,nonword,
infipacidad,cocidia,nonword,nonword,nonword,
inmosticia,mariciro,nonword,nonword,nonword,
precan,salatur,nonword,nonword,nonword,
frediacia,vuechir,nonword,nonword,nonword,
drinio,devoyar,nonword,nonword,nonword,
filtor,brul,nonword,nonword,nonword,
rilco,aninecer,nonword,nonword,nonword,
piorte,falmiga,nonword,nonword,nonword,
wello,refregnante,nonword,nonword,nonword,
rulu,bliatividad,nonword,nonword,nonword,
pínfil,vefrucidad,nonword,nonword,nonword,
fuloro,dequinción,nonword,nonword,nonword,
lapulación,revisdo,nonword,nonword,nonword,
abura,vañiso,nonword,nonword,nonword,
acustir,trovu,nonword,nonword,nonword,
atesozaje,hechidaro,nonword,nonword,nonword,
expetrente,mesta,nonword,nonword,nonword,
colonte,siemfal,nonword,nonword,nonword,
multitán,prema,nonword,nonword,nonword,
dihén,frublema,nonword,nonword,nonword,
siespo,extrabel,nonword,nonword,nonword,
pusa,estidi,nonword,nonword,nonword,
hincelente,mosator,nonword,nonword,nonword,
guvio,efantricidad,nonword,nonword,nonword,
horisdicción,gelte,nonword,nonword,nonword,
intarior,himana,nonword,nonword,nonword,
cabuna,guecinro,nonword,nonword,nonword,
gillor,tersaparición,nonword,nonword,nonword,
ablonder,combuñero,nonword,nonword,nonword,
Parúfico,sapoda,nonword,nonword,nonword,
plutal,íncazo,nonword,nonword,nonword,
ploación,bléstico,nonword,nonword,nonword,
todir,desaleno,nonword,nonword,nonword,
corpi,psicolómuco,nonword,nonword,nonword,
apoble,sodado,nonword,nonword,nonword,
tion,plembriento,nonword,nonword,nonword,
ingeflo,vuntar,nonword,nonword,nonword,
cofintario,epocación,nonword,nonword,nonword,
remengiado,fredenal,nonword,nonword,nonword,
brompa,niflo,nonword,nonword,nonword,
conciel,joneral,nonword,nonword,nonword,
derano,damántico,nonword,nonword,nonword,
esvilada,esglechar,nonword,nonword,nonword,
jonzana,figocio,nonword,nonword,nonword,
lemaga,combander,nonword,nonword,nonword,
jestáculo,indistigador,nonword,nonword,nonword,
secuesmen,pafe,nonword,nonword,nonword,
fremavera,atinda,nonword,nonword,nonword,
mamusafle,bumesa,nonword,nonword,nonword,
abare,pemur,nonword,nonword,nonword,
posfu,inte,nonword,nonword,nonword,
hablioteca,deciener,nonword,nonword,nonword,
sevordo,exatirar,nonword,nonword,nonword,
enaulibrio,sotuno,nonword,nonword,nonword,
toblia,tisferir,nonword,nonword,nonword,
astronaugo,algolde,nonword,nonword,nonword,
hercionario,inmulmante,nonword,nonword,nonword,
ogrosto,sombreda,nonword,nonword,nonword,
ripri,tienvo,nonword,nonword,nonword,
zalo,crafeo,nonword,nonword,nonword,
guda,gunor,nonword,nonword,nonword,
faju,anullido,nonword,nonword,nonword,
sepuer,cealla,nonword,nonword,nonword,
sindear,eñapo,nonword,nonword,nonword,
pemun,quigar,nonword,nonword,nonword,
vuo,fuoto,nonword,nonword,nonword,
ingedioro,izterda,nonword,nonword,nonword,
glerar,flomen,nonword,nonword,nonword,
nersia,pital,nonword,nonword,nonword,
diperto,Funus,nonword,nonword,nonword,
ducretario,bragenitor,nonword,nonword,nonword,
dicurto,dracantil,nonword,nonword,nonword,
confrocto,mezpru,nonword,nonword,nonword,
bicesario,pesulzo,nonword,nonword,nonword,
imbrociainto,garar,nonword,nonword,nonword,
frabido,cortritación,nonword,nonword,nonword,
napel,sedincionar,nonword,nonword,nonword,
mapristad,especonante,nonword,nonword,nonword,
inrostigación,baraba,nonword,nonword,nonword,
vonancia,repuleción,nonword,nonword,nonword,
refantino,rotulla,nonword,nonword,nonword,
bovilegio,esnirtura,nonword,nonword,nonword,
canetal,extratemuistre,nonword,nonword,nonword,
crotar,miselacordia,nonword,nonword,nonword,
cleneta,asisdancia,nonword,nonword,nonword,
tanbre,arzol,nonword,nonword,nonword,
molismento,apesación,nonword,nonword,nonword,
camiel,sitamcio,nonword,nonword,nonword,
inbortria,frelma,nonword,nonword,nonword,
miempla,cacial,nonword,nonword,nonword,
tencario,munbe,nonword,nonword,nonword,
porju,escontir,nonword,nonword,nonword,
poz,fabo,nonword,nonword,nonword,
nazodad,esdinlla,nonword,nonword,nonword,
escoltar,broma,unrelated,word,word,0.0479877337460829
casa,calidad,unrelated,word,word,0.122151119114452
mano,maestro,unrelated,word,word,0.110757935660743
asistir,luchador,unrelated,word,word,0.103900801821687
club,amoroso,unrelated,word,word,0.116152063014681
encanto,azul,unrelated,word,word,0.145076534827937
confiar,dispositivo,unrelated,word,word,0.08604902820713
blanco,matemática,unrelated,word,word,0.147961220080865
cavar,electricidad,unrelated,word,word,0.130174811376973
miel,perspectiva,unrelated,word,word,0.0994648390400868
obispo,solitario,unrelated,word,word,0.147902000541281
carga,abducir,unrelated,word,word,0.0637446353353299
tumba,solar,unrelated,word,word,0.126499286259442
católico,metro,unrelated,word,word,0.0887456218437165
bloqueado,café,unrelated,word,word,0.100358756468174
comisión,temperatura,unrelated,word,word,0.148392292623032
navegación,puerta,unrelated,word,word,0.106586762994667
opuesto,peligro,unrelated,word,word,0.0901890811542731
progreso,tomate,unrelated,word,word,0.0614006595862348
productor,calcular,unrelated,word,word,0.100479981788025
renuncia,desagradable,unrelated,word,word,0.136935997335915
cirujano,teatro,unrelated,word,word,0.141982415400284
ventana,sacerdote,unrelated,word,word,0.104577003151225
útil,enamorado,unrelated,word,word,0.0530355708243998
describir,completo,unrelated,word,word,0.148488264255911
correo,político,unrelated,word,word,0.137955891924951
fortaleza,gato,unrelated,word,word,0.0242313128302847
niños,inversor,unrelated,word,word,0.0408642579318571
inocente,tienda,unrelated,word,word,0.104718084620099
camino,vedado,unrelated,word,word,0.12374687527128
señalar,naval,unrelated,word,word,0.096218074347182
finanzas,sugerir,unrelated,word,word,0.125091369420271
diamante,ejercicio,unrelated,word,word,0.0359690335289848
primero,billetera,unrelated,word,word,0.147734110122686
atún,invertir,unrelated,word,word,0.0970582133907368
corto,acompañar,unrelated,word,word,0.100145940005158
odio,planificación,unrelated,word,word,0.130118391636658
servicio,mapache,unrelated,word,word,0.112492763778301
