"cs_target","cs_cue","type","target_type","cue_type","cs_cosine"
"pouopouští","siusvědčinec","nonword","nonword","nonword",NA
"terhý","ptylo","nonword","nonword","nonword",NA
"hmsp","iang","nonword","nonword","nonword",NA
"vorům","vítězvých","nonword","nonword","nonword",NA
"otoný","žolta","nonword","nonword","nonword",NA
"omámi","svíhřbena","nonword","nonword","nonword",NA
"hříštole","teuo","nonword","nonword","nonword",NA
"dásil","dlužvení","nonword","nonword","nonword",NA
"stýka","trno","nonword","nonword","nonword",NA
"basteina","zhucha","nonword","nonword","nonword",NA
"mestřednický","rečka","nonword","nonword","nonword",NA
"plidit","ahjummatický","nonword","nonword","nonword",NA
"kouna","žedný","nonword","nonword","nonword",NA
"pogles","opratečný","nonword","nonword","nonword",NA
"uváný","důres","nonword","nonword","nonword",NA
"protat","harle","nonword","nonword","nonword",NA
"káhradní","komplicní","nonword","nonword","nonword",NA
"povdáš","rituchem","nonword","nonword","nonword",NA
"snouka","ahcá","nonword","nonword","nonword",NA
"odorý","anšit","nonword","nonword","nonword",NA
"jedhledný","hrozník","nonword","nonword","nonword",NA
"udraň","představideích","nonword","nonword","nonword",NA
"služebrech","ztráka","nonword","nonword","nonword",NA
"seuvězní","uhoře","nonword","nonword","nonword",NA
"aktivoských","krnì","nonword","nonword","nonword",NA
"dějná","zakázaslech","nonword","nonword","nonword",NA
"arr","delna","nonword","nonword","nonword",NA
"příznat","střerakter","nonword","nonword","nonword",NA
"ředikých","džáť","nonword","nonword","nonword",NA
"julichvá","střílený","nonword","nonword","nonword",NA
"guilo","porčou","nonword","nonword","nonword",NA
"harmových","navrhcích","nonword","nonword","nonword",NA
"denty","výped","nonword","nonword","nonword",NA
"důpeš","šeszat","nonword","nonword","nonword",NA
"rozkošidelný","klateb","nonword","nonword","nonword",NA
"zděkat","znatel","nonword","nonword","nonword",NA
"níus","waplankton","nonword","nonword","nonword",NA
"nestrážný","medbým","nonword","nonword","nonword",NA
"nojohnny","prokrýt","nonword","nonword","nonword",NA
"nechutmý","šťounutí","nonword","nonword","nonword",NA
"stranný","smetnost","nonword","nonword","nonword",NA
"povleč","přítomstvo","nonword","nonword","nonword",NA
"nutský","hrdn","nonword","nonword","nonword",NA
"bratraband","střípoda","nonword","nonword","nonword",NA
"mýtit","sračkain","nonword","nonword","nonword",NA
"nasáda","nesvůdný","nonword","nonword","nonword",NA
"inhračce","ochlastaminace","nonword","nonword","nonword",NA
"kujě","zázna","nonword","nonword","nonword",NA
"zakárech","trzej","nonword","nonword","nonword",NA
"vybouchrání","společkách","nonword","nonword","nonword",NA
"manstávka","inciward","nonword","nonword","nonword",NA
"mepukrle","spálo","nonword","nonword","nonword",NA
"tolikvie","katedrácita","nonword","nonword","nonword",NA
"polichvářký","ush","nonword","nonword","nonword",NA
"penězkouška","círdák","nonword","nonword","nonword",NA
"badeš","státva","nonword","nonword","nonword",NA
"nešťastpečí","chlařovat","nonword","nonword","nonword",NA
"sestupní","hotonách","nonword","nonword","nonword",NA
"hlavgance","dovodech","nonword","nonword","nonword",NA
"mysletsníš","pokři","nonword","nonword","nonword",NA
"prnáh","pyraalfreda","nonword","nonword","nonword",NA
"znamný","vrhký","nonword","nonword","nonword",NA
"zášlu","přislechlivý","nonword","nonword","nonword",NA
"kouboučník","zapovlastní","nonword","nonword","nonword",NA
"spatřící","reavzkvéta","nonword","nonword","nonword",NA
"ferzit","chranka","nonword","nonword","nonword",NA
"udeský","vyčístdač","nonword","nonword","nonword",NA
"trataktní","hledný","nonword","nonword","nonword",NA
"znervy","střednictví","nonword","nonword","nonword",NA
"dradla","trouvený","nonword","nonword","nonword",NA
"amihem","posistka","nonword","nonword","nonword",NA
"střelnost","chinusi","nonword","nonword","nonword",NA
"tulií","identečný","nonword","nonword","nonword",NA
"nelhada","kolesbič","nonword","nonword","nonword",NA
"ryboděls","zámám","nonword","nonword","nonword",NA
"odstajdou","skrzň","nonword","nonword","nonword",NA
"tulek","prograční","nonword","nonword","nonword",NA
"sečan","výtrestný","nonword","nonword","nonword",NA
"cíkum","nir","nonword","nonword","nonword",NA
"vlevo, zklam","uvolminál","nonword","nonword","nonword",NA
"popral se","dvojvovat","nonword","nonword","nonword",NA
"hetva","shres","nonword","nonword","nonword",NA
"sarři","dební","nonword","nonword","nonword",NA
"hlášek","onť","nonword","nonword","nonword",NA
"ukryjení","odron","nonword","nonword","nonword",NA
"vífou","bosže","nonword","nonword","nonword",NA
"návlastnický","komrez","nonword","nonword","nonword",NA
"odnětí svobgustus","ragla","nonword","nonword","nonword",NA
"gentlebený","christování","nonword","nonword","nonword",NA
"čince","zůstakách","nonword","nonword","nonword",NA
"drhou","pavage","nonword","nonword","nonword",NA
"vinaj","půlzvy","nonword","nonword","nonword",NA
"věakutní","dygustin","nonword","nonword","nonword",NA
"gallagherealistický","tastojník","nonword","nonword","nonword",NA
"ocitní","kootřese","nonword","nonword","nonword",NA
"čarosestřenice","kokní","nonword","nonword","nonword",NA
"usvědlující","nánis","nonword","nonword","nonword",NA
"ijď","séděl","nonword","nonword","nonword",NA
"vůlán","mýnea","nonword","nonword","nonword",NA
"kurna","kusara","nonword","nonword","nonword",NA
"umhu","likos","nonword","nonword","nonword",NA
"zastrůjce","bohle","nonword","nonword","nonword",NA
"obrovnost","huripley","nonword","nonword","nonword",NA
"sestřična","konlark","nonword","nonword","nonword",NA
"inaranžmátor","vzdálesbič","nonword","nonword","nonword",NA
"souoznámí","rnc","nonword","nonword","nonword",NA
"ďálan","kemptom","nonword","nonword","nonword",NA
"vyzkoušit","šišlí","nonword","nonword","nonword",NA
"dvojvola","vyř","nonword","nonword","nonword",NA
"zálín","koby","nonword","nonword","nonword",NA
"trukce","decka","nonword","nonword","nonword",NA
"eneršený","prožák","nonword","nonword","nonword",NA
"ropřesný","pustér","nonword","nonword","nonword",NA
"vstanický","caeřád","nonword","nonword","nonword",NA
"erk","senple","nonword","nonword","nonword",NA
"čejížďce","ducím","nonword","nonword","nonword",NA
"kapetent","kamkrů","nonword","nonword","nonword",NA
"smrace","vlouní","nonword","nonword","nonword",NA
"urychný","častnit","nonword","nonword","nonword",NA
"ošera","mustangulování","nonword","nonword","nonword",NA
"glorenční","poøáť","nonword","nonword","nonword",NA
"huslušník","říček","nonword","nonword","nonword",NA
"vidtrackka","z nmus","nonword","nonword","nonword",NA
"utoní","ush","nonword","nonword","nonword",NA
"chele","připlet","nonword","nonword","nonword",NA
"hluby","antarkna","nonword","nonword","nonword",NA
"intefrastruktuální","parlajdeš","nonword","nonword","nonword",NA
"žema","vštíví","nonword","nonword","nonword",NA
"dězíš","nestrašný","nonword","nonword","nonword",NA
"arfielda","díj","nonword","nonword","nonword",NA
"zastřelšený","urnou","nonword","nonword","nonword",NA
"přátelnost","připím","nonword","nonword","nonword",NA
"rabert","revděční","nonword","nonword","nonword",NA
"chlapina","debník","nonword","nonword","nonword",NA
"plavka","cvoší","nonword","nonword","nonword",NA
"šéfkuspím","nadcrusherozený","nonword","nonword","nonword",NA
"pofoukne","květnalý","nonword","nonword","nonword",NA
"lougům","bezstupný","nonword","nonword","nonword",NA
"prosoft","poddeí","nonword","nonword","nonword",NA
"delšet","lést","nonword","nonword","nonword",NA
"podeting","soudšina","nonword","nonword","nonword",NA
"tečeš","momím","nonword","nonword","nonword",NA
"věbus","dovač","nonword","nonword","nonword",NA
"intelistrukční","štana","nonword","nonword","nonword",NA
"lodhat","rabouřko","nonword","nonword","nonword",NA
"zádia","íst","nonword","nonword","nonword",NA
"obprázdnění","dědetail","nonword","nonword","nonword",NA
"sokou","nethem","nonword","nonword","nonword",NA
"vštívit","koulek","nonword","nonword","nonword",NA
"zapamatovatvýchhle","snála","nonword","nonword","nonword",NA
"stříkuse","úvara","nonword","nonword","nonword",NA
"divachat","zábezdětná služba","nonword","nonword","nonword",NA
"příking","exctít","nonword","nonword","nonword",NA
"quinnout","vznášení","nonword","nonword","nonword",NA
"snec","řeviň","nonword","nonword","nonword",NA
"švédný","obsahorázná","nonword","nonword","nonword",NA
"kritit","pokls","nonword","nonword","nonword",NA
"důležipadla","generáských","nonword","nonword","nonword",NA
"stoný","boud","nonword","nonword","nonword",NA
"ludky","nižní","nonword","nonword","nonword",NA
"aktiplachta","analyjdou","nonword","nonword","nonword",NA
"předcej","oblíšťastný","nonword","nonword","nonword",NA
"klaďoučký","zabichům","nonword","nonword","nonword",NA
"kdeko","pochesterování","nonword","nonword","nonword",NA
"vzpomální","hačka","nonword","nonword","nonword",NA
"krismáždit","naulička","nonword","nonword","nonword",NA
"kosat","polyžích","nonword","nonword","nonword",NA
"mecům","rátský","nonword","nonword","nonword",NA
"buchla","zy","nonword","nonword","nonword",NA
"polijdou","weaka","nonword","nonword","nonword",NA
"komivřou","neoburostlý","nonword","nonword","nonword",NA
"takrýt","výmknu","nonword","nonword","nonword",NA
"eleknavý","poloochutna","nonword","nonword","nonword",NA
"šamtost","ldn","nonword","nonword","nonword",NA
"uškodivo","destabinace","nonword","nonword","nonword",NA
"morrisování","tekupech","nonword","nonword","nonword",NA
"krátda","fislibně","nonword","nonword","nonword",NA
"bodeštník","metokrát","nonword","nonword","nonword",NA
"uvniéd","puým","nonword","nonword","nonword",NA
"obous","strážšenosti","nonword","nonword","nonword",NA
"knéd","tercha","nonword","nonword","nonword",NA
"rentnost","supercyho","nonword","nonword","nonword",NA
"nauta","playghan","nonword","nonword","nonword",NA
"zádii","zdůdě","nonword","nonword","nonword",NA
"donit","bezstatný","nonword","nonword","nonword",NA
"schopcouzština","kálně","nonword","nonword","nonword",NA
"abnentní","zálad","nonword","nonword","nonword",NA
"počímers","počet obyvdonésie","nonword","nonword","nonword",NA
"posklá","upále","nonword","nonword","nonword",NA
"řípak","syst","nonword","nonword","nonword",NA
"sevladní","brounost","nonword","nonword","nonword",NA
"ues","poslechlení","nonword","nonword","nonword",NA
"stráná","větná","nonword","nonword","nonword",NA
"důlesprosté","ušlechtimistický","nonword","nonword","nonword",NA
"kapipsat","mluvený przatkli","nonword","nonword","nonword",NA
"vážitchvy","larla","nonword","nonword","nonword",NA
"komeranč","oša","nonword","nonword","nonword",NA
"zpraho","pibus","nonword","nonword","nonword",NA
"stpě","fedetectiní","nonword","nonword","nonword",NA
"poddia","probrowna","nonword","nonword","nonword",NA
"epidestrukký","odvacích","nonword","nonword","nonword",NA
"stusky","arami","nonword","nonword","nonword",NA
"obskvělý","prohlédmat","nonword","nonword","nonword",NA
"rix","kio","nonword","nonword","nonword",NA
"uspození","stei","nonword","nonword","nonword",NA
"skůtt","střevené","nonword","nonword","nonword",NA
"movej","velinách","nonword","nonword","nonword",NA
"bezslušný","fistřele","nonword","nonword","nonword",NA
"uzagantní","chcípkotanec","nonword","nonword","nonword",NA
"přisa","prano","nonword","nonword","nonword",NA
"navět","poznak","nonword","nonword","nonword",NA
"pívol","rorah","nonword","nonword","nonword",NA
"mullit","déízdo","nonword","nonword","nonword",NA
"svědčinec","oblíř","nonword","nonword","nonword",NA
"bezstupný","šita","nonword","nonword","nonword",NA
"mauce","posvětlu","nonword","nonword","nonword",NA
"středový","delivingsní","nonword","nonword","nonword",NA
"drážka","příland","nonword","nonword","nonword",NA
"zaustano","ohih","nonword","nonword","nonword",NA
"dobroslechně","nepřísluš","nonword","nonword","nonword",NA
"dáres","pokrásný","nonword","nonword","nonword",NA
"ern","zavražvat","nonword","nonword","nonword",NA
"znerva","stuving","nonword","nonword","nonword",NA
"význačné","krapý","nonword","nonword","nonword",NA
"mlálý","trnét","nonword","nonword","nonword",NA
"honistka","náklondí","nonword","nonword","nonword",NA
"příchu","pokobych","nonword","nonword","nonword",NA
"nemrav","křivtávka","nonword","nonword","nonword",NA
"omepit se","šetkl","nonword","nonword","nonword",NA
"manka","liochutnáda","nonword","nonword","nonword",NA
"vzkvétahovat","střetdární","nonword","nonword","nonword",NA
"cysladký","náchrání","nonword","nonword","nonword",NA
"sluchrání","orvestre","nonword","nonword","nonword",NA
"atrakciální","duokolní","nonword","nonword","nonword",NA
"nečezblázně","cheva","nonword","nonword","nonword",NA
"fardá","dobný","nonword","nonword","nonword",NA
"picháska","sladkový","nonword","nonword","nonword",NA
"plerý","peslo","nonword","nonword","nonword",NA
"arada","plšt","nonword","nonword","nonword",NA
"clauka","movol","nonword","nonword","nonword",NA
"explostřední","prootázce","nonword","nonword","nonword",NA
"fotolest","millerování","nonword","nonword","nonword",NA
"tkws","katedřeéra","nonword","nonword","nonword",NA
"zapůsomewhe","dívejdišť","nonword","nonword","nonword",NA
"bricce","vyhnan","nonword","nonword","nonword",NA
"obtelle","zvuze","nonword","nonword","nonword",NA
"nuch","přan","nonword","nonword","nonword",NA
"pobuchnout","zotavštěvy","nonword","nonword","nonword",NA
"kryster","stáký","nonword","nonword","nonword",NA
"uzdralení","všeovzdušné","nonword","nonword","nonword",NA
"zdržit","rix","nonword","nonword","nonword",NA
"psyostřelogie","trerea","nonword","nonword","nonword",NA
"liště","risspodní","nonword","nonword","nonword",NA
"idenlitní","mocký","nonword","nonword","nonword",NA
"týplík","sopr","nonword","nonword","nonword",NA
"alnáš","buzní","nonword","nonword","nonword",NA
"truchta","krbím","nonword","nonword","nonword",NA
"nestupný","bramboda","nonword","nonword","nonword",NA
"karním","zevíš","nonword","nonword","nonword",NA
"auješ","záspím","nonword","nonword","nonword",NA
"natost","absochvalně","nonword","nonword","nonword",NA
"tanze","zkourý","nonword","nonword","nonword",NA
"ujížství","shatý","nonword","nonword","nonword",NA
