cs_cue,cs_target,type,cue_type,target_type,cs_cosine
klor,ukryjení,nonword,nonword,nonword,
touhelna,poškrába,nonword,nonword,nonword,
kajma,lenostní,nonword,nonword,nonword,
zotanastie,obstřel,nonword,nonword,nonword,
názmi,mikrostřel,nonword,nonword,nonword,
vecký,přivšít,nonword,nonword,nonword,
sladný,cek,nonword,nonword,nonword,
inciklad,otír,nonword,nonword,nonword,
vykopnuldávání,naspít,nonword,nonword,nonword,
skaní,počímers,nonword,nonword,nonword,
ochrnina,poemoční,nonword,nonword,nonword,
šťounutí,arfielda,nonword,nonword,nonword,
přisah,námořskou,nonword,nonword,nonword,
vyzvěplom,chlazero,nonword,nonword,nonword,
arteblém,fipoutní,nonword,nonword,nonword,
pryl,zakrýtnit,nonword,nonword,nonword,
lousknout,mímen,nonword,nonword,nonword,
chlaka,výlyn,nonword,nonword,nonword,
sagní,pertravní,nonword,nonword,nonword,
odkroutit,svza,nonword,nonword,nonword,
tentor,obprávník,nonword,nonword,nonword,
tápec,fykrátký,nonword,nonword,nonword,
zapamateřský si,poctinách,nonword,nonword,nonword,
speciavitel,prnáh,nonword,nonword,nonword,
ustařové,střelnout,nonword,nonword,nonword,
stro,troutival,nonword,nonword,nonword,
přívo,rozzlonipulovat,nonword,nonword,nonword,
drsor,koudý,nonword,nonword,nonword,
watnek,kokol,nonword,nonword,nonword,
ztroslivý,ženvo,nonword,nonword,nonword,
omeva,nepředle,nonword,nonword,nonword,
rozleh,zástatně,nonword,nonword,nonword,
překej,odumožnit,nonword,nonword,nonword,
bramcíš,dezbrojnice,nonword,nonword,nonword,
zot,kapitalistečnej,nonword,nonword,nonword,
opratečný,takrýt,nonword,nonword,nonword,
vpředový,divinách,nonword,nonword,nonword,
otkaž,špíře,nonword,nonword,nonword,
dýt,basteina,nonword,nonword,nonword,
přikost,cysladký,nonword,nonword,nonword,
přeochlupení,stýka,nonword,nonword,nonword,
plašek,kapipsat,nonword,nonword,nonword,
vysvět,juniorpheus,nonword,nonword,nonword,
bua,uchána,nonword,nonword,nonword,
náchrání,pevzbuze,nonword,nonword,nonword,
revní,chruzalý,nonword,nonword,nonword,
medbým,vzdámělý,nonword,nonword,nonword,
myksa,pta,nonword,nonword,nonword,
ivích,kobenést,nonword,nonword,nonword,
nazbroje,znávat,nonword,nonword,nonword,
movol,stuný,nonword,nonword,nonword,
řít,věsit,nonword,nonword,nonword,
richarko,souoznámí,nonword,nonword,nonword,
společkách,zkutor,nonword,nonword,nonword,
mačga,komen,nonword,nonword,nonword,
tamba,sust,nonword,nonword,nonword,
generáských,svědčinec,nonword,nonword,nonword,
zigna,sekunmantický,nonword,nonword,nonword,
délf,lista,nonword,nonword,nonword,
vznáný,prokris,nonword,nonword,nonword,
pozůstaciál,pozorutrestaný,nonword,nonword,nonword,
taráš,puzva,nonword,nonword,nonword,
krátgální,očiv,nonword,nonword,nonword,
fúen,exchanní,nonword,nonword,nonword,
směný,uvězresa,nonword,nonword,nonword,
owa,mecům,nonword,nonword,nonword,
iroda,gentlebený,nonword,nonword,nonword,
zprahý,šamtost,nonword,nonword,nonword,
prze,venra,nonword,nonword,nonword,
náchrání,vlastverzita,nonword,nonword,nonword,
ovroj,odland,nonword,nonword,nonword,
timní,udák,nonword,nonword,nonword,
žolšel,krylý,nonword,nonword,nonword,
prolock,lus,nonword,nonword,nonword,
tercha,demopistácie,nonword,nonword,nonword,
dlouživu,brýsín,nonword,nonword,nonword,
otřesnutí,pověstčet,nonword,nonword,nonword,
bezzbytný,dězíš,nonword,nonword,nonword,
ramta,pyraruda,nonword,nonword,nonword,
vozce,misný,nonword,nonword,nonword,
minivlastní,bosže,nonword,nonword,nonword,
gložit,bartěnka,nonword,nonword,nonword,
oživ,houtel,nonword,nonword,nonword,
braba,deantarktiletí,nonword,nonword,nonword,
hlemžik,eleklený,nonword,nonword,nonword,
dovogram,leokráda,nonword,nonword,nonword,
plář,mimotrestat,nonword,nonword,nonword,
posistka,vzpomální,nonword,nonword,nonword,
vyjádruk,ucíboj,nonword,nonword,nonword,
děsilent,mnerk,nonword,nonword,nonword,
ukončejný,vom,nonword,nonword,nonword,
clenost,fiaj,nonword,nonword,nonword,
žolta,unice,nonword,nonword,nonword,
britcouzština,kniko,nonword,nonword,nonword,
kudlo,smida,nonword,nonword,nonword,
doznatlý,vledír,nonword,nonword,nonword,
cetableta,vífou,nonword,nonword,nonword,
liochutnáda,amihem,nonword,nonword,nonword,
ush,techčina,nonword,nonword,nonword,
úvara,dánát,nonword,nonword,nonword,
úsjev,kóát,nonword,nonword,nonword,
trhja,publichvář,nonword,nonword,nonword,
proznámka,suh,nonword,nonword,nonword,
fyotázka,hlavdemie,nonword,nonword,nonword,
nadent,nakohout,nonword,nonword,nonword,
inževích,ušlechnajímatel,nonword,nonword,nonword,
správbelova,protat,nonword,nonword,nonword,
přísastup,nauta,nonword,nonword,nonword,
protrou,clauka,nonword,nonword,nonword,
schvalometr,pravnavý,nonword,nonword,nonword,
dutýdu,vražnost,nonword,nonword,nonword,
odpočístroj,obnocích,nonword,nonword,nonword,
úplafie,obrovnost,nonword,nonword,nonword,
reklavost,obprázdnění,nonword,nonword,nonword,
formie,voské,nonword,nonword,nonword,
onť,zděkat,nonword,nonword,nonword,
emova,bezslušný,nonword,nonword,nonword,
siviý,nyn,nonword,nonword,nonword,
mrza,milerození,nonword,nonword,nonword,
elifej,lůžto,nonword,nonword,nonword,
bramboda,umožda,nonword,nonword,nonword,
katedrácita,seuvězní,nonword,nonword,nonword,
manvír,stuna,nonword,nonword,nonword,
kdd,knéd,nonword,nonword,nonword,
panát,kosat,nonword,nonword,nonword,
skromrování,irt,nonword,nonword,nonword,
zpátkový,lílík,nonword,nonword,nonword,
odmítnout,stvoření,unrelated,word,word,0.12800677082907
eskortovat,klasický,unrelated,word,word,0.052020622358624
číslo,dobrovolně,unrelated,word,word,0.0475045447409798
roh,zakázat,unrelated,word,word,0.0879811618098906
legie,vzdělání,unrelated,word,word,0.136166748298452
kavalerie,slunce,unrelated,word,word,0.0821861331674725
zabránit,soudce,unrelated,word,word,0.0926927213065134
dav,civilizace,unrelated,word,word,0.0930730737194522
klub,bída,unrelated,word,word,0.0544608663103135
sprcha,program,unrelated,word,word,0.0962031326707462
dívka,kázání,unrelated,word,word,0.11031379377866
vole,procházka,unrelated,word,word,0.088693228533291
kopat,okázalý,unrelated,word,word,0.117363559864854
ahoj,ústava,unrelated,word,word,0.0620076728048068
biskup,legrační,unrelated,word,word,0.12150747357433
nálož,demokracie,unrelated,word,word,0.123471613773782
překážka,negativní,unrelated,word,word,0.127424310859991
komise,věděl,unrelated,word,word,0.10339443931979
představivost,vanilka,unrelated,word,word,0.118433261144281
zhouba,nemocný,unrelated,word,word,0.146625972520475
trpět,pistole,unrelated,word,word,0.0552514328435766
pink,teplota,unrelated,word,word,0.0800377111207538
špinavý,břišní,unrelated,word,word,0.141455529941356
přerušit,červenec,unrelated,word,word,0.0915168043771918
chirurg,krutý,unrelated,word,word,0.125046854543316
rezavý,připravit,unrelated,word,word,0.0732988009204373
západ,čtyři,unrelated,word,word,0.136118645180894
pošta,kámen,unrelated,word,word,0.0783764107188893
ošklivý,definice,unrelated,word,word,0.0922406534106577
sbírat,dárek,unrelated,word,word,0.0768324131635445
správa,tvář,unrelated,word,word,0.106049466314683
slušný,osud,unrelated,word,word,0.000801295621359247
finance,opustit,unrelated,word,word,0.129729312720341
prozkoumat,minuta,unrelated,word,word,0.0680476021298753
nepřiměřený,flotila,unrelated,word,word,0.0682179671911135
soud,teorie,unrelated,word,word,0.111858521317401
mléko,pták,unrelated,word,word,0.0619761888268581
pomsta,předmět,unrelated,word,word,0.0766428380595359
řeka,loupež,unrelated,word,word,0.110455771899731
mýtus,povrch,unrelated,word,word,0.147163880605784
velikost,umlčet,unrelated,word,word,0.0238634462664695
pravděpodobnost,klidný,unrelated,word,word,0.101812480033983
nenávidět,správní,unrelated,word,word,0.0758451736588588
kombinace,profesionální,unrelated,word,word,0.124777464216931
hotovost,přijatelný,unrelated,word,word,0.12571353522503
skrytý,rychle,unrelated,word,word,-0.0024193390751984
hrdlo,mutace,unrelated,word,word,0.127457339736116
uspořádat,balík,unrelated,word,word,0.136942826197528
umělec,dodávka,unrelated,word,word,0.106153220656515
slovník,odlišný,unrelated,word,word,0.140717675449079
kráva,sníh,unrelated,word,word,0.0966601455977076
miska,pokus,unrelated,word,word,0.101407707123733
připravený,divadlo,unrelated,word,word,0.0913345836381456
veverka,asistent,unrelated,word,word,0.122704826414909
občas,říše,unrelated,word,word,0.0859615973372596
najmout,ministerstvo,unrelated,word,word,0.147648101252608
zahnout,doba,unrelated,word,word,0.0734361567443048
stát,hrom,unrelated,word,word,0.0519692903126516
limonáda,investovat,unrelated,word,word,0.131879690620703
promrhat,hlídkovat,unrelated,word,word,0.143012215988295
koníček,slanina,unrelated,word,word,0.116177720990408
celebrita,náhradní,unrelated,word,word,0.11429320783225
skála,chod,unrelated,word,word,0.0308773533827964
prodejna,přehánět,unrelated,word,word,0.114367268036987
třída,atlantik,unrelated,word,word,0.0745367410161406
zdřímnutí,vyléčit,unrelated,word,word,0.0721145414770191
deka,alibi,unrelated,word,word,0.121651033790749
sluch,kapitán,unrelated,word,word,0.145199742876687
odznak,sabotáž,unrelated,word,word,0.0776798378919215
anonymní,svědectví,unrelated,word,word,0.119123810912808
přívěs,dolar,unrelated,word,word,0.14877803545935
silný,pronajímatel,unrelated,word,word,0.0997220991971728
poklad,paluba,unrelated,word,word,0.144306547977106
měsíc,starosta,unrelated,word,word,0.137242048412844
získat,řím,unrelated,word,word,0.105284557950472
dobře,spisovatel,unrelated,word,word,0.12024701195117
autor,horní,unrelated,word,word,0.0767527648083893
podpora,mikroskop,unrelated,word,word,0.0372151819455994
motýl,možnost,unrelated,word,word,0.102214208855949
piknik,energie,unrelated,word,word,0.0585059265269754
otvíračka,vysoký,unrelated,word,word,0.111611770084111
společnost,kufr,unrelated,word,word,0.103882743871844
hedvábí,výstava,unrelated,word,word,0.134787309674405
chata,koncert,unrelated,word,word,0.119567646902543
prasknout,galaxie,unrelated,word,word,0.13368409271053
portál,slabý,unrelated,word,word,0.10015209408455
kompliment,kempování,unrelated,word,word,0.0890531086220014
silný,koupelna,unrelated,word,word,0.0897382942914825
nebe,vodka,unrelated,word,word,0.123573768807263
hmotnost,zub,unrelated,word,word,0.0292143036724703
záchranka,vize,unrelated,word,word,0.118951557485119
význam,zavíračka,unrelated,word,word,0.022784992412191
ilegální,samuraj,unrelated,word,word,0.0966028804391417
zachovat,údržba,unrelated,word,word,0.126300896476597
reklama,zmatek,unrelated,word,word,0.0990750225401192
dalekohled,politický,unrelated,word,word,0.141419682576023
chudoba,sever,unrelated,word,word,0.123510880641167
zpěvák,pravděpodobně,unrelated,word,word,0.0917430874275848
průjem,trojúhelník,unrelated,word,word,0.139269552735461
hlídat,zpráva,unrelated,word,word,0.0392323155594273
kritický,neděle,unrelated,word,word,0.0411323593580699
mnich,intelektuální,unrelated,word,word,0.128562010408365
možná,hora,unrelated,word,word,0.0987122045451695
slovo,ženatý,unrelated,word,word,0.0966594075494694
frekvence,křesťan,unrelated,word,word,0.0637778106439244
tichý,vrah,unrelated,word,word,0.148304932190435
trouba,obřad,unrelated,word,word,0.115701167031354
aktovka,let,unrelated,word,word,0.135761375479733
pochybovat,osobnost,unrelated,word,word,0.143837912889369
tady,propuštění,unrelated,word,word,0.144523054424204
brambor,zničení,unrelated,word,word,0.05998414005452
běh,manželka,unrelated,word,word,0.0977421546973074
znepokojení,hráč,unrelated,word,word,0.0447434929946371
čtení,amerika,unrelated,word,word,0.0626639682508488
spustit,asasín,unrelated,word,word,0.0861090160907191
řízení,spor,unrelated,word,word,0.0960242788458462
pacifik,pozdravit,unrelated,word,word,0.0963452812684448
zakrýt,střela,unrelated,word,word,0.0645351702576704
pavouk,mladá,unrelated,word,word,0.0373714464429663
bankéř,jízda,unrelated,word,word,0.0710336357681318
raketa,senát,unrelated,word,word,0.117400091608546
únosce,láhev,unrelated,word,word,0.0579098961774602
tvrdohlavý,odstavec,unrelated,word,word,0.124167684049805
ožehavý,kyslík,unrelated,word,word,0.0933480011934486
afrika,přitahovat,unrelated,word,word,0.0942095367780848
kolega,perfektní,unrelated,word,word,0.072788389160713
bláto,bezmocný,unrelated,word,word,0.126048789674478
výzkum,vinný,unrelated,word,word,0.0573768891587225
ven,námořnictvo,unrelated,word,word,0.102513056325462
soutěž,přístroj,unrelated,word,word,0.146754931646284
tabák,cvičit,unrelated,word,word,0.148246463324101
unavený,čokoláda,unrelated,word,word,0.103458876802393
dramatický,schopnost,unrelated,word,word,0.0731061163738947
senzační,armáda,unrelated,word,word,0.0686969320560265
tisíc,sluneční,unrelated,word,word,0.0884556677357181
milionář,pohmoždit,unrelated,word,word,0.0178970628528208
opice,rybolov,unrelated,word,word,0.0969601674246169
nešťastný,plachta,unrelated,word,word,0.0152318901011955
kolej,často,unrelated,word,word,0.0731067085723139
vpravo,stroj,unrelated,word,word,0.0880324995207741
místo,bohatý,unrelated,word,word,0.103922355340149
realizovat,uniforma,unrelated,word,word,0.0408059190364559
aktivní,fax,unrelated,word,word,0.133965083482972
rada,vděk,unrelated,word,word,0.109666104831792
konstrukce,plný,unrelated,word,word,0.0296059029790826
stůl,reaktor,unrelated,word,word,0.148551440871381
ret,matematika,unrelated,word,word,0.10612618973491
potvrzení,elegantní,unrelated,word,word,0.0279019370727875
slepý,kniha,unrelated,word,word,0.147252623196431
odvaha,kupující,unrelated,word,word,0.00374039478756499
pokrok,architekt,unrelated,word,word,0.148170322101908
popsat,talent,unrelated,word,word,0.105962677372522
šampion,svíčka,unrelated,word,word,0.0639075000962687
rostlina,ověřovat,unrelated,word,word,0.11960056806138
síla,smích,unrelated,word,word,0.132723452119436
hrát,rakovina,unrelated,word,word,0.0535275642625514
římský,dívky,unrelated,word,word,0.0926267060079096
ukázat,dálnice,unrelated,word,word,0.142814808302653
dědictví,očekávat,unrelated,word,word,0.0728504595012689
zkušenost,kus,unrelated,word,word,0.111189173645642
servis,analýza,unrelated,word,word,0.0698552984697168
kopec,tušit,unrelated,word,word,0.0147695239015311
akt,intuice,unrelated,word,word,0.0850608103057864
poloměr,helikoptéra,unrelated,word,word,0.128863622184938
zabezpečení,rotovat,unrelated,word,word,0.0844270225062689
aukce,prvek,unrelated,word,word,0.0832977650439929
výstřel,francouzština,unrelated,word,word,0.137501434592453
expert,nakonec,unrelated,word,word,0.133668717854243
banán,věřící,unrelated,word,word,0.0399811433959078
pondělí,auto,unrelated,word,word,0.148089059516247
většina,uspět,unrelated,word,word,0.109305145140023
chemický,přísaha,unrelated,word,word,0.071442719991905
inspektor,lebka,unrelated,word,word,0.110503218628976
dědeček,pocit,unrelated,word,word,0.0665168580798805
poslouchat,sonda,unrelated,word,word,0.0741330066075607
ráj,nepravdivé,unrelated,word,word,0.112567285708396
ústa,poručík,unrelated,word,word,0.0930387200819132
umožnit,tajemství,unrelated,word,word,0.144963256391587
právě,koberec,unrelated,word,word,0.10746761173291
bonus,kravata,unrelated,word,word,0.0825415395639966
proslov,délka,unrelated,word,word,0.0858854892691314
neobvyklý,plot,unrelated,word,word,0.0654066104376838
udeřit,doktor,unrelated,word,word,0.0525597930049947
vděčný,selhání,unrelated,word,word,0.11271179165509
kůže,festival,unrelated,word,word,0.130928302713431
suchý,neznámý,unrelated,word,word,0.130290481770778
varování,půvabný,unrelated,word,word,0.0695764640657461
náctiletý,střih,unrelated,word,word,0.133482676288378
žárlivý,volič,unrelated,word,word,0.134330797849664
dolní,hudba,unrelated,word,word,0.0895052736872763
kuchařka,rozumný,unrelated,word,word,0.0288573177521767
boj,miliarda,unrelated,word,word,0.108004291961818
pěkný,káva,unrelated,word,word,0.128021654035248
holínka,informátor,unrelated,word,word,0.100628517238351
hlas,vitamín,unrelated,word,word,0.115714440388847
ideál,čtvrtina,unrelated,word,word,0.0981055868868463
součet,hrozný,unrelated,word,word,0.139288466060143
závěr,zachovat,unrelated,word,word,0.129007532968384
kouzlo,asistence,unrelated,word,word,0.116048899843399
zaměřit,kovboj,unrelated,word,word,0.0700276615684899
čip,král,unrelated,word,word,0.0527093806617674
výrobce,taška,unrelated,word,word,0.0986317556572838
charita,předpoklad,unrelated,word,word,0.128705733234866
popel,něco,unrelated,word,word,0.0938335517104076
vyděsit,šéf,unrelated,word,word,0.135399235446107
uznat,fotbal,unrelated,word,word,0.129247888094215
tuňák,píseň,unrelated,word,word,0.0941202867922347
charakter,zkouška,unrelated,word,word,0.125965696575473
kotva,lízat,unrelated,word,word,0.111706086738506
kruh,porážka,unrelated,word,word,0.113742701489766
vdova,neschopný,unrelated,word,word,0.124489372992796
oběť,přízvuk,unrelated,word,word,0.0430482824032594
krásná,spravedlnost,unrelated,word,word,0.128863527683872
hodnota,dokončit,unrelated,word,word,0.0582047521684413
vlajka,okouzlující,unrelated,word,word,0.048378383648206
student,strategie,unrelated,word,word,0.068014866891817
toust,pověst,unrelated,word,word,0.0509087896216737
orgasmus,židle,unrelated,word,word,0.107139973933756
oblíbený,zabít,unrelated,word,word,0.144515204253226
vtipný,udržovat,unrelated,word,word,0.142982310648701
pozitivní,praštit,unrelated,word,word,0.0580197004456916
nahrát,soucit,unrelated,word,word,0.0980947861490877
ztroskotanec,mlha,unrelated,word,word,0.116690650728557
magie,milenec,unrelated,word,word,0.110532423981532
hmota,bratr,unrelated,word,word,0.127734823549071
experiment,titul,unrelated,word,word,0.12551381414535
hospoda,účinek,unrelated,word,word,0.124212713694259
večeře,vztek,unrelated,word,word,0.0833739923545473
basketbal,válečný,unrelated,word,word,0.113999907774519
technologie,publikum,unrelated,word,word,0.118875462378304
dvd,báseň,unrelated,word,word,0.143757838165297
důvěřovat,otec,unrelated,word,word,0.148444913442945
ponorka,morfium,unrelated,word,word,0.131301678349986
konečný,cink,unrelated,word,word,0.115515193045208
kabel,nevolnost,unrelated,word,word,0.0799250441282572
filozofie,drát,unrelated,word,word,0.029820718533914
golf,patetický,unrelated,word,word,0.107740769692354
komentář,bavlna,unrelated,word,word,0.0498616047596283
