"el_target","el_cue","type","target_type","cue_type","el_cosine"
"ντεντεκτpa","κρίσιμότ","nonword","nonword","nonword",NA
"γρελείο","ρυθμικ","nonword","nonword","nonword",NA
"γάτκα","εμπεολία","nonword","nonword","nonword",NA
"αναξιός","βάυκός","nonword","nonword","nonword",NA
"αδύνάκος","τανάδα","nonword","nonword","nonword",NA
"όπτη","φωψω","nonword","nonword","nonword",NA
"χρύτη","ημες ωρες","nonword","nonword","nonword",NA
"μετριόγκων","τραπεζικεσέvργασιεσ","nonword","nonword","nonword",NA
"ενθονειασμένος","πιστήθ","nonword","nonword","nonword",NA
"λιλακή","αδικερ","nonword","nonword","nonword",NA
"αίμη","σερβιτρεος","nonword","nonword","nonword",NA
"συγγραβλας","μνσπείο","nonword","nonword","nonword",NA
"επικοιοινία","ρατιάρ","nonword","nonword","nonword",NA
"βίντόκ","αναραζα","nonword","nonword","nonword",NA
"αμκτική","στόνη","nonword","nonword","nonword",NA
"επψαροπή","πουκύτισο","nonword","nonword","nonword",NA
"faικος","θειζότητα","nonword","nonword","nonword",NA
"απόπς","επικοιοινία","nonword","nonword","nonword",NA
"πληρεμορώ","αρφωνικός","nonword","nonword","nonword",NA
"διέγσθηση","καναδες","nonword","nonword","nonword",NA
"σύρεηψη","ανμπία","nonword","nonword","nonword",NA
"περισοή","ωπώ","nonword","nonword","nonword",NA
"προσβάρθω","κατασίγιο","nonword","nonword","nonword",NA
"όστηση","τουφλόι","nonword","nonword","nonword",NA
"σκουθοδια","προχυθώ","nonword","nonword","nonword",NA
"λετσουργικός","χρωρα","nonword","nonword","nonword",NA
"μακριο","κακή αναφορα","nonword","nonword","nonword",NA
"κλδύσε","στγκερά","nonword","nonword","nonword",NA
"ζις","ειλύνεία","nonword","nonword","nonword",NA
"μεντήριό","μάχοιρας","nonword","nonword","nonword",NA
"θεραπεγχ","πηλι","nonword","nonword","nonword",NA
"ανέγέωση","μαλανος","nonword","nonword","nonword",NA
"μπουρλλι","κιλητήριο","nonword","nonword","nonword",NA
"μαλφος","προστηίωση","nonword","nonword","nonword",NA
"αξιουλπητο","ίντραχος","nonword","nonword","nonword",NA
"μβολογικός","χριστούγενάμ","nonword","nonword","nonword",NA
"αποτυχισ","κοράπουλο","nonword","nonword","nonword",NA
"μεσάν","πλανύνης","nonword","nonword","nonword",NA
"μοοξίνη","λεφλός","nonword","nonword","nonword",NA
"χοφλος","κοραλα","nonword","nonword","nonword",NA
"μετρώνωλην ώραν","τήχη","nonword","nonword","nonword",NA
"περίνγτρος","λιμα","nonword","nonword","nonword",NA
"μακαλίνια","καγωνικά","nonword","nonword","nonword",NA
"δωββά","χέπημένος","nonword","nonword","nonword",NA
"νώστημα","καρίς","nonword","nonword","nonword",NA
"συμβουκτύω","χαρηγελο","nonword","nonword","nonword",NA
"τεηθητός","στύκα","nonword","nonword","nonword",NA
"όγνη","ναψη","nonword","nonword","nonword",NA
"γεωρθλια","μόκενση","nonword","nonword","nonword",NA
"έλστικότητα","anοχος","nonword","nonword","nonword",NA
"εδος","εμπειρογόρμονας","nonword","nonword","nonword",NA
"αποβγία","θραύτοα","nonword","nonword","nonword",NA
"ευστριστώ","κνος","nonword","nonword","nonword",NA
"οργαρενω","υπομική","nonword","nonword","nonword",NA
"γευριάδα","υίνταξη","nonword","nonword","nonword",NA
"μεταεγρα","πιθήκ","nonword","nonword","nonword",NA
"εκτίμητρ","μπράχω","nonword","nonword","nonword",NA
"υχήματα","αρχαρμτερος","nonword","nonword","nonword",NA
"εκλοαv","κλειoo","nonword","nonword","nonword",NA
"άγείστος","μοσία","nonword","nonword","nonword",NA
"μαυρίζω","λίστά","nonword","nonword","nonword",NA
"στείδωτε","έλστικό","nonword","nonword","nonword",NA
"σαμπρδια","βρωτή","nonword","nonword","nonword",NA
"απνουση","σύγκτωμα","nonword","nonword","nonword",NA
"αποτημεσμα","οιξη","nonword","nonword","nonword",NA
"γνάσιζα","χήνία","nonword","nonword","nonword",NA
"θήμα","γυαλύπ","nonword","nonword","nonword",NA
"στχτος","ομοληχώ","nonword","nonword","nonword",NA
"συνεοις","λοπιας","nonword","nonword","nonword",NA
"φιυλα","άρντντας","nonword","nonword","nonword",NA
"διαμσκη","φάσολος","nonword","nonword","nonword",NA
"ντομπρα","εξαλείοή","nonword","nonword","nonword",NA
"χρεισβομαι","καίσυλας","nonword","nonword","nonword",NA
"αποτημεσμα","aνμα","nonword","nonword","nonword",NA
"μικροοωνο","φεοράρι","nonword","nonword","nonword",NA
"κουνάςι","ενθουσιασμεί","nonword","nonword","nonword",NA
"πρακτορεμί","σύχιαση","nonword","nonword","nonword",NA
"πήκη","ιπτό","nonword","nonword","nonword",NA
"τηχη","οπσω","nonword","nonword","nonword",NA
"απιοω","παρανοαλός","nonword","nonword","nonword",NA
"συνταγματάάρης","καειρα","nonword","nonword","nonword",NA
"δοκιτά","διαμαρμπρία","nonword","nonword","nonword",NA
"προσοδικότητα","σθη","nonword","nonword","nonword",NA
"ατάπημα","δικέύγιο","nonword","nonword","nonword",NA
"φόρνς","ισορσαπία","nonword","nonword","nonword",NA
"χαλως","προσάρλή","nonword","nonword","nonword",NA
"πουλτική","ζυργος","nonword","nonword","nonword",NA
"ενεκκιο","ικανοποικεένοι","nonword","nonword","nonword",NA
"κοσκότητα","orρα","nonword","nonword","nonword",NA
"ενοχημί","αιόμιος","nonword","nonword","nonword",NA
"φαντασαν","επικετδυνος","nonword","nonword","nonword",NA
"υπστεικνύω","παράαρμος","nonword","nonword","nonword",NA
"πρμαθετος","σάντφλιτς","nonword","nonword","nonword",NA
"ύρα","διώνίο","nonword","nonword","nonword",NA
"άμδα","τοτόκάω","nonword","nonword","nonword",NA
"όρμης","έξευνος","nonword","nonword","nonword",NA
"ίωναμη","μωλί","nonword","nonword","nonword",NA
"πυρουςλικό","εξουάρα","nonword","nonword","nonword",NA
"ακοι","μάαψα","nonword","nonword","nonword",NA
"εντεμας","αρνής","nonword","nonword","nonword",NA
"υρση","αθεις","nonword","nonword","nonword",NA
"διαβατίζιο","λάόρα","nonword","nonword","nonword",NA
"όγκερ","υπομάβετικος","nonword","nonword","nonword",NA
"σταθηκς","τορηνικός","nonword","nonword","nonword",NA
"σκλαδαλο","συναγερμαί","nonword","nonword","nonword",NA
"υπουακός","ρόριο","nonword","nonword","nonword",NA
"σερβαφόρα","παεβούς","nonword","nonword","nonword",NA
"σχερείο","ευνονικός","nonword","nonword","nonword",NA
"επιλέχή","πρσιολή","nonword","nonword","nonword",NA
"πόνε","αιρίτσι","nonword","nonword","nonword",NA
"ρκς","παρόγριος","nonword","nonword","nonword",NA
"cβάνθρωπος","ισχυλης","nonword","nonword","nonword",NA
"κατάστευα","τοσεόκκινο","nonword","nonword","nonword",NA
"συναμπθηματική","ψιλος","nonword","nonword","nonword",NA
"κουαάκ","ρόμεία","nonword","nonword","nonword",NA
"ανταμοωχή","νεολιαα","nonword","nonword","nonword",NA
"γραβρμα","κάλό","nonword","nonword","nonword",NA
"εξέθρισμός","ένοσπονδιακός","nonword","nonword","nonword",NA
"μυγάδιά","αφελάχ","nonword","nonword","nonword",NA
"σκθαρός","ξαίτικά","nonword","nonword","nonword",NA
"ενδιαφίδων","χιλιόμετημ","nonword","nonword","nonword",NA
"οπστη","λαιμμα","nonword","nonword","nonword",NA
"πεπρανενο","απζήτηση","nonword","nonword","nonword",NA
"στιζ","αγχόγια","nonword","nonword","nonword",NA
"σοκολάνγ","smija","nonword","nonword","nonword",NA
"κατηγουώα","κυβεκτήτης","nonword","nonword","nonword",NA
"γνιακός","κυφαγι","nonword","nonword","nonword",NA
"άριςα","μόπλς","nonword","nonword","nonword",NA
"υμεντικό","επινόμενο","nonword","nonword","nonword",NA
"καμψς","νοσοκοιλίο","nonword","nonword","nonword",NA
"κρίλω","απαρνιτητη","nonword","nonword","nonword",NA
"προφαλά","ώωπλειοψηφία","nonword","nonword","nonword",NA
"μονογκτι","ριλασσα","nonword","nonword","nonword",NA
"ανίλο","εκθενήακός χώρος","nonword","nonword","nonword",NA
"κόαγα","ενάμα","nonword","nonword","nonword",NA
"ναυιταματήσει","γνάκων","nonword","nonword","nonword",NA
"περίλαος","προχότυπο","nonword","nonword","nonword",NA
"μαρτονία","περιγρταω","nonword","nonword","nonword",NA
"λουλροδι","τραψιμο","nonword","nonword","nonword",NA
"γρατορα","παραγωνής","nonword","nonword","nonword",NA
"υπερείλλω","πλυκος","nonword","nonword","nonword",NA
"φλααα","βαέος","nonword","nonword","nonword",NA
"ανχουση","παραβάευή","nonword","nonword","nonword",NA
"ναζωης","επιτρέκα","nonword","nonword","nonword",NA
"μεντμεριανό","αστεδα","nonword","nonword","nonword",NA
"ομολφθώ","ιδειτικός","nonword","nonword","nonword",NA
"μαχαζοι","παγίστ","nonword","nonword","nonword",NA
"εβδοποδα","διασχίότητα","nonword","nonword","nonword",NA
"μετελος","θυιτζάνι","nonword","nonword","nonword",NA
"οωθος","πλατάμρμα","nonword","nonword","nonword",NA
"οξανόνο","αρκοιvα","nonword","nonword","nonword",NA
"αυτοκρατορού","στρουτυλό","nonword","nonword","nonword",NA
"συναρωία","σφρατήδα","nonword","nonword","nonword",NA
"υπολοχαγιέ","άλνηση","nonword","nonword","nonword",NA
"βάγκ","πλσπωμα","nonword","nonword","nonword",NA
"άσριση","μέλιούα","nonword","nonword","nonword",NA
"πρησόν","σύνντέο","nonword","nonword","nonword",NA
"κλασυγκός","δευταλα","nonword","nonword","nonword",NA
"σχετικφιμε","τσια γραφη","nonword","nonword","nonword",NA
"διστκητικός","υποτηχώ","nonword","nonword","nonword",NA
"καταταλισμός","παράθυνσ","nonword","nonword","nonword",NA
"προδίνης","θαλάυχια","nonword","nonword","nonword",NA
"ανδρυχία","κρφαί","nonword","nonword","nonword",NA
"κωνόδία","φτεvός","nonword","nonword","nonword",NA
"εκτέφαση","κατασκπτωση","nonword","nonword","nonword",NA
"σήός","τουαρχτα","nonword","nonword","nonword",NA
"καιvκι","φέρες","nonword","nonword","nonword",NA
"πόφια","επλτροή","nonword","nonword","nonword",NA
"μαρχονέζα","τουρνοπό","nonword","nonword","nonword",NA
"καράτερος","χόρει","nonword","nonword","nonword",NA
"ποδίτητα","άλφος","nonword","nonword","nonword",NA
"τραψιά","τίουτα","nonword","nonword","nonword",NA
"ομοία","κανονίσσ","nonword","nonword","nonword",NA
"γάσι","αρπάιπ","nonword","nonword","nonword",NA
"προοάρική","ύπνοια","nonword","nonword","nonword",NA
"επιβεβαιάρω","ποντύνι","nonword","nonword","nonword",NA
"καγωνικός","συνάδελφίν","nonword","nonword","nonword",NA
"αστέντ","κοπαα","nonword","nonword","nonword",NA
"ρομαντικού","κουβέρον","nonword","nonword","nonword",NA
"απαγοριαω","αργόσχημος","nonword","nonword","nonword",NA
"ασβλι","δημοραασία","nonword","nonword","nonword",NA
"κατασκγλωση","ʼσα","nonword","nonword","nonword",NA
"παιχνίσο","σκρα","nonword","nonword","nonword",NA
