"hy_target","hy_cue","type","target_type","cue_type","hy_cosine"
"համաքաեստ","ազատամեն","nonword","nonword","nonword",NA
"փամփուցչ","րբական","nonword","nonword","nonword",NA
"բաղեն","անարդամբւթյուն","nonword","nonword","nonword",NA
"պատվաստաողութ","տեխնգրական","nonword","nonword","nonword",NA
"ֆենուս","պոքե","nonword","nonword","nonword",NA
"վաճաովկան","պրոդտիկա","nonword","nonword","nonword",NA
"թվող","դրւզ","nonword","nonword","nonword",NA
"առոգծված","գերեերան","nonword","nonword","nonword",NA
"թաթենել","թերալվա","nonword","nonword","nonword",NA
"ogամտություն","քիատա","nonword","nonword","nonword",NA
"suխանություն","նտուր","nonword","nonword","nonword",NA
"ժառարձել","դորրն","nonword","nonword","nonword",NA
"եկացուցիչ","թմակ","nonword","nonword","nonword",NA
"պատոանել","հանրաճանեպ","nonword","nonword","nonword",NA
"աղթ","մատորժող","nonword","nonword","nonword",NA
"ռաստական","հունավ","nonword","nonword","nonword",NA
"երփը","մպլեջ","nonword","nonword","nonword",NA
"մաադահետք","փոет","nonword","nonword","nonword",NA
"հետաթմնել","հբուր","nonword","nonword","nonword",NA
"երոգ","գոերդ","nonword","nonword","nonword",NA
"հատկանշարքն","սթки","nonword","nonword","nonword",NA
"ծառոսիի","կոeu","nonword","nonword","nonword",NA
"իշյոն","դաասամուր","nonword","nonword","nonword",NA
"ալյփի","playiny","nonword","nonword","nonword",NA
"ուսիկցել","կեղտրի","nonword","nonword","nonword",NA
"գալադեիկայում","խեղդատ","nonword","nonword","nonword",NA
"հրսառ","կաազել","nonword","nonword","nonword",NA
"դույր","կիլոխոամ","nonword","nonword","nonword",NA
"բամբր","գցոտ","nonword","nonword","nonword",NA
"ւոր","ամտեր","nonword","nonword","nonword",NA
"լուսանլեր","հանեհատիկ","nonword","nonword","nonword",NA
"դերեն","եցմար","nonword","nonword","nonword",NA
"դեշ","կարգավաշակը","nonword","nonword","nonword",NA
"քաասք","կաձիավալ","nonword","nonword","nonword",NA
"ծննդյան հմ","hiշտ","nonword","nonword","nonword",NA
"ֆեդերաինա","իրտմաբան","nonword","nonword","nonword",NA
"րյանություն","ռիրել","nonword","nonword","nonword",NA
"համանյարան","ծաւմբ","nonword","nonword","nonword",NA
"ստրատեիդա","խանդխի","nonword","nonword","nonword",NA
"հեռաւյս","ընթերցնեմ","nonword","nonword","nonword",NA
"հյուսվւնք","վերանըել","nonword","nonword","nonword",NA
"ժամանակալեջան","նեգրին","nonword","nonword","nonword",NA
"դեմոուց","գթd","nonword","nonword","nonword",NA
"տորննկո","գրum","nonword","nonword","nonword",NA
"հոգեղենական","դրփազանց","nonword","nonword","nonword",NA
"սանտիմտիր","անիիվոր","nonword","nonword","nonword",NA
"ռաստական","հիվանդանյա","nonword","nonword","nonword",NA
"գլխաch","բջբե","nonword","nonword","nonword",NA
"դերել","աշութագիր","nonword","nonword","nonword",NA
"հաղոզմակցություն","սոճարական","nonword","nonword","nonword",NA
"հաստորել","արդյուրա","nonword","nonword","nonword",NA
"cyեղ","լանտնա","nonword","nonword","nonword",NA
"ներդավղ","պեաստան","nonword","nonword","nonword",NA
"ւյր","կոմն","nonword","nonword","nonword",NA
"բարեկաստւթյուն","կաստւրջ","nonword","nonword","nonword",NA
"որհարար","պահակգն","nonword","nonword","nonword",NA
"տհir","ղեք","nonword","nonword","nonword",NA
"ձեահատում","ասկո","nonword","nonword","nonword",NA
"foանգ","մետաւռե","nonword","nonword","nonword",NA
"ակտիստցնել","կարնկ","nonword","nonword","nonword",NA
"համատեք","անհանգւնությամբ","nonword","nonword","nonword",NA
"հասաւստ","դաևնին","nonword","nonword","nonword",NA
"լիոսւզին","սեհնացիոն","nonword","nonword","nonword",NA
"քաղադրկանություն","հուշարեռն","nonword","nonword","nonword",NA
"վաստություն","իրռանգություն","nonword","nonword","nonword",NA
"կիանալ","հայեցակախի","nonword","nonword","nonword",NA
"տմուշ","խով","nonword","nonword","nonword",NA
"գրգավոր","մառնիկ","nonword","nonword","nonword",NA
"իրատդիական","արհան","nonword","nonword","nonword",NA
"գնչոդ","ճամբլը","nonword","nonword","nonword",NA
"մեաչ","յքայնակ","nonword","nonword","nonword",NA
"թավոսե","պատրպատ","nonword","nonword","nonword",NA
"փայլղ","տիհներք","nonword","nonword","nonword",NA
"ողորմանսւթյուն","մոք","nonword","nonword","nonword",NA
"հաստորել","տուո","nonword","nonword","nonword",NA
"սպիլետտի","պարոզնակ","nonword","nonword","nonword",NA
"խոլմարկու","միրսակարգ","nonword","nonword","nonword",NA
"իեմ","ացվական","nonword","nonword","nonword",NA
"loագիր","քաղադրկանություն","nonword","nonword","nonword",NA
"լովիրան","սանսավորում","nonword","nonword","nonword",NA
"վեոնուծում","ապոնի","nonword","nonword","nonword",NA
"поոր","հովհած","nonword","nonword","nonword",NA
"երւգային","կառաբերում","nonword","nonword","nonword",NA
"առտանություն","ընդհորել","nonword","nonword","nonword",NA
"ոնակտոր","համտայել","nonword","nonword","nonword",NA
"չինատոր","ընատանուր","nonword","nonword","nonword",NA
"փոխարիուղ","շոցում","nonword","nonword","nonword",NA
"քոիրատվություն","ջրանем","nonword","nonword","nonword",NA
"ֆրանոշական","որելություն","nonword","nonword","nonword",NA
"եշտ","հեռաբար","nonword","nonword","nonword",NA
"վկկայական","բաբերձակապես","nonword","nonword","nonword",NA
"коալ","մականորդ","nonword","nonword","nonword",NA
"ֆիմ","ծրլը","nonword","nonword","nonword",NA
"ատխիային","պատերաла","nonword","nonword","nonword",NA
"լաես","հաիւղ","nonword","nonword","nonword",NA
"էլլցանտ","մտրապալ","nonword","nonword","nonword",NA
"նաել","կեիթել","nonword","nonword","nonword",NA
"սուլիմ","դավային","nonword","nonword","nonword",NA
"բարձափգնահատել","ելութ","nonword","nonword","nonword",NA
"հաբաղ","մարդասկոն","nonword","nonword","nonword",NA
"արշինապատվություն","երկրաշդ","nonword","nonword","nonword",NA
"հավագել","դավային","nonword","nonword","nonword",NA
"խարդենություն","ծաձնագիր","nonword","nonword","nonword",NA
"պածիք","անկարուցւթյուն","nonword","nonword","nonword",NA
"միտ","նվպրագույն","nonword","nonword","nonword",NA
"կամրուկ","կակտերական","nonword","nonword","nonword",NA
"նեերնել","բաաոանել","nonword","nonword","nonword",NA
"մառնուղի","հետեմպլ","nonword","nonword","nonword",NA
"անգ","արտուհւթյուն","nonword","nonword","nonword",NA
"խատոլիք","մարզկա","nonword","nonword","nonword",NA
"ղեկակեր","բարձմենալ","nonword","nonword","nonword",NA
"քաբալ","բելկ","nonword","nonword","nonword",NA
"ծիծաշոլ","երերամ","nonword","nonword","nonword",NA
"բյանկյունի","ներորհ","nonword","nonword","nonword",NA
"պոնաատ","պատրուտում","nonword","nonword","nonword",NA
"տոքո","հաաթել","nonword","nonword","nonword",NA
"ծաապ","ая","nonword","nonword","nonword",NA
"առզեանգել","որսուհություն","nonword","nonword","nonword",NA
"միշանակ","զիզ","nonword","nonword","nonword",NA
"սպկոտ","տեսացոիկ","nonword","nonword","nonword",NA
"սարքավատել","բեում","nonword","nonword","nonword",NA
"պանեյուն","մոնոկ","nonword","nonword","nonword",NA
"ծին","կասևր","nonword","nonword","nonword",NA
"պրոֆրգոր","շինարադաւթյուն","nonword","nonword","nonword",NA
"գլրմություն","ծաpe","nonword","nonword","nonword",NA
"միկրքոոն","hiճուն","nonword","nonword","nonword",NA
"ինչորիեեղ","խեցեցի","nonword","nonword","nonword",NA
"րեդ","իդեայոկան","nonword","nonword","nonword",NA
"իոուզում","ատգրային","nonword","nonword","nonword",NA
"վարոնա","կավագոևը","nonword","nonword","nonword",NA
"բաия","վեսեւթյուն","nonword","nonword","nonword",NA
"անջանքւմ","հաստուում","nonword","nonword","nonword",NA
"ճակատամիական","թղթացենակ","nonword","nonword","nonword",NA
"զգարտ","դաչկային","nonword","nonword","nonword",NA
"մաթեմատիիչ","նվւյր","nonword","nonword","nonword",NA
"ուղեет","բնտարակ","nonword","nonword","nonword",NA
"հյուհաս","հանելոre","nonword","nonword","nonword",NA
"խոեջանգում","ծիծառիլի","nonword","nonword","nonword",NA
"ողված","ւնց","nonword","nonword","nonword",NA
"րոap","շարառել","nonword","nonword","nonword",NA
"ճառագաքնում","կենսաթափակ","nonword","nonword","nonword",NA
"աշխաir","բաէկրան","nonword","nonword","nonword",NA
"փորլ","եղբոուր","nonword","nonword","nonword",NA
"նյականություն","բասին","nonword","nonword","nonword",NA
"պատոանում","բաչու","nonword","nonword","nonword",NA
"քաղցրաղ","համտքել","nonword","nonword","nonword",NA
"կրծքուանդակ","հաւաերություն","nonword","nonword","nonword",NA
"հավարյել","ռոռնո","nonword","nonword","nonword",NA
"դաշիկ","ջանվոր","nonword","nonword","nonword",NA
"ոսւնգույն","արժեքարդր","nonword","nonword","nonword",NA
"հարյուրգեր","շարժարլ","nonword","nonword","nonword",NA
"մամտադիտակ","դեղատետ","nonword","nonword","nonword",NA
"տպավորաբ","թորուն","nonword","nonword","nonword",NA
"մեկիչ","դրրություն","nonword","nonword","nonword",NA
"գերեերանատուն","երբեյք","nonword","nonword","nonword",NA
"դժւկ","պատճть","nonword","nonword","nonword",NA
"մերձդրանք","քաղաիլվարի","nonword","nonword","nonword",NA
"եղանյր","չհստ","nonword","nonword","nonword",NA
"աստվլլային","լանոց","nonword","nonword","nonword",NA
"հաաշարարություն","պատատյանատվություն","nonword","nonword","nonword",NA
"արգրքին","ֆսռ","nonword","nonword","nonword",NA
"պատժարել","հաղոռնել","nonword","nonword","nonword",NA
"իրերես","հյույթնոց","nonword","nonword","nonword",NA
"շոin","շարավորանք","nonword","nonword","nonword",NA
"ֆոսակցիոնալ","նակնաբանություն","nonword","nonword","nonword",NA
"մմարջ","օմահ","nonword","nonword","nonword",NA
"օդրջու","ռիcn","nonword","nonword","nonword",NA
"հազրուր","սենդեղչ","nonword","nonword","nonword",NA
"թոբոլ","կոոթին","nonword","nonword","nonword",NA
"դասահմն","զեր","nonword","nonword","nonword",NA
"վամիական","գերազարք","nonword","nonword","nonword",NA
"հեռանկլը","ամարխ","nonword","nonword","nonword",NA
"ադրենապին","անգլխոեն","nonword","nonword","nonword",NA
"օտլը","nigma","nonword","nonword","nonword",NA
"շոցանակ","իրմանել","nonword","nonword","nonword",NA
"ավտոմսւս","կամպիոն","nonword","nonword","nonword",NA
"անչեդհատ","գեեևնական","nonword","nonword","nonword",NA
"գուպզություն","շավիթ","nonword","nonword","nonword",NA
"լրանավակայան","ժամայիւմ","nonword","nonword","nonword",NA
"շառ","այփար","nonword","nonword","nonword",NA
"ճահիր","բող","nonword","nonword","nonword",NA
"ծնկական","վանև","nonword","nonword","nonword",NA
