"he_target","he_cue","type","target_type","cue_type","he_cosine"
"הזרנלין","rl הכל","nonword","nonword","nonword",NA
"להתחטט","גנל","nonword","nonword","nonword",NA
"דובהָר","xo ט חו ן","nonword","nonword","nonword",NA
"תשל","כףר ד ה","nonword","nonword","nonword",NA
"ox","בזווה","nonword","nonword","nonword",NA
"mpטָן","bmרו י קט","nonword","nonword","nonword",NA
"קופגוּנִיסט","נמלה יותר","nonword","nonword","nonword",NA
"זרן","כהיד","nonword","nonword","nonword",NA
"לטוסבסזבוב","רםפ ר יק ה","nonword","nonword","nonword",NA
"וכים","ל ה טבאייע ","nonword","nonword","nonword",NA
"שְׁמֵיעפי","פופומלי","nonword","nonword","nonword",NA
"ביעי","רוםו","nonword","nonword","nonword",NA
"מזיה","ההפסא","nonword","nonword","nonword",NA
"עוגמֶׁר","ogנ יע ","nonword","nonword","nonword",NA
"קרחוץ","בטנית","nonword","nonword","nonword",NA
"fbמפֶּרָטוּרָה","ghג ן","nonword","nonword","nonword",NA
"jpּסֵא","צנבר","nonword","nonword","nonword",NA
"והבור","שויים","nonword","nonword","nonword",NA
"icיטָרָה","otפו א י","nonword","nonword","nonword",NA
"ינמית","zs ג ר יר","nonword","nonword","nonword",NA
"יבקה","ע זרmo","nonword","nonword","nonword",NA
"עהעַסוֹת","וםק ש ו ר","nonword","nonword","nonword",NA
"לְהִשָׁאio","ה תא ב  דולפ","nonword","nonword","nonword",NA
"קלביסִי","ןעא","nonword","nonword","nonword",NA
"ngרַם","ת לו נoo","nonword","nonword","nonword",NA
"נוסי","ח תניף","nonword","nonword","nonword",NA
"מגדרל","ahה ב יא","nonword","nonword","nonword",NA
"מֶמְשָׁלex","ש  פ עks","nonword","nonword","nonword",NA
"נבנהִיג","סיחכם","nonword","nonword","nonword",NA
"מיליארמאדולר","מ פ שתיד","nonword","nonword","nonword",NA
"uvת","ע ל ט בעדנ","nonword","nonword","nonword",NA
"ופס","להיכבו","nonword","nonword","nonword",NA
"וxלַמֵד","קםה חמ יא","nonword","nonword","nonword",NA
"נטרות","מ כש וספ","nonword","nonword","nonword",NA
"לפמן","פןד ינ יו ת","nonword","nonword","nonword",NA
"ffלֵמֶנט","קםסלו ל","nonword","nonword","nonword",NA
"vxּתִיבָה","zuן","nonword","nonword","nonword",NA
"ארוחלבבוקר","ל מ צותנ","nonword","nonword","nonword",NA
"לגרדה","בfב  א","nonword","nonword","nonword",NA
"nzסוֹק","ררd","nonword","nonword","nonword",NA
"פְּסיתכוֹלוֹגִי","רךכאו ב","nonword","nonword","nonword",NA
"ברשוה","פוצץו","nonword","nonword","nonword",NA
"twנוֹכִי","דיוןומה","nonword","nonword","nonword",NA
"לובון","ל ש  כ ושז","nonword","nonword","nonword",NA
"ג וֹס","שלור","nonword","nonword","nonword",NA
"jcנוּר","שימאי","nonword","nonword","nonword",NA
"חוםע","תו ל עשכ","nonword","nonword","nonword",NA
"לאובף","פוביציאל","nonword","nonword","nonword",NA
"בניקה","dmר ב ו ת","nonword","nonword","nonword",NA
"qcׁבוּעִי","לו ח  ש  נac","nonword","nonword","nonword",NA
"ואיר","בהב","nonword","nonword","nonword",NA
"שר בממחכה","פלייושי","nonword","nonword","nonword",NA
"חמיש מהיר","פעע","nonword","nonword","nonword",NA
"ניאמי","hb ח יר ה","nonword","nonword","nonword",NA
"jcחַבֵּק","טף נ ימ י","nonword","nonword","nonword",NA
"שלעתי","hqר או ת","nonword","nonword","nonword",NA
"cfלֶוִיזִיָה","wuתנ ג דו ת","nonword","nonword","nonword",NA
"ןקיָס","נץה ס ת כ  ן","nonword","nonword","nonword",NA
"ההכוֹנָה","סןצר ן","nonword","nonword","nonword",NA
"חֲתוּנsu","רכון","nonword","nonword","nonword",NA
"ןעמוּן","iאמיו ן","nonword","nonword","nonword",NA
"bpלִיחָה","מהופס","nonword","nonword","nonword",NA
"נִיחוֹcj","xoם","nonword","nonword","nonword",NA
"וסך","נופח ע ","nonword","nonword","nonword",NA
"נוֹזפפ","להתהיב","nonword","nonword","nonword",NA
"עורבת","ומלי","nonword","nonword","nonword",NA
"אוקזְּצִיָה","מבומנה כלכלית","nonword","nonword","nonword",NA
"מקדי","חף ג עו ן","nonword","nonword","nonword",NA
"צףרְטִילֶרִיָה","תו צ אqu","nonword","nonword","nonword",NA
"תכחשׁוֹב","עוהד ש ","nonword","nonword","nonword",NA
"רוסך","סוci","nonword","nonword","nonword",NA
"כנול","נופץ ","nonword","nonword","nonword",NA
"zvדַע","עקה","nonword","nonword","nonword",NA
"ומא","לוונים","nonword","nonword","nonword",NA
"ewּרַח","יו גai","nonword","nonword","nonword",NA
"לסושע","mtש ו ת","nonword","nonword","nonword",NA
"ענודה","עהזה ר ה","nonword","nonword","nonword",NA
"gcוֹלִיטִיקָאִי","מזנה","nonword","nonword","nonword",NA
"נָבהיב","מערכךייחסים","nonword","nonword","nonword",NA
"ddּיוֹלוֹגִי","רו שתגם","nonword","nonword","nonword",NA
"מוושָצִיָה","ב  יערן","nonword","nonword","nonword",NA
"וםמַמֵן","ש ו שרר","nonword","nonword","nonword",NA
"אַטמוֹספֵרכץ","ogח ר","nonword","nonword","nonword",NA
"ןעאַהֵב","כץ ת או ם","nonword","nonword","nonword",NA
"מִינעהס","jpע ים","nonword","nonword","nonword",NA
"מםפּשׁוּת","כין","nonword","nonword","nonword",NA
"זןיגָר","סיבתטום","nonword","nonword","nonword",NA
"ליחיק","חצרו ם","nonword","nonword","nonword",NA
"למפלא","rn מו ת","nonword","nonword","nonword",NA
"צִינey","ניף","nonword","nonword","nonword",NA
"מוּסִיגסה","vxינו ק","nonword","nonword","nonword",NA
"חףיטָמִין","נו ב מב עכ","nonword","nonword","nonword",NA
"אופנ","ולף","nonword","nonword","nonword",NA
"ווסרון","בהרא","nonword","nonword","nonword",NA
"ותינה","רםנ ת ח ","nonword","nonword","nonword",NA
"משקח","לעולרשלא","nonword","nonword","nonword",NA
"tvדַעַת","חוזת","nonword","nonword","nonword",NA
"תקי","ףא לי ה","nonword","nonword","nonword",NA
"זתלֶד","lyה פ ע יל","nonword","nonword","nonword",NA
"ללתית","ביזליתומים","nonword","nonword","nonword",NA
"מעורר ארמים","חו זup","nonword","nonword","nonword",NA
"פּוֹנשר","סטמוו ס","nonword","nonword","nonword",NA
"cfיל","ilבלו ע ","nonword","nonword","nonword",NA
"נוזףָף","במפור","nonword","nonword","nonword",NA
"syישִׁי","מנדיה","nonword","nonword","nonword",NA
"יטאי","krחטו ף","nonword","nonword","nonword",NA
"אילרם","ש  א לzo","nonword","nonword","nonword",NA
"גוֹבtp","ח קלנחי","nonword","nonword","nonword",NA
"רִקמהע","מ ש ו נשר","nonword","nonword","nonword",NA
"יוֹפwa","rpטו מט ם","nonword","nonword","nonword",NA
"wrמָלָה","בשטןחזיר","nonword","nonword","nonword",NA
"לִלנרוֹת","רגני","nonword","nonword","nonword",NA
"לאזהל","וטון עז","nonword","nonword","nonword",NA
"oaּמְהִירוּת","כ  לju","nonword","nonword","nonword",NA
"עץבָּלָה","ftז ית","nonword","nonword","nonword",NA
"ארמט","מקגר","nonword","nonword","nonword",NA
"מִבטגק","phבחו ן","nonword","nonword","nonword",NA
"jfהַפְעִיל","פסיש","nonword","nonword","nonword",NA
"לממול","כדורדס","nonword","nonword","nonword",NA
"למוסה","ewפל צ ת","nonword","nonword","nonword",NA
"סםתבַּגֵר","lhג ע יל","nonword","nonword","nonword",NA
"לִישׁוwa","עכוע","nonword","nonword","nonword",NA
"pmשִׂים","ולם","nonword","nonword","nonword",NA
"הוהיה","gcצ ר","nonword","nonword","nonword",NA
"ציפיר","phק ע ק ע ","nonword","nonword","nonword",NA
"מפגעה","ltה כ יל","nonword","nonword","nonword",NA
"לְהַמשנדיך","jiח ת","nonword","nonword","nonword",NA
"djירָה","xoש  תו ת","nonword","nonword","nonword",NA
"תגיר","ןחבר ה","nonword","nonword","nonword",NA
"מןשׁוּת","fm ימ י ה","nonword","nonword","nonword",NA
"jpסטִיבָל","תובת","nonword","nonword","nonword",NA
"גוֹרסג","srש  ה","nonword","nonword","nonword",NA
"פציעי","רטיל יו נ ר","nonword","nonword","nonword",NA
"לְתַשדן","ל ג ש dj","nonword","nonword","nonword",NA
"לארנ","כףכ ז ר י","nonword","nonword","nonword",NA
"הץיִ פַּעַם","oh ל יט","nonword","nonword","nonword",NA
"אֲגוּדםד","מו ד רסכי","nonword","nonword","nonword",NA
"ארוחת אקריים","קתק","nonword","nonword","nonword",NA
"אָשֵעא","ק תניב  ר","nonword","nonword","nonword",NA
"טֶכרס","נחאי","nonword","nonword","nonword",NA
"עֶנמק","בית נגלים","nonword","nonword","nonword",NA
"dnקרֶה","ונח","nonword","nonword","nonword",NA
"מיצו","בישבאומי","nonword","nonword","nonword",NA
"עוof","bm יל ג ש ","nonword","nonword","nonword",NA
"בְּטִיחוקו","להאיודות","nonword","nonword","nonword",NA
"krנזָר","חשוין","nonword","nonword","nonword",NA
"חֶמלגץ","מקדי","nonword","nonword","nonword",NA
"dbקְדָח","כוכבעיכת","nonword","nonword","nonword",NA
"רָמחישׁ","אלעמים","nonword","nonword","nonword",NA
"חַשְׁמזד","חיד","nonword","nonword","nonword",NA
"ucשׂוֹר","וםש  ר","nonword","nonword","nonword",NA
"רךטוּרָף","מ עו לci","nonword","nonword","nonword",NA
"ךארהִיב","מדווט","nonword","nonword","nonword",NA
"מִנהָרks","קץס לו ח ","nonword","nonword","nonword",NA
"חמדה","ל יגגך","nonword","nonword","nonword",NA
"ותל","ג ן ח יוםל","nonword","nonword","nonword",NA
"ncהֲרוֹג","נעליט","nonword","nonword","nonword",NA
"עגע","פןא מ ן","nonword","nonword","nonword",NA
"יצוע","uvה ש  פ  יע ","nonword","nonword","nonword",NA
"שמובייה","קרובמצשפחה","nonword","nonword","nonword",NA
"riסלוּל","ל נסמו ד","nonword","nonword","nonword",NA
"חֲשִׁיבוטק","סוזו ר י","nonword","nonword","nonword",NA
"ופלם","סבודה","nonword","nonword","nonword",NA
"שַׁעof","כךחב  יב","nonword","nonword","nonword",NA
"מרפרן","os ר ט יס","nonword","nonword","nonword",NA
"מַאֲבדר","עוון ם","nonword","nonword","nonword",NA
"dbרָגִי","ח עפה","nonword","nonword","nonword",NA
"אךָקֵט","וחב","nonword","nonword","nonword",NA
"משאיה","lpחו ם","nonword","nonword","nonword",NA
"מַפָtu","ניקהון","nonword","nonword","nonword",NA
"גזג","םצה ע ל יב","nonword","nonword","nonword",NA
"אתבן","אכודה","nonword","nonword","nonword",NA
"kfוֹד","ש  התסת","nonword","nonword","nonword",NA
"לִתְקונן","cm רו ת ים","nonword","nonword","nonword",NA
"נגידֵאוֹ","ל ת כ יזן","nonword","nonword","nonword",NA
"עםעֲרוֹבֶת","מ פ ק ln","nonword","nonword","nonword",NA
"lfלְקִיק","אבון","nonword","nonword","nonword",NA
"לַעֲנודפ","笙ェר ף","nonword","nonword","nonword",NA
"פושלקצִיוֹנָלִי","צטרו ח ת ע ר ב","nonword","nonword","nonword",NA
"גְדוצש","שרתוה","nonword","nonword","nonword",NA
"wuשׁפָּה","ל רוim","nonword","nonword","nonword",NA
"סָגוec","kr ר ק","nonword","nonword","nonword",NA
"נכבי","סךם","nonword","nonword","nonword",NA
"תקתוֹנָאִי","נ צחjb","nonword","nonword","nonword",NA
"תמואר","רוכם","nonword","nonword","nonword",NA
"במצוני","ה תפ  ר צוrb","nonword","nonword","nonword",NA
"אָנָלִיזהפ","בךת יר ה","nonword","nonword","nonword",NA
"rnרפָּד","mpז יר","nonword","nonword","nonword",NA
"נוקאי","להיכה","nonword","nonword","nonword",NA
"להינה","ckנה ל","nonword","nonword","nonword",NA
"עיריקה","וומוקי","nonword","nonword","nonword",NA
"עוֹזtx","sn ב ירו ר","nonword","nonword","nonword",NA
"לַחקעגר","jtט פ  ל ת","nonword","nonword","nonword",NA
"גודמִילָה","icצ מ צ ם","nonword","nonword","nonword",NA
"phּבוֹד","בהבל","nonword","nonword","nonword",NA
"כזת","נארך כלל","nonword","nonword","nonword",NA
"fpשׁקִיָה","ש ו ד ד שרם","nonword","nonword","nonword",NA
"לאוקה","טףי ץ","nonword","nonword","nonword",NA
"obׁבוּעַ","לעוחה","nonword","nonword","nonword",NA
"אכר","דףו רו ת","nonword","nonword","nonword",NA
"xyתֶכֶת","ףאא ג ה","nonword","nonword","nonword",NA
"ששֹבֵעַ","סימט","nonword","nonword","nonword",NA
"דבמלון","פסללת","nonword","nonword","nonword",NA
"כֵךת","עבע","nonword","nonword","nonword",NA
"סַנטִימֶזבר","מאלפ","nonword","nonword","nonword",NA
"להיסיע","טםבר ק","nonword","nonword","nonword",NA
"פתבה","rvג פ ה","nonword","nonword","nonword",NA
"קְאנינָה","סבקפות","nonword","nonword","nonword",NA
"עץּשׁוּט","לתני","nonword","nonword","nonword",NA
"שֵׁם מִשׁפָּהזה","סוחם","nonword","nonword","nonword",NA
"ahאוּבָּק","וצים","nonword","nonword","nonword",NA
"באופן סדיר","לומא ","nonword","nonword","nonword",NA
"עותםֶק","האוקיינוס   השבע","nonword","nonword","nonword",NA
"ךנסֶק","או ממסל","nonword","nonword","nonword",NA
"בייזספר","ל ה הריע ","nonword","nonword","nonword",NA
"לִימוּזִינdb","ס כוחך","nonword","nonword","nonword",NA
"לְהַרְפשיעַ","סךמו נ ה","nonword","nonword","nonword",NA
"כוגל","וושיישטון","nonword","nonword","nonword",NA
"זתחֲנָה","מאיער","nonword","nonword","nonword",NA
"לנפגל","מו ר שקטת","nonword","nonword","nonword",NA
"הךעַם","נ אוג ","nonword","nonword","nonword",NA
"txעְדֵר","צץ פ ה","nonword","nonword","nonword",NA
"רוגוַנטִי","ת ח רוtu","nonword","nonword","nonword",NA
"נהב","נגסי","nonword","nonword","nonword",NA
"במפוס","ש  ל ע מו ד ה ש  דתאה","nonword","nonword","nonword",NA
"תיודר","מרלות","nonword","nonword","nonword",NA
"מַקסִימוtp","מכחפ","nonword","nonword","nonword",NA
"לברנ","osכ ילו ת","nonword","nonword","nonword",NA
"מִשְׂחhn","ptקסט","nonword","nonword","nonword",NA
"בויג","סןה צ יל","nonword","nonword","nonword",NA
"לְרַעֲאהן","גוננ","nonword","nonword","nonword",NA
"ןהטָרָה","רץזמו ר ת","nonword","nonword","nonword",NA
"צוץ","רףפ ט מב  ר","nonword","nonword","nonword",NA
"syּלָשׁ","חו טdj","nonword","nonword","nonword",NA
"ckּשָׁרוֹן","סחנו מ ס","nonword","nonword","nonword",NA
"jtצִיאוּתִי","החתכ","nonword","nonword","nonword",NA
"תרתכל","יץקש  ן","nonword","nonword","nonword",NA
"笙ェחָב","מווע ","nonword","nonword","nonword",NA
"פּרוֹפֶסהנר","בהב","nonword","nonword","nonword",NA
"לויסזמנים","איכסדק","nonword","nonword","nonword",NA
"סכן","געון","nonword","nonword","nonword",NA
"מִרדnr","סםדחו ף","nonword","nonword","nonword",NA
"cnוֹגֵד","דותנ ה","nonword","nonword","nonword",NA
"כָּבei","נןר ח י","nonword","nonword","nonword",NA
"צףת","קו מja","nonword","nonword","nonword",NA
"אלוףהגשנה","ל ח כוvo","nonword","nonword","nonword",NA
"דֵצֶמבטפר","ךב ע יל","nonword","nonword","nonword",NA
"עםחַץ","מעזיקה","nonword","nonword","nonword",NA
"אפאיות","תיפס","nonword","nonword","nonword",NA
"מוקףָר","ס ב pc","nonword","nonword","nonword",NA
"לְהִתְרַכֵru","lp רו ן","nonword","nonword","nonword",NA
"מםצִירָתִיוּת","שכים","nonword","nonword","nonword",NA
"מנום","קוap","nonword","nonword","nonword",NA
"לִצְחוiq","נ א מ נוכמ","nonword","nonword","nonword",NA
"קֶמפאשינג","רםרו ץ","nonword","nonword","nonword",NA
"oxׁף","מ סוpo","nonword","nonword","nonword",NA
