"sk_cue","sk_target","type","cue_type","target_type","sk_cosine"
"čídov","tormi","nonword","nonword","nonword",NA
"krvník","archilong","nonword","nonword","nonword",NA
"súdnyidoch","romestna","nonword","nonword","nonword",NA
"záodomňa","ukrýkovník","nonword","nonword","nonword",NA
"pošľachtika","dovochádzka","nonword","nonword","nonword",NA
"lór","umiestdepodobne","nonword","nonword","nonword",NA
"doute","artékých","nonword","nonword","nonword",NA
"xický","rej","nonword","nonword","nonword",NA
"zbatí","mechayorkský","nonword","nonword","nonword",NA
"udeta","kŕť","nonword","nonword","nonword",NA
"ánoja","októnius","nonword","nonword","nonword",NA
"tugham","bia","nonword","nonword","nonword",NA
"múdtil","lenca","nonword","nonword","nonword",NA
"bater","odtlačok prvliecť","nonword","nonword","nonword",NA
"mrzá","giprezra","nonword","nonword","nonword",NA
"poscully","ciatok","nonword","nonword","nonword",NA
"nados","techrica","nonword","nonword","nonword",NA
"súbolest","intuxley","nonword","nonword","nonword",NA
"tračný","inštinkmátor","nonword","nonword","nonword",NA
"jednodufield","krsva","nonword","nonword","nonword",NA
"lakostna","pežou","nonword","nonword","nonword",NA
"delismiešny","bowler","nonword","nonword","nonword",NA
"nasvedve","kradtanie","nonword","nonword","nonword",NA
"mokov","morhyb","nonword","nonword","nonword",NA
"chutnájom","asisrový","nonword","nonword","nonword",NA
"spozredý","hozlieka","nonword","nonword","nonword",NA
"prms","narutoch","nonword","nonword","nonword",NA
"oriendo","ošetroba","nonword","nonword","nonword",NA
"hlps","niv","nonword","nonword","nonword",NA
"odcvik","poniaš","nonword","nonword","nonword",NA
"branka","tridka","nonword","nonword","nonword",NA
"spís","značrať","nonword","nonword","nonword",NA
"lúv","klolíą","nonword","nonword","nonword",NA
"presledka","dostašťastný","nonword","nonword","nonword",NA
"sttrs","predĺžeka","nonword","nonword","nonword",NA
"liutratiť","žuý","nonword","nonword","nonword",NA
"kreón","vystriesenie","nonword","nonword","nonword",NA
"dobročinských","púal","nonword","nonword","nonword",NA
"kontrastrácia","hrie","nonword","nonword","nonword",NA
"roztrpiet","vtipmeno","nonword","nonword","nonword",NA
"sacnik","výviaž","nonword","nonword","nonword",NA
"majestátských","limukrishna","nonword","nonword","nonword",NA
"právhom","lúkas","nonword","nonword","nonword",NA
"poskunka","kupučiachci","nonword","nonword","nonword",NA
"oznatiť","nórnosť","nonword","nonword","nonword",NA
"oznašina","radka","nonword","nonword","nonword",NA
"idennoce","náhštevník","nonword","nonword","nonword",NA
"poslovný","ťoda","nonword","nonword","nonword",NA
"okradhlavý","lutcia","nonword","nonword","nonword",NA
"vyuzit si","súhlavách","nonword","nonword","nonword",NA
"fedemiestny","hmém","nonword","nonword","nonword",NA
"faznačný","konpens","nonword","nonword","nonword",NA
"dukým","náhršťastník","nonword","nonword","nonword",NA
"záchraca","porament","nonword","nonword","nonword",NA
"nádný","gálna","nonword","nonword","nonword",NA
"blaznosť","záslušný","nonword","nonword","nonword",NA
"puþi","výňam","nonword","nonword","nonword",NA
"všehmlený","kostupný","nonword","nonword","nonword",NA
"mešvihne","wilso","nonword","nonword","nonword",NA
"spoločskej","kresmálny","nonword","nonword","nonword",NA
"uls","cyborgký","nonword","nonword","nonword",NA
"zablahožestvách","pubne","nonword","nonword","nonword",NA
"paciyorkský","upratinský","nonword","nonword","nonword",NA
"džunwny","žiarný","nonword","nonword","nonword",NA
"nestretnosť","levklada","nonword","nonword","nonword",NA
"vysoká šktments","bezslušný","nonword","nonword","nonword",NA
"vevechádzka","hluba","nonword","nonword","nonword",NA
"thp","ubyka","nonword","nonword","nonword",NA
"chesteín","výdat","nonword","nonword","nonword",NA
"zaloších","šampirand","nonword","nonword","nonword",NA
"krmy","štvrlo","nonword","nonword","nonword",NA
"tvohý","vonžiť","nonword","nonword","nonword",NA
"pobát","parasviečka","nonword","nonword","nonword",NA
"ušchristilý","rovek","nonword","nonword","nonword",NA
"roči","stokrátka","nonword","nonword","nonword",NA
"cittý","postatný","nonword","nonword","nonword",NA
"swa","chádzkurátor","nonword","nonword","nonword",NA
"trhé","ukradný","nonword","nonword","nonword",NA
"lopma","šar","nonword","nonword","nonword",NA
"anoužasný","trestnýdžús","nonword","nonword","nonword",NA
"gobý","plašaš","nonword","nonword","nonword",NA
"ľuľ","prereň","nonword","nonword","nonword",NA
"arr","žrip","nonword","nonword","nonword",NA
"sámev","štetlička","nonword","nonword","nonword",NA
"dvoca","fimp","nonword","nonword","nonword",NA
"novemnách","rienosť","nonword","nonword","nonword",NA
"vyniest","zavražvať","nonword","nonword","nonword",NA
"lienky","vývových","nonword","nonword","nonword",NA
"chrákej","desaťroidoch","nonword","nonword","nonword",NA
"origičiem","nízlosť","nonword","nonword","nonword",NA
"yeno","špičník","nonword","nonword","nonword",NA
"upranota","nezvyktie","nonword","nonword","nonword",NA
"vzdialetých","vraztival","nonword","nonword","nonword",NA
"taráš","dievdovať","nonword","nonword","nonword",NA
"mršom","gretý","nonword","nonword","nonword",NA
"otvovlastné","ster","nonword","nonword","nonword",NA
"pállo","ksub","nonword","nonword","nonword",NA
"ahms","chodrenie","nonword","nonword","nonword",NA
"meršiť","novistup","nonword","nonword","nonword",NA
"odlúchnuť","šéfkulant","nonword","nonword","nonword",NA
"tália","fildý","nonword","nonword","nonword",NA
"posian","sysvon","nonword","nonword","nonword",NA
"fotoapafield","diague","nonword","nonword","nonword",NA
"bezstupný","klopka","nonword","nonword","nonword",NA
"stanostranko","nebezpečenvliecť","nonword","nonword","nonword",NA
"fištvorcovať","chutnájom","nonword","nonword","nonword",NA
"alfňa","umiestnikajúci","nonword","nonword","nonword",NA
"zavražvať","pomáčiek","nonword","nonword","nonword",NA
"dotrvalý","obhajoských","nonword","nonword","nonword",NA
"domil","nezodpoochranný","nonword","nonword","nonword",NA
"publom","eugenický","nonword","nonword","nonword",NA
"vražva","budovaských","nonword","nonword","nonword",NA
"cudán","eleksladký","nonword","nonword","nonword",NA
"chesk","kapitalizstvách","nonword","nonword","nonword",NA
"sľubka","vôsat","nonword","nonword","nonword",NA
"nesk","traumanie","nonword","nonword","nonword",NA
"ľudne","čeža","nonword","nonword","nonword",NA
"piesmový","výsleland","nonword","nonword","nonword",NA
"nestrelný","synochol","nonword","nonword","nonword",NA
"velikoch","umieny","nonword","nonword","nonword",NA
"odlen","vrectica","nonword","nonword","nonword",NA
"pritiahtiť","burge","nonword","nonword","nonword",NA
"vyskúloch","pocem","nonword","nonword","nonword",NA
"storových","byo","nonword","nonword","nonword",NA
"najpic","pezhroze","nonword","nonword","nonword",NA
"pastráca","kosle","nonword","nonword","nonword",NA
"odônia","výkrátva","nonword","nonword","nonword",NA
"ploj","ďakrátko","nonword","nonword","nonword",NA
"mička","klačul","nonword","nonword","nonword",NA
"výstaň","hluda","nonword","nonword","nonword",NA
"teradosť","hachodca","nonword","nonword","nonword",NA
"zasprávnanie","mokra","nonword","nonword","nonword",NA
"želeklad","instancia","nonword","nonword","nonword",NA
"hríbch","kovotrel","nonword","nonword","nonword",NA
"úchvatnalistika","hns","nonword","nonword","nonword",NA
"počíkoch","nym","nonword","nonword","nonword",NA
"utieog","zvychybne","nonword","nonword","nonword",NA
"nátiahne","mednál","nonword","nonword","nonword",NA
"poľnohospovliecť","aktivotried","nonword","nonword","nonword",NA
"chrisci","urovka","nonword","nonword","nonword",NA
"zvraný","intransmovať","nonword","nonword","nonword",NA
"maradoch","zapôsoských","nonword","nonword","nonword",NA
"rozpohnal","svalna","nonword","nonword","nonword",NA
"impochmúrný","štipža","nonword","nonword","nonword",NA
"kalenliam","šahaj","nonword","nonword","nonword",NA
"zatriasťpečenie","duľa","nonword","nonword","nonword",NA
"výbril","vlastšidelné","nonword","nonword","nonword",NA
"chicard","staťčav","nonword","nonword","nonword",NA
"hrmestna","vyklý","nonword","nonword","nonword",NA
"sušie","zvlágancia","nonword","nonword","nonword",NA
"nahryznúť","bláplo","nonword","nonword","nonword",NA
"boter","explótých","nonword","nonword","nonword",NA
"strednosť","injektant","nonword","nonword","nonword",NA
"lokrasny","krôj","nonword","nonword","nonword",NA
"klinvencia","núdzovýpriek","nonword","nonword","nonword",NA
"pripliet","čerstvýministratívny","nonword","nonword","nonword",NA
"elekkový","rýchtila","nonword","nonword","nonword",NA
"hryznúť","výslušný","nonword","nonword","nonword",NA
"čenský","príbral","nonword","nonword","nonword",NA
"konsvetla","vysynchrovať","nonword","nonword","nonword",NA
"nechajro","obmäk","nonword","nonword","nonword",NA
"agen","kurga","nonword","nonword","nonword",NA
"mokra","leclarko","nonword","nonword","nonword",NA
"nakodach","loroj","nonword","nonword","nonword",NA
"akhláška","arškanda","nonword","nonword","nonword",NA
"aiž","sľutá","nonword","nonword","nonword",NA
"trght","milovstva","nonword","nonword","nonword",NA
"nepriaznica","zaišiel","nonword","nonword","nonword",NA
"otvorecords","chélie","nonword","nonword","nonword",NA
"čítastro","tehotentiach","nonword","nonword","nonword",NA
"inwright","pracovstvo","nonword","nonword","nonword",NA
"srantočný","alvíš","nonword","nonword","nonword",NA
"vyklý","výrociam","nonword","nonword","nonword",NA
"nechodný","stanlý","nonword","nonword","nonword",NA
"väčtor","štený","nonword","nonword","nonword",NA
"sliroš","nechtovať","nonword","nonword","nonword",NA
"klim","nochôtka","nonword","nonword","nonword",NA
"záslal","priesporácia","nonword","nonword","nonword",NA
"anarznie","uzamnúť","nonword","nonword","nonword",NA
"uneky","oponard","nonword","nonword","nonword",NA
"hostarci","bazmeška","nonword","nonword","nonword",NA
"zdielivý","kresforma","nonword","nonword","nonword",NA
"strašnúť","odhakých","nonword","nonword","nonword",NA
"sobný","obríš","nonword","nonword","nonword",NA
"ovlácezná","nehlavný","nonword","nonword","nonword",NA
"ávd","boúradník","nonword","nonword","nonword",NA
"herda","vavzorka","nonword","nonword","nonword",NA
"krarý","trth","nonword","nonword","nonword",NA
"zpích","nepomstychjúci","nonword","nonword","nonword",NA
"speing","niečka","nonword","nonword","nonword",NA
"svedný","dodaniachný","nonword","nonword","nonword",NA
"adoprenie","yuuk","nonword","nonword","nonword",NA
"vyvliecťdávanie","herrá","nonword","nonword","nonword",NA
"podapešť","terni","nonword","nonword","nonword",NA
"mierda","točiťokom","nonword","nonword","nonword",NA
"obchytka","intraktor","nonword","nonword","nonword",NA
"pevno","eť","nonword","nonword","nonword",NA
"stávliare","ministerfield","nonword","nonword","nonword",NA
"filozostrel","náling","nonword","nonword","nonword",NA
"zdraboda","vtipvádzať","nonword","nonword","nonword",NA
"reporrant","záfer","nonword","nonword","nonword",NA
"konštantzácia","garri","nonword","nonword","nonword",NA
"budúcskej","prikrétny","nonword","nonword","nonword",NA
"paoch","pojit","nonword","nonword","nonword",NA
"nejnik","odopre","nonword","nonword","nonword",NA
"nestrelný","perplachtíva","nonword","nonword","nonword",NA
"bákvapka","pripraviťaccff","nonword","nonword","nonword",NA
"novák","stroskolepý","nonword","nonword","nonword",NA
"otáčaťmôct","demonaliancia","nonword","nonword","nonword",NA
"pišra","zachráňpečiť","nonword","nonword","nonword",NA
"rainetta","schokávať","nonword","nonword","nonword",NA
"sexutriedny","senáklad","nonword","nonword","nonword",NA
"súbik","bamar","nonword","nonword","nonword",NA
"utieog","poskym","nonword","nonword","nonword",NA
"exstupne","dllii","nonword","nonword","nonword",NA
"mierda","profeznam","nonword","nonword","nonword",NA
"uzatvovať","batný","nonword","nonword","nonword",NA
"nárenzný","rhk","nonword","nonword","nonword",NA
"idž","sklaťanský","nonword","nonword","nonword",NA
"povied","ovplyvativita","nonword","nonword","nonword",NA
"jašto","na jilou","nonword","nonword","nonword",NA
"obdivotried","zdrapina","nonword","nonword","nonword",NA
"pahláska","parráč","nonword","nonword","nonword",NA
"streľvy","valský","nonword","nonword","nonword",NA
"dotče","záslušník","nonword","nonword","nonword",NA
"sch","milosrdenvliecť","nonword","nonword","nonword",NA
"zaškvrniť","vitadých","nonword","nonword","nonword",NA
"zapojeských","raprasta","nonword","nonword","nonword",NA
"sendjou","mechvalu","nonword","nonword","nonword",NA
"antidoviezť","mučekoch","nonword","nonword","nonword",NA
"baisto","spobím","nonword","nonword","nonword",NA
"ploly","kóľať","nonword","nonword","nonword",NA
"crisselný","teokin","nonword","nonword","nonword",NA
"žd","odčastniť","nonword","nonword","nonword",NA
"bisnot","pohodlnie","nonword","nonword","nonword",NA
"dobradle","ĺpec","nonword","nonword","nonword",NA
"roztdión","neranálny","nonword","nonword","nonword",NA
"zarmu","grrť","nonword","nonword","nonword",NA
"bojoonov","utelaj","nonword","nonword","nonword",NA
"pozorovastvách","neustano","nonword","nonword","nonword",NA
"nalentný","cestel","nonword","nonword","nonword",NA
"krmiriam","ast","nonword","nonword","nonword",NA
"strojka","spoznáška","nonword","nonword","nonword",NA
"mklieb","videcent","nonword","nonword","nonword",NA
"púpé","paranorhviezdny","nonword","nonword","nonword",NA
"kista","soriadny","nonword","nonword","nonword",NA
"opusrika","bezstupný","nonword","nonword","nonword",NA
"potenzdre","mikrohých","nonword","nonword","nonword",NA
"meglenda","výdix","nonword","nonword","nonword",NA
"orstvater","gráka","nonword","nonword","nonword",NA
"ciester","najvzrujúci","nonword","nonword","nonword",NA
"softzvú","spss","nonword","nonword","nonword",NA
"obťach","volot","nonword","nonword","nonword",NA
"kokaster","skonnica","nonword","nonword","nonword",NA
"arzehľad","opračenie","nonword","nonword","nonword",NA
"guvermieť","klaprudký","nonword","nonword","nonword",NA
"nepozvestný","všehľadne","nonword","nonword","nonword",NA
"sijo","šivšetký","nonword","nonword","nonword",NA
"koráž","odstachol","nonword","nonword","nonword",NA
"plakej","huslušník","nonword","nonword","nonword",NA
"rezervma","chóza","nonword","nonword","nonword",NA
"detonáplasť","inštrácia","nonword","nonword","nonword",NA
"záležiniach","neprítomských","nonword","nonword","nonword",NA
"povzácnosť","halucinávrhoch","nonword","nonword","nonword",NA
"močia","cizes","nonword","nonword","nonword",NA
"kresmálne","vysiedzím","nonword","nonword","nonword",NA
"hotoriek","súkro","nonword","nonword","nonword",NA
"populáských","atlanyorkský","nonword","nonword","nonword",NA
"sopný","diačný","nonword","nonword","nonword",NA
"upadnier","µuer","nonword","nonword","nonword",NA
"sch","malic","nonword","nonword","nonword",NA
"rozkve","inteliochranný","nonword","nonword","nonword",NA
"vršiel","priesvedlnenie","nonword","nonword","nonword",NA
"preskúlách","väzetách","nonword","nonword","nonword",NA
"poslanka","vypočíských","nonword","nonword","nonword",NA
