fr_cue,fr_target,type,cue_type,target_type,fr_cosine
venrect,tamper,nonword,nonword,nonword,
magal,hanton,nonword,nonword,nonword,
équiriole,sépubain,nonword,nonword,nonword,
génésien,parport,nonword,nonword,nonword,
exétêtre,preq,nonword,nonword,nonword,
éternique,flopde,nonword,nonword,nonword,
lonqué,printure,nonword,nonword,nonword,
nabée,dégoûreux,nonword,nonword,nonword,
pictor,acplanter,nonword,nonword,nonword,
niflatter,trérect,nonword,nonword,nonword,
disle,nurez,nonword,nonword,nonword,
soyae,asissrette,nonword,nonword,nonword,
horjour,mibattre,nonword,nonword,nonword,
ruante,confiper,nonword,nonword,nonword,
inspecrons,gedie,nonword,nonword,nonword,
modu,oppres,nonword,nonword,nonword,
serfils,donquage,nonword,nonword,nonword,
purvetant,tely,nonword,nonword,nonword,
cresment,conclet,nonword,nonword,nonword,
chider,ploiteur,nonword,nonword,nonword,
uti,finandale,nonword,nonword,nonword,
logitout,discucher,nonword,nonword,nonword,
dénunane,consitissement,nonword,nonword,nonword,
ronom,romémotique,nonword,nonword,nonword,
ambasgrès,chif,nonword,nonword,nonword,
nèe,bousé,nonword,nonword,nonword,
gootion,amindistraphe,nonword,nonword,nonword,
soufdroit,annarteforme,nonword,nonword,nonword,
thit,épin,nonword,nonword,nonword,
sercent,chlibre,nonword,nonword,nonword,
doma,cimenance,nonword,nonword,nonword,
plance,rêté,nonword,nonword,nonword,
uelle,ennistre,nonword,nonword,nonword,
outoire,chabelle,nonword,nonword,nonword,
alpec,quateille,nonword,nonword,nonword,
afferrisrieur,détecrant,nonword,nonword,nonword,
frottion,clastible,nonword,nonword,nonword,
pharfon,boumé,nonword,nonword,nonword,
clais,merson,nonword,nonword,nonword,
colprise,enclier,nonword,nonword,nonword,
cabichon,mair,nonword,nonword,nonword,
amran,blessir,nonword,nonword,nonword,
styture,ramgueur,nonword,nonword,nonword,
chancerais,contichologie,nonword,nonword,nonword,
wattié,agenrô,nonword,nonword,nonword,
bemme,rannique,nonword,nonword,nonword,
madairerité,raisonrette,nonword,nonword,nonword,
spéter,boucriéme,nonword,nonword,nonword,
juson,zoel,nonword,nonword,nonword,
lusance,réputachées,nonword,nonword,nonword,
vebre,dèrolule,nonword,nonword,nonword,
interringue,exprisant,nonword,nonword,nonword,
sanechane,vrinac,nonword,nonword,nonword,
véade,moucea,nonword,nonword,nonword,
aital,samousort,nonword,nonword,nonword,
impéblés,domeslaire,nonword,nonword,nonword,
pratérium,ator,nonword,nonword,nonword,
canreur,guersesse,nonword,nonword,nonword,
caprige,grîte,nonword,nonword,nonword,
xam,fertique,nonword,nonword,nonword,
adu,hydrovers,nonword,nonword,nonword,
évinson,arpenterie,nonword,nonword,nonword,
tolépreuse,protoblin,nonword,nonword,nonword,
imaquence,rért,nonword,nonword,nonword,
dotrez,telli,nonword,nonword,nonword,
sundbien,monrire,nonword,nonword,nonword,
dul,mainmi,nonword,nonword,nonword,
lat,trisogne,nonword,nonword,nonword,
juvé,furmedias,nonword,nonword,nonword,
ptalenaude,arguirl,nonword,nonword,nonword,
extesible,coyau,nonword,nonword,nonword,
milie,urtre,nonword,nonword,nonword,
lari,connictre,nonword,nonword,nonword,
inquage,inpentionnellenouille,nonword,nonword,nonword,
réjournal,gadante,nonword,nonword,nonword,
bartetleur,héligne,nonword,nonword,nonword,
miséduire,médelote,nonword,nonword,nonword,
protantir,appapèce,nonword,nonword,nonword,
entironnement,vontilaporte,nonword,nonword,nonword,
porge,mager,nonword,nonword,nonword,
cloc,feide,nonword,nonword,nonword,
cassaline,exénier,nonword,nonword,nonword,
compétignure,lutêtre,nonword,nonword,nonword,
déplacenaire,céroine,nonword,nonword,nonword,
tourpel,capisives,nonword,nonword,nonword,
rockllé,finaes,nonword,nonword,nonword,
demoine,chausté,nonword,nonword,nonword,
expentent,ryience,nonword,nonword,nonword,
prinek,ponue,nonword,nonword,nonword,
ruainte,emplognet,nonword,nonword,nonword,
natulage,rorase,nonword,nonword,nonword,
étinky,calcution,nonword,nonword,nonword,
inphiée,inforsant,nonword,nonword,nonword,
imposlogue,huping,nonword,nonword,nonword,
oiversons,spéciations,nonword,nonword,nonword,
yable,scientigence,nonword,nonword,nonword,
surprè,navidocq,nonword,nonword,nonword,
banmante,décentment,nonword,nonword,nonword,
ligionté,nobur,nonword,nonword,nonword,
avoigle,toulures,nonword,nonword,nonword,
insdiait,cardigère,nonword,nonword,nonword,
aspileur,colcher,nonword,nonword,nonword,
normaletique,créver,nonword,nonword,nonword,
aniée,litse,nonword,nonword,nonword,
cilué,coupeil,nonword,nonword,nonword,
camétien,fransion,nonword,nonword,nonword,
discards,ontérestiers,nonword,nonword,nonword,
commantude,écradale,nonword,nonword,nonword,
blesporter,pacott,nonword,nonword,nonword,
gresouffle,pistognon,nonword,nonword,nonword,
hémbre,sanique,nonword,nonword,nonword,
macès,vigue,nonword,nonword,nonword,
milriel,emnouille,nonword,nonword,nonword,
sicin,velop,nonword,nonword,nonword,
létium,malrible,nonword,nonword,nonword,
crast,bidek,nonword,nonword,nonword,
sounal,duipen,nonword,nonword,nonword,
oul,combatche,nonword,nonword,nonword,
terdiles,joaft,nonword,nonword,nonword,
conctot,axtralerquêtes,nonword,nonword,nonword,
simblegate,rection,nonword,nonword,nonword,
pouteur,serdit,nonword,nonword,nonword,
stajon,chamturer,nonword,nonword,nonword,
jagare,prid,nonword,nonword,nonword,
lechasse,cocuse,nonword,nonword,nonword,
évatern,iau,nonword,nonword,nonword,
cachore,pasmer,nonword,nonword,nonword,
siptèbres,procubits,nonword,nonword,nonword,
interlège,lote,nonword,nonword,nonword,
dré,dimat,nonword,nonword,nonword,
secrire,frepe,nonword,nonword,nonword,
dannhe,disfrant,nonword,nonword,nonword,
marasuel,urolo,nonword,nonword,nonword,
rond,livre,unrelated,word,word,0.128468386117296
charme,vitamine,unrelated,word,word,0.0879113977360176
boisson,lit,unrelated,word,word,0.137192707023545
confiance,activer,unrelated,word,word,0.147000327429508
briser,radiation,unrelated,word,word,0.0674518426592334
compter,malade,unrelated,word,word,0.143134565468466
évêque,état,unrelated,word,word,0.145938798151812
pain,juliette,unrelated,word,word,0.0416727308330732
verrouillé,criminalité,unrelated,word,word,0.107397015381802
navigation,aube,unrelated,word,word,0.148964862770114
focaliser,libre,unrelated,word,word,0.113120260623248
siècle,sensible,unrelated,word,word,0.0991210917486317
fenêtre,achevé,unrelated,word,word,0.03651745763537
cauchemar,dent,unrelated,word,word,0.143095397982165
passager,stratégie,unrelated,word,word,-0.0006325913911493
sobre,faute,unrelated,word,word,0.0355549043287936
santé,tomate,unrelated,word,word,0.119797016582034
cérébral,approbation,unrelated,word,word,0.108638807017856
impression,hériter,unrelated,word,word,0.0908473959317189
financièrement,pitié,unrelated,word,word,0.100137565906145
complot,attraper,unrelated,word,word,0.102415277229997
diplôme,instrument,unrelated,word,word,0.13050893385229
romain,adresse,unrelated,word,word,0.0936156051179691
illusion,fourmi,unrelated,word,word,0.122174072190359
planter,abdominal,unrelated,word,word,0.0638045516509626
pointer,meurtrier,unrelated,word,word,0.148019516597614
tribunal,animal,unrelated,word,word,0.141929470207898
sourire,artillerie,unrelated,word,word,0.142506273084963
taille,récemment,unrelated,word,word,0.127859508951782
grenouille,ministre,unrelated,word,word,0.147784548943135
régional,lettre,unrelated,word,word,0.134322343499447
collation,plastique,unrelated,word,word,0.144865541382569
service,pêcher,unrelated,word,word,0.044359718293227
réflexion,statue,unrelated,word,word,0.129980072184209
espèce,motel,unrelated,word,word,0.0984644485967602
clairement,lieu,unrelated,word,word,0.0739110347048686
septembre,constitution,unrelated,word,word,0.144001444149096
enthousiasme,sport,unrelated,word,word,0.106258989742768
personnage,câlin,unrelated,word,word,0.137169869257163
journalisme,pourchasser,unrelated,word,word,0.046192181636367
désespéré,quatrième,unrelated,word,word,0.118052304951871
prêt,appartement,unrelated,word,word,0.115128547272749
secondaire,autour,unrelated,word,word,0.10068964772169
écureuil,décembre,unrelated,word,word,0.114779014593702
demande,poisson,unrelated,word,word,0.118192295558785
espionnage,mélanger,unrelated,word,word,0.0709147320542101
classe,négatif,unrelated,word,word,0.141248803038589
sûr,tragique,unrelated,word,word,0.143295396346875
acheter,comité,unrelated,word,word,0.08416037489482
goût,missile,unrelated,word,word,0.0665379758553805
ailleurs,réputation,unrelated,word,word,0.134355682022311
déjà,perspective,unrelated,word,word,0.131846162827455
roche,additionnel,unrelated,word,word,0.100069794289392
appel,arrêter,unrelated,word,word,0.108141450010344
espion,constamment,unrelated,word,word,0.0915227337303826
double,carburant,unrelated,word,word,0.0748094692488403
lundi,romantique,unrelated,word,word,0.0680602267288535
escargot,contraire,unrelated,word,word,0.0464928551026675
final,effrayer,unrelated,word,word,0.0158812722202377
anonyme,enfin,unrelated,word,word,0.124645657436395
remorque,parfait,unrelated,word,word,0.0195424156157062
étroit,cirque,unrelated,word,word,0.0801863727942467
malédiction,lécher,unrelated,word,word,0.102447921023433
lire,médaillon,unrelated,word,word,0.149287678594201
motif,soleil,unrelated,word,word,0.139432693308942
arsenal,sauce,unrelated,word,word,0.0903937966730735
support,toujours,unrelated,word,word,0.0975168885021408
calibre,étude,unrelated,word,word,0.0293228976400975
inspecteur,complètement,unrelated,word,word,0.120905871635843
ombre,femme,unrelated,word,word,0.126037541906215
stress,exécution,unrelated,word,word,0.0558022324161729
conversation,gâteau,unrelated,word,word,0.138211577423739
alimentation,architecte,unrelated,word,word,0.137994663842642
pratiquer,drôle,unrelated,word,word,0.0900220706146117
mortel,terminer,unrelated,word,word,0.125769368029832
portail,prohiber,unrelated,word,word,0.112935971978427
féliciter,toilettes,unrelated,word,word,0.124952538545263
ciel,probablement,unrelated,word,word,0.0505516301015915
ambulance,faux,unrelated,word,word,0.028483658470617
personne,mouiller,unrelated,word,word,0.11602427327341
plaie,poussiéreux,unrelated,word,word,0.143044084283686
accidentellement,gorgée,unrelated,word,word,0.114951109745348
tenir,classique,unrelated,word,word,0.0849287267693708
obscurité,tentative,unrelated,word,word,0.048621517878534
ambassadeur,jaune,unrelated,word,word,0.0723514289157499
chance,promettre,unrelated,word,word,0.113143991716697
moine,apprécier,unrelated,word,word,0.122070943230191
permettre,bureau,unrelated,word,word,0.0408813177033077
souris,amant,unrelated,word,word,0.0966437764645675
secourir,tonnerre,unrelated,word,word,0.149326711024029
choisir,domestique,unrelated,word,word,0.081672509062028
silencieux,récompense,unrelated,word,word,0.0580150624985757
os,garage,unrelated,word,word,0.0995702953585899
golf,fièvre,unrelated,word,word,0.00570155979072707
pont,naissance,unrelated,word,word,0.0341277521115147
incapacité,large,unrelated,word,word,0.0714510920000272
préoccupation,gagner,unrelated,word,word,0.0975066917320949
déclencher,père,unrelated,word,word,0.1191777554485
pacifique,unique,unrelated,word,word,0.117949069457502
rodeo,dynamite,unrelated,word,word,0.123953592170247
surprise,riche,unrelated,word,word,0.149336800110038
jamais,cargaison,unrelated,word,word,0.0869138357837303
factice,pression,unrelated,word,word,0.108663266813368
homme,réunion,unrelated,word,word,0.0831856752999124
changement,chanson,unrelated,word,word,0.0308053738323861
ironie,triangle,unrelated,word,word,0.143837585498319
clé,insecte,unrelated,word,word,0.10532143115162
spectacle,esprit,unrelated,word,word,0.119072951272902
vrai,patrouille,unrelated,word,word,0.0963737134556871
réparer,destinée,unrelated,word,word,0.0841223336847324
reculer,district,unrelated,word,word,0.123617891389543
âme,plausible,unrelated,word,word,0.0992734707327062
doigt,explosif,unrelated,word,word,0.145511004478222
perdant,moniteur,unrelated,word,word,0.110709149503537
international,exagérer,unrelated,word,word,0.101522722644706
train,reconnaissance,unrelated,word,word,0.1244219807935
puissance,théâtre,unrelated,word,word,0.127135698539504
malin,magnifique,unrelated,word,word,0.102817077064621
épaule,fantastique,unrelated,word,word,0.0634378579892041
hôtel,serpent,unrelated,word,word,0.121562894948701
lentement,littérature,unrelated,word,word,0.106948659346958
boue,harmonie,unrelated,word,word,0.110901498997761
équipage,fesse,unrelated,word,word,0.0612719773424051
symptôme,garder,unrelated,word,word,0.131900530164943
inférieur,fleur,unrelated,word,word,0.146356672732774
combattre,idiot,unrelated,word,word,0.065562368603933
grain,serrure,unrelated,word,word,0.0769082999603261
article,destruction,unrelated,word,word,0.0783486590958684
pub,criminel,unrelated,word,word,0.0499925750669463
voix,lion,unrelated,word,word,0.130586003639629
patient,réussir,unrelated,word,word,0.0835346056643112
idéal,bras,unrelated,word,word,0.127639861674894
bien,sniper,unrelated,word,word,0.14155323110691
mille,grossesse,unrelated,word,word,0.0666812996825318
superman,test,unrelated,word,word,0.104057857551982
révélation,parfum,unrelated,word,word,0.117255962164906
suivre,royaume,unrelated,word,word,0.0872931571543722
capitale,miroiter,unrelated,word,word,0.0755552439640135
original,amérique,unrelated,word,word,0.138497660891279
risque,cicatrice,unrelated,word,word,0.144979286310779
utile,entrée,unrelated,word,word,0.0462570768071964
décrire,forêt,unrelated,word,word,0.0277808097778934
impur,tennis,unrelated,word,word,0.015267495981383
liquide,marteau,unrelated,word,word,0.131773896641157
garçons,ironique,unrelated,word,word,0.0997270704582293
administration,ordinaire,unrelated,word,word,0.122076943825587
envelopper,beauté,unrelated,word,word,0.141997754746074
comprimé,fourgonnette,unrelated,word,word,0.13879931174041
embaucher,midi,unrelated,word,word,0.0936684874521501
carrière,toujours,unrelated,word,word,0.134648372459084
ancre,milliard,unrelated,word,word,0.110924867096919
limonade,femme,unrelated,word,word,0.138262688664203
gaspiller,remarquable,unrelated,word,word,0.069304222008636
loisir,chambre,unrelated,word,word,0.0513078612910664
potentiel,village,unrelated,word,word,0.12929364875999
buisson,cancer,unrelated,word,word,0.119768558857499
trésor,sénat,unrelated,word,word,0.114200868515774
veuve,différent,unrelated,word,word,0.0844791744684993
kidnapper,acteur,unrelated,word,word,0.131651598235468
ingénieur,dame,unrelated,word,word,0.136118798871826
chimique,procès,unrelated,word,word,0.0821141796924854
anniversaire,substituer,unrelated,word,word,0.00697992323100484
anarchie,pistolet,unrelated,word,word,0.127854691814634
saisir,brouillard,unrelated,word,word,0.122387981639719
paranoïaque,métal,unrelated,word,word,0.140471881687836
courant,fraise,unrelated,word,word,0.0990591912000319
vide,science,unrelated,word,word,0.0654368477981659
opérationnel,porte,unrelated,word,word,0.13330972375083
complimenter,hallucination,unrelated,word,word,0.107081536452162
rapporter,balle,unrelated,word,word,0.121041692548727
conservateur,marine,unrelated,word,word,0.14288476991374
ambassade,chat,unrelated,word,word,0.119789232946152
soupe,inconnu,unrelated,word,word,0.0284258394793201
drapeau,rencontrer,unrelated,word,word,0.0313966395845837
vieux,photographe,unrelated,word,word,0.122193033093726
management,casquette,unrelated,word,word,0.0319119333907184
manageur,naviguer,unrelated,word,word,0.0699285840108894
alerte,musée,unrelated,word,word,0.0968515533419596
fusée,vente,unrelated,word,word,0.139705956101599
jurer,sac,unrelated,word,word,0.113271763393812
marathon,évaluation,unrelated,word,word,0.112845712895466
délicat,croire,unrelated,word,word,0.0776382281844337
invasion,public,unrelated,word,word,0.109865045062009
horreur,externe,unrelated,word,word,0.0601099638591713
matière,manger,unrelated,word,word,0.0964233214163042
expérience,chauffeur,unrelated,word,word,0.117620227355196
déchet,raisonnable,unrelated,word,word,0.105931563525884
lesbienne,malheur,unrelated,word,word,0.119857970166088
place,traitement,unrelated,word,word,0.1256042712917
incident,mal,unrelated,word,word,0.0810432202811098
conclusion,morphine,unrelated,word,word,0.0779227914782433
environnement,accusation,unrelated,word,word,0.128840064843063
blanc,marin,unrelated,word,word,0.132108408697624
chirurgien,bar,unrelated,word,word,0.0910718402438692
livre,pathétique,unrelated,word,word,0.133766672823326
fusil,attirer,unrelated,word,word,0.135250332124249
reconnaître,option,unrelated,word,word,0.0677182451984977
boussole,aimer,unrelated,word,word,0.113615790784935
nécessaire,empreinte,unrelated,word,word,0.123168435586604
vache,talent,unrelated,word,word,0.129361339498072
interdit,solitaire,unrelated,word,word,0.0407923118284358
tourner,élégant,unrelated,word,word,0.0380646613682107
oui,force,unrelated,word,word,0.127462868442422
ouverture,combat,unrelated,word,word,0.140440167462044
situation,volontairement,unrelated,word,word,0.119714296322719
savoureux,retourner,unrelated,word,word,0.0998733989963969
paradis,souvent,unrelated,word,word,0.132382066484826
analyste,intentionnellement,unrelated,word,word,0.08073574050295
diarrhée,poème,unrelated,word,word,0.112528260127317
générateur,noir,unrelated,word,word,0.0989876470294761
fiançailles,religion,unrelated,word,word,0.0696830059969173
idée,gentil,unrelated,word,word,0.11341596620401
collègue,match,unrelated,word,word,0.12047078893098
recherche,chef,unrelated,word,word,0.128043258436768
mari,amélioration,unrelated,word,word,0.0538183097656874
mensonge,qualité,unrelated,word,word,0.0590989935484073
troisième,piloter,unrelated,word,word,0.0311033067722929
sucre,prototype,unrelated,word,word,0.0855116523076351
naturellement,faire,unrelated,word,word,0.139083118971205
haïr,son,unrelated,word,word,0.123119534703786
adulte,vérifier,unrelated,word,word,0.0813600585789866
simplement,assassin,unrelated,word,word,0.115070465161679
peine,empereur,unrelated,word,word,0.0859787384140449
tueur,aboutissement,unrelated,word,word,0.137278808025543
