"et_target","et_cue","type","target_type","cue_type","et_cosine"
"kuningpest","kollary","nonword","nonword","nonword",NA
"kohtak","sagekael","nonword","nonword","nonword",NA
"telerias","lutundma","nonword","nonword","nonword",NA
"päästkumine","garansate","nonword","nonword","nonword",NA
"tausti","shansant","nonword","nonword","nonword",NA
"klunik","metad","nonword","nonword","nonword",NA
"elute","silde","nonword","nonword","nonword",NA
"kuulsima","entulusummi","nonword","nonword","nonword",NA
"oodatama","kvantmeline","nonword","nonword","nonword",NA
"peetus","kaitsniline","nonword","nonword","nonword",NA
"väldivaddama","tähtsakas","nonword","nonword","nonword",NA
"pltrats","lumeinitatud","nonword","nonword","nonword",NA
"koordima","kittol","nonword","nonword","nonword",NA
"pilain","abivõibollahutus","nonword","nonword","nonword",NA
"vakuulsus","pomy","nonword","nonword","nonword",NA
"leltkiri","konkutiast","nonword","nonword","nonword",NA
"rahmus","klaupall","nonword","nonword","nonword",NA
"pebious","vatsu","nonword","nonword","nonword",NA
"aav","võitdad","nonword","nonword","nonword",NA
"sissetunivad","taksi","nonword","nonword","nonword",NA
"xae","komisjonitasuperstaar","nonword","nonword","nonword",NA
"jõumi","äärmitiiv","nonword","nonword","nonword",NA
"poliititeedi","phoemees","nonword","nonword","nonword",NA
"treng","õualaarenenägu","nonword","nonword","nonword",NA
"piitlik","vitid","nonword","nonword","nonword",NA
"penma","impetööstne","nonword","nonword","nonword",NA
"kelddama","rahaligioos","nonword","nonword","nonword",NA
"rahalinemuistsel","rekfael","nonword","nonword","nonword",NA
"täril","puhe","nonword","nonword","nonword",NA
"piku","dipkah","nonword","nonword","nonword",NA
"konhel","kügg","nonword","nonword","nonword",NA
"idiooremoonia","määne","nonword","nonword","nonword",NA
"rauta","tukot","nonword","nonword","nonword",NA
"norseemne","nobelikopteriga","nonword","nonword","nonword",NA
"plring","optiebardlik","nonword","nonword","nonword",NA
"rektne","indaannet","nonword","nonword","nonword",NA
"ebarootslane","ümmargunemuistsel","nonword","nonword","nonword",NA
"maadi","juhtmene","nonword","nonword","nonword",NA
"piibja","vastupidinemuistsel","nonword","nonword","nonword",NA
"nte","lexu","nonword","nonword","nonword",NA
"kaitsrienergia","kiirlema","nonword","nonword","nonword",NA
"puraiska","elektbumine","nonword","nonword","nonword",NA
"ellu järique","pungs","nonword","nonword","nonword",NA
"orriod","meediu","nonword","nonword","nonword",NA
"asendagi","kuulupoeg","nonword","nonword","nonword",NA
"dolla","suuner","nonword","nonword","nonword",NA
"lidi","norantber","nonword","nonword","nonword",NA
"maannika","aegajare","nonword","nonword","nonword",NA
"bisse","dekla","nonword","nonword","nonword",NA
"kusestgi","prantsusrikas","nonword","nonword","nonword",NA
"aukar","reaga","nonword","nonword","nonword",NA
"kadusest","klõma","nonword","nonword","nonword",NA
"jooksrivõistlused","jusal","nonword","nonword","nonword",NA
"kiine","kadan","nonword","nonword","nonword",NA
"rasde","nimekord","nonword","nonword","nonword",NA
"ameerima","planüüd","nonword","nonword","nonword",NA
"aulus","peepiirdus","nonword","nonword","nonword",NA
"linaar","teravilikopteriga","nonword","nonword","nonword",NA
"profesdent","sõbrus","nonword","nonword","nonword",NA
"kahtma","rily","nonword","nonword","nonword",NA
"eleteed","kuuja","nonword","nonword","nonword",NA
"anaveks","streie","nonword","nonword","nonword",NA
"kaitsgemine","balra","nonword","nonword","nonword",NA
"võitõnne","koguplatsma","nonword","nonword","nonword",NA
"säikus","miljotuks","nonword","nonword","nonword",NA
"pasc","kaue","nonword","nonword","nonword",NA
"musuaalsema","vahele segncewind","nonword","nonword","nonword",NA
"direkliga","burge","nonword","nonword","nonword",NA
"kova","tulemiselju","nonword","nonword","nonword",NA
"juuke","kirpihtidama","nonword","nonword","nonword",NA
"pooldama","mute","nonword","nonword","nonword",NA
"sihlik","kelrus","nonword","nonword","nonword",NA
"kontpäev","navä","nonword","nonword","nonword",NA
"haletsuspetentne","võitline","nonword","nonword","nonword",NA
"kerkus","proovitus","nonword","nonword","nonword",NA
"kipman","ranred","nonword","nonword","nonword",NA
"tutaksdus","tumeelttama","nonword","nonword","nonword",NA
"skient","insteost","nonword","nonword","nonword",NA
"transma","metad","nonword","nonword","nonword",NA
"tõidkiri","tuol","nonword","nonword","nonword",NA
"eelismustama","atraksuaalne","nonword","nonword","nonword",NA
"murdmised","füünik","nonword","nonword","nonword",NA
"tafa","vesed","nonword","nonword","nonword",NA
"kooten","mõislema","nonword","nonword","nonword",NA
"kahet","vapaik","nonword","nonword","nonword",NA
"fibs","pangannalt","nonword","nonword","nonword",NA
"ränma","kinnitaminemuistsel","nonword","nonword","nonword",NA
"seha","tõuss","nonword","nonword","nonword",NA
"koorja","popaavstika","nonword","nonword","nonword",NA
"moskpanja","rku","nonword","nonword","nonword",NA
"tailid","väia","nonword","nonword","nonword",NA
"husper","viine","nonword","nonword","nonword",NA
"taasvima","mapo","nonword","nonword","nonword",NA
"juurdlustama","poistember","nonword","nonword","nonword",NA
"lidd","blone","nonword","nonword","nonword",NA
"arrio","laullikult","nonword","nonword","nonword",NA
"arsiir","murum","nonword","nonword","nonword",NA
"omie","soodnia","nonword","nonword","nonword",NA
"eelissiline","pagulanemuistsel","nonword","nonword","nonword",NA
"tõendama","niaalsed","nonword","nonword","nonword",NA
"ound","parlatorn","nonword","nonword","nonword",NA
"coa","eltt","nonword","nonword","nonword",NA
"hõbedanemuistsel","venhell","nonword","nonword","nonword",NA
"durda","isanti","nonword","nonword","nonword",NA
"kahtma","neekord","nonword","nonword","nonword",NA
"priorisikaline","paciong","nonword","nonword","nonword",NA
"võitmaste","radioakdama","nonword","nonword","nonword",NA
"narkootiteedi","rolav","nonword","nonword","nonword",NA
"arart","estons","nonword","nonword","nonword",NA
"puuteadla","hoiadama","nonword","nonword","nonword",NA
"georgija","liksid","nonword","nonword","nonword",NA
"detekmärk","sümee","nonword","nonword","nonword",NA
"jõltav","kättereid","nonword","nonword","nonword",NA
"morga","thu","nonword","nonword","nonword",NA
"eemalvutama","nutlik","nonword","nonword","nonword",NA
"lass","uurikima","nonword","nonword","nonword",NA
"franciscossenati","thor korda","nonword","nonword","nonword",NA
"omakul","väärtuma","nonword","nonword","nonword",NA
"plaanija","vabasiusklik","nonword","nonword","nonword",NA
"eemalrollima","filosoopunkt","nonword","nonword","nonword",NA
"elektmutama","movitð","nonword","nonword","nonword",NA
"reakondlik","tänuväär","nonword","nonword","nonword",NA
"väägel","kogematavatsesin","nonword","nonword","nonword",NA
"limutant","vorha","nonword","nonword","nonword",NA
"dund","jelda","nonword","nonword","nonword",NA
"gosaksla","kiilat","nonword","nonword","nonword",NA
"päili","teõht","nonword","nonword","nonword",NA
"orbuž","pupeoletama","nonword","nonword","nonword",NA
"kauhue","elektgelane","nonword","nonword","nonword",NA
"opejas","välna","nonword","nonword","nonword",NA
"vesai","tegelisioon","nonword","nonword","nonword",NA
"tšik","nte","nonword","nonword","nonword",NA
"aatomine","nutiühin","nonword","nonword","nonword",NA
"taasgatud","leedici","nonword","nonword","nonword",NA
"rahahaav","jua","nonword","nonword","nonword",NA
"saatrima","ble","nonword","nonword","nonword",NA
"tähtrama","nõipel","nonword","nonword","nonword",NA
"okhäärber","alligent","nonword","nonword","nonword",NA
"ints","püranoch","nonword","nonword","nonword",NA
"olümla","vintpoon","nonword","nonword","nonword",NA
"julvas","kompline","nonword","nonword","nonword",NA
"tänk","konservanemaksne","nonword","nonword","nonword",NA
"kugil","rasdus","nonword","nonword","nonword",NA
"haistist","antisaad","nonword","nonword","nonword",NA
"tähtpäe","töötiivi","nonword","nonword","nonword",NA
"soori","piuk","nonword","nonword","nonword",NA
"kaima","tosfia","nonword","nonword","nonword",NA
"oun","valeb","nonword","nonword","nonword",NA
"disma","konttama","nonword","nonword","nonword",NA
"ugial","hirmusiga","nonword","nonword","nonword",NA
"vibü","tatain","nonword","nonword","nonword",NA
"gelda","ras päev","nonword","nonword","nonword",NA
"purgem","elektmutama","nonword","nonword","nonword",NA
"eemaltimine","norsiivselt","nonword","nonword","nonword",NA
"inspirattused","ahelmi","nonword","nonword","nonword",NA
"kliengiline","maitrx","nonword","nonword","nonword",NA
"tutuulttama","kahtgima","nonword","nonword","nonword",NA
"ramad","ettevalmistaminemuistsel","nonword","nonword","nonword",NA
"lõmad","rüüja","nonword","nonword","nonword",NA
"jäii","evolutmisel","nonword","nonword","nonword",NA
"valanokk","kunä","nonword","nonword","nonword",NA
"kirma","psühtuslik","nonword","nonword","nonword",NA
"assisnoos","posja","nonword","nonword","nonword",NA
"liva","seikluma","nonword","nonword","nonword",NA
"süüstaatus","kinni piddusöök","nonword","nonword","nonword",NA
"drape","tembel","nonword","nonword","nonword",NA
"elektramine","kodawan","nonword","nonword","nonword",NA
"sulegaal","tungivadtama","nonword","nonword","nonword",NA
"lisma","tasaters","nonword","nonword","nonword",NA
"lofi","esmassaaþ","nonword","nonword","nonword",NA
"suitdima","anomuunne","nonword","nonword","nonword",NA
"tädeo","staine","nonword","nonword","nonword",NA
"valkeelatama","nber","nonword","nonword","nonword",NA
"eemalholoogia","orbs","nonword","nonword","nonword",NA
"vabakeskealikult","kohtasiline","nonword","nonword","nonword",NA
"patroos","hulluprantsus","nonword","nonword","nonword",NA
"klassima","kaseim","nonword","nonword","nonword",NA
"kaitda","mõistama","nonword","nonword","nonword",NA
"lipä","teadusuuhast","nonword","nonword","nonword",NA
"lesiteri","tegemaid","nonword","nonword","nonword",NA
"võitkuma","jusnus","nonword","nonword","nonword",NA
"kommualandlik","miljokilt","nonword","nonword","nonword",NA
"tähelepanuväärnemuistsel","tavalttus","nonword","nonword","nonword",NA
"vasis","võitvaja","nonword","nonword","nonword",NA
"maanee","rohelinemuistsel","nonword","nonword","nonword",NA
"pootsma","alankama","nonword","nonword","nonword",NA
"matemaatikavatsesin","võrgel","nonword","nonword","nonword",NA
"laevaskese","hius","nonword","nonword","nonword",NA
"võimavalt","magnetilinemuistsel","nonword","nonword","nonword",NA
"jooti","kuleidlik","nonword","nonword","nonword",NA
"sokoorma","komplise","nonword","nonword","nonword",NA
"ldt","sündtus","nonword","nonword","nonword",NA
"poolus","protlehe","nonword","nonword","nonword",NA
"kaabsiin","julgeraat","nonword","nonword","nonword",NA
"kalg","parad","nonword","nonword","nonword",NA
"tavlik","kaesik","nonword","nonword","nonword",NA
"kugi","teegem","nonword","nonword","nonword",NA
"noone","viientumine","nonword","nonword","nonword",NA
"ööbised","coa","nonword","nonword","nonword",NA
"risid","nast","nonword","nonword","nonword",NA
"taproc","mutee","nonword","nonword","nonword",NA
"artik","võpp","nonword","nonword","nonword",NA
"innesssioon","hily","nonword","nonword","nonword",NA
"prootama","tütarking","nonword","nonword","nonword",NA
"suurline","ührk","nonword","nonword","nonword",NA
"idly","ris","nonword","nonword","nonword",NA
"tavaligioos","meelsima","nonword","nonword","nonword",NA
"looõpe","kerma","nonword","nonword","nonword",NA
"olm","ilmuseid","nonword","nonword","nonword",NA
"vikuulsus","lõrk","nonword","nonword","nonword",NA
"vronster","puuve","nonword","nonword","nonword",NA
"emage","trasdunud","nonword","nonword","nonword",NA
"lavend","avemac","nonword","nonword","nonword",NA
"poäl","paksma","nonword","nonword","nonword",NA
"woul","vandevärk","nonword","nonword","nonword",NA
"koez","tunic","nonword","nonword","nonword",NA
"korgen","kampaavust","nonword","nonword","nonword",NA
"ropdi","sife","nonword","nonword","nonword",NA
"võpp","häwa","nonword","nonword","nonword",NA
"tunväärtus","tubariik","nonword","nonword","nonword",NA
"translitama","jõujja","nonword","nonword","nonword",NA
"ülipoes","kobo","nonword","nonword","nonword",NA
"professiopetentne","haistne","nonword","nonword","nonword",NA
"bioloogilinemuistsel","prooanne","nonword","nonword","nonword",NA
"sisatest","komšees","nonword","nonword","nonword",NA
"teadvama","efeklik","nonword","nonword","nonword",NA
"pankas","jahipidaminemuistsel","nonword","nonword","nonword",NA
"evalik","anake","nonword","nonword","nonword",NA
"jense","aspimaat","nonword","nonword","nonword",NA
"haeh","konverough","nonword","nonword","nonword",NA
"vakud","külahezbollahkus","nonword","nonword","nonword",NA
"mek","lavetena","nonword","nonword","nonword",NA
"dusma","egos","nonword","nonword","nonword",NA
"hoiatane","tahtlus","nonword","nonword","nonword",NA
"lapsemiod","terdel","nonword","nonword","nonword",NA
"kumisestama","kaubanalandlik","nonword","nonword","nonword",NA
"vateerudama","panc","nonword","nonword","nonword",NA
"võittima","advolius","nonword","nonword","nonword",NA
"plaadus","fitzment","nonword","nonword","nonword",NA
"näpit","jäkoondus","nonword","nonword","nonword",NA
"impeenelt","sünnipüüd","nonword","nonword","nonword",NA
"epideevest","keminyga","nonword","nonword","nonword",NA
"ajakirjapoolt","päikeselooniseid","nonword","nonword","nonword",NA
"sentivõrkuter","tunkärvatama","nonword","nonword","nonword",NA
"treelik","grenes","nonword","nonword","nonword",NA
"restal","rüxx","nonword","nonword","nonword",NA
"lerc","hepanzatama","nonword","nonword","nonword",NA
"pote","lõkuni","nonword","nonword","nonword",NA
"jeu","lavas","nonword","nonword","nonword",NA
"sidei","vaban","nonword","nonword","nonword",NA
"mõistama","trojit","nonword","nonword","nonword",NA
"mõistama","võittima","nonword","nonword","nonword",NA
"külmkava","mustke","nonword","nonword","nonword",NA
"ringleja","oklv","nonword","nonword","nonword",NA
"dokugawa","prüginumb","nonword","nonword","nonword",NA
"radioaktama","abikloostriputamine","nonword","nonword","nonword",NA
"trevn","mased","nonword","nonword","nonword",NA
"tugemeel","taassija","nonword","nonword","nonword",NA
"lõtäiustama","maval","nonword","nonword","nonword",NA
"iganädalanemuistsel","arentama","nonword","nonword","nonword",NA
"rapead","nistlik","nonword","nonword","nonword",NA
"umvis","dramaatilinemuistsel","nonword","nonword","nonword",NA
"vahedust","sabu","nonword","nonword","nonword",NA
"pakdi","dilts","nonword","nonword","nonword",NA
"üksingist","vastumiks","nonword","nonword","nonword",NA
"õnnetest","scanik","nonword","nonword","nonword",NA
"dunsood","juhtitud","nonword","nonword","nonword",NA
"printkenduma","koorkond","nonword","nonword","nonword",NA
"jenja","kogereid","nonword","nonword","nonword",NA
"mähk","seksma","nonword","nonword","nonword",NA
"laptu","pias","nonword","nonword","nonword",NA
"dath","lalistegevus","nonword","nonword","nonword",NA
"divisheks","tunpaquitaja","nonword","nonword","nonword",NA
"igakülgti","märktama","nonword","nonword","nonword",NA
"tanicuttama","valgen","nonword","nonword","nonword",NA
"dalke","juhttama","nonword","nonword","nonword",NA
"vinyst","taltus","nonword","nonword","nonword",NA
"vesituat","kohalpust","nonword","nonword","nonword",NA
"minetest","sõue","nonword","nonword","nonword",NA
"seemli","julval","nonword","nonword","nonword",NA
"cost","aruva","nonword","nonword","nonword",NA
"halolu","teraakett","nonword","nonword","nonword",NA
"mutatmisel","kiireloomulinemuistsel","nonword","nonword","nonword",NA
