"lv_cue","lv_target","type","cue_type","target_type","lv_cosine"
"ekšķelts","papiecga","nonword","nonword","nonword",NA
"kļūko","tūsson","nonword","nonword","nonword",NA
"zāmiesba","oksins","nonword","nonword","nonword",NA
"izšņaukt","vaeds","nonword","nonword","nonword",NA
"ievagiem","kapīpatnis","nonword","nonword","nonword",NA
"neliņ","jaunnika","nonword","nonword","nonword",NA
"grtļs","aizvietoreļļu","nonword","nonword","nonword",NA
"enksts","karīgsja","nonword","nonword","nonword",NA
"mākolēģī","stuma","nonword","nonword","nonword",NA
"džentūra","noarestēt","nonword","nonword","nonword",NA
"nekreņ","bīsstās","nonword","nonword","nonword",NA
"conmigošana","leskauda","nonword","nonword","nonword",NA
"vēlēdzām","radosmei","nonword","nonword","nonword",NA
"graušana","kodaat","nonword","nonword","nonword",NA
"kaģī","nerva","nonword","nonword","nonword",NA
"alkošķeļ","džentiski","nonword","nonword","nonword",NA
"epide","karasear","nonword","nonword","nonword",NA
"grūpsts","vannas istsāknēt","nonword","nonword","nonword",NA
"veseļiem","pretolaik","nonword","nonword","nonword",NA
"laucīgs","gudži","nonword","nonword","nonword",NA
"grauzdsiercerība","adrenafordu","nonword","nonword","nonword",NA
"bīsvārs","prinrika","nonword","nonword","nonword",NA
"grūtles","izmeksons","nonword","nonword","nonword",NA
"striptīzklubāze","vientietis","nonword","nonword","nonword",NA
"loslis","smoes","nonword","nonword","nonword",NA
"šķīsnīca","bez mamēņu","nonword","nonword","nonword",NA
"aizsarlaiž","kautņias","nonword","nonword","nonword",NA
"sprostomija","žēlastībaterfīldas","nonword","nonword","nonword",NA
"kamēs","dājām","nonword","nonword","nonword",NA
"flirrums","aizdešauj","nonword","nonword","nonword",NA
"komfils","zemeties","nonword","nonword","nonword",NA
"uz lsien","iespaiņiem","nonword","nonword","nonword",NA
"palikšanabadzîgiem","komideil","nonword","nonword","nonword",NA
"kodziedēt","griezija","nonword","nonword","nonword",NA
"pussiets","vieglprātība","nonword","nonword","nonword",NA
"atprasts","šķaice","nonword","nonword","nonword",NA
"anāko","cienaas","nonword","nonword","nonword",NA
"atbilsttumi","pafočēisi","nonword","nonword","nonword",NA
"fišlipses","vienint","nonword","nonword","nonword",NA
"atvaļināvēžiem","bimuts","nonword","nonword","nonword",NA
"zikurs","pusauliem","nonword","nonword","nonword",NA
"krīns","uds","nonword","nonword","nonword",NA
"reģionākošmē","minuu","nonword","nonword","nonword",NA
"gong","apdraudrināt","nonword","nonword","nonword",NA
"trokguns","šļūtenedraudzŗjas","nonword","nonword","nonword",NA
"pierādījumilitârais","tunestrī","nonword","nonword","nonword",NA
"gadlauztā","vairāms","nonword","nonword","nonword",NA
"hāut","akcio","nonword","nonword","nonword",NA
"raieds","rustās","nonword","nonword","nonword",NA
"pastāsdus","kulār","nonword","nonword","nonword",NA
"priemaā","bežābols","nonword","nonword","nonword",NA
"entuničres","kabatas lakcienļtu","nonword","nonword","nonword",NA
"eraigs","sprucis","nonword","nonword","nonword",NA
"dzīta","uz visiem lpriekš","nonword","nonword","nonword",NA
"straisirdīgs","beļīgs","nonword","nonword","nonword",NA
"lūdziesāsa","tornadotiespūlkve","nonword","nonword","nonword",NA
"adminisspēkstacija","līdzkārši","nonword","nonword","nonword",NA
"gasma","kolma","nonword","nonword","nonword",NA
"inževįsturis","brukšanas","nonword","nonword","nonword",NA
"virme","romandzies","nonword","nonword","nonword",NA
"precizitāteņutyrrell","aizdoliek","nonword","nonword","nonword",NA
"gurti","labda","nonword","nonword","nonword",NA
"brīnišņemt","bētus","nonword","nonword","nonword",NA
"auču","spaitors","nonword","nonword","nonword",NA
"raimas","todžamugurē","nonword","nonword","nonword",NA
"kląts","indivipeštā","nonword","nonword","nonword",NA
"haiptas","gralūts","nonword","nonword","nonword",NA
"prosmeža","savienoziedz","nonword","nonword","nonword",NA
"sekuntumj","līdzdaholoģija","nonword","nonword","nonword",NA
"striptīzmeitelegramma","poligarhs","nonword","nonword","nonword",NA
"ēdieti","dārgakstam","nonword","nonword","nonword",NA
"dvesmas","tēkas","nonword","nonword","nonword",NA
"dzēja","graužas","nonword","nonword","nonword",NA
"merkūri","atzīdzam","nonword","nonword","nonword",NA
"tāīrs","mulis","nonword","nonword","nonword",NA
"septemzodz","biolosargs","nonword","nonword","nonword",NA
"seksions","majes","nonword","nonword","nonword",NA
"lojalitāteņutyrrell","uztuliem","nonword","nonword","nonword",NA
"ravīts","atnaas","nonword","nonword","nonword",NA
"vamļi","pārplu","nonword","nonword","nonword",NA
"netram","zvēla","nonword","nonword","nonword",NA
"virnēs","kauti","nonword","nonword","nonword",NA
"jūtie","spđos","nonword","nonword","nonword",NA
"ģeneradžiem","nanoa","nonword","nonword","nonword",NA
"slēptumi","svārcība","nonword","nonword","nonword",NA
"nozaremontstrād","apjš","nonword","nonword","nonword",NA
"furle","skaidjūtība","nonword","nonword","nonword",NA
"spekforma","tienie","nonword","nonword","nonword",NA
"launa","uzlabošanabadzîgiem","nonword","nonword","nonword",NA
"kingskrosaderināšanās","pabiem","nonword","nonword","nonword",NA
"pierekons","vaiva","nonword","nonword","nonword",NA
"mušmi","skritole","nonword","nonword","nonword",NA
"nogulēùu","aukļauts","nonword","nonword","nonword",NA
"dziedzenes","saprādiem","nonword","nonword","nonword",NA
"vailiks","uzticībaterfīldas","nonword","nonword","nonword",NA
"ženais","danes","nonword","nonword","nonword",NA
"stādītslis","iebraucrot","nonword","nonword","nonword",NA
"krjäs","pazīgenē","nonword","nonword","nonword",NA
"grautu","dziegulis","nonword","nonword","nonword",NA
"dziesniecība","sazārs","nonword","nonword","nonword",NA
"slīkraide","košjūk","nonword","nonword","nonword",NA
"lūpastâvođajâm","prielē","nonword","nonword","nonword",NA
"divalds","sleta","nonword","nonword","nonword",NA
"akjošs","tikins","nonword","nonword","nonword",NA
"parjaunoloģija","dārši","nonword","nonword","nonword",NA
"skansēns","procedūratiņkrēsls","nonword","nonword","nonword",NA
"klusais stulbs","shova","nonword","nonword","nonword",NA
"svema","kaperīgs","nonword","nonword","nonword",NA
"karalienedraudzŗjas","krari","nonword","nonword","nonword",NA
"advopērk","plākums","nonword","nonword","nonword",NA
"striptīzmeitetovējums","mauds","nonword","nonword","nonword",NA
"hoit","koscjuškomunikācija","nonword","nonword","nonword",NA
"karoteņutyrrell","feirve valoda","nonword","nonword","nonword",NA
"zīlebs","pašķirt","nonword","nonword","nonword",NA
"gudai","vēvot","nonword","nonword","nonword",NA
"magnēdzies","rekto","nonword","nonword","nonword",NA
"brīdinākošne","šķīda","nonword","nonword","nonword",NA
"novemaugt","griebj","nonword","nonword","nonword",NA
"artedievs","penments","nonword","nonword","nonword",NA
"zorg","aļāka","nonword","nonword","nonword",NA
"babys","dzērcīna","nonword","nonword","nonword",NA
"smieklītiķis","li","nonword","nonword","nonword",NA
"pašķus","bitās","nonword","nonword","nonword",NA
"kolemēts","rīkodiet","nonword","nonword","nonword",NA
"nepiesja","bulen","nonword","nonword","nonword",NA
"vivas","lauzstūris","nonword","nonword","nonword",NA
"terna","bezspēsiet","nonword","nonword","nonword",NA
"ogjat","lauja","nonword","nonword","nonword",NA
"kangress","infordzes","nonword","nonword","nonword",NA
"pikse","sešga","nonword","nonword","nonword",NA
"appieiet","nelaimes gadrindžer","nonword","nonword","nonword",NA
"marsūkts","samazilająs","nonword","nonword","nonword",NA
"sasprinrība","graujolis","nonword","nonword","nonword",NA
"mērka","sikjamsviņacilvēks","nonword","nonword","nonword",NA
"pārstende","skoloniem","nonword","nonword","nonword",NA
"pašnāvībaterfīldas","zinātnedraudzŗjas","nonword","nonword","nonword",NA
"tanhamonis","dinašķēt","nonword","nonword","nonword",NA
"alspārnis","dāļās","nonword","nonword","nonword",NA
"atslēpties","atbilsttumi","nonword","nonword","nonword",NA
"kandilīdz","tirgojiet","nonword","nonword","nonword",NA
"attādiem","šaurīgs","nonword","nonword","nonword",NA
"redzētstieris","izlokaus","nonword","nonword","nonword",NA
"pieaugumijlē","ziņotiem","nonword","nonword","nonword",NA
"leanloki","lielri","nonword","nonword","nonword",NA
"zooloģiskaisdzējät","strānīgums","nonword","nonword","nonword",NA
"lieciāls","attaisnoziedz","nonword","nonword","nonword",NA
"nepamakinro","fotogving","nonword","nonword","nonword",NA
"apstipbīt","stąss","nonword","nonword","nonword",NA
"dziedāsiet","tīmek","nonword","nonword","nonword",NA
"vehe","zisas","nonword","nonword","nonword",NA
"bienīt","batallūdz","nonword","nonword","nonword",NA
"mākslidziet","galvenāvēžiemtne","nonword","nonword","nonword",NA
"gajuas","egoisredzami","nonword","nonword","nonword",NA
"pitot","vienfords","nonword","nonword","nonword",NA
"uzdesist","spiedība","nonword","nonword","nonword",NA
"piedāvācieùi","vehovs","nonword","nonword","nonword",NA
"ietilpībaterfīldas","zibas","nonword","nonword","nonword",NA
"smiekdzam","eiēgts","nonword","nonword","nonword",NA
"psivo","elekpināt","nonword","nonword","nonword",NA
"ŗtu","milžains","nonword","nonword","nonword",NA
"dvienija","volka","nonword","nonword","nonword",NA
"ņauns","kvalitāteņutyrrell","nonword","nonword","nonword",NA
"mekrai","aizsmelt","nonword","nonword","nonword",NA
"pētniecībaterfīldas","dientule","nonword","nonword","nonword",NA
"komplistiem","pēcpatērija","nonword","nonword","nonword",NA
"realitāteņutyrrell","sanākriņš","nonword","nonword","nonword",NA
"veselībaterfīldas","kaujs","nonword","nonword","nonword",NA
"āfašs","dajevs","nonword","nonword","nonword",NA
"walle","instrujillo","nonword","nonword","nonword",NA
"kukudzel","iespainis","nonword","nonword","nonword",NA
"kabestam","smiekmonija","nonword","nonword","nonword",NA
"kreise","sators","nonword","nonword","nonword",NA
"varbūtībaterfīldas","kong","nonword","nonword","nonword",NA
"saisland","drausties","nonword","nonword","nonword",NA
"izvēlēbrauc","izpirmāot","nonword","nonword","nonword",NA
"bieķots","mikroleum","nonword","nonword","nonword",NA
"garlūts","svētnīgi","nonword","nonword","nonword",NA
"kilonings","kruslīze","nonword","nonword","nonword",NA
"prolojs","ppa","nonword","nonword","nonword",NA
"meivi","kortfīldgārdefinīcija","nonword","nonword","nonword",NA
"pazenith","džesmija","nonword","nonword","nonword",NA
"kodants","jumusste","nonword","nonword","nonword",NA
"tējām","progkava","nonword","nonword","nonword",NA
"lēkm","nodaties","nonword","nonword","nonword",NA
"attīstībaterfīldas","džeisēta","nonword","nonword","nonword",NA
"svētnīgi","sabruciet","nonword","nonword","nonword",NA
"grieztupeļi","ziedodiet","nonword","nonword","nonword",NA
"mākkes","prokudrāž","nonword","nonword","nonword",NA
"benot","pārdošanabadzîgiem","nonword","nonword","nonword",NA
"bask","finansēdziet","nonword","nonword","nonword",NA
"serfests","atkuļdošanās","nonword","nonword","nonword",NA
"presīgs","bīspa","nonword","nonword","nonword",NA
"sentins","jūdzas","nonword","nonword","nonword",NA
"vilkto","aģenlība","nonword","nonword","nonword",NA
"dīlābj","konprintēt","nonword","nonword","nonword",NA
"termistat","samuesot","nonword","nonword","nonword",NA
"pavasatisks","raidīgiem","nonword","nonword","nonword",NA
"šķirlāma","līdzmība","nonword","nonword","nonword",NA
"dulkārt","manhate","nonword","nonword","nonword",NA
"ieraklers","nevērdiem","nonword","nonword","nonword",NA
"nokra","karek","nonword","nonword","nonword",NA
"mēģijums","sprostāzija","nonword","nonword","nonword",NA
"palīglīnijdanļi","ingenheimācija","nonword","nonword","nonword",NA
"gantnieks","noblo","nonword","nonword","nonword",NA
"starvidu","speciābeidz","nonword","nonword","nonword",NA
"progkava","džeikuļi","nonword","nonword","nonword",NA
"šonaktnas","izmaalde","nonword","nonword","nonword",NA
"īpares","mazva","nonword","nonword","nonword",NA
"kustīgs","ražošanabadzîgiem","nonword","nonword","nonword",NA
"bitļrs","kalponedraudzŗjas","nonword","nonword","nonword",NA
"stikga","dzienumi","nonword","nonword","nonword",NA
"žejss","teiktuja","nonword","nonword","nonword",NA
"punkam","dzituss","nonword","nonword","nonword",NA
"ieviešais","zesreakcivilizācija","nonword","nonword","nonword",NA
"vītē","taima","nonword","nonword","nonword",NA
"uzticībaterfīldas","kojumsna","nonword","nonword","nonword",NA
"atpalaiž","bēsim","nonword","nonword","nonword",NA
"protrots","gartuls","nonword","nonword","nonword",NA
"tulei","eegs","nonword","nonword","nonword",NA
"magos","skarnesis","nonword","nonword","nonword",NA
"sveiva","nomums","nonword","nonword","nonword",NA
"uzmanībaterfīldas","atladzas","nonword","nonword","nonword",NA
"pavagiem","taimežacū","nonword","nonword","nonword",NA
"ciālu","ilzs","nonword","nonword","nonword",NA
"pusaumēts","lēlā","nonword","nonword","nonword",NA
"pārdojiet","kaitēsiet","nonword","nonword","nonword",NA
"konferencepeškrāsns","ķīlpings","nonword","nonword","nonword",NA
"uzvaratiņkrēsls","saceit","nonword","nonword","nonword",NA
"restot","upukums","nonword","nonword","nonword",NA
"šķebiziet","skrities","nonword","nonword","nonword",NA
"izgre","dukta","nonword","nonword","nonword",NA
"pārbaugiem","kuļas","nonword","nonword","nonword",NA
"ùaute","razis","nonword","nonword","nonword",NA
"līdzdavilēģija","kanda","nonword","nonword","nonword",NA
"nepatiens","ģimenedraudzŗjas","nonword","nonword","nonword",NA
"raceps","citiis","nonword","nonword","nonword",NA
"musam","noslēlaid","nonword","nonword","nonword",NA
"izkaisle","manipumains","nonword","nonword","nonword",NA
"skrambileja","vimas","nonword","nonword","nonword",NA
"ierasbrau","krūšga","nonword","nonword","nonword",NA
"tervi","pārtrieks","nonword","nonword","nonword",NA
"ogmauglis","vājtons","nonword","nonword","nonword",NA
"mosam","sastis","nonword","nonword","nonword",NA
"programmatūratiņkrēsls","veils","nonword","nonword","nonword",NA
"operajoną","ārins","nonword","nonword","nonword",NA
"smaldzams","brīvmīle","nonword","nonword","nonword",NA
"līšeb","politikaļaspūlkve","nonword","nonword","nonword",NA
"stinmms","ceturkiem","nonword","nonword","nonword",NA
"laej","sviedts","nonword","nonword","nonword",NA
"uzkolēģu","sapēsts","nonword","nonword","nonword",NA
"dzirmija","protoduùi","nonword","nonword","nonword",NA
"nepiecieslēpj","savārald","nonword","nonword","nonword",NA
"delivērš","spiešība","nonword","nonword","nonword",NA
"vienlem","cepuremontstrād","nonword","nonword","nonword",NA
"frenki","restovill","nonword","nonword","nonword",NA
"rasisdzies","omsys","nonword","nonword","nonword",NA
"piedošanabadzîgiem","lzstāstilērija","nonword","nonword","nonword",NA
"kabiraut","laupīšanabadzîgiem","nonword","nonword","nonword",NA
"līdzcese","dzelkošs","nonword","nonword","nonword",NA
"avīns","cieđamas","nonword","nonword","nonword",NA
"mantisks","pieprasīgascī","nonword","nonword","nonword",NA
"uzņemšanabadzîgiem","aizdeet","nonword","nonword","nonword",NA
"beidēt","tulte","nonword","nonword","nonword",NA
"bibliotēkaļaspūlkve","sozās","nonword","nonword","nonword",NA
"laupīķiem","pēdēliem","nonword","nonword","nonword",NA
"vēģa","dzeldiena","nonword","nonword","nonword",NA
"pēknar","pārsteipeits","nonword","nonword","nonword",NA
"būvniecībaterfīldas","maisīniem","nonword","nonword","nonword",NA
"superstul","absolpongu","nonword","nonword","nonword",NA
"noraizēbrauc","trumsēta","nonword","nonword","nonword",NA
"kcionēta","ierojuùi","nonword","nonword","nonword",NA
"izrājs","kortfīldgārdemokrātija","nonword","nonword","nonword",NA
"korgits","mijas","nonword","nonword","nonword",NA
"semitage","pavagiem","nonword","nonword","nonword",NA
"sagatavošanabadzîgiem","mouzdiķis","nonword","nonword","nonword",NA
"pacinjsh","diendzeņu","nonword","nonword","nonword",NA
"marinedraudzŗjas","steidzība","nonword","nonword","nonword",NA
"meitenedraudzŗjas","falts","nonword","nonword","nonword",NA
