"eu_target","eu_cue","type","target_type","cue_type","eu_cosine"
"ehrgahegazkin","aurrekondi","nonword","nonword","nonword",NA
"peria","priot","nonword","nonword","nonword",NA
"zketsa","testohatu","nonword","nonword","nonword",NA
"lakaile","aurrerabane","nonword","nonword","nonword",NA
"near","orgaiso","nonword","nonword","nonword",NA
"azdanean","assede","nonword","nonword","nonword",NA
"zuzeerasun","izuaraz","nonword","nonword","nonword",NA
"xaagangarri","eranrrun","nonword","nonword","nonword",NA
"idu","isoi","nonword","nonword","nonword",NA
"itim","azsolan","nonword","nonword","nonword",NA
"mekastko","aldarrikusu","nonword","nonword","nonword",NA
"bonforaontzi","umezurtzelde","nonword","nonword","nonword",NA
"gertorra","pakeina","nonword","nonword","nonword",NA
"erakneketa","koada","nonword","nonword","nonword",NA
"alarro","kaem","nonword","nonword","nonword",NA
"bidegabehi","gezurredesan","nonword","nonword","nonword",NA
"predrnu","gizohipuska","nonword","nonword","nonword",NA
"hibearri","ezkongelaldi","nonword","nonword","nonword",NA
"zezaitzari","ergiu","nonword","nonword","nonword",NA
"zost","baozula","nonword","nonword","nonword",NA
"susar","arista","nonword","nonword","nonword",NA
"tebrika","nuel","nonword","nonword","nonword",NA
"zerraitu","eekin","nonword","nonword","nonword",NA
"inagrio","erkgb","nonword","nonword","nonword",NA
"desahiegin","nputegi","nonword","nonword","nonword",NA
"zibililuzio","egosawgor","nonword","nonword","nonword",NA
"jaurxeki","estasto","nonword","nonword","nonword",NA
"hatzaztartx","kalaa","nonword","nonword","nonword",NA
"mukizazo","eskuzan","nonword","nonword","nonword",NA
"aizurtu","printzuka","nonword","nonword","nonword",NA
"unnei","noragarri","nonword","nonword","nonword",NA
"leusa","en berrkoeman","nonword","nonword","nonword",NA
"eskejhon","tabepea","nonword","nonword","nonword",NA
"jeole","itdo","nonword","nonword","nonword",NA
"zorionaku","espingtza","nonword","nonword","nonword",NA
"bistar","zetu","nonword","nonword","nonword",NA
"bahidr","lidei","nonword","nonword","nonword",NA
"ezkomuu","editzia","nonword","nonword","nonword",NA
"irriera","bekagain","nonword","nonword","nonword",NA
"mundlkmailako","zulan","nonword","nonword","nonword",NA
"ezpendagarri","bakaa","nonword","nonword","nonword",NA
"intslotu","proilotu","nonword","nonword","nonword",NA
"iraklusi","antzato","nonword","nonword","nonword",NA
"gulara","indibidunb","nonword","nonword","nonword",NA
"xen","sauz","nonword","nonword","nonword",NA
"kartue","itelroso","nonword","nonword","nonword",NA
"egkurlan","igain","nonword","nonword","nonword",NA
"admina","bonuora","nonword","nonword","nonword",NA
"bainbaela","irmopey","nonword","nonword","nonword",NA
"nin","etorazde","nonword","nonword","nonword",NA
"serri","enbarida","nonword","nonword","nonword",NA
"dezara","purpailu","nonword","nonword","nonword",NA
"eskutsde","há/ marraz","nonword","nonword","nonword",NA
"bidellnatze","zeegitzari","nonword","nonword","nonword",NA
"gudaieste","kontsemoazio","nonword","nonword","nonword",NA
"tunagarri","muratz","nonword","nonword","nonword",NA
"lapurretålegin","noizik briin","nonword","nonword","nonword",NA
"siontu","nkauteri","nonword","nonword","nonword",NA
"azaliaa","zoazken","nonword","nonword","nonword",NA
"fitse","ereno","nonword","nonword","nonword",NA
"emlatza","txgueleta","nonword","nonword","nonword",NA
"eiate","paintailjahandi","nonword","nonword","nonword",NA
"npoaretasun","onialtasun","nonword","nonword","nonword",NA
"txokte","artze","nonword","nonword","nonword",NA
"erabez","eio","nonword","nonword","nonword",NA
"himo","arky","nonword","nonword","nonword",NA
"lde","lochntxatu","nonword","nonword","nonword",NA
"naguta","keoshup","nonword","nonword","nonword",NA
"baseti","emerkari","nonword","nonword","nonword",NA
"nuonear","prekatu","nonword","nonword","nonword",NA
"demokrogia","erey","nonword","nonword","nonword",NA
"dikosarrerak","pribilegor","nonword","nonword","nonword",NA
"kotriantza","nituak","nonword","nonword","nonword",NA
"akorrgo","sezur","nonword","nonword","nonword",NA
"altetasun","fikatu","nonword","nonword","nonword",NA
"kabilu","kikergilari","nonword","nonword","nonword",NA
"oriztegi","ditioma","nonword","nonword","nonword",NA
"mazta","ediko","nonword","nonword","nonword",NA
"errechi","ibiloedea","nonword","nonword","nonword",NA
"arrirputsu","armateel","nonword","nonword","nonword",NA
"zauzketa","edisiera","nonword","nonword","nonword",NA
"teorri","zamur","nonword","nonword","nonword",NA
"admina","bikttta","nonword","nonword","nonword",NA
"antzezenn","muutu","nonword","nonword","nonword",NA
"bolion","digudaing","nonword","nonword","nonword",NA
"ingrz","lagulki","nonword","nonword","nonword",NA
"sistailu","fefemenoi","nonword","nonword","nonword",NA
"finantzardndu","mintximen","nonword","nonword","nonword",NA
"nintasia","moari","nonword","nonword","nonword",NA
"watsezs","kilabeharrez","nonword","nonword","nonword",NA
"zizkari","kiga","nonword","nonword","nonword",NA
"laraeda","landndu","nonword","nonword","nonword",NA
"hauki","keen","nonword","nonword","nonword",NA
"ingurtitu","urtxinbia","nonword","nonword","nonword",NA
"luor","dartu","nonword","nonword","nonword",NA
"patila","ortzu","nonword","nonword","nonword",NA
"zentuletro","beke","nonword","nonword","nonword",NA
"sargtaje","bunbera","nonword","nonword","nonword",NA
"suenr","pèatu","nonword","nonword","nonword",NA
"iblai","apezpium","nonword","nonword","nonword",NA
"landndu","duradisu","nonword","nonword","nonword",NA
"likiral","artiflcpt","nonword","nonword","nonword",NA
"inoria","argifsta garbi","nonword","nonword","nonword",NA
"intera","egonarripkandiko","nonword","nonword","nonword",NA
"aurrezar","kaartaritza","nonword","nonword","nonword",NA
"pistira","ezazin","nonword","nonword","nonword",NA
"tietla","kalisk","nonword","nonword","nonword",NA
"entzere","bainnkela","nonword","nonword","nonword",NA
"arrantki","rtente","nonword","nonword","nonword",NA
"abesue","katozeko","nonword","nonword","nonword",NA
"doera","esanrroneko","nonword","nonword","nonword",NA
"zerbbot","poigin","nonword","nonword","nonword",NA
"hozu","uniberititate","nonword","nonword","nonword",NA
"zinttitasuna","pian","nonword","nonword","nonword",NA
"koale","ezntutarazte","nonword","nonword","nonword",NA
"spageltti","pido","nonword","nonword","nonword",NA
"gauso","dokatasuna","nonword","nonword","nonword",NA
"itdal","fikatu","nonword","nonword","nonword",NA
"berrlli","eskainura","nonword","nonword","nonword",NA
"seadibera","hondarita","nonword","nonword","nonword",NA
"sakau","egilisezezaguneko","nonword","nonword","nonword",NA
"deusesio","roklo","nonword","nonword","nonword",NA
"marketokg","gulkizko","nonword","nonword","nonword",NA
"txldi","om","nonword","nonword","nonword",NA
"egakura","kutsieura","nonword","nonword","nonword",NA
"raintzailea","pirila","nonword","nonword","nonword",NA
"lepei","ininu","nonword","nonword","nonword",NA
"mantna","ezazin","nonword","nonword","nonword",NA
"frankomaratzaile","astrdeauta","nonword","nonword","nonword",NA
"hautseauatu","irekimen","nonword","nonword","nonword",NA
"betxindu","core","nonword","nonword","nonword",NA
"landntzaile","debehetu","nonword","nonword","nonword",NA
"neoi","esrrera","nonword","nonword","nonword",NA
"defitezio","ostatsu","nonword","nonword","nonword",NA
"armarou","behaixta","nonword","nonword","nonword",NA
"inghkzio","baloen","nonword","nonword","nonword",NA
"sorooren","ngto","nonword","nonword","nonword",NA
"zigaibo","nza","nonword","nonword","nonword",NA
"utater","azkeefuruko","nonword","nonword","nonword",NA
"eranrrun","marrrno","nonword","nonword","nonword",NA
"izseritu","aberats okolu","nonword","nonword","nonword",NA
"aiodo","betazarekoak","nonword","nonword","nonword",NA
"espila","zune","nonword","nonword","nonword",NA
"irrmana","kuniatzailea","nonword","nonword","nonword",NA
"lotila","biriazl","nonword","nonword","nonword",NA
"myelune","burdinwrehertu","nonword","nonword","nonword",NA
"bifili","ekongiikoki","nonword","nonword","nonword",NA
"atff","idazpiri","nonword","nonword","nonword",NA
"laten","pasirzorro","nonword","nonword","nonword",NA
"irakerle","inguergiro","nonword","nonword","nonword",NA
"aberertasun","pasira","nonword","nonword","nonword",NA
"artu","lezzo","nonword","nonword","nonword",NA
"sinbiro","membi","nonword","nonword","nonword",NA
"bagoera","cokara","nonword","nonword","nonword",NA
"éma","ikermintza","nonword","nonword","nonword",NA
"tibigatu","dotelehen","nonword","nonword","nonword",NA
"iee","errieve","nonword","nonword","nonword",NA
"ratarra","hereu","nonword","nonword","nonword",NA
"moltzaile","dirdo","nonword","nonword","nonword",NA
"betitan","koittu","nonword","nonword","nonword",NA
"amduri","sergotasun","nonword","nonword","nonword",NA
"taaintu","zehasg","nonword","nonword","nonword",NA
"ck","kotarri","nonword","nonword","nonword",NA
"torncko","gacanak","nonword","nonword","nonword",NA
"kokaleth","hoasikuntza","nonword","nonword","nonword",NA
"maitnkaldi","gaudzka","nonword","nonword","nonword",NA
"burigo","kaaraina","nonword","nonword","nonword",NA
"frantsuka","zizkide","nonword","nonword","nonword",NA
"musiu","irauvin","nonword","nonword","nonword",NA
"eslelo","gorpoiz","nonword","nonword","nonword",NA
"anpalatu","fideviasun","nonword","nonword","nonword",NA
"alnua","bliztasun","nonword","nonword","nonword",NA
"elektroeitate","lawtiko","nonword","nonword","nonword",NA
"haue","erreanmentu","nonword","nonword","nonword",NA
"tramjukulu","esankera","nonword","nonword","nonword",NA
"txantaox","ap","nonword","nonword","nonword",NA
"ordeeiu","bikodez","nonword","nonword","nonword",NA
"viderazio","harrapstiak","nonword","nonword","nonword",NA
"veaitu","aiilura","nonword","nonword","nonword",NA
"kondnikazio","landntza","nonword","nonword","nonword",NA
"estratuzia","eraldachi","nonword","nonword","nonword",NA
"mire","kaimitate","nonword","nonword","nonword",NA
"eklatz","iriturtze","nonword","nonword","nonword",NA
"nimilia","muain","nonword","nonword","nonword",NA
"ikiatu","gni","nonword","nonword","nonword",NA
"dolfoka","shernick","nonword","nonword","nonword",NA
"okortzi","latsorio","nonword","nonword","nonword",NA
"kutxerzar","humao","nonword","nonword","nonword",NA
"disteiatsu","deena","nonword","nonword","nonword",NA
"ul","bekarantz","nonword","nonword","nonword",NA
"esanr","arab","nonword","nonword","nonword",NA
"guarri","kole","nonword","nonword","nonword",NA
"berehai","ienta","nonword","nonword","nonword",NA
"ucmiño","itxaben","nonword","nonword","nonword",NA
"idazta","binan","nonword","nonword","nonword",NA
"argiutxatze","banain","nonword","nonword","nonword",NA
"norbileko","ukazer","nonword","nonword","nonword",NA
"eraizk","koleratu","nonword","nonword","nonword",NA
"urragale","sermal","nonword","nonword","nonword",NA
"alfohora","ckeria","nonword","nonword","nonword",NA
"auaiako","esperiazntu","nonword","nonword","nonword",NA
"enereda","lanortu","nonword","nonword","nonword",NA
"herosba","garasoza","nonword","nonword","nonword",NA
"botobbeman","txundisfrri","nonword","nonword","nonword",NA
"nerail","lehengern","nonword","nonword","nonword",NA
"arkiteteo","pikaia","nonword","nonword","nonword",NA
"ariezko","angur","nonword","nonword","nonword",NA
"lazirreta","soru","nonword","nonword","nonword",NA
"arixo","lauri","nonword","nonword","nonword",NA
"dutxtasun","amduritasun","nonword","nonword","nonword",NA
"eno","ezbetu","nonword","nonword","nonword",NA
"espezialleta","esntzelari","nonword","nonword","nonword",NA
"mesheko","esth","nonword","nonword","nonword",NA
"queano","konbinpoio","nonword","nonword","nonword",NA
"demoura","erruchi","nonword","nonword","nonword",NA
"telebizka","hegalarer","nonword","nonword","nonword",NA
"atmonuera","fakina","nonword","nonword","nonword",NA
"abermas","irudeken","nonword","nonword","nonword",NA
"prakestu","aduau","nonword","nonword","nonword",NA
"katatu","ezerybz","nonword","nonword","nonword",NA
"urgei","zulan","nonword","nonword","nonword",NA
"txilrditu","eznil","nonword","nonword","nonword",NA
"podat","teleskezio","nonword","nonword","nonword",NA
"mast","eragindir","nonword","nonword","nonword",NA
"osaseltsu","essarientzia","nonword","nonword","nonword",NA
"arrazp","apaingo","nonword","nonword","nonword",NA
"sunturpen","ohtukanpoko","nonword","nonword","nonword",NA
"desokatu","bacci","nonword","nonword","nonword",NA
"koina","tebriko","nonword","nonword","nonword",NA
"meria","napo","nonword","nonword","nonword",NA
"erabilehn","gobe","nonword","nonword","nonword",NA
"biesi","hever","nonword","nonword","nonword",NA
"kirurgam","ntokatu","nonword","nonword","nonword",NA
"kotrorazio","jaton","nonword","nonword","nonword",NA
"porttiko","ratere","nonword","nonword","nonword",NA
"lastdaketa","krukitu","nonword","nonword","nonword",NA
"lerroaale","harisgatu","nonword","nonword","nonword",NA
"zoriazarrda","nobetu","nonword","nonword","nonword",NA
"mozkorue","urtezarena","nonword","nonword","nonword",NA
"egatki","hiaregi","nonword","nonword","nonword",NA
"igermaegin","zehagin","nonword","nonword","nonword",NA
"omisbol","bebarako","nonword","nonword","nonword",NA
"zaizta","lanc","nonword","nonword","nonword",NA
"ziapu","jeck","nonword","nonword","nonword",NA
"alla","doro","nonword","nonword","nonword",NA
"prinesional","pirald","nonword","nonword","nonword",NA
"ck","scerreko","nonword","nonword","nonword",NA
"finalazario","karbalda","nonword","nonword","nonword",NA
"segikagobili","prosiazko","nonword","nonword","nonword",NA
"hozuz","keldatsu","nonword","nonword","nonword",NA
"erastun","alarotn","nonword","nonword","nonword",NA
"errepizt","ililtasun","nonword","nonword","nonword",NA
"bitatsna","egiaamatu","nonword","nonword","nonword",NA
"zapelkatu","maraakho","nonword","nonword","nonword",NA
"appez","migr","nonword","nonword","nonword",NA
"eskandttu","tripulekio","nonword","nonword","nonword",NA
"saereurri","koitina","nonword","nonword","nonword",NA
"souta","erroi","nonword","nonword","nonword",NA
"ekuna","layn","nonword","nonword","nonword",NA
"besarkroa","ishe","nonword","nonword","nonword",NA
"wanaze","baterrik","nonword","nonword","nonword",NA
"paborte","bilakaila","nonword","nonword","nonword",NA
"airezartua","unkain","nonword","nonword","nonword",NA
"lenarketa","hade","nonword","nonword","nonword",NA
"angoalia","dirri","nonword","nonword","nonword",NA
"hazazinazio","guernazal","nonword","nonword","nonword",NA
"etoria","purisu","nonword","nonword","nonword",NA
"zadal","oiliztargi","nonword","nonword","nonword",NA
"agiwo","kaezula","nonword","nonword","nonword",NA
"baner","gauzniz","nonword","nonword","nonword",NA
"ezinksobe","berrikustrn","nonword","nonword","nonword",NA
"kaletea","xiturtu","nonword","nonword","nonword",NA
"osibgozo","sarr","nonword","nonword","nonword",NA
"tokotu","jarraizk","nonword","nonword","nonword",NA
"sopaina","zost","nonword","nonword","nonword",NA
"armapara","zirunbat","nonword","nonword","nonword",NA
"axxeagabe","xaro","nonword","nonword","nonword",NA
"aurra","buruey","nonword","nonword","nonword",NA
"matemareka","bortu","nonword","nonword","nonword",NA
"trlku","mabia","nonword","nonword","nonword",NA
"erilaki","zoriradu","nonword","nonword","nonword",NA
"konealdea","rstonatzaile","nonword","nonword","nonword",NA
"nahangeta","lautu","nonword","nonword","nonword",NA
"agiwo","egalivo","nonword","nonword","nonword",NA
"nzti","aholum","nonword","nonword","nonword",NA
"autosis","arratai","nonword","nonword","nonword",NA
"zuzkoeu","moni","nonword","nonword","nonword",NA
"prozedeka","solura","nonword","nonword","nonword",NA
"meidatari","zatipu","nonword","nonword","nonword",NA
"ileza","iraba","nonword","nonword","nonword",NA
"alperadore","karregka","nonword","nonword","nonword",NA
"fiduko","zoinogiko","nonword","nonword","nonword",NA
"xarraina","enoteina","nonword","nonword","nonword",NA
"begiun","ziteitu","nonword","nonword","nonword",NA
"onial","konpso","nonword","nonword","nonword",NA
"abakuado","nentzionatu","nonword","nonword","nonword",NA
"moltzaile","ozko","nonword","nonword","nonword",NA
