"no_cue","no_target","type","cue_type","target_type","no_cosine"
"fikvel","hugfel","nonword","nonword","nonword",NA
"glole","leic","nonword","nonword","nonword",NA
"cherue igjen","lehavsde","nonword","nonword","nonword",NA
"oppri","tote","nonword","nonword","nonword",NA
"cond","sparkjede","nonword","nonword","nonword",NA
"faelp","onate","nonword","nonword","nonword",NA
"passatatt","avdu","nonword","nonword","nonword",NA
"inngullme","sjvd","nonword","nonword","nonword",NA
"komplifull","pande","nonword","nonword","nonword",NA
"whittember","pud","nonword","nonword","nonword",NA
"pilking","betjentvelse","nonword","nonword","nonword",NA
"norways","oor","nonword","nonword","nonword",NA
"veldestrukhet","emosjolagt","nonword","nonword","nonword",NA
"maro","avstan","nonword","nonword","nonword",NA
"slåssferdighet","drømsine","nonword","nonword","nonword",NA
"pande","trik","nonword","nonword","nonword",NA
"komkrisesiell","førstelikeholde","nonword","nonword","nonword",NA
"kan vcans","sigaslag","nonword","nonword","nonword",NA
"bekjentkelse","utpresløst","nonword","nonword","nonword",NA
"eur","assiningsse","nonword","nonword","nonword",NA
"vilmisk","lælig","nonword","nonword","nonword",NA
"uad","jøv","nonword","nonword","nonword",NA
"skisel","tuått","nonword","nonword","nonword",NA
"smay","korre","nonword","nonword","nonword",NA
"skapsfølende","skjeam","nonword","nonword","nonword",NA
"vote","dekkde","nonword","nonword","nonword",NA
"observanilje","holl","nonword","nonword","nonword",NA
"diafair","wiene","nonword","nonword","nonword",NA
"servent","heko","nonword","nonword","nonword",NA
"pishen","mengdere","nonword","nonword","nonword",NA
"offisilands","kapse","nonword","nonword","nonword",NA
"jesú","sjarmel","nonword","nonword","nonword",NA
"bodon","rimetall","nonword","nonword","nonword",NA
"kongresssjon","staim","nonword","nonword","nonword",NA
"spesigang","solu","nonword","nonword","nonword",NA
"ryl","femre","nonword","nonword","nonword",NA
"slørte","polisens","nonword","nonword","nonword",NA
"saksnalist","eksploling","nonword","nonword","nonword",NA
"øyde","brou","nonword","nonword","nonword",NA
"resullins","kickgerskap","nonword","nonword","nonword",NA
"inmonstrere","thaike","nonword","nonword","nonword",NA
"yad","helselvde","nonword","nonword","nonword",NA
"owa","støygelig","nonword","nonword","nonword",NA
"tuell","beinnalist","nonword","nonword","nonword",NA
"løga","klau","nonword","nonword","nonword",NA
"kontrykk","fejen","nonword","nonword","nonword",NA
"charsoldat","kado","nonword","nonword","nonword",NA
"røxy","vikter","nonword","nonword","nonword",NA
"earst","fano","nonword","nonword","nonword",NA
"skhm","blin","nonword","nonword","nonword",NA
"skulptulere","kncs","nonword","nonword","nonword",NA
"jist","betjenve","nonword","nonword","nonword",NA
"filosobrudd","brødling","nonword","nonword","nonword",NA
"kønle","taleme","nonword","nonword","nonword",NA
"tågs","verys","nonword","nonword","nonword",NA
"noskubber","pefar","nonword","nonword","nonword",NA
"jev","milihund","nonword","nonword","nonword",NA
"tillasjonsse","skyl","nonword","nonword","nonword",NA
"klørb","atlankvinnehavet","nonword","nonword","nonword",NA
"detsel","wist","nonword","nonword","nonword",NA
"agd","asutrettere","nonword","nonword","nonword",NA
"peni","maksilips","nonword","nonword","nonword",NA
"guversell","grunncer","nonword","nonword","nonword",NA
"alcu","demongolsksjon","nonword","nonword","nonword",NA
"falpe","utdanvers","nonword","nonword","nonword",NA
"optimiskredi","ludaj","nonword","nonword","nonword",NA
"forskjelnelse","marstrømføring","nonword","nonword","nonword",NA
"hamker","bullden","nonword","nonword","nonword",NA
"enderens","inproctor","nonword","nonword","nonword",NA
"ørk","hjørnedel","nonword","nonword","nonword",NA
"gafme","båks","nonword","nonword","nonword",NA
"dé","poiner","nonword","nonword","nonword",NA
"menpes","årve","nonword","nonword","nonword",NA
"sukoppman","plelt","nonword","nonword","nonword",NA
"uuttal","lommetørening","nonword","nonword","nonword",NA
"tér","livstasi","nonword","nonword","nonword",NA
"caestw","lofson","nonword","nonword","nonword",NA
"rll","cererids","nonword","nonword","nonword",NA
"peptal","ondpa","nonword","nonword","nonword",NA
"luktestift","ventilaments","nonword","nonword","nonword",NA
"teurt","vibon","nonword","nonword","nonword",NA
"anart","massaging","nonword","nonword","nonword",NA
"humv","jete","nonword","nonword","nonword",NA
"sjok","okin","nonword","nonword","nonword",NA
"hoffnemlig","stader","nonword","nonword","nonword",NA
"erfascis","alternazepam","nonword","nonword","nonword",NA
"ézé","uttroll","nonword","nonword","nonword",NA
"mede","kvoyd","nonword","nonword","nonword",NA
"oppholdebeca","toppburger","nonword","nonword","nonword",NA
"semplate","syndekk","nonword","nonword","nonword",NA
"tupe","telebrød","nonword","nonword","nonword",NA
"krasert","midfulltid","nonword","nonword","nonword",NA
"ikve","blantegi","nonword","nonword","nonword",NA
"fatbarndom","toge","nonword","nonword","nonword",NA
"frise","sml","nonword","nonword","nonword",NA
"taån","lommeskru","nonword","nonword","nonword",NA
"anvisst","moven","nonword","nonword","nonword",NA
"rema","forskjeldelse","nonword","nonword","nonword",NA
"ests","brylkom","nonword","nonword","nonword",NA
"inplancinasjonal","unnstengning","nonword","nonword","nonword",NA
"jeie","innkaps","nonword","nonword","nonword",NA
"onrie","uttasjonsse","nonword","nonword","nonword",NA
"kalitikk","mofi","nonword","nonword","nonword",NA
"blarm","trofugl","nonword","nonword","nonword",NA
"putet","sira","nonword","nonword","nonword",NA
"spyrn","chebol","nonword","nonword","nonword",NA
"bakger","bestehan","nonword","nonword","nonword",NA
"risikathies","fepp","nonword","nonword","nonword",NA
"foretale","ood","nonword","nonword","nonword",NA
"lesøvn","fasge","nonword","nonword","nonword",NA
"skkt","anstangledes","nonword","nonword","nonword",NA
"dramasjon","tilholdskelig","nonword","nonword","nonword",NA
"awk","laty","nonword","nonword","nonword",NA
"disson","vitentens","nonword","nonword","nonword",NA
"brmb","aill","nonword","nonword","nonword",NA
"håas","undersøalphonse","nonword","nonword","nonword",NA
"matikk","kjærritet","nonword","nonword","nonword",NA
"kommenfest","båtfør","nonword","nonword","nonword",NA
"måass","sikkerspil","nonword","nonword","nonword",NA
"siasjon","grunikk","nonword","nonword","nonword",NA
"örg","homonard","nonword","nonword","nonword",NA
"stasak","lio","nonword","nonword","nonword",NA
"helltelig","himbalik","nonword","nonword","nonword",NA
"sveike","lisman","nonword","nonword","nonword",NA
"hotrer","individustries","nonword","nonword","nonword",NA
"begyntdig","toder","nonword","nonword","nonword",NA
"vaje","motsetsjon","nonword","nonword","nonword",NA
"sekrim","amening","nonword","nonword","nonword",NA
"guyr","speisering","nonword","nonword","nonword",NA
"slipbrød","senappin","nonword","nonword","nonword",NA
"sencan","hadela","nonword","nonword","nonword",NA
"liener","luftvesen","nonword","nonword","nonword",NA
"sammensveralphonse","resby","nonword","nonword","nonword",NA
"impesjonsal","sabi","nonword","nonword","nonword",NA
"skytge","bilbat","nonword","nonword","nonword",NA
"forskjelmelse","arstander","nonword","nonword","nonword",NA
"oppfolketelse","torge","nonword","nonword","nonword",NA
"muss","venstlig","nonword","nonword","nonword",NA
"lipell","ecke","nonword","nonword","nonword",NA
"kneide","inrettsmere","nonword","nonword","nonword",NA
"vay","sperl","nonword","nonword","nonword",NA
"roerl","transgermester","nonword","nonword","nonword",NA
"karnelege","vitnesnoge","nonword","nonword","nonword",NA
"honny","komiteskaps","nonword","nonword","nonword",NA
"rayte","mér","nonword","nonword","nonword",NA
"rekte","årk","nonword","nonword","nonword",NA
"velkjentkende","strame","nonword","nonword","nonword",NA
"hvitholde","dynadrar","nonword","nonword","nonword",NA
"byrdå","motrer","nonword","nonword","nonword",NA
"morets","krigføre","nonword","nonword","nonword",NA
"engetts","statsviseren","nonword","nonword","nonword",NA
"stalmeter","syslon","nonword","nonword","nonword",NA
"fakne","forvold","nonword","nonword","nonword",NA
"lergi","newter","nonword","nonword","nonword",NA
"knene","raont","nonword","nonword","nonword",NA
"yndve","mastur","nonword","nonword","nonword",NA
"cr","relisorg","nonword","nonword","nonword",NA
"uvake","flyvertsen","nonword","nonword","nonword",NA
"fåtulu","dji","nonword","nonword","nonword",NA
"pere","giorm","nonword","nonword","nonword",NA
"utgangsgjort","banske","nonword","nonword","nonword",NA
"forskrekning","disti","nonword","nonword","nonword",NA
"kidnamant","alk","nonword","nonword","nonword",NA
"mislig","skjersyn","nonword","nonword","nonword",NA
"lovmel","mådig","nonword","nonword","nonword",NA
"smitler","skvime","nonword","nonword","nonword",NA
"hodesuell","betydsjon","nonword","nonword","nonword",NA
"sejen","tilbus","nonword","nonword","nonword",NA
"bevegecains","røykdig","nonword","nonword","nonword",NA
"vasfisk","olymning","nonword","nonword","nonword",NA
"goldnasje","uet","nonword","nonword","nonword",NA
"naab","musenior","nonword","nonword","nonword",NA
"ørp","diam","nonword","nonword","nonword",NA
"krur","sirdia","nonword","nonword","nonword",NA
"vaså","luftwafne","nonword","nonword","nonword",NA
"protale","mannstrisitet","nonword","nonword","nonword",NA
"balie","peretterlighet","nonword","nonword","nonword",NA
"teralegg","oksyklub","nonword","nonword","nonword",NA
"instinkensa","etterrick","nonword","nonword","nonword",NA
"hackke","stå sjeg","nonword","nonword","nonword",NA
"nca","barnski","nonword","nonword","nonword",NA
"reske","vitneberede","nonword","nonword","nonword",NA
"jurisdikfield","nyderens","nonword","nonword","nonword",NA
"lekeskap","jrø","nonword","nonword","nonword",NA
"sulf","fepp","nonword","nonword","nonword",NA
"ærese","bestyrte","nonword","nonword","nonword",NA
"rensring","kkje","nonword","nonword","nonword",NA
"rotop","unitid","nonword","nonword","nonword",NA
"kaden","uformiddel","nonword","nonword","nonword",NA
"viljenavn","eak","nonword","nonword","nonword",NA
"daiter","ks","nonword","nonword","nonword",NA
"dragsgivelse","golfsynlig","nonword","nonword","nonword",NA
"duio","cogpod","nonword","nonword","nonword",NA
"engasjeplass","undersøkestorff","nonword","nonword","nonword",NA
"luvo","ents","nonword","nonword","nonword",NA
"kjelkelig","ltle","nonword","nonword","nonword",NA
"leitør","omkjørt","nonword","nonword","nonword",NA
"tylion","fotoless","nonword","nonword","nonword",NA
"imm","måast","nonword","nonword","nonword",NA
"erbrente","flyttesløs","nonword","nonword","nonword",NA
"ldst","komeless","nonword","nonword","nonword",NA
"foreninter","gyne","nonword","nonword","nonword",NA
"glt","stavel","nonword","nonword","nonword",NA
"plne","gara","nonword","nonword","nonword",NA
"vesn","imstjernere","nonword","nonword","nonword",NA
"hovednies","forgistre","nonword","nonword","nonword",NA
"glle","ultiårin","nonword","nonword","nonword",NA
"blodskole","marisiko","nonword","nonword","nonword",NA
"pingge","graher","nonword","nonword","nonword",NA
"kviks","blottre","nonword","nonword","nonword",NA
"xwel","carde","nonword","nonword","nonword",NA
"katarrder","melne","nonword","nonword","nonword",NA
"reseptisk","lsk","nonword","nonword","nonword",NA
"instreks","jagermans","nonword","nonword","nonword",NA
"skroge","spesiawood","nonword","nonword","nonword",NA
"bufter","profesjoplass","nonword","nonword","nonword",NA
"kredert","forment","nonword","nonword","nonword",NA
"kigart","lekedent","nonword","nonword","nonword",NA
"wildgelig","jordrel","nonword","nonword","nonword",NA
"leiele","utre","nonword","nonword","nonword",NA
"rait","lomner","nonword","nonword","nonword",NA
"ibb","synesaur","nonword","nonword","nonword",NA
"redger","svndt","nonword","nonword","nonword",NA
"minisint","nødsituafield","nonword","nonword","nonword",NA
"raing","sace","nonword","nonword","nonword",NA
"smhy","perfarttiv","nonword","nonword","nonword",NA
"ks","sølvtighet","nonword","nonword","nonword",NA
"vn","prees","nonword","nonword","nonword",NA
"eksperikards","acrst","nonword","nonword","nonword",NA
"smig","forvirtuos","nonword","nonword","nonword",NA
"sommershow","menulykker","nonword","nonword","nonword",NA
"lovtil","negaport","nonword","nonword","nonword",NA
"ligh","fargebil","nonword","nonword","nonword",NA
"mononende","gararisk","nonword","nonword","nonword",NA
"parabånd","evlig","nonword","nonword","nonword",NA
"frypa","pralt","nonword","nonword","nonword",NA
"charsesse","binior","nonword","nonword","nonword",NA
"blodgog","beckke","nonword","nonword","nonword",NA
"toil","akpost","nonword","nonword","nonword",NA
"klop","munnsage","nonword","nonword","nonword",NA
"konperm","kontogen","nonword","nonword","nonword",NA
"mannne","inepet","nonword","nonword","nonword",NA
"midtarr","kvelde","nonword","nonword","nonword",NA
"hordys","holl","nonword","nonword","nonword",NA
"innfalls","örg","nonword","nonword","nonword",NA
"spikse","viks","nonword","nonword","nonword",NA
"krunik","førtiferdig","nonword","nonword","nonword",NA
"redak","tilstanke","nonword","nonword","nonword",NA
"inducutt","vådig","nonword","nonword","nonword",NA
"padke","ærgjerhet","nonword","nonword","nonword",NA
"uanve","hallusinaturiig","nonword","nonword","nonword",NA
"konklubeck","fredten","nonword","nonword","nonword",NA
"basno","rol","nonword","nonword","nonword",NA
"roniz","muepe","nonword","nonword","nonword",NA
"trygte","godgiftning","nonword","nonword","nonword",NA
"aleni","ærver","nonword","nonword","nonword",NA
"sjakle","øtt","nonword","nonword","nonword",NA
"slalt","arrostresse","nonword","nonword","nonword",NA
"skulpdig","lude","nonword","nonword","nonword",NA
"dorpp","bevisstvelse","nonword","nonword","nonword",NA
"rasnisk","brki","nonword","nonword","nonword",NA
"lysser","øyenlikum","nonword","nonword","nonword",NA
"kjøvers","åhl","nonword","nonword","nonword",NA
"hensynsse","dumble","nonword","nonword","nonword",NA
"pronice","skalleve","nonword","nonword","nonword",NA
"anoloy","diig","nonword","nonword","nonword",NA
"sekredets","ligh","nonword","nonword","nonword",NA
"bildi","resnikk","nonword","nonword","nonword",NA
"makjenne","hilsehab","nonword","nonword","nonword",NA
"forutning","eielita","nonword","nonword","nonword",NA
"attrakbeid","besøksde","nonword","nonword","nonword",NA
"tsjekovn","psykolobrudd","nonword","nonword","nonword",NA
"koplu","oppbarn","nonword","nonword","nonword",NA
"birlett","hne","nonword","nonword","nonword",NA
"ñor","flernormal","nonword","nonword","nonword",NA
"viks","polinert","nonword","nonword","nonword",NA
"situaling","brou","nonword","nonword","nonword",NA
"boyter","blokge","nonword","nonword","nonword",NA
"sykevendig","regnlighet","nonword","nonword","nonword",NA
"skryre","stlig","nonword","nonword","nonword",NA
"hoov","saru","nonword","nonword","nonword",NA
"ornoe","kjant","nonword","nonword","nonword",NA
"gjenbrudd","mutalent","nonword","nonword","nonword",NA
"maor","foretrek","nonword","nonword","nonword",NA
"hass klart","nejj","nonword","nonword","nonword",NA
"startme","assiswood","nonword","nonword","nonword",NA
"esn","klilio","nonword","nonword","nonword",NA
"manglendecover","morbys","nonword","nonword","nonword",NA
"trysel","sideving","nonword","nonword","nonword",NA
"mankow","kriden","nonword","nonword","nonword",NA
"vorne","mikrorikt","nonword","nonword","nonword",NA
"langmes","mamtor","nonword","nonword","nonword",NA
