"hu_target","hu_cue","type","target_type","cue_type","hu_cosine"
"kéadelen","iliszió","nonword","nonword","nonword",NA
"megerőölt","fésci","nonword","nonword","nonword",NA
"feóvevés","barlok","nonword","nonword","nonword",NA
"ky","tepó","nonword","nonword","nonword",NA
"gfél","vil","nonword","nonword","nonword",NA
"üdvöhol","fiéi","nonword","nonword","nonword",NA
"kegyázlen","meilagad","nonword","nonword","nonword",NA
"politisd","teék","nonword","nonword","nonword",NA
"biillom","álnéány","nonword","nonword","nonword",NA
"parfzk","optitusta","nonword","nonword","nonword",NA
"fekemé","lásza","nonword","nonword","nonword",NA
"gyerock","halor","nonword","nonword","nonword",NA
"háromslég","menetiser","nonword","nonword","nonword",NA
"újságíjt","töröség","nonword","nonword","nonword",NA
"játeni","akintáska","nonword","nonword","nonword",NA
"tutsa","bátomaág","nonword","nonword","nonword",NA
"szke","vuar","nonword","nonword","nonword",NA
"bilidalom","likusz","nonword","nonword","nonword",NA
"embeos","szennyezenés","nonword","nonword","nonword",NA
"jószt","másokrk","nonword","nonword","nonword",NA
"keredeedő","túrinc","nonword","nonword","nonword",NA
"támates","szdjár","nonword","nonword","nonword",NA
"nekétív","kivétekos","nonword","nonword","nonword",NA
"csopiát","kiestás","nonword","nonword","nonword",NA
"bizoróság","sücsős","nonword","nonword","nonword",NA
"sacsta","negos","nonword","nonword","nonword",NA
"tengersért","forgyts","nonword","nonword","nonword",NA
"vibár","varápalat","nonword","nonword","nonword",NA
"verscky","konzgóvatív","nonword","nonword","nonword",NA
"nsba","lehetségét","nonword","nonword","nonword",NA
"mónekar","fá","nonword","nonword","nonword",NA
"pacat","tiszzen","nonword","nonword","nonword",NA
"mekailt","mejtegyzés","nonword","nonword","nonword",NA
"csalgy","kával","nonword","nonword","nonword",NA
"meenemmisítés","törérzny","nonword","nonword","nonword",NA
"örncél","kiskrat","nonword","nonword","nonword",NA
"lettnda","szaza","nonword","nonword","nonword",NA
"robbrsó","zodli","nonword","nonword","nonword",NA
"tulajdalos","mist","nonword","nonword","nonword",NA
"depresszkr","hasmenké","nonword","nonword","nonword",NA
"táara","szolgáphatás","nonword","nonword","nonword",NA
"bba","galana","nonword","nonword","nonword",NA
"veszség","kerejes","nonword","nonword","nonword",NA
"lása","kimeltság","nonword","nonword","nonword",NA
"teljesítesny","millég","nonword","nonword","nonword",NA
"üzleül","soroart","nonword","nonword","nonword",NA
"zid","gysht","nonword","nonword","nonword",NA
"kut","űrhakis","nonword","nonword","nonword",NA
"összomyűjt","semesz","nonword","nonword","nonword",NA
"megéás","örég","nonword","nonword","nonword",NA
"keteny","taalszi","nonword","nonword","nonword",NA
"helikosher","lálo","nonword","nonword","nonword",NA
"mabec","hiepető","nonword","nonword","nonword",NA
"talányozik","maralan","nonword","nonword","nonword",NA
"vílt","puum","nonword","nonword","nonword",NA
"alagyv","terülom","nonword","nonword","nonword",NA
"törceg","réat","nonword","nonword","nonword",NA
"nukleádos","nyugatj","nonword","nonword","nonword",NA
"eztár","elletörzés","nonword","nonword","nonword",NA
"kirog","alacsoda","nonword","nonword","nonword",NA
"eredméai","vető","nonword","nonword","nonword",NA
"vaárhol","namiár","nonword","nonword","nonword",NA
"milliárd, ezpamillió","géhely","nonword","nonword","nonword",NA
"szersoy","sass","nonword","nonword","nonword",NA
"nossze","ajos","nonword","nonword","nonword",NA
"oxigzt","singk","nonword","nonword","nonword",NA
"másomot","nyát","nonword","nonword","nonword",NA
"mezaitt","hogtap","nonword","nonword","nonword",NA
"rófűről","ögj","nonword","nonword","nonword",NA
"feégétel","igue","nonword","nonword","nonword",NA
"gyümfecs","teráuma","nonword","nonword","nonword",NA
"mechandyai","ograbol","nonword","nonword","nonword",NA
"kateantart","saitk","nonword","nonword","nonword",NA
"menevbend","vákész","nonword","nonword","nonword",NA
"orvlakész","shercsck","nonword","nonword","nonword",NA
"zskökendő","bbség","nonword","nonword","nonword",NA
"lozdag","palodn","nonword","nonword","nonword",NA
"fegyvertad","készdj","nonword","nonword","nonword",NA
"tálo","tabeály","nonword","nonword","nonword",NA
"végrehgitás","megirászt","nonword","nonword","nonword",NA
"infollátor","szállozt","nonword","nonword","nonword",NA
"kadás","gályeg","nonword","nonword","nonword",NA
"gyldtes","anatphia","nonword","nonword","nonword",NA
"fájdonom","verscky","nonword","nonword","nonword",NA
"küörő","pedőis","nonword","nonword","nonword",NA
"esmˇ","haii","nonword","nonword","nonword",NA
"waleon","kapaektás","nonword","nonword","nonword",NA
"összammlás","boljolás","nonword","nonword","nonword",NA
"léol","veszkus","nonword","nonword","nonword",NA
"idégítő","béévő","nonword","nonword","nonword",NA
"küiketés","olszek","nonword","nonword","nonword",NA
"boruorkány","letű","nonword","nonword","nonword",NA
"naáson","szee","nonword","nonword","nonword",NA
"gyakorlationg","jeskény","nonword","nonword","nonword",NA
"libendlis","hivatalomhn","nonword","nonword","nonword",NA
"figyelemreháéltó","szabddy","nonword","nonword","nonword",NA
"lisbzin","főiskoid","nonword","nonword","nonword",NA
"bégyés","seripa","nonword","nonword","nonword",NA
"szivás","anra","nonword","nonword","nonword",NA
"méérmindig","nevekeéges","nonword","nonword","nonword",NA
"rambta","venet","nonword","nonword","nonword",NA
"veszndy","vacsdta","nonword","nonword","nonword",NA
"viéhes","felemosség","nonword","nonword","nonword",NA
"zásztsalj","hováon","nonword","nonword","nonword",NA
"isték","rontz","nonword","nonword","nonword",NA
"tehetennen","becsületsz","nonword","nonword","nonword",NA
"mészó","seum","nonword","nonword","nonword",NA
"kln","yharchia","nonword","nonword","nonword",NA
"funkcityális","koncdíció","nonword","nonword","nonword",NA
"lylyosan","betöövés","nonword","nonword","nonword",NA
"friségtés","maavarázat","nonword","nonword","nonword",NA
"tornanó","amatku","nonword","nonword","nonword",NA
"eljödás","éplon","nonword","nonword","nonword",NA
"veag","szárue","nonword","nonword","nonword",NA
"telehin","telkészetesen","nonword","nonword","nonword",NA
"értemet","kuv","nonword","nonword","nonword",NA
"szzgalány","nyítrt","nonword","nonword","nonword",NA
"rontz","klaw","nonword","nonword","nonword",NA
"bbséges","kockázatár","nonword","nonword","nonword",NA
"idősdek","vákésztás","nonword","nonword","nonword",NA
"nyomató","űn","nonword","nonword","nonword",NA
"mikroszkzú","sűvegy","nonword","nonword","nonword",NA
"szöklyény","dál","nonword","nonword","nonword",NA
"jaarlás","jelentbe","nonword","nonword","nonword",NA
"háid","lekezés","nonword","nonword","nonword",NA
"zid","kocsös","nonword","nonword","nonword",NA
"finalizírozás","odánlat","nonword","nonword","nonword",NA
"üzemekyag","felsőbédendű ember","nonword","nonword","nonword",NA
"ignci","rátsn","nonword","nonword","nonword",NA
"gondsd","kombinfóió","nonword","nonword","nonword",NA
"hidrogab","orgazmtó","nonword","nonword","nonword",NA
"befefőz","méverés","nonword","nonword","nonword",NA
"pakonormális","potoó","nonword","nonword","nonword",NA
"magábalet","jelensök","nonword","nonword","nonword",NA
"nyilatizzat","kééka","nonword","nonword","nonword",NA
"menntői","köévő","nonword","nonword","nonword",NA
"szzéség","szrhet","nonword","nonword","nonword",NA
"minisztérijt","feszújtség","nonword","nonword","nonword",NA
"szkivedés","évlet","nonword","nonword","nonword",NA
"trema","kíséyét","nonword","nonword","nonword",NA
"fuissa","ajha","nonword","nonword","nonword",NA
"ésrőr","anj","nonword","nonword","nonword",NA
"valatá","kámaz","nonword","nonword","nonword",NA
"választási lehettaég","következterhs","nonword","nonword","nonword",NA
"egyemr","mofág","nonword","nonword","nonword",NA
"kodomány","anásl","nonword","nonword","nonword",NA
"pisztoge","kaazellár","nonword","nonword","nonword",NA
"fasd","taorsztalat","nonword","nonword","nonword",NA
"híkerül","ösg","nonword","nonword","nonword",NA
"ládáányos","szükséros","nonword","nonword","nonword",NA
"önkéntoten","tajú","nonword","nonword","nonword",NA
"fedélzés","diálsztia","nonword","nonword","nonword",NA
"szentbeslád","bazin","nonword","nonword","nonword",NA
"aff","kövelje","nonword","nonword","nonword",NA
"kíadó","makod","nonword","nonword","nonword",NA
"allős","lomisság","nonword","nonword","nonword",NA
"lenyűgdy","alkojál","nonword","nonword","nonword",NA
"végüggis","ohjúság","nonword","nonword","nonword",NA
"gybás","foodó","nonword","nonword","nonword",NA
"ártáció","núka","nonword","nonword","nonword",NA
"hírnré","ferző","nonword","nonword","nonword",NA
"táekkoztat","zápiló","nonword","nonword","nonword",NA
"szamurmé","ndő","nonword","nonword","nonword",NA
"elrero","verscky","nonword","nonword","nonword",NA
"légkic","imndzsa","nonword","nonword","nonword",NA
"felszemal","olgós","nonword","nonword","nonword",NA
"orú","tulajdonkééden","nonword","nonword","nonword",NA
"hírlessző","szemddy","nonword","nonword","nonword",NA
"technigy","gyszor","nonword","nonword","nonword",NA
"begyllani","woesem","nonword","nonword","nonword",NA
"hamokony","cí","nonword","nonword","nonword",NA
"gylc","erag","nonword","nonword","nonword",NA
"duazságszolgáltatás","alkautaz","nonword","nonword","nonword",NA
"sugárzrt","próbáljajaeg","nonword","nonword","nonword",NA
"informácít","tengeralatéráró","nonword","nonword","nonword",NA
"hözzy","bosséj","nonword","nonword","nonword",NA
"szenvedége","nz","nonword","nonword","nonword",NA
"megeéhezés","influeuga","nonword","nonword","nonword",NA
"szolkaló","ítomány","nonword","nonword","nonword",NA
"jegypakönyv","benyomrt","nonword","nonword","nonword",NA
"yel","husz","nonword","nonword","nonword",NA
"mozer","tizenézüs","nonword","nonword","nonword",NA
"önbi","táser","nonword","nonword","nonword",NA
"fejnég","dős","nonword","nonword","nonword",NA
"elneás","gapás","nonword","nonword","nonword",NA
"rota","egts","nonword","nonword","nonword",NA
"rúgodalom","caesco","nonword","nonword","nonword",NA
"pátna","szőleg","nonword","nonword","nonword",NA
"ázototípus","tonhez","nonword","nonword","nonword",NA
"szézet","véletlenza","nonword","nonword","nonword",NA
"aktiváráa","biitia","nonword","nonword","nonword",NA
"magányar","változrt","nonword","nonword","nonword",NA
"szőrség","merce","nonword","nonword","nonword",NA
"kimelaszt","játen","nonword","nonword","nonword",NA
"izd","zsu","nonword","nonword","nonword",NA
"pulygy","tö","nonword","nonword","nonword",NA
"kopogba","tágfos","nonword","nonword","nonword",NA
"elrorás","megvizz","nonword","nonword","nonword",NA
"herülköző","alasatos","nonword","nonword","nonword",NA
"reggési","ys","nonword","nonword","nonword",NA
"xer","külökteges","nonword","nonword","nonword",NA
"megmsítő","karnínál","nonword","nonword","nonword",NA
"doznmentum","piszvely","nonword","nonword","nonword",NA
"őnk","szelmű","nonword","nonword","nonword",NA
"magától értetőáren","arába","nonword","nonword","nonword",NA
"alőn","bololj","nonword","nonword","nonword",NA
"nyomató","ressan","nonword","nonword","nonword",NA
"kínzrt","nagyköest","nonword","nonword","nonword",NA
"ys","mosokk","nonword","nonword","nonword",NA
"bartball","szergedés","nonword","nonword","nonword",NA
"ém","adgi","nonword","nonword","nonword",NA
"demokrória","úzz","nonword","nonword","nonword",NA
"poyes","szteben","nonword","nonword","nonword",NA
"duen","elkaó","nonword","nonword","nonword",NA
"mikraton","túsztus","nonword","nonword","nonword",NA
"továoni","telkészetes","nonword","nonword","nonword",NA
"szegdékosan","termácő","nonword","nonword","nonword",NA
"tanáókol","stétium","nonword","nonword","nonword",NA
"relnély","befolyek","nonword","nonword","nonword",NA
"vállalkott","selyog","nonword","nonword","nonword",NA
"lávatal","kozinia","nonword","nonword","nonword",NA
"vakslia","egyenszky","nonword","nonword","nonword",NA
"teknősiúka","szivatamú","nonword","nonword","nonword",NA
"lesértóztatás","továk","nonword","nonword","nonword",NA
"stes","köogy","nonword","nonword","nonword",NA
"eep","soly","nonword","nonword","nonword",NA
"vimeg","szörínű","nonword","nonword","nonword",NA
"tefa","kaúzzula","nonword","nonword","nonword",NA
"gyppelem","inzetlan","nonword","nonword","nonword",NA
"mosómetbe","készpéűt","nonword","nonword","nonword",NA
"szegjúság","fűvarias","nonword","nonword","nonword",NA
"csvei","cl","nonword","nonword","nonword",NA
"csomjt","meglrdetés","nonword","nonword","nonword",NA
"feletag","fént","nonword","nonword","nonword",NA
"sep","olvazas","nonword","nonword","nonword",NA
"waság","rendkímeli","nonword","nonword","nonword",NA
"nyzódás","stralj","nonword","nonword","nonword",NA
"szamm","pillanto","nonword","nonword","nonword",NA
"vákész","ltba","nonword","nonword","nonword",NA
"eskünn","bog","nonword","nonword","nonword",NA
"teétkenység","rcha","nonword","nonword","nonword",NA
"wengs","piszles","nonword","nonword","nonword",NA
"valószínameg","voönt","nonword","nonword","nonword",NA
"egyemr","ketthi","nonword","nonword","nonword",NA
"dzselt","megéntemel","nonword","nonword","nonword",NA
"elletörzés","gor","nonword","nonword","nonword",NA
"elsőséeges","teldn","nonword","nonword","nonword",NA
"szrhet","szerencsédáték","nonword","nonword","nonword",NA
"hágülsó","jutappk","nonword","nonword","nonword",NA
"becsületsz","divargs","nonword","nonword","nonword",NA
"bűnüeri","tubár","nonword","nonword","nonword",NA
"civilizásoó","tajd","nonword","nonword","nonword",NA
"kodóunista","szémítés","nonword","nonword","nonword",NA
"galaems","alsóecsül","nonword","nonword","nonword",NA
"kérdai","állanet","nonword","nonword","nonword",NA
"üldörgs","rtő","nonword","nonword","nonword",NA
"faszas","rcha","nonword","nonword","nonword",NA
"esülk","ulnusz","nonword","nonword","nonword",NA
"elnévolít","jelegjét","nonword","nonword","nonword",NA
"vul","szánorú","nonword","nonword","nonword",NA
"sznvalmas","nemzölközi","nonword","nonword","nonword",NA
"nyűz","aldóm","nonword","nonword","nonword",NA
"mostniában","lemondrt","nonword","nonword","nonword",NA
"marhmális","akirv","nonword","nonword","nonword",NA
"kers","rú","nonword","nonword","nonword",NA
"féai","megakadályás","nonword","nonword","nonword",NA
"corpoy","szaknas","nonword","nonword","nonword",NA
"elmétát","lazan","nonword","nonword","nonword",NA
"szaljána","csomaglártó","nonword","nonword","nonword",NA
"kezesss","konkket","nonword","nonword","nonword",NA
"számítógdo","okervél","nonword","nonword","nonword",NA
"haapos","féltott","nonword","nonword","nonword",NA
"tölyes","királycs","nonword","nonword","nonword",NA
"nyyulánc","betok","nonword","nonword","nonword",NA
"ezket","lügye","nonword","nonword","nonword",NA
"szállícsány","léleg","nonword","nonword","nonword",NA
"aux","zt","nonword","nonword","nonword",NA
"felelőbeen","kokaliktus","nonword","nonword","nonword",NA
"tantokgy","falaruzás","nonword","nonword","nonword",NA
"lyos","évszrduló","nonword","nonword","nonword",NA
"kiszt","teszesen","nonword","nonword","nonword",NA
"űbb","fümlő","nonword","nonword","nonword",NA
"csilong","leer","nonword","nonword","nonword",NA
