hu_cue,hu_target,type,cue_type,target_type,hu_cosine
stralj,atlajái,nonword,nonword,nonword,
nyutad,szrhet,nonword,nonword,nonword,
ebvény,pewa,nonword,nonword,nonword,
lozda,rontz,nonword,nonword,nonword,
elvéedett,elfounk,nonword,nonword,nonword,
ahnő,tánydő,nonword,nonword,nonword,
illenilis,biillom,nonword,nonword,nonword,
namiár,veg,nonword,nonword,nonword,
kösal,hangrely,nonword,nonword,nonword,
teék,kolmpetne,nonword,nonword,nonword,
kig,valószínameg,nonword,nonword,nonword,
orgazmtó,elótáns,nonword,nonword,nonword,
űn,jóvártgyás,nonword,nonword,nonword,
árnyűg,kerütát,nonword,nonword,nonword,
rabszovia,hakés,nonword,nonword,nonword,
főisros,moels,nonword,nonword,nonword,
tabeály,zag,nonword,nonword,nonword,
lita,odaanys,nonword,nonword,nonword,
cebont,nyulkendu,nonword,nonword,nonword,
kelemkés,röt,nonword,nonword,nonword,
lávatag,mónekar,nonword,nonword,nonword,
műszjai,értépielen,nonword,nonword,nonword,
hólép,csopiát,nonword,nonword,nonword,
filmelgoetes,lakopsan,nonword,nonword,nonword,
felemosség,feégétel,nonword,nonword,nonword,
intadens,örökmb,nonword,nonword,nonword,
boljolás,csilong,nonword,nonword,nonword,
egésbeég,veszélros,nonword,nonword,nonword,
sáp,kodóunista,nonword,nonword,nonword,
divargs,szegdékosan,nonword,nonword,nonword,
tantet,könntan,nonword,nonword,nonword,
nyát,informácít,nonword,nonword,nonword,
asmmal,viéhes,nonword,nonword,nonword,
molj,egyemr,nonword,nonword,nonword,
hasoágó,ennil,nonword,nonword,nonword,
falaruzás,kvanyag,nonword,nonword,nonword,
meomullad,hain,nonword,nonword,nonword,
ölgár,varázsid,nonword,nonword,nonword,
kíkál,waleon,nonword,nonword,nonword,
éksungel,együégérzés,nonword,nonword,nonword,
novegaer,érdencs,nonword,nonword,nonword,
ograkter,infollátor,nonword,nonword,nonword,
incidens,csali,unrelated,word,word,0.145479612942248
aktív,írás,unrelated,word,word,0.124251511788099
hormon,tánc,unrelated,word,word,0.123815238571722
bravo,gyümölcs,unrelated,word,word,0.140569438975486
méh,aktiválja,unrelated,word,word,0.117868449959654
lovasság,enged,unrelated,word,word,0.0583529778750302
segítség,eper,unrelated,word,word,0.084311956416315
megpróbál,közösség,unrelated,word,word,0.0902346627749931
bizalom,képtelen,unrelated,word,word,0.100258212492806
fehér,tornádó,unrelated,word,word,0.145135972481558
tengeralattjáró,nyilatkozat,unrelated,word,word,0.085806124703423
helló,börtön,unrelated,word,word,0.0271921968399919
jármű,együttérzés,unrelated,word,word,0.112703064154136
püspök,tanulmány,unrelated,word,word,0.137863861948113
kenyér,rovar,unrelated,word,word,0.145786032469587
füst,arc,unrelated,word,word,0.129031260002054
állatkert,sors,unrelated,word,word,0.0681522939306745
megerősítés,játékos,unrelated,word,word,0.137654451929849
törvény,hímvessző,unrelated,word,word,0.119125606586024
győzelem,felszerel,unrelated,word,word,0.0660216601463668
lemondás,tegye,unrelated,word,word,0.121087601851541
sebész,autó,unrelated,word,word,0.117937136722653
festék,kudarc,unrelated,word,word,0.0804559764251363
szoknya,séf,unrelated,word,word,0.111866379287741
hamu,teljes,unrelated,word,word,0.0644868347704884
pestis,ajándék,unrelated,word,word,0.126226692337226
függő,kedves,unrelated,word,word,0.0656540474371672
remény,haditengerészet,unrelated,word,word,0.0969075236082094
karnevál,bérlés,unrelated,word,word,0.131108080372852
csúnya,szerkezet,unrelated,word,word,0.103987190746079
pénzügyileg,mesterlövész,unrelated,word,word,0.101356976584255
játék,izom,unrelated,word,word,0.132942298361445
sisak,róma,unrelated,word,word,0.143750868397252
nagy,szülő,unrelated,word,word,0.0993227981707162
örökség,főnök,unrelated,word,word,0.05648893242206
vizsgálat,házas,unrelated,word,word,0.103842989120647
ösztön,fényes,unrelated,word,word,0.0186289775579189
megvizsgálni,biztonság,unrelated,word,word,0.137357168512283
tej,méltó,unrelated,word,word,0.0266976224666986
tapasztalat,lovagol,unrelated,word,word,0.133751912608037
mítosz,fürdőszoba,unrelated,word,word,0.120071717024315
sertéshús,láng,unrelated,word,word,0.145690679096143
meztelen,szag,unrelated,word,word,0.0799175491055132
atom,bűn,unrelated,word,word,0.108184461369332
szeptember,malac,unrelated,word,word,0.120548611054837
asztal,izgatott,unrelated,word,word,0.144801857393136
lelkesedés,bíboros,unrelated,word,word,0.0982570262996156
karakter,sárga,unrelated,word,word,0.0548089532001568
autogram,tudás,unrelated,word,word,0.139296318318094
gyógyszer,pulyka,unrelated,word,word,0.140260039516713
gomb,sötét,unrelated,word,word,0.133887678313252
esetenként,csokoládé,unrelated,word,word,0.144129298223983
elülső,kommunista,unrelated,word,word,0.087224775003292
lánc,rejtély,unrelated,word,word,0.136907149553152
bélyeg,adrenalin,unrelated,word,word,0.053621595657312
semmi,negatív,unrelated,word,word,0.145440394599066
szakértő,eskü,unrelated,word,word,0.132560953770527
üzlet,hadnagy,unrelated,word,word,0.0781209533766337
sugárút,minisztérium,unrelated,word,word,0.132189800347927
helyettesít,jutalom,unrelated,word,word,0.086750147033231
meghallgatás,kék,unrelated,word,word,0.100234287387946
rendes,földesúr,unrelated,word,word,0.129348844952145
sivatag,sofőr,unrelated,word,word,0.125093573873325
szütyő,alibi,unrelated,word,word,0.111120715242903
erős,üldözés,unrelated,word,word,0.0873100425952949
kincs,limuzin,unrelated,word,word,0.12499126595548
kábel,helyes,unrelated,word,word,0.05954743803424
foglalkozás,kamion,unrelated,word,word,0.108444941555059
hiábavaló,valamiről,unrelated,word,word,0.107206190434461
megérdemel,szakáll,unrelated,word,word,0.0899334116965639
szerző,szánalmas,unrelated,word,word,0.109918553772473
indíték,idegen,unrelated,word,word,0.116661864341741
kanapé,javulás,unrelated,word,word,0.0928691786064416
kémiai,hal,unrelated,word,word,0.133198144020376
évforduló,birodalom,unrelated,word,word,0.100662191073585
vonzó,emberi,unrelated,word,word,0.115008062743024
tipikus,medál,unrelated,word,word,0.138273385356274
selyem,alkotmány,unrelated,word,word,0.10104893512729
rokon,hamburger,unrelated,word,word,0.117992158867861
tépett,ünnepség,unrelated,word,word,0.0881427471095411
büszkeség,megvizsgál,unrelated,word,word,0.100250976352332
influenza,kalapács,unrelated,word,word,0.12743984441903
lehetetlen,erdő,unrelated,word,word,0.127998798534127
etet,látomás,unrelated,word,word,0.0661326429121781
szokás,helyettes,unrelated,word,word,0.118113081189612
robbanás,utolsó,unrelated,word,word,0.0834113957965418
csodálatos,szindróma,unrelated,word,word,0.0313808980313493
felhő,méltányol,unrelated,word,word,0.073649679034775
költségvetés,hagyma,unrelated,word,word,0.129654534245716
műhely,harcos,unrelated,word,word,0.142700436950073
bók,hinni,unrelated,word,word,0.116179040515781
dicső,megsemmisítés,unrelated,word,word,0.140045103842894
nagyapa,nemzet,unrelated,word,word,0.143584904919981
banda,kapu,unrelated,word,word,0.145366772400443
súly,nyugodt,unrelated,word,word,0.100483273112094
szamár,színház,unrelated,word,word,0.136991441409784
csók,elegáns,unrelated,word,word,0.125101355714749
jelentés,sebészet,unrelated,word,word,0.133459021553841
seb,bizonyság,unrelated,word,word,0.145414677461111
kívül,termelés,unrelated,word,word,0.142237071347027
ing,valószínű,unrelated,word,word,0.0736974662066311
fog,rendszer,unrelated,word,word,0.121761377917176
hirdető,szerető,unrelated,word,word,0.121993073737602
nagykövet,rablás,unrelated,word,word,0.108966781452978
pornó,kifejezés,unrelated,word,word,0.118244476617499
énekes,fájdalom,unrelated,word,word,0.110078044335628
tengeri,szőnyeg,unrelated,word,word,0.0409433681237183
jövő,marad,unrelated,word,word,0.116511219948076
kritikai,ellenfél,unrelated,word,word,0.134473725414373
érték,hajnal,unrelated,word,word,0.13371532708681
szerzetes,osztály,unrelated,word,word,0.0451718610511288
márka,romantikus,unrelated,word,word,0.0247425138036929
generátor,iskola,unrelated,word,word,0.143115374953148
választ,koponya,unrelated,word,word,0.112837072295968
szó,mennydörgés,unrelated,word,word,0.145954451595808
rabszolga,nyakkendő,unrelated,word,word,0.110186719511216
csendes,cigaretta,unrelated,word,word,0.0828976308574194
csont,szállítmány,unrelated,word,word,0.102981490794768
sütő,alvás,unrelated,word,word,0.11221270050425
réteg,tevékenység,unrelated,word,word,0.146973050409292
tanul,világ,unrelated,word,word,0.10865670446384
bőr,finanszírozás,unrelated,word,word,0.110695195101727
különleges,politikai,unrelated,word,word,0.0680289672907117
tábor,örököl,unrelated,word,word,0.0327190430628697
eljegyzés,ló,unrelated,word,word,0.117628264981925
régi,érzés,unrelated,word,word,0.115454895398871
beismerni,reális,unrelated,word,word,0.0615545614872368
rodeó,paradicsom,unrelated,word,word,0.0905169935068475
banki,megy,unrelated,word,word,0.073513635732992
inspirál,törvény,unrelated,word,word,0.134155116976215
kulcs,ugrás,unrelated,word,word,0.145115818144304
öngyilkosság,áruló,unrelated,word,word,0.142061430889098
recepció,toll,unrelated,word,word,0.140055058794789
népesség,tükör,unrelated,word,word,0.10087568354553
szöveg,üdvözöl,unrelated,word,word,0.129485223942111
ötlet,felső,unrelated,word,word,0.0918919969544812
vesztes,fedélzet,unrelated,word,word,0.0576562476665885
fészek,hőfok,unrelated,word,word,0.145100457836749
erő,csalás,unrelated,word,word,0.138988368231811
kolléga,repülőtér,unrelated,word,word,0.14843038211258
anatómia,vár,unrelated,word,word,0.0918500912764962
legénység,televízió,unrelated,word,word,0.0968733488275444
mit,vitamin,unrelated,word,word,0.0893396472130181
verseny,ezredes,unrelated,word,word,0.046003912328194
kanál,hozzáállás,unrelated,word,word,0.118171213105656
emlékmű,fantasztikus,unrelated,word,word,0.131867833672933
piramis,fax,unrelated,word,word,0.0844001103042995
hang,szenátus,unrelated,word,word,0.137362031362796
vacsora,feltevés,unrelated,word,word,0.0680251285139017
beteg,riasztás,unrelated,word,word,0.137820395550849
kosárlabda,dal,unrelated,word,word,0.0929712394060086
koporsó,szerény,unrelated,word,word,0.122669830342781
szerencsétlen,gyakorlat,unrelated,word,word,0.0681884313363532
kinyilatkoztatás,tud,unrelated,word,word,0.134655351250355
rájön,igazán,unrelated,word,word,0.102976636079128
feladat,tanújel,unrelated,word,word,0.0456129499557018
harmadik,szakmai,unrelated,word,word,0.0807612046038562
sarok,matematika,unrelated,word,word,0.125222071965718
környezet,öröm,unrelated,word,word,0.101143256971256
haj,hit,unrelated,word,word,0.115488939266399
eladó,demokrácia,unrelated,word,word,0.111424841293327
számol,küldetés,unrelated,word,word,0.109997870567165
szemüveg,nagylelkű,unrelated,word,word,0.0600322953005286
főváros,szakember,unrelated,word,word,0.0822593399765242
védelem,ismeretlen,unrelated,word,word,0.106757802523865
koncepció,kés,unrelated,word,word,0.145383340292879
rozsdás,klinika,unrelated,word,word,0.0898414545103177
puska,közigazgatási,unrelated,word,word,0.0744920051212441
út,tudomány,unrelated,word,word,0.0885433202130468
ésszerűtlen,vezetéknév,unrelated,word,word,0.0737993042169647
bérlő,acél,unrelated,word,word,0.117272917654672
taxi,aggodalom,unrelated,word,word,0.068595574336258
tonhal,depresszió,unrelated,word,word,0.0835368099409083
szolgáltatás,jel,unrelated,word,word,0.115838200104341
visszaverődés,három,unrelated,word,word,0.143611412152959
holnap,teszt,unrelated,word,word,0.133427572466542
apu,indulás,unrelated,word,word,0.101143141406282
egészséges,ellenőriz,unrelated,word,word,0.110936647963277
cement,tragikus,unrelated,word,word,0.0851221552952249
irányelv,nyomozó,unrelated,word,word,0.113006134378924
mennyiség,zavar,unrelated,word,word,0.100460894171828
támasz,repülési,unrelated,word,word,0.135445785520043
karrier,mennyiség,unrelated,word,word,0.0865628978414197
veszélytelen,magazin,unrelated,word,word,0.0853323014637131
óvóhely,vita,unrelated,word,word,0.111181878755458
zaj,örökké,unrelated,word,word,0.0685256935089619
szövetségi,szépség,unrelated,word,word,0.0561974559392141
elég,megmentő,unrelated,word,word,0.107739176519626
kettős,üzemanyag,unrelated,word,word,0.0151138668861821
katona,kő,unrelated,word,word,0.110478860199097
nyereség,érzékeny,unrelated,word,word,0.0279810726083001
átok,dinamit,unrelated,word,word,0.143652218093749
medve,hangsúly,unrelated,word,word,0.108563281487698
költő,bebörtönzés,unrelated,word,word,0.0942827199822058
pillangó,hall,unrelated,word,word,0.0842359167675948
kaliber,fantázia,unrelated,word,word,0.113022301498359
megragad,gyermek,unrelated,word,word,0.119248530172066
mentőautó,gyógyít,unrelated,word,word,0.140121029052634
templom,vereség,unrelated,word,word,0.0301078052335956
szakasz,kapitalizmus,unrelated,word,word,0.104568827442713
véletlen,fenék,unrelated,word,word,0.118546713452337
jogász,motel,unrelated,word,word,0.0583459898821643
frekvencia,pénz,unrelated,word,word,0.11706775081534
hold,értéktelen,unrelated,word,word,0.128130949938078
köröm,július,unrelated,word,word,0.0703063859524622
csekkol,tó,unrelated,word,word,0.0382040651454992
meglepetés,elkölt,unrelated,word,word,0.102892926429805
hízeleg,egyenruha,unrelated,word,word,0.131284287882068
pozitív,sör,unrelated,word,word,0.112678836904811
kapszula,völgy,unrelated,word,word,0.105430615653111
rekord,kegyetlen,unrelated,word,word,0.12012874041113
makacs,útlevél,unrelated,word,word,0.0809454679223324
készít,sebesség,unrelated,word,word,0.126840288969067
váll,vanília,unrelated,word,word,0.137061510350953
anyag,watson,unrelated,word,word,0.133526098748923
kísérlet,hülyeség,unrelated,word,word,0.149505728536516
szomorú,levél,unrelated,word,word,0.116245045150581
dzsip,fertőzés,unrelated,word,word,0.086312527940676
igazságtalanság,bolt,unrelated,word,word,0.0889105259567774
ki,aranyos,unrelated,word,word,0.140111970576072
fáradt,bizalom,unrelated,word,word,0.0962351177323013
kényelmes,gyertya,unrelated,word,word,0.133876906313185
kíséret,politika,unrelated,word,word,0.0949065000054593
ház,cowboy,unrelated,word,word,0.084148127977342
zuhany,cím,unrelated,word,word,0.0682612568672673
haver,vevő,unrelated,word,word,0.112281888663824
csésze,egyetem,unrelated,word,word,0.0931240929119051
eredeti,ölelés,unrelated,word,word,0.129535830592804
csip,orvos,unrelated,word,word,0.121740173143865
konfliktus,gazdag,unrelated,word,word,0.100613037492037
levél,perspektíva,unrelated,word,word,0.134853438519006
harag,eltávolít,unrelated,word,word,0.100833608870378
pazarlás,gyermekkor,unrelated,word,word,0.125936031111442
már,választás,unrelated,word,word,0.120130829967428
szikla,nagymama,unrelated,word,word,0.120272529989907
rendkívüli,fénykép,unrelated,word,word,0.123829219465795
keskeny,jóváhagyás,unrelated,word,word,0.0969709975155607
árnyék,hármas,unrelated,word,word,0.0623510525377761
rágós,adó,unrelated,word,word,0.109698864774895
bolond,győzelem,unrelated,word,word,0.0927532915126526
személy,vodka,unrelated,word,word,0.139724793644413
ajakrúzs,próba,unrelated,word,word,0.11186016413094
kétség,hasi,unrelated,word,word,0.141639413991511
békés,cipő,unrelated,word,word,0.0246560587352183
pók,szándék,unrelated,word,word,0.132378002204801
serdülőkorú,túloz,unrelated,word,word,0.108096655704362
sár,heti,unrelated,word,word,0.101676256224221
ideál,robbanó,unrelated,word,word,0.110118450750519
parancsnok,bejárat,unrelated,word,word,0.144099812602806
diploma,lyuk,unrelated,word,word,0.129412360481909
megfelelő,negyed,unrelated,word,word,0.033058753598866
bíróság,alsó,unrelated,word,word,0.0305939329803424
boríték,zene,unrelated,word,word,0.14677276519272
parlament,betegség,unrelated,word,word,0.122017566071654
aranysárga,helikopter,unrelated,word,word,0.131362351863028
korona,munka,unrelated,word,word,0.109375842005224
whisky,hatékony,unrelated,word,word,0.0320315966380298
kürt,végrehajtás,unrelated,word,word,0.142720757306263
sorozat,köd,unrelated,word,word,0.144784378446677
jelentés,galaxis,unrelated,word,word,0.0796431201830038
elemző,zár,unrelated,word,word,0.140733141311137
engedélyezze,vers,unrelated,word,word,0.0318516135732776
filozófia,aláírás,unrelated,word,word,0.100615001796224
találat,ígéret,unrelated,word,word,0.122344347025508
tudatlanság,vállalkozó,unrelated,word,word,0.0752072174615748
kilátás,szolgáló,unrelated,word,word,0.135119966309288
borzalom,darab,unrelated,word,word,0.111007856214616
kapacitás,fagy,unrelated,word,word,0.140809412029361
doboz,karbantartás,unrelated,word,word,0.054773189726495
karcolás,kolostor,unrelated,word,word,0.134923695080839
akadály,kezelés,unrelated,word,word,0.129117693521355
felelősség,csillag,unrelated,word,word,0.0985222055787317
tartály,barát,unrelated,word,word,0.10819907430873
nyereség,sapka,unrelated,word,word,0.120779054875398
méret,temetés,unrelated,word,word,0.111622632441603
hüvely,fizetés,unrelated,word,word,0.106678941568602
másodlagos,virág,unrelated,word,word,0.103820341332659
beszélgetés,eszköz,unrelated,word,word,0.143335334063306
terület,kívánság,unrelated,word,word,0.0788746351941163
bor,vád,unrelated,word,word,0.128467664663815
hazugság,valami,unrelated,word,word,0.136281392130355
befolyás,csatatér,unrelated,word,word,0.110963104318226
limonádé,lehetőség,unrelated,word,word,0.139145373753729
kabin,dollár,unrelated,word,word,0.106783447667368
férfi,tantárgy,unrelated,word,word,0.115662888840714
kredit,rágás,unrelated,word,word,0.138111761979951
jutalék,láz,unrelated,word,word,0.106197612207047
piknik,felület,unrelated,word,word,0.0684836294083848
lélek,hányinger,unrelated,word,word,0.12624559173828
lámpa,igen,unrelated,word,word,0.14095313776173
száraz,hírnév,unrelated,word,word,0.0734429430845982
építkezés,egyedi,unrelated,word,word,0.0816977457597044
hajtás,mentség,unrelated,word,word,0.144437628761217
hasmenés,kiállítás,unrelated,word,word,0.10500828211073
kombináció,sebhely,unrelated,word,word,0.13303510988225
bokor,szavazás,unrelated,word,word,0.0977936418797788
leves,golyó,unrelated,word,word,0.140374137019438
mosoly,halászat,unrelated,word,word,0.0888584642702232
terápia,minőség,unrelated,word,word,0.149195521150195
módszer,frissítés,unrelated,word,word,0.136791701248295
mentés,hangszer,unrelated,word,word,0.145660655862517
méreg,értékelés,unrelated,word,word,0.133008337789708
készpénz,megsérti,unrelated,word,word,-0.0162953330672081
készítmény,ül,unrelated,word,word,0.0155489428520235
joghatóság,olcsó,unrelated,word,word,0.0242640314479219
technológia,meleg,unrelated,word,word,0.0161094488566979
első,sűrítmény,unrelated,word,word,0.123635380669041
ezred,meghatározás,unrelated,word,word,0.104150812261282
könyvtár,szenvedés,unrelated,word,word,0.131850943940067
