"fr_target","fr_cue","type","target_type","cue_type","fr_cosine"
"corfred","phani","nonword","nonword","nonword",NA
"sursailles","éan","nonword","nonword","nonword",NA
"chlm","jecté","nonword","nonword","nonword",NA
"monium","artompe","nonword","nonword","nonword",NA
"trairse","rooue","nonword","nonword","nonword",NA
"mague","entrainerouac","nonword","nonword","nonword",NA
"télévivante","retait","nonword","nonword","nonword",NA
"lagnoule","xer","nonword","nonword","nonword",NA
"córner","ruante","nonword","nonword","nonword",NA
"supédiait","phygneur","nonword","nonword","nonword",NA
"solinique","rouge noeuvres","nonword","nonword","nonword",NA
"chabell","veade","nonword","nonword","nonword",NA
"printival","désesmination","nonword","nonword","nonword",NA
"ofcrisser","firmière","nonword","nonword","nonword",NA
"baties","méplose","nonword","nonword","nonword",NA
"femme de vorces","producrons","nonword","nonword","nonword",NA
"organiserpillières","madog","nonword","nonword","nonword",NA
"sersé","karlextérieur","nonword","nonword","nonword",NA
"stie","plrte","nonword","nonword","nonword",NA
"fransion","morcan","nonword","nonword","nonword",NA
"vacrot","iau","nonword","nonword","nonword",NA
"date d'annivcontent","chelad","nonword","nonword","nonword",NA
"sufficher","présertion","nonword","nonword","nonword",NA
"nouvières","commanchot","nonword","nonword","nonword",NA
"pacott","boto","nonword","nonword","nonword",NA
"décepment","optitiens","nonword","nonword","nonword",NA
"attraquée","imposlogue","nonword","nonword","nonword",NA
"jucieres","bérée","nonword","nonword","nonword",NA
"viits","parlers","nonword","nonword","nonword",NA
"rêtés","coett","nonword","nonword","nonword",NA
"empreinte digprends ","arl","nonword","nonword","nonword",NA
"récemtion","coucien","nonword","nonword","nonword",NA
"labant","artelome","nonword","nonword","nonword",NA
"chandise","nule","nonword","nonword","nonword",NA
"alpette","ehl","nonword","nonword","nonword",NA
"débale","ralov","nonword","nonword","nonword",NA
"quartier géngoisse","azeccord","nonword","nonword","nonword",NA
"commercialisagrammes","écartionner","nonword","nonword","nonword",NA
"delion","urde","nonword","nonword","nonword",NA
"enletais","plance","nonword","nonword","nonword",NA
"méclame","éprouversité","nonword","nonword","nonword",NA
"cadrée","braster","nonword","nonword","nonword",NA
"cretl","nosor","nonword","nonword","nonword",NA
"bavaillés","réthos","nonword","nonword","nonword",NA
"brux","masite","nonword","nonword","nonword",NA
"fuchs de bataille","pétue","nonword","nonword","nonword",NA
"viorique","camjours","nonword","nonword","nonword",NA
"carbuckle","naturelledogues","nonword","nonword","nonword",NA
"voque","juridicments","nonword","nonword","nonword",NA
"rappellesthyle","sormon","nonword","nonword","nonword",NA
"activitémoignent","ennemitrailleuse","nonword","nonword","nonword",NA
"misgere","prwn","nonword","nonword","nonword",NA
"le commitriers","tmd","nonword","nonword","nonword",NA
"définiquait","seconstone","nonword","nonword","nonword",NA
"blhn","humbre","nonword","nonword","nonword",NA
"mainteniens","fops","nonword","nonword","nonword",NA
"drogmi","jere","nonword","nonword","nonword",NA
"nobi","billir","nonword","nonword","nonword",NA
"vidence","avoigle","nonword","nonword","nonword",NA
"sille","sunai","nonword","nonword","nonword",NA
"actual","télesthur","nonword","nonword","nonword",NA
"granddiée","dichat","nonword","nonword","nonword",NA
"montiere","seréel","nonword","nonword","nonword",NA
"thotème","oît","nonword","nonword","nonword",NA
"médelote","inspecrons","nonword","nonword","nonword",NA
"agenrô","imprescher","nonword","nonword","nonword",NA
"injecment","collhe","nonword","nonword","nonword",NA
"charsage","financièrepasses","nonword","nonword","nonword",NA
"nsl","maig","nonword","nonword","nonword",NA
"métiable","ficode","nonword","nonword","nonword",NA
"rannique","soajusté","nonword","nonword","nonword",NA
"lamellesativité","bagars","nonword","nonword","nonword",NA
"sistas","brifié","nonword","nonword","nonword",NA
"lonse","amus","nonword","nonword","nonword",NA
"sans vveque","létium","nonword","nonword","nonword",NA
"tadins","souffrette","nonword","nonword","nonword",NA
"fernan","euvre","nonword","nonword","nonword",NA
"metteau","aivaillé","nonword","nonword","nonword",NA
"chebin","ght","nonword","nonword","nonword",NA
"améliorapeute","esgartner","nonword","nonword","nonword",NA
"oidien","poudre à nouil","nonword","nonword","nonword",NA
"eule","ordisants","nonword","nonword","nonword",NA
"leprait","rechestre","nonword","nonword","nonword",NA
"fédérapeute","réphoïde","nonword","nonword","nonword",NA
"scientigence","malheumore","nonword","nonword","nonword",NA
"avidi","situament","nonword","nonword","nonword",NA
"atrieure","chèqmi","nonword","nonword","nonword",NA
"prngre","de vgroup","nonword","nonword","nonword",NA
"diffétère","cabichon","nonword","nonword","nonword",NA
"minulome","en dmexis","nonword","nonword","nonword",NA
"tienter","inade","nonword","nonword","nonword",NA
"ponje","frinsance","nonword","nonword","nonword",NA
"coutown","ozya mode","nonword","nonword","nonword",NA
"ciseue","plusviks","nonword","nonword","nonword",NA
"autodasse","supère","nonword","nonword","nonword",NA
"calcution","fitor","nonword","nonword","nonword",NA
"relinuer","arridrai","nonword","nonword","nonword",NA
"packe","zuche","nonword","nonword","nonword",NA
"confédrons","hufile","nonword","nonword","nonword",NA
"blestard","refuront","nonword","nonword","nonword",NA
"opérafraî","reconpierre","nonword","nonword","nonword",NA
"cultinu","borments","nonword","nonword","nonword",NA
"baties","vieillistion","nonword","nonword","nonword",NA
"appartenaire","tromsiner","nonword","nonword","nonword",NA
"saou","le mincordj","nonword","nonword","nonword",NA
"chrisvine","harsion","nonword","nonword","nonword",NA
"nom de sayions","baynesse","nonword","nonword","nonword",NA
"acroreux","cashore","nonword","nonword","nonword",NA
"quittement","ingoutter","nonword","nonword","nonword",NA
"détrainer","pastournant","nonword","nonword","nonword",NA
"complètenaire","ropo","nonword","nonword","nonword",NA
"murez","sermen","nonword","nonword","nonword",NA
"guistique","troutomie","nonword","nonword","nonword",NA
"au rtoons","liano","nonword","nonword","nonword",NA
"hallucinagogues","stajon","nonword","nonword","nonword",NA
"mortrise","tigner","nonword","nonword","nonword",NA
"orditeurs","xam","nonword","nonword","nonword",NA
"gondre","manentes","nonword","nonword","nonword",NA
"guiniée","neadi","nonword","nonword","nonword",NA
"rutile","dyamortie","nonword","nonword","nonword",NA
"développerasses","attenberg","nonword","nonword","nonword",NA
"verneur","mulson","nonword","nonword","nonword",NA
"fareux","pacicente","nonword","nonword","nonword",NA
"calade","quja","nonword","nonword","nonword",NA
"ruein","chauftra","nonword","nonword","nonword",NA
"monasriel","paranage","nonword","nonword","nonword",NA
"tinction","veuit","nonword","nonword","nonword",NA
"inspecment","techa","nonword","nonword","nonword",NA
"maged","monue","nonword","nonword","nonword",NA
"baraitre","hospitalitémoignent","nonword","nonword","nonword",NA
"jukelet","suctot","nonword","nonword","nonword",NA
"confiagee","cordeur","nonword","nonword","nonword",NA
"ële","doaule","nonword","nonword","nonword",NA
"mécasante","tourcup","nonword","nonword","nonword",NA
"brilment","pava","nonword","nonword","nonword",NA
"perbe","weiler","nonword","nonword","nonword",NA
"riciente","étinky","nonword","nonword","nonword",NA
"la mleils","ille le bas","nonword","nonword","nonword",NA
"apchester","inconformions","nonword","nonword","nonword",NA
"riérée","révélaporte","nonword","nonword","nonword",NA
"tuyausion","cerculte","nonword","nonword","nonword",NA
"occichrystal","lafourche","nonword","nonword","nonword",NA
"iduet","ilt","nonword","nonword","nonword",NA
"chlm","poike","nonword","nonword","nonword",NA
"ouelnaline","peuplâtre","nonword","nonword","nonword",NA
"honcase","disfarne","nonword","nonword","nonword",NA
"cotra","sédour","nonword","nonword","nonword",NA
"farner","rhumer","nonword","nonword","nonword",NA
"argé","surpre","nonword","nonword","nonword",NA
"empelées","commension","nonword","nonword","nonword",NA
"abb","tégnim","nonword","nonword","nonword",NA
"sûorme","thelmarin","nonword","nonword","nonword",NA
"torguée","galevons","nonword","nonword","nonword",NA
"engoue","demitraillette","nonword","nonword","nonword",NA
"pimets","bavae","nonword","nonword","nonword",NA
"accigate","mehcat","nonword","nonword","nonword",NA
"serteur","responsabilitémoignent","nonword","nonword","nonword",NA
"beol","prosminer","nonword","nonword","nonword",NA
"réplexe","fruie","nonword","nonword","nonword",NA
"fliger","couverriez","nonword","nonword","nonword",NA
"imécrasant","couverriez","nonword","nonword","nonword",NA
"villets","gle","nonword","nonword","nonword",NA
"baigares","cisait","nonword","nonword","nonword",NA
"attibert","bousroux","nonword","nonword","nonword",NA
"rennombre","philosociaux","nonword","nonword","nonword",NA
"facées","numérosexuelles","nonword","nonword","nonword",NA
"lirae","serrins","nonword","nonword","nonword",NA
"glogit","enveboles","nonword","nonword","nonword",NA
"catas","cauchevées","nonword","nonword","nonword",NA
"decaine","ouryn","nonword","nonword","nonword",NA
"ploiteur","contlit","nonword","nonword","nonword",NA
"anesrier","thrcle","nonword","nonword","nonword",NA
"tradrilles","pistoqués","nonword","nonword","nonword",NA
"un jouchoï","cirtoyer","nonword","nonword","nonword",NA
"ckerson","pimand","nonword","nonword","nonword",NA
"écridée","laseillé","nonword","nonword","nonword",NA
"rerontdez","parlevées","nonword","nonword","nonword",NA
"gadante","faok","nonword","nonword","nonword",NA
"dépenront","engagelures","nonword","nonword","nonword",NA
"cavee","apbas","nonword","nonword","nonword",NA
"tenham","natulage","nonword","nonword","nonword",NA
"fermedias","équiriole","nonword","nonword","nonword",NA
"amear","unrexie","nonword","nonword","nonword",NA
"possibilitémoignent","tremblement dquêtent","nonword","nonword","nonword",NA
"wesfler","puditch","nonword","nonword","nonword",NA
"menétre","enguir","nonword","nonword","nonword",NA
"ponse","uwl'aise","nonword","nonword","nonword",NA
"hérirais","cadente","nonword","nonword","nonword",NA
"raretour","dénère","nonword","nonword","nonword",NA
"un svrance","escarreau","nonword","nonword","nonword",NA
"ynne","cabos","nonword","nonword","nonword",NA
"artifitends","conservalise","nonword","nonword","nonword",NA
"attagnard","tucieu","nonword","nonword","nonword",NA
"sénalise","afb","nonword","nonword","nonword",NA
"compette","quélettes","nonword","nonword","nonword",NA
"l'ordinculpe","alimentachées","nonword","nonword","nonword",NA
"arvert","vizer","nonword","nonword","nonword",NA
"disparivages","gueuve","nonword","nonword","nonword",NA
"probroke","phève","nonword","nonword","nonword",NA
"servestre","phopper","nonword","nonword","nonword",NA
"padoches","ouciles","nonword","nonword","nonword",NA
"procarne","gronpe","nonword","nonword","nonword",NA
"samousort","lotée","nonword","nonword","nonword",NA
"fleute","rauté","nonword","nonword","nonword",NA
"biide","grelet","nonword","nonword","nonword",NA
"fectant","dictionsants","nonword","nonword","nonword",NA
"équisière","sécuritémoignent","nonword","nonword","nonword",NA
"propriénique","neaule","nonword","nonword","nonword",NA
"englan","populaporte","nonword","nonword","nonword",NA
"pérai","counente","nonword","nonword","nonword",NA
"biologeant","pasian","nonword","nonword","nonword",NA
"ventilaporte","phénoriez","nonword","nonword","nonword",NA
"intuiment","dohe","nonword","nonword","nonword",NA
"abdomitoire","proster","nonword","nonword","nonword",NA
"musinait","significapables","nonword","nonword","nonword",NA
"ortome","dephase","nonword","nonword","nonword",NA
"feide","en rvraux","nonword","nonword","nonword",NA
"thange","ncerte","nonword","nonword","nonword",NA
"ponz","chirurvard","nonword","nonword","nonword",NA
"enquêrons","évblue","nonword","nonword","nonword",NA
"tely","colorenz","nonword","nonword","nonword",NA
"des otoises","notr","nonword","nonword","nonword",NA
"consitricité","insdiait","nonword","nonword","nonword",NA
"effibels","avanper","nonword","nonword","nonword",NA
"invesmons","lenterais","nonword","nonword","nonword",NA
"mutanées","supplémencions","nonword","nonword","nonword",NA
"marreur","migune","nonword","nonword","nonword",NA
"emprisonnetoques","présuite","nonword","nonword","nonword",NA
"enroles","finae","nonword","nonword","nonword",NA
"siroprac","courcées","nonword","nonword","nonword",NA
"volontaireparles","le pricieres","nonword","nonword","nonword",NA
"sidiaire","meetre","nonword","nonword","nonword",NA
"racrir","vort","nonword","nonword","nonword",NA
"malisme","ongent","nonword","nonword","nonword",NA
"hebdomacents","rockllé","nonword","nonword","nonword",NA
"brouillabi","vort","nonword","nonword","nonword",NA
"preq","insémite","nonword","nonword","nonword",NA
"intimitémoignent","fichage","nonword","nonword","nonword",NA
"hamptenant","chuid","nonword","nonword","nonword",NA
"siniez","bande acroute","nonword","nonword","nonword",NA
"majoint","autoriserpillières","nonword","nonword","nonword",NA
"cotuit","poputives","nonword","nonword","nonword",NA
"le ggraw","choibré","nonword","nonword","nonword",NA
"glivre","orphelitions","nonword","nonword","nonword",NA
"réalisacrées","localiste","nonword","nonword","nonword",NA
"égcaste","hordure","nonword","nonword","nonword",NA
"étaise","réfumant","nonword","nonword","nonword",NA
"accompaliste","équiguée","nonword","nonword","nonword",NA
"le financrosses","planiront","nonword","nonword","nonword",NA
"mibattre","lipu","nonword","nonword","nonword",NA
