"vi_cue","vi_target","type","cue_type","target_type","vi_cosine"
"vôgiành","phôdeþi","nonword","nonword","nonword",NA
"rý đạo","flun tắm","nonword","nonword","nonword",NA
"sesc xung đột","tụchặt","nonword","nonword","nonword",NA
"lánhxe","shaugthuật","nonword","nonword","nonword",NA
"cửhcởi","nhiêncbiçt","nonword","nonword","nonword",NA
"tửgring","tối lô","nonword","nonword","nonword",NA
"chyj","iềt","nonword","nonword","nonword",NA
"bằngchoơng","baidphạm","nonword","nonword","nonword",NA
"côngcvisẽ","ngnh","nonword","nonword","nonword",NA
"qulm","dumotrì","nonword","nonword","nonword",NA
"thứhàđi","rethe","nonword","nonword","nonword",NA
"mộtcáigìđóự nhiên","trởguō","nonword","nonword","nonword",NA
"kinh chnia","nặngvực","nonword","nonword","nonword",NA
"sự câhtrung","conkein","nonword","nonword","nonword",NA
"congree","yarty","nonword","nonword","nonword",NA
"bệnh tiêrađược","butt sáng","nonword","nonword","nonword",NA
"kl","phongchich","nonword","nonword","nonword",NA
"lo ligg","uhng sót","nonword","nonword","nonword",NA
"con äãi","sự riênraxes","nonword","nonword","nonword",NA
"adop luật","lio","nonword","nonword","nonword",NA
"ềnư","awo bắt","nonword","nonword","nonword",NA
"thir tượng","osn","nonword","nonword","nonword",NA
"thángchaun","dnp","nonword","nonword","nonword",NA
"khểu ngợi","tii","nonword","nonword","nonword",NA
"đồnóig","cowgiúp","nonword","nonword","nonword",NA
"misig","ozy hiệu","nonword","nonword","nonword",NA
"nks","hay tươi","nonword","nonword","nonword",NA
"ởjafphụ","chức vscotch","nonword","nonword","nonword",NA
"ôngengl","islcd","nonword","nonword","nonword",NA
"lưổitrữ","iii lý","nonword","nonword","nonword",NA
"ysi","altuỳ","nonword","nonword","nonword",NA
"quyềnguín","ổii","nonword","nonword","nonword",NA
"lừa vất","aret ba rọi","nonword","nonword","nonword",NA
"quốccốế","chủ niks","nonword","nonword","nonword",NA
"quanggiành","giốngdđợi","nonword","nonword","nonword",NA
"choi trốn","dext động","nonword","nonword","nonword",NA
"bằnghcób","đoạnyeun","nonword","nonword","nonword",NA
"mùaith","háu lâu","nonword","nonword","nonword",NA
"ricer","văch","nonword","nonword","nonword",NA
"sát yus","yp","nonword","nonword","nonword",NA
"我學kiến","đánh gisacky","nonword","nonword","nonword",NA
"hoàngprin","deỏ","nonword","nonword","nonword",NA
"tri tr","vàn tư","nonword","nonword","nonword",NA
"phí chính","art tịch","nonword","nonword","nonword",NA
"bắtdrie","atlanford","nonword","nonword","nonword",NA
"rr gắng","ehng","nonword","nonword","nonword",NA
"huyền chcởi","sựbrielđừng","nonword","nonword","nonword",NA
"saiflap","păn chắn","nonword","nonword","nonword",NA
"kiger","thángralời","nonword","nonword","nonword",NA
"bondác mộng","møh kỷ","nonword","nonword","nonword",NA
"quảngacts","crish quyền","nonword","nonword","nonword",NA
"stic mừng","sif chịu","nonword","nonword","nonword",NA
"tiếng ải","hooikhỉ đột","nonword","nonword","nonword",NA
"zae","nghĩt","nonword","nonword","nonword",NA
"thán điệp","chính trleeka","nonword","nonword","nonword",NA
"mộtanít","uhdnhạc","nonword","nonword","nonword",NA
"cador","wunh mẽ","nonword","nonword","nonword",NA
"chếtchảđủ","tinhóac","nonword","nonword","nonword",NA
"sẽờng","ã o","nonword","nonword","nonword",NA
"sonmuội","dấputrừ","nonword","nonword","nonword",NA
"nhäc","dåm","nonword","nonword","nonword",NA
"gisker","thươngcươi","nonword","nonword","nonword",NA
"biặc","gifa","nonword","nonword","nonword",NA
"hướngotàn","bánh hambuhoops","nonword","nonword","nonword",NA
"rethe","traînhìn","nonword","nonword","nonword",NA
"chap đựng","meinh diễn","nonword","nonword","nonword",NA
"bêkoung","thủtydc","nonword","nonword","nonword",NA
"từ đein","trường đạishly","nonword","nonword","nonword",NA
"lịi","zho tiếng","nonword","nonword","nonword",NA
"zou giản","truyền cứuytế","nonword","nonword","nonword",NA
"êmk tối","chính riff","nonword","nonword","nonword",NA
"tổchich","dago dục","nonword","nonword","nonword",NA
"coversne","ăcßp định","nonword","nonword","nonword",NA
"từkhinh","côthời","nonword","nonword","nonword",NA
"quáng sáu","tù gcưỡi","nonword","nonword","nonword",NA
"nj","sưtuy","nonword","nonword","nonword",NA
"yêumeha","lốcưamáy","nonword","nonword","nonword",NA
"wwoom","kẻhiềungườimỹ","nonword","nonword","nonword",NA
"biddphải","hỗnchứạ","nonword","nonword","nonword",NA
"thắngnthành","bờtđiểm","nonword","nonword","nonword",NA
"đặo việt","clurthủy","nonword","nonword","nonword",NA
"không bahẳnđã","lsé kính","nonword","nonword","nonword",NA
"thay hàn","shai trên","nonword","nonword","nonword",NA
"báothio","nguyêntrß","nonword","nonword","nonword",NA
"gitc","định nhhuh","nonword","nonword","nonword",NA
"chính colò","nănghhưởng","nonword","nonword","nonword",NA
"giải đảm","hangyphục","nonword","nonword","nonword",NA
"giải ttënh","cost kiệm","nonword","nonword","nonword",NA
"chiếchbox","concoro","nonword","nonword","nonword",NA
"vimex","gineđỉnh","nonword","nonword","nonword",NA
"xác đóđã","nghĩahoại","nonword","nonword","nonword",NA
"cui bé","ấynh","nonword","nonword","nonword",NA
"chuô","thèn hà","nonword","nonword","nonword",NA
"rạphiềungườimỹ","biểu duz","nonword","nonword","nonword",NA
"tchu lên","vêng","nonword","nonword","nonword",NA
"bình hëuñng","cụcism","nonword","nonword","nonword",NA
"cálàgì","croc vodka","nonword","nonword","nonword",NA
"hiệncmai","đimì","nonword","nonword","nonword",NA
"nhp tâm","nhàtxác","nonword","nonword","nonword",NA
"afống","mũi tnaul","nonword","nonword","nonword",NA
"sự chospiel","chứcruồng","nonword","nonword","nonword",NA
"tha cương","thºi","nonword","nonword","nonword",NA
"nạn dải","đôhỏỏ","nonword","nonword","nonword",NA
"nghĩt","vô gitehrt","nonword","nonword","nonword",NA
"elo trăng","muọi","nonword","nonword","nonword",NA
"ápcường","cáigez","nonword","nonword","nonword",NA
"nghệ tokđã","dânbasc","nonword","nonword","nonword",NA
"congysớm","ou lộ","nonword","nonword","nonword",NA
"đêô","fey chính","nonword","nonword","nonword",NA
"sainsứ quán","quân đhệ","nonword","nonword","nonword",NA
"chhú","côwren","nonword","nonword","nonword",NA
"lòngnoir","văn guống","nonword","nonword","nonword",NA
"cònpxong","ilu tuổi","nonword","nonword","nonword",NA
"độvủngột","sự mfoor","nonword","nonword","nonword",NA
"trung iụ","tuyênlđó","nonword","nonword","nonword",NA
"calibrenesmeeđang","sô ccend","nonword","nonword","nonword",NA
"kiên books","đệtthuật","nonword","nonword","nonword",NA
"thướ","hữu ncpd","nonword","nonword","nonword",NA
"rôy","thuprất","nonword","nonword","nonword",NA
"vưi","imhcưng","nonword","nonword","nonword",NA
"họchcởi","tiếpotại","nonword","nonword","nonword",NA
"cál hành","quỹ dảo","nonword","nonword","nonword",NA
"háo bê","thuậtsah","nonword","nonword","nonword",NA
"vở sĩ","hoànthik","nonword","nonword","nonword",NA
"我學kiến","voo lạnh","nonword","nonword","nonword",NA
"chépăn","skơng","nonword","nonword","nonword",NA
"park trung thành","capitabergs","nonword","nonword","nonword",NA
"ryn","cântp ảnh gia","nonword","nonword","nonword",NA
"digushers","lyu chứng","nonword","nonword","nonword",NA
"luào","sự nguchkiểu","nonword","nonword","nonword",NA
"jaét","mávôtính","nonword","nonword","nonword",NA
"bảnuđang","hrunthuyết","nonword","nonword","nonword",NA
"ăn có ","tangwgf","nonword","nonword","nonword",NA
"trundiđoàn","tạphbản","nonword","nonword","nonword",NA
"ggi","bácsñn","nonword","nonword","nonword",NA
"đầu tcrux","buổi triểrylàm","nonword","nonword","nonword",NA
"sưm","bảo vằng","nonword","nonword","nonword",NA
"thết hiếu khách","hôn scậu","nonword","nonword","nonword",NA
"trừng chob","thámloc","nonword","nonword","nonword",NA
"rheh ảnh","xõ","nonword","nonword","nonword",NA
"ngđá","thànhtrung","nonword","nonword","nonword",NA
"wadd kết luận","amp hậu","nonword","nonword","nonword",NA
"dảa","chhảmẹ","nonword","nonword","nonword",NA
"playhần","misemann","nonword","nonword","nonword",NA
"lyz sen","ñit","nonword","nonword","nonword",NA
"quánchuấn","dzà trùng","nonword","nonword","nonword",NA
"trổn tiếp","thay hëa","nonword","nonword","nonword",NA
"bảoefm","uynh minh","nonword","nonword","nonword",NA
"tmăt buộc","áa","nonword","nonword","nonword",NA
"đại 樣啊","rwan cảnh","nonword","nonword","nonword",NA
"chukxanh lá","heatin","nonword","nonword","nonword",NA
"uôm","ggi","nonword","nonword","nonword",NA
"ngănthờ","thmh","nonword","nonword","nonword",NA
"trotlời","ticle","nonword","nonword","nonword",NA
"swa diện","eru","nonword","nonword","nonword",NA
"óngc vật","vòi nưoa","nonword","nonword","nonword",NA
"vûu","điềuđira","nonword","nonword","nonword",NA
"cônguđang","gitang","nonword","nonword","nonword",NA
"twel teen","ngtay","nonword","nonword","nonword",NA
"mcquadelity","thu nhập =cçamnhnào","nonword","nonword","nonword",NA
"xe cứuhtasống","éanh","nonword","nonword","nonword",NA
"cô nhtickin","ngtv","nonword","nonword","nonword",NA
"obt","tửtrin","nonword","nonword","nonword",NA
"brigky","tinn chú ý","nonword","nonword","nonword",NA
"lỗi chào","sự tinóiđúng","nonword","nonword","nonword",NA
"mùlexuân","cuf công","nonword","nonword","nonword",NA
"đốo mẫu","zza sáng","nonword","nonword","nonword",NA
"âmsosch","bộ trưởng,structs","nonword","nonword","nonword",NA
"ggi","tàn rl","nonword","nonword","nonword",NA
"xốu trời","bợ điển","nonword","nonword","nonword",NA
"phương paña","wrag quê","nonword","nonword","nonword",NA
"rờirón","bíiận","nonword","nonword","nonword",NA
"tựrâl","trảinghiệp","nonword","nonword","nonword",NA
"ól áp","vítient","nonword","nonword","nonword",NA
"iđáng","whomthủy","nonword","nonword","nonword",NA
"trách nenếu","lời hạnh","nonword","nonword","nonword",NA
"người tịobạn","ers báo","nonword","nonword","nonword",NA
"maú","vịstof","nonword","nonword","nonword",NA
"bấcốgắngsống","siêngcónăm","nonword","nonword","nonword",NA
"khai tị","thểchaun","nonword","nonword","nonword",NA
"cass cùng","nhnđđầu tư","nonword","nonword","nonword",NA
"buds","cảan tay","nonword","nonword","nonword",NA
"dhoond cách","oct","nonword","nonword","nonword",NA
"thuoc ve thuogiỏilắm","khả uơng","nonword","nonword","nonword",NA
"phongcạu","tutriệu","nonword","nonword","nonword",NA
"côngføx","jul học","nonword","nonword","nonword",NA
"khám nghiệm hảitrả","thoạng","nonword","nonword","nonword",NA
"sức shio","thôngcgie","nonword","nonword","nonword",NA
"bình lexx","mayogorovse","nonword","nonword","nonword",NA
"tạo lộc","gez học","nonword","nonword","nonword",NA
"vui lòai","khoảnnesy","nonword","nonword","nonword",NA
"thtif","trợ ểt","nonword","nonword","nonword",NA
"fia","évêthải","nonword","nonword","nonword",NA
"qo án","tếtthương","nonword","nonword","nonword",NA
"đừngkỷ niệm","uku trời","nonword","nonword","nonword",NA
"cuộc hộistroms","phiềnchuộc","nonword","nonword","nonword",NA
"gsốt","talks niên","nonword","nonword","nonword",NA
"hènphản xạ","heyn cảm","nonword","nonword","nonword",NA
"tựchìm","tiềncsức","nonword","nonword","nonword",NA
"người thuêumph","hiởi","nonword","nonword","nonword",NA
"oằng","ưgn","nonword","nonword","nonword",NA
"thống vóc","thron lũng","nonword","nonword","nonword",NA
"uy nexi","hoàng ữu","nonword","nonword","nonword",NA
"èmtưởng","chươngstrang","nonword","nonword","nonword",NA
"ợc","lắ","nonword","nonword","nonword",NA
"rober","gưng","nonword","nonword","nonword",NA
"nạn chir","quyên nập","nonword","nonword","nonword",NA
"khốivf","girv","nonword","nonword","nonword",NA
"giaczyk","rằngh phố","nonword","nonword","nonword",NA
"đángếcợ","kèu","nonword","nonword","nonword",NA
"frapg rỗng","kếthdah","nonword","nonword","nonword",NA
"ocnh mỳ","doanh zakh","nonword","nonword","nonword",NA
"telenexa","giếtcherd","nonword","nonword","nonword",NA
"cii","baohụđề","nonword","nonword","nonword",NA
"laclên","yêu vlimét","nonword","nonword","nonword",NA
"đảmc xương","choạ","nonword","nonword","nonword",NA
"thâywoi","thoă tế","nonword","nonword","nonword",NA
"chêt gân","tuyệtdayi","nonword","nonword","nonword",NA
"vuisthảo","toánchẳn","nonword","nonword","nonword",NA
"zasz bình dương","rugu","nonword","nonword","nonword",NA
"wabranston","năngmiếc","nonword","nonword","nonword",NA
"ngtại","hộchđiều","nonword","nonword","nonword",NA
"bử lấy","cóbáẽ","nonword","nonword","nonword",NA
"liph hình","nghïióng","nonword","nonword","nonword",NA
"nosis","càchiya","nonword","nonword","nonword",NA
"despkhiên","chiếncnước","nonword","nonword","nonword",NA
"đọchđiều","đồngpđàng","nonword","nonword","nonword",NA
"biệ kiếm","thúrắc","nonword","nonword","nonword",NA
"macheroo","rượu sâhquanh","nonword","nonword","nonword",NA
"phễn","lòng bihseen","nonword","nonword","nonword",NA
"cảnh sáhảotưởng","ohy vàng","nonword","nonword","nonword",NA
"khíorõ","mọhằngười","nonword","nonword","nonword",NA
"wind can đảm","viên chmnh","nonword","nonword","nonword",NA
"liot","thiếtfui","nonword","nonword","nonword",NA
"đấypdvd","saochchỗ","nonword","nonword","nonword",NA
"quyếntaý","krug cửa","nonword","nonword","nonword",NA
"liềuừđượng","nữ phvchuk","nonword","nonword","nonword",NA
"lẻnthích","mugc ngọt","nonword","nonword","nonword",NA
"ngày thnaal","đứastai","nonword","nonword","nonword",NA
"nghi lđấy","phi trinng","nonword","nonword","nonword",NA
"mụchđánh","cóthiếuúyđó","nonword","nonword","nonword",NA
"dys hiệu","chđã","nonword","nonword","nonword",NA
"téa","mẫn kiện","nonword","nonword","nonword",NA
"cực knock","mabéotrang","nonword","nonword","nonword",NA
"racom","thángskiy","nonword","nonword","nonword",NA
"kênh truyềnahmet","kud sét","nonword","nonword","nonword",NA
"họa lg","thẩmhquanh","nonword","nonword","nonword",NA
"táchoid","lãngrhen","nonword","nonword","nonword",NA
"âua","cuộh đập","nonword","nonword","nonword",NA
"mầc","kếtnein","nonword","nonword","nonword",NA
"ngây bac","ngth trường","nonword","nonword","nonword",NA
"cầuc hội","yax tím","nonword","nonword","nonword",NA
"cháu tzìi","ọn","nonword","nonword","nonword",NA
"mec trưa","tockớn","nonword","nonword","nonword",NA
"thần gris","ẩnhđẹp","nonword","nonword","nonword",NA
"oung","ởcái độ","nonword","nonword","nonword",NA
"lzu biến","khôngtolt","nonword","nonword","nonword",NA
"thànhtđừng","thầyblé","nonword","nonword","nonword",NA
"sự tgach","ngừnggrôi","nonword","nonword","nonword",NA
"ie","xág vinh","nonword","nonword","nonword",NA
"nướ thiết","tôtt giáo","nonword","nonword","nonword",NA
"đới bắn","kind chày","nonword","nonword","nonword",NA
"phi hàchơiđàn","rtng","nonword","nonword","nonword",NA
"khổ zb","vừaseux","nonword","nonword","nonword",NA
"aldey","vukp lấy","nonword","nonword","nonword",NA
"émi bé","dreson","nonword","nonword","nonword",NA
"nùn đường","xehbolt","nonword","nonword","nonword",NA
"stric học","ểt","nonword","nonword","nonword",NA
"manguyền","người achnia","nonword","nonword","nonword",NA
"maỉ","shee tích","nonword","nonword","nonword",NA
"sự sỉcnước","hệ thống điềdolphin","nonword","nonword","nonword",NA
