"ro_cue","ro_target","type","cue_type","target_type","ro_cosine"
"oboce","mecaluri","nonword","nonword","nonword",NA
"adbleste","reavortat","nonword","nonword","nonword",NA
"orchescan","pimel","nonword","nonword","nonword",NA
"bivet","nația","nonword","nonword","nonword",NA
"rogul","naalerga","nonword","nonword","nonword",NA
"apropără","rantie","nonword","nonword","nonword",NA
"iuţ","desing","nonword","nonword","nonword",NA
"guja","bradiu","nonword","nonword","nonword",NA
"mătro","allin","nonword","nonword","nonword",NA
"lst","a rezimers","nonword","nonword","nonword",NA
"obiectitate","înmordezvoltare","nonword","nonword","nonword",NA
"biu","înote","nonword","nonword","nonword",NA
"clovtere","zhii","nonword","nonword","nonword",NA
"realitanţiiză","crimiteţi","nonword","nonword","nonword",NA
"resuan","nestraie","nonword","nonword","nonword",NA
"slea","recoiscoada","nonword","nonword","nonword",NA
"aparluţie","demomeştiţie","nonword","nonword","nonword",NA
"visbie","prădăreas","nonword","nonword","nonword",NA
"islamite","wer","nonword","nonword","nonword",NA
"filie","dimulţumită","nonword","nonword","nonword",NA
"celk","avanturie","nonword","nonword","nonword",NA
"sugels","blaid","nonword","nonword","nonword",NA
"oong","chivă","nonword","nonword","nonword",NA
"a udali","ragut","nonword","nonword","nonword",NA
"simpgre","vatanþã","nonword","nonword","nonword",NA
"aparoter","verisesteca","nonword","nonword","nonword",NA
"lutio","autoloh","nonword","nonword","nonword",NA
"dethat","monit","nonword","nonword","nonword",NA
"sişiri","necunostrezi","nonword","nonword","nonword",NA
"spetenţi","boltăi","nonword","nonword","nonword",NA
"joaca bailanski","obliteca","nonword","nonword","nonword",NA
"nebujori","ceresezi","nonword","nonword","nonword",NA
"pupraznic","urmapanzere","nonword","nonword","nonword",NA
"bărpe","cubus","nonword","nonword","nonword",NA
"deffett","inalnă","nonword","nonword","nonword",NA
"umano","sponta","nonword","nonword","nonword",NA
"chidea","samumont","nonword","nonword","nonword",NA
"matenesc","pașarand","nonword","nonword","nonword",NA
"fedefini","înfiorăcţiuni","nonword","nonword","nonword",NA
"chelcial","cokeri","nonword","nonword","nonword",NA
"ñor","ță","nonword","nonword","nonword",NA
"avala","mongolitate","nonword","nonword","nonword",NA
"lacori","peririți","nonword","nonword","nonword",NA
"incoşător","ajusună","nonword","nonword","nonword",NA
"albitori","o lalax","nonword","nonword","nonword",NA
"fuzio","plator","nonword","nonword","nonword",NA
"înţelibru","fără valogewood","nonword","nonword","nonword",NA
"licitarasti","fton","nonword","nonword","nonword",NA
"erută","lecha","nonword","nonword","nonword",NA
"plãmot","nemţoaiativitate","nonword","nonword","nonword",NA
"conrşit","princițiu","nonword","nonword","nonword",NA
"digmă","sefat","nonword","nonword","nonword",NA
"scurnetic","femerang","nonword","nonword","nonword",NA
"comifort","monteluare","nonword","nonword","nonword",NA
"răsmânt","creşcări","nonword","nonword","nonword",NA
"obiecsidera","guphin","nonword","nonword","nonword",NA
"ponsa","abbottța","nonword","nonword","nonword",NA
"oşă","răzgânporizator","nonword","nonword","nonword",NA
"semiteți","plângera","nonword","nonword","nonword",NA
"razici","pălănţui","nonword","nonword","nonword",NA
"fifloriciar","prekon","nonword","nonword","nonword",NA
"surnă","superiseste","nonword","nonword","nonword",NA
"în altă pcleşug","urej","nonword","nonword","nonword",NA
"popt","grandcolată","nonword","nonword","nonword",NA
"secredeţi","dogsi","nonword","nonword","nonword",NA
"la mpreț","reparaswati","nonword","nonword","nonword",NA
"stuteam","aproină","nonword","nonword","nonword",NA
"catoshop","monadă","nonword","nonword","nonword",NA
"părta","rariu","nonword","nonword","nonword",NA
"tenhoutate","twetă","nonword","nonword","nonword",NA
"coaborda","frangător","nonword","nonword","nonword",NA
"peagresi","simviş","nonword","nonword","nonword",NA
"olandere","podi","nonword","nonword","nonword",NA
"nvăuge","eap","nonword","nonword","nonword",NA
"înpreţuială","prezentne","nonword","nonword","nonword",NA
"scârv","datotati","nonword","nonword","nonword",NA
"nurat","chelgera","nonword","nonword","nonword",NA
"învălesc","atentat, încerționând","nonword","nonword","nonword",NA
"jabla","bdmuri","nonword","nonword","nonword",NA
"chrisnologie","stanfină","nonword","nonword","nonword",NA
"doamză","specţi","nonword","nonword","nonword",NA
"masli","săzicără","nonword","nonword","nonword",NA
"săpme","noscut","nonword","nonword","nonword",NA
"bulepoli","scârtura","nonword","nonword","nonword",NA
"obisletă","mutaturi","nonword","nonword","nonword",NA
"flectă","rotty","nonword","nonword","nonword",NA
"wob","măatlantire","nonword","nonword","nonword",NA
"torce","hărmă","nonword","nonword","nonword",NA
"conthur","chelsoare","nonword","nonword","nonword",NA
"supasesc","fantecuri","nonword","nonword","nonword",NA
"iubeº","lunzant","nonword","nonword","nonword",NA
"păianzolvi","obiectigător","nonword","nonword","nonword",NA
"migu","desfălizare","nonword","nonword","nonword",NA
"căs","sabolent","nonword","nonword","nonword",NA
"lostructură","dhrobi","nonword","nonword","nonword",NA
"a uliş","mașinăscoci","nonword","nonword","nonword",NA
"inținânduce","dezmoşteratură","nonword","nonword","nonword",NA
"spuchet","montanătură","nonword","nonword","nonword",NA
"protraume","microrism","nonword","nonword","nonword",NA
"flete","patrulumb","nonword","nonword","nonword",NA
"valpa","actizesc","nonword","nonword","nonword",NA
"origiving","agresibil","nonword","nonword","nonword",NA
"pierture","sisan","nonword","nonword","nonword",NA
"tweca","ux","nonword","nonword","nonword",NA
"ghiza","stratesă","nonword","nonword","nonword",NA
"plutosie","gă","nonword","nonword","nonword",NA
"energina","ciotui","nonword","nonword","nonword",NA
"permicroţine","tradivorţanal","nonword","nonword","nonword",NA
"ţius","ilt","nonword","nonword","nonword",NA
"privileseşti","imvas","nonword","nonword","nonword",NA
"jac","pulră","nonword","nonword","nonword",NA
"cresga","cavon","nonword","nonword","nonword",NA
"sănărind","serviziunire","nonword","nonword","nonword",NA
"buna zcleod","parohialare","nonword","nonword","nonword",NA
"bendar","roghez","nonword","nonword","nonword",NA
"satta","midamenterul","nonword","nonword","nonword",NA
"spavers","adormică","nonword","nonword","nonword",NA
"oportutură","rşetor","nonword","nonword","nonword",NA
"supporttima","filie","nonword","nonword","nonword",NA
"compaturi","blindare","nonword","nonword","nonword",NA
"eartă","ormonseniza","nonword","nonword","nonword",NA
"scalpune","compâni","nonword","nonword","nonword",NA
"ceţit","audienţeritate","nonword","nonword","nonword",NA
"kiz","batalinisti","nonword","nonword","nonword",NA
"agentorie","vamtee","nonword","nonword","nonword",NA
"shoal","mulþimecător","nonword","nonword","nonword",NA
"temta","albascati","nonword","nonword","nonword",NA
"noşit","bhache","nonword","nonword","nonword",NA
"loatârnă","interiseste","nonword","nonword","nonword",NA
"afectase","spatialte","nonword","nonword","nonword",NA
"lorez","lisle","nonword","nonword","nonword",NA
"pitul","grix","nonword","nonword","nonword",NA
"matai","brarie","nonword","nonword","nonword",NA
"adevălesc","autotură","nonword","nonword","nonword",NA
"complicați","graj","nonword","nonword","nonword",NA
"înmulţirupe","cunoştrebi","nonword","nonword","nonword",NA
"polititiuni","parachii","nonword","nonword","nonword",NA
"tuje","singuraseste","nonword","nonword","nonword",NA
"transcetare","macoş","nonword","nonword","nonword",NA
"minuturi","moglo","nonword","nonword","nonword",NA
"eşupă","orică","nonword","nonword","nonword",NA
"entuzigriji","stranlitate","nonword","nonword","nonword",NA
"lelor","tetei","nonword","nonword","nonword",NA
"zawai","calculadriel","nonword","nonword","nonword",NA
"vetre","a prnetti","nonword","nonword","nonword",NA
"chinea","ntoarponsabil","nonword","nonword","nonword",NA
"revelakesho","decemnţat","nonword","nonword","nonword",NA
"canceresc","fruprinsa","nonword","nonword","nonword",NA
"marcei","aprogară","nonword","nonword","nonword",NA
"stânja","nadrazne","nonword","nonword","nonword",NA
"chamdare","masa dstranţi","nonword","nonword","nonword",NA
"relament","aculpanie","nonword","nonword","nonword",NA
"idlt","iumar","nonword","nonword","nonword",NA
"milioshing","promicrobine","nonword","nonword","nonword",NA
"lostructura","slup","nonword","nonword","nonword",NA
"agreabinaţie","nct","nonword","nonword","nonword",NA
"în mod nspoon","delipari","nonword","nonword","nonword",NA
"garanduri","ean","nonword","nonword","nonword",NA
"cabitori","împrunism","nonword","nonword","nonword",NA
"odihdură","dimidomniţă","nonword","nonword","nonword",NA
"inschett","psiholoneşti","nonword","nonword","nonword",NA
"tiel","bioloteşti","nonword","nonword","nonword",NA
"desne","blesteră","nonword","nonword","nonword",NA
"junnţa","cursor","nonword","nonword","nonword",NA
"seminţiaritate","bește","nonword","nonword","nonword",NA
"strânginație","evenicuri","nonword","nonword","nonword",NA
"piramisiuni","trictie","nonword","nonword","nonword",NA
"lub","subrist","nonword","nonword","nonword",NA
"stred","falsta","nonword","nonword","nonword",NA
"ald","productori","nonword","nonword","nonword",NA
"cocoşatcial","sadid","nonword","nonword","nonword",NA
"va felgrezi","juu","nonword","nonword","nonword",NA
"cufun","reîmblânzipăta","nonword","nonword","nonword",NA
"străduce","înghei","nonword","nonword","nonword",NA
"poziceţi","pisibili","nonword","nonword","nonword",NA
"ambaaprindă","sezinţi","nonword","nonword","nonword",NA
"artetrou","restauthern","nonword","nonword","nonword",NA
"dyeri","lumiteau","nonword","nonword","nonword",NA
"flănie","prșc","nonword","nonword","nonword",NA
"optiffer","epidetari","nonword","nonword","nonword",NA
"gup","echicare","nonword","nonword","nonword",NA
"sujesc","cerevanşatnie","nonword","nonword","nonword",NA
"strâg","progani","nonword","nonword","nonword",NA
"antredati","exthilda","nonword","nonword","nonword",NA
"celuceas","blânzime","nonword","nonword","nonword",NA
"untains","galin","nonword","nonword","nonword",NA
"delţat","mercă","nonword","nonword","nonword",NA
"itafă","deprind mare","nonword","nonword","nonword",NA
"concunoștiță","reaccess","nonword","nonword","nonword",NA
"esanunta","pelei","nonword","nonword","nonword",NA
"munge","investigaranţii","nonword","nonword","nonword",NA
"puscat","wiborn","nonword","nonword","nonword",NA
"mewk","caclin","nonword","nonword","nonword",NA
"candiggle","homosestanţial","nonword","nonword","nonword",NA
"hed","mosfâşială","nonword","nonword","nonword",NA
"cloz","instruti","nonword","nonword","nonword",NA
"lisand","incapaseste","nonword","nonword","nonword",NA
"letroane","intenberg","nonword","nonword","nonword",NA
"niera","însprâncere","nonword","nonword","nonword",NA
"lesthorne","prinzare","nonword","nonword","nonword",NA
"sulte","prântă","nonword","nonword","nonword",NA
"wiut","spilnfirma","nonword","nonword","nonword",NA
"desfiguriţă","conge","nonword","nonword","nonword",NA
"forţareale","diff","nonword","nonword","nonword",NA
"cântădomniţă","porţional","nonword","nonword","nonword",NA
"in cele dintoşeşti","şoboford","nonword","nonword","nonword",NA
"lã","sonii","nonword","nonword","nonword",NA
"sprivă","bruping","nonword","nonword","nonword",NA
"ancocioa","pţial","nonword","nonword","nonword",NA
"owd","conge","nonword","nonword","nonword",NA
"auzin","edirie","nonword","nonword","nonword",NA
"drie","poran","nonword","nonword","nonword",NA
"reaproapera","catah","nonword","nonword","nonword",NA
"servimani","disot","nonword","nonword","nonword",NA
"recunoscăcţiuni","devotaclism","nonword","nonword","nonword",NA
"movăm","lumbi","nonword","nonword","nonword",NA
"volungesc","intainment","nonword","nonword","nonword",NA
"aproprimat","prede","nonword","nonword","nonword",NA
"ncrenspira","uiminati","nonword","nonword","nonword",NA
"înălține","reolande","nonword","nonword","nonword",NA
"riar","tinsă","nonword","nonword","nonword",NA
"conversavetti","safos","nonword","nonword","nonword",NA
"fuas","preşetudine","nonword","nonword","nonword",NA
"nomat","stycă","nonword","nonword","nonword",NA
"dimentnar","vimulţumina","nonword","nonword","nonword",NA
"sufenisti","pruk","nonword","nonword","nonword",NA
"miezul ndwest","occhn","nonword","nonword","nonword",NA
"triră","cadathya","nonword","nonword","nonword",NA
"regilroy","echitament","nonword","nonword","nonword",NA
"lihib","frează","nonword","nonword","nonword",NA
"ospitalitatebracci","bește","nonword","nonword","nonword",NA
"tranzasă","kumade","nonword","nonword","nonword",NA
"trarot","reste","nonword","nonword","nonword",NA
"sornic","negasesc","nonword","nonword","nonword",NA
"rituiesc","adverdezi","nonword","nonword","nonword",NA
"submaieşti","rcător","nonword","nonword","nonword",NA
"inscripență","anx","nonword","nonword","nonword",NA
"calienii","abgled","nonword","nonword","nonword",NA
"apatal","montenut","nonword","nonword","nonword",NA
"mercerşeş","nov","nonword","nonword","nonword",NA
"săichi","maşii","nonword","nonword","nonword",NA
"adesin","obiecburger","nonword","nonword","nonword",NA
"ranah","grix","nonword","nonword","nonword",NA
"laeterna","îndeshidere","nonword","nonword","nonword",NA
"bisca","schimcriere","nonword","nonword","nonword",NA
"sanctru","protoieri","nonword","nonword","nonword",NA
"kiee","difetezi","nonword","nonword","nonword",NA
"efectură","stinay","nonword","nonword","nonword",NA
"șin","odrare","nonword","nonword","nonword",NA
"fixablei","perspecba","nonword","nonword","nonword",NA
"fulbri","vichelne","nonword","nonword","nonword",NA
"seappeal","arhigiți","nonword","nonword","nonword",NA
"cressator","scannică","nonword","nonword","nonword",NA
"absoneci","marămână","nonword","nonword","nonword",NA
"esențime","inpăzită","nonword","nonword","nonword",NA
"apropion","dezvolnificare","nonword","nonword","nonword",NA
"coarte","leacordă","nonword","nonword","nonword",NA
"diapple","basecinţell","nonword","nonword","nonword",NA
"ditructie","tosu","nonword","nonword","nonword",NA
"natuzezi","messin","nonword","nonword","nonword",NA
"puşteţi","croate","nonword","nonword","nonword",NA
"cipra","cheazare","nonword","nonword","nonword",NA
"greşita","trucă","nonword","nonword","nonword",NA
"înschimbare","strs","nonword","nonword","nonword",NA
"spioperi","mulţumiţător","nonword","nonword","nonword",NA
"ean","hidrovici","nonword","nonword","nonword",NA
"ussef","scricuţie","nonword","nonword","nonword",NA
"foric","înşelare","nonword","nonword","nonword",NA
"grop","seascată","nonword","nonword","nonword",NA
"zornă","expeți","nonword","nonword","nonword",NA
"căderevansezsca","reputamorfi","nonword","nonword","nonword",NA
"carkar","tensi","nonword","nonword","nonword",NA
"incientă","filul","nonword","nonword","nonword",NA
"situamonds","în mod clansoar","nonword","nonword","nonword",NA
"carcăr","eleccator","nonword","nonword","nonword",NA
"născă","clilah","nonword","nonword","nonword",NA
