ro_cue,ro_target,type,cue_type,target_type,ro_cosine
așplanta,scanmudiu,nonword,nonword,nonword,
letei,dreadeliteru,nonword,nonword,nonword,
sclat,autoloh,nonword,nonword,nonword,
fixablei,faminesc,nonword,nonword,nonword,
coaborda,bioloteşti,nonword,nonword,nonword,
atraccriere,de urgeritmi,nonword,nonword,nonword,
valogent,autopușire,nonword,nonword,nonword,
nuirt,panieire,nonword,nonword,nonword,
abinic,supravitress,nonword,nonword,nonword,
theolari,comnist,nonword,nonword,nonword,
rozmo,juu,nonword,nonword,nonword,
ficii,conge,nonword,nonword,nonword,
tac,inalnă,nonword,nonword,nonword,
retamânal,ardingră,nonword,nonword,nonword,
conţicurcare,atlandă,nonword,nonword,nonword,
resplul,stun,nonword,nonword,nonword,
cocoşatcial,junichiu,nonword,nonword,nonword,
responsabilitatefact,valitati,nonword,nonword,nonword,
plimcină,pozituri,nonword,nonword,nonword,
noapțiunu,erc,nonword,nonword,nonword,
doamzător,daol,nonword,nonword,nonword,
hispa,ovn,nonword,nonword,nonword,
cămament,ștoa,nonword,nonword,nonword,
rămâzional,selec,nonword,nonword,nonword,
rezismorcă,safos,nonword,nonword,nonword,
morchiv,lirus,nonword,nonword,nonword,
martal,prifurs,nonword,nonword,nonword,
moseţe,prădăreas,nonword,nonword,nonword,
satta,epida,nonword,nonword,nonword,
pason,libecţie,nonword,nonword,nonword,
canatron,firu,nonword,nonword,nonword,
castiudar,wiborn,nonword,nonword,nonword,
sociebireute,afridaro,nonword,nonword,nonword,
nisul,cometept,nonword,nonword,nonword,
permicroţine,mud duntar,nonword,nonword,nonword,
afirmatic,conge,nonword,nonword,nonword,
ilusky,desportiv,nonword,nonword,nonword,
rapie,ponoa,nonword,nonword,nonword,
transcetare,scangle,nonword,nonword,nonword,
calienii,transmânare,nonword,nonword,nonword,
varge,ams,nonword,nonword,nonword,
mediport,catah,nonword,nonword,nonword,
crea op,itine,nonword,nonword,nonword,
cultor,jaă,nonword,nonword,nonword,
coloveas,blaid,nonword,nonword,nonword,
grădină zoologchsführer,feploaie,nonword,nonword,nonword,
hed,menţiuzibil,nonword,nonword,nonword,
realitanţiiză,farma,nonword,nonword,nonword,
chibaa,alerminal,nonword,nonword,nonword,
volundent,smoceri,nonword,nonword,nonword,
rimp,paîrşela,nonword,nonword,nonword,
imorta,medeo,nonword,nonword,nonword,
lisand,broastigător,nonword,nonword,nonword,
constansațid,ștao,nonword,nonword,nonword,
situamonds,bui dep,nonword,nonword,nonword,
ens,lodra,nonword,nonword,nonword,
riod,a rezigres,nonword,nonword,nonword,
jumur,dezvolsudosațio,nonword,nonword,nonword,
tatugeri,șoclă,nonword,nonword,nonword,
prăos,colotist,nonword,nonword,nonword,
vehi jos,artifimontreal,nonword,nonword,nonword,
a udali,în jrşti,nonword,nonword,nonword,
avetcta,pălăment,nonword,nonword,nonword,
păpudion,păeroare,nonword,nonword,nonword,
compe,scsos,nonword,nonword,nonword,
matic,greşenere,nonword,nonword,nonword,
impresioormal,amitui,nonword,nonword,nonword,
fedefini,transnamită,nonword,nonword,nonword,
pacidrom,putili,nonword,nonword,nonword,
itafă,asc,nonword,nonword,nonword,
temtal,antrepreghiți,nonword,nonword,nonword,
popucioa,intainment,nonword,nonword,nonword,
semeri,zelton,nonword,nonword,nonword,
auzin,eleccator,nonword,nonword,nonword,
yor,concendenţiițivă,nonword,nonword,nonword,
luţul,lontru,nonword,nonword,nonword,
resjă,grogen,nonword,nonword,nonword,
anatotari,reîmprosdezvolta,nonword,nonword,nonword,
crustate,chanma,nonword,nonword,nonword,
fişicţie,abanafo,nonword,nonword,nonword,
inemoţionaţional,magatrol,nonword,nonword,nonword,
biz,hidrovici,nonword,nonword,nonword,
tabuz,menţivocare,nonword,nonword,nonword,
obuzct,sălot,nonword,nonword,nonword,
şergal,scârtura,nonword,nonword,nonword,
coini,amesbare,nonword,nonword,nonword,
interffet,softwafesionist,nonword,nonword,nonword,
optiffer,batalinisti,nonword,nonword,nonword,
nată,actiment,nonword,nonword,nonword,
stod,sindrommă,nonword,nonword,nonword,
întatdeaudiropt,inmei,nonword,nonword,nonword,
echișire,psiholoneşti,nonword,nonword,nonword,
echipune,ux,nonword,nonword,nonword,
pierture,artilegămân,nonword,nonword,nonword,
răă,muf,nonword,nonword,nonword,
erută,înofrandere,nonword,nonword,nonword,
ipu,bomde,nonword,nonword,nonword,
visbie,sipul,nonword,nonword,nonword,
relament,am de știtrict,nonword,nonword,nonword,
elecbire,beşte,nonword,nonword,nonword,
co fermitunchi,obiecburger,nonword,nonword,nonword,
piramisiuni,ploatare,nonword,nonword,nonword,
ciafirma,viprinză,nonword,nonword,nonword,
leb,explotham,nonword,nonword,nonword,
neonowensnuit,pladu,nonword,nonword,nonword,
spăgaf,atântifă,nonword,nonword,nonword,
trșă,specga,nonword,nonword,nonword,
schimlescenta,mised,nonword,nonword,nonword,
chelvairu,specturie,nonword,nonword,nonword,
regilroy,treabare,nonword,nonword,nonword,
aeat,îmbonotuțivăsevansuzu,nonword,nonword,nonword,
ţius,cu di ostrans,nonword,nonword,nonword,
greşegajare,ziby,nonword,nonword,nonword,
retreaza,schimcriere,nonword,nonword,nonword,
dini,specbaru,nonword,nonword,nonword,
pleasulă,adolesnian,nonword,nonword,nonword,
stgât,prostuie,nonword,nonword,nonword,
eolraj,dezmemcediere,nonword,nonword,nonword,
omodat,sisdia,nonword,nonword,nonword,
perchelnă,oton,nonword,nonword,nonword,
ofd,oglintic,nonword,nonword,nonword,
septemțați,săppţional,nonword,nonword,nonword,
monucșoa,căsătodleas,nonword,nonword,nonword,
barce,conghie,nonword,nonword,nonword,
buna zcleod,groe,nonword,nonword,nonword,
refudati,odihnica,nonword,nonword,nonword,
excechii,îminţ,nonword,nonword,nonword,
expevinţel,vichelne,nonword,nonword,nonword,
jurnachii,întradefrunt,nonword,nonword,nonword,
dezsă,selecford,nonword,nonword,nonword,
eloyc,niţat,nonword,nonword,nonword,
asisduce,ririe,nonword,nonword,nonword,
desofrandere,pritel,nonword,nonword,nonword,
frenic,dreapporație,nonword,nonword,nonword,
bomtor,monsnină,nonword,nonword,nonword,
sințat,coraj,nonword,nonword,nonword,
menţibulanță,caure,nonword,nonword,nonword,
comprilism,bofil,nonword,nonword,nonword,
inufat,transmineaţă,nonword,nonword,nonword,
hobiesc,vimulţumina,nonword,nonword,nonword,
coram,indivistanţial,nonword,nonword,nonword,
roană,femat,nonword,nonword,nonword,
scrimina,delef mtență,nonword,nonword,nonword,
apaori,vatințu,nonword,nonword,nonword,
ustutist,teoteci,nonword,nonword,nonword,
incicţie,desecent,nonword,nonword,nonword,
blesroi,speciabrie,nonword,nonword,nonword,
experinichi,inoglinzice,nonword,nonword,nonword,
apropără,medaliliber,nonword,nonword,nonword,
galbru,discuvord,nonword,nonword,nonword,
softuabliozecu,progani,nonword,nonword,nonword,
noşit,săpţă,nonword,nonword,nonword,
directnar,cumpărăsești,nonword,nonword,nonword,
calobster,gașdu,nonword,nonword,nonword,
anj,epinzi,nonword,nonword,nonword,
vucanțide,luot,nonword,nonword,nonword,
shoal,ferigram,nonword,nonword,nonword,
chellut,lux,nonword,nonword,nonword,
remorcămație,torgeri,nonword,nonword,nonword,
lușo,elegler,nonword,nonword,nonword,
badfui,recomntoarsă,nonword,nonword,nonword,
furtuse,fifloriciar,nonword,nonword,nonword,
lutio,rcător,nonword,nonword,nonword,
dapazi,duanesena,nonword,nonword,nonword,
ejecre,vedari,nonword,nonword,nonword,
cabitați,cadef,nonword,nonword,nonword,
temvre,canvie,nonword,nonword,nonword,
al treganți,caob,nonword,nonword,nonword,
fuzio,frenion,nonword,nonword,nonword,
tință,cija,nonword,nonword,nonword,
observacanţă,curafred,nonword,nonword,nonword,
semes,încţiuni,nonword,nonword,nonword,
entuzigriji,prede,nonword,nonword,nonword,
prolaps,inpracti,nonword,nonword,nonword,
ingiulim,dogsi,nonword,nonword,nonword,
turoi,târdu,nonword,nonword,nonword,
tenh,comirurg,nonword,nonword,nonword,
asemă,placef,nonword,nonword,nonword,
nieră,fack,nonword,nonword,nonword,
diajuns,stanţiamăgire,nonword,nonword,nonword,
damenteină,luărev,nonword,nonword,nonword,
doamză,poftestivitate,nonword,nonword,nonword,
desertșa,nior,nonword,nonword,nonword,
mânnis,kumade,nonword,nonword,nonword,
cicra,misul,nonword,nonword,nonword,
cabitori,umb,nonword,nonword,nonword,
înlzi,probanezi,nonword,nonword,nonword,
conflictvator,maludii,nonword,nonword,nonword,
houli,cocro,nonword,nonword,nonword,
capicios,conţijitoare,nonword,nonword,nonword,
arăgă,nirou,nonword,nonword,nonword,
domnibare,cadathya,nonword,nonword,nonword,
tăzie,minuclea,nonword,nonword,nonword,
sonne,miscuu,nonword,nonword,nonword,
parateci,peririți,nonword,nonword,nonword,
caladezvulraru,emoţiocumpărare,nonword,nonword,nonword,
cutrechet,greşeculare,nonword,nonword,nonword,
nevinodămân,strufu,nonword,nonword,nonword,
fastgroc,octomchum,nonword,nonword,nonword,
înăziu,galaplat,nonword,nonword,nonword,
renoa,paneți,nonword,nonword,nonword,
minubrie,recom,nonword,nonword,nonword,
autoputate,transpedori,nonword,nonword,nonword,
şedel,ardingră,nonword,nonword,nonword,
stogor,delipari,nonword,nonword,nonword,
neferidenţa,duretlic,nonword,nonword,nonword,
tuomuf,musu dstranţi,nonword,nonword,nonword,
dovid,treta,nonword,nonword,nonword,
erab,ragut,nonword,nonword,nonword,
kwil,furtuză,nonword,nonword,nonword,
supporttima,tulam,nonword,nonword,nonword,
stewardelitate,ditam,nonword,nonword,nonword,
destal,frangător,nonword,nonword,nonword,
esențime,cadaf,nonword,nonword,nonword,
seminţiaritate,reaccent,nonword,nonword,nonword,
urgham,profetrul,nonword,nonword,nonword,
islumote,tinsă,nonword,nonword,nonword,
facearcdu,leacordă,nonword,nonword,nonword,
origiving,tine miplist,nonword,nonword,nonword,
dzevolversipapu,scannică,nonword,nonword,nonword,
lanca,neastie,nonword,nonword,nonword,
sofloare,credinzati,nonword,nonword,nonword,
ostalent,pelei,nonword,nonword,nonword,
biene,de armeminare,nonword,nonword,nonword,
farson,prire,nonword,nonword,nonword,
seșă,slorțilădeftupe,nonword,nonword,nonword,
natuzezi,mulut,nonword,nonword,nonword,
manaloft,asiscieni,nonword,nonword,nonword,
explicaranţă,tratabili,nonword,nonword,nonword,
puroc,pruk,nonword,nonword,nonword,
plomă,ramarcutandu,nonword,nonword,nonword,
dy,preucte,nonword,nonword,nonword,
leices,vemez,nonword,nonword,nonword,
pritaj,compâni,nonword,nonword,nonword,
busoment,furtură,nonword,nonword,nonword,
arantacol,trul,nonword,nonword,nonword,
ciurant,prekon,nonword,nonword,nonword,
suler,diff,nonword,nonword,nonword,
floacultor,occhn,nonword,nonword,nonword,
naţiotezi,elucriți,nonword,nonword,nonword,
lostructură,tralei,nonword,nonword,nonword,
mizeraseste,bruping,nonword,nonword,nonword,
crelut,egoră,nonword,nonword,nonword,
kilomali,rudeo,nonword,nonword,nonword,
gradar,unty,nonword,nonword,nonword,
souteţul,transnanțare,nonword,nonword,nonword,
păsie,echitament,nonword,nonword,nonword,
cojam,tulăm,nonword,nonword,nonword,
pudat,jutamâni,nonword,nonword,nonword,
luze,înolande,nonword,nonword,nonword,
derciun,ță,nonword,nonword,nonword,
absoneci,simviş,nonword,nonword,nonword,
sugels,scârgurat,nonword,nonword,nonword,
oong,allin,nonword,nonword,nonword,
genetist,zo du nadu serf,nonword,nonword,nonword,
descuto,flufan,nonword,nonword,nonword,
frânletă,acult,nonword,nonword,nonword,
enerrios,mercă,nonword,nonword,nonword,
asplanta,cumdov,nonword,nonword,nonword,
guja,scârcuţie,nonword,nonword,nonword,
mililist,copilătenţă,nonword,nonword,nonword,
blesteja,frumugint,nonword,nonword,nonword,
mătro,noscut,nonword,nonword,nonword,
napun,echisență,nonword,nonword,nonword,
transpetiție,de știtate,nonword,nonword,nonword,
wiut,interecurgi,nonword,nonword,nonword,
bangiu,căsnitenţă,nonword,nonword,nonword,
lorez,lippost,nonword,nonword,nonword,
pounghi,infedent,nonword,nonword,nonword,
cufdist,parohialare,nonword,nonword,nonword,
asispanie,organitenţă,nonword,nonword,nonword,
adesin,în cauf dinpadierd,nonword,nonword,nonword,
blica,jector,nonword,nonword,nonword,
untains,matămână,nonword,nonword,nonword,
terazati,samuciun,nonword,nonword,nonword,
aresca,celes,nonword,nonword,nonword,
meri,poin,nonword,nonword,nonword,
aplată,chargime,nonword,nonword,nonword,
nurat,navineți,nonword,nonword,nonword,
dalec,teță,nonword,nonword,nonword,
coapment,iudai,nonword,nonword,nonword,
în vigweld,evenicuri,nonword,nonword,nonword,
fuas,obișnume de familie,nonword,nonword,nonword,
chelcial,achud,nonword,nonword,nonword,
blov,lutoamnă,nonword,nonword,nonword,
înghițudealo,fragstitut,nonword,nonword,nonword,
secredeţi,emoţiotoritate,nonword,nonword,nonword,
fragca,difse,nonword,nonword,nonword,
roxie,marităti,nonword,nonword,nonword,
sumă,doctor,unrelated,word,word,0.0777831459279611
mână,președinte,unrelated,word,word,0.0938319494139529
încredere,șampanie,unrelated,word,word,0.143220322073964
omule,global,unrelated,word,word,0.100863776827414
zgâria,soare,unrelated,word,word,0.125416067888324
episcop,hartă,unrelated,word,word,0.123103231954397
mormânt,întâlni,unrelated,word,word,0.0788406932301643
fum,scrisoare,unrelated,word,word,0.0879008169470439
navigare,informator,unrelated,word,word,0.111236339647636
respect,șapcă,unrelated,word,word,0.0799217848049522
imaginație,dans,unrelated,word,word,0.122200252143158
concept,birou,unrelated,word,word,0.146263442059048
libertate,combustibil,unrelated,word,word,0.106352513486864
soartă,negativ,unrelated,word,word,0.119209759317156
agent,mânca,unrelated,word,word,0.0702710642602836
producător,şopârlă,unrelated,word,word,0.144030813057532
murdar,salată,unrelated,word,word,0.129730933621699
unitate,pasăre,unrelated,word,word,0.14881103942372
chirurg,ciudat,unrelated,word,word,0.123722463787974
fereastră,intentionat,unrelated,word,word,0.105829992466373
pasager,rană,unrelated,word,word,0.135230105183509
responsabilitate,homar,unrelated,word,word,0.112188618727262
factor,poartă,unrelated,word,word,0.120605245865178
ierta,răsărit,unrelated,word,word,0.0669030668784523
aștepta,aprobare,unrelated,word,word,0.144308823608795
poștă,capitalism,unrelated,word,word,0.0538518171869665
lichid,justiţie,unrelated,word,word,0.0380868878804209
conspiraţie,lup,unrelated,word,word,0.103537816287719
măr,muzician,unrelated,word,word,0.12398102174645
diplomă,radiație,unrelated,word,word,0.141030574012243
bază,inechitabil,unrelated,word,word,0.114872661405746
mare,sârmă,unrelated,word,word,0.108709420157528
nerezonabil,nord,unrelated,word,word,0.0993476071186085
otravă,evaluare,unrelated,word,word,0.0947760625211145
râu,administrativ,unrelated,word,word,0.077083817218553
taxi,închisoare,unrelated,word,word,0.145619922127387
broască,apartament,unrelated,word,word,0.11770338670332
ton,vânzare,unrelated,word,word,0.117665035894228
busolă,cheltui,unrelated,word,word,0.111088895712392
trofeu,zbura,unrelated,word,word,0.14300355117173
deal,particulă,unrelated,word,word,0.0907477183137784
septembrie,căpșună,unrelated,word,word,0.0999201538656458
adult,inspirație,unrelated,word,word,0.0593049902244238
autograf,vestic,unrelated,word,word,0.0185822213645918
vacă,autoritate,unrelated,word,word,0.138665271758775
comprimat,navă,unrelated,word,word,0.143619860028553
pregătire,praf,unrelated,word,word,0.145291573911463
pradă,dormitor,unrelated,word,word,0.104105335079872
fabrică,copil,unrelated,word,word,0.0941457511329097
corect,plastic,unrelated,word,word,0.0979926196221672
sta,concert,unrelated,word,word,0.102377090942807
porunci,sindrom,unrelated,word,word,0.0758451334376423
clasă,motel,unrelated,word,word,0.112083171696834
cumpăra,afirmație,unrelated,word,word,0.128944733293451
trăgător,exagera,unrelated,word,word,0.131867449435391
hobby,părăsi,unrelated,word,word,0.145199183255466
deja,muzică,unrelated,word,word,0.0796349668392423
rock,corect,unrelated,word,word,0.13582201151314
atelier,cicatrice,unrelated,word,word,0.137570023331824
banană,adversar,unrelated,word,word,0.101327196419613
nebunie,argint,unrelated,word,word,0.0791821008532727
apel,vinovat,unrelated,word,word,0.149052087571333
claxon,știi,unrelated,word,word,0.0605983328451406
citi,entuziasmat,unrelated,word,word,0.145499377654611
inginer,abdominal,unrelated,word,word,0.0196756795779876
chimic,marinar,unrelated,word,word,0.135834399276304
biblie,energie,unrelated,word,word,0.141376604720609
liniște,încă,unrelated,word,word,0.113936509689927
deschidere,oraș,unrelated,word,word,0.138405808487713
toamna,instrument,unrelated,word,word,0.0957876050998225
mătase,ciocan,unrelated,word,word,0.133173692556467
rudă,act,unrelated,word,word,0.126404307557969
umbră,tenis,unrelated,word,word,0.0617863495057328
mândrie,rău,unrelated,word,word,0.144618083764006
târziu,viziune,unrelated,word,word,0.0966609244912973
practică,fotografie,unrelated,word,word,0.148674572591924
tuse,studiu,unrelated,word,word,0.112022266981824
sfârșit,verifica,unrelated,word,word,0.11180314209398
gol,galaxie,unrelated,word,word,0.0739332348068565
operațional,răpi,unrelated,word,word,0.0880684321825425
atelier,încredere,unrelated,word,word,0.118235866632822
cocaină,perturba,unrelated,word,word,0.0711922872307519
cântăreţ,durere,unrelated,word,word,0.0897317093156307
gură,însoți,unrelated,word,word,0.0511271687944732
puls,singuratic,unrelated,word,word,0.0978253298509671
avocat,armură,unrelated,word,word,0.0997100833839888
filozofie,răscumpărare,unrelated,word,word,0.110925280151179
uită,port,unrelated,word,word,0.0715968509106209
cuvânt,autostradă,unrelated,word,word,0.112511007322153
servietă,urmări,unrelated,word,word,0.149203999624567
ligă,magazin,unrelated,word,word,0.0756228481721549
uragan,slănină,unrelated,word,word,0.102967262729654
pod,mutaţie,unrelated,word,word,0.0936020459190072
incapacitate,ceva,unrelated,word,word,0.123145694367566
special,braţ,unrelated,word,word,0.0777919568110022
îngrijorare,frumos,unrelated,word,word,0.127998719595201
declanșa,bogat,unrelated,word,word,0.0693110243389478
surpriză,menţinere,unrelated,word,word,0.109832249843815
isteț,sat,unrelated,word,word,0.145202723865817
flata,seară,unrelated,word,word,0.106776275655538
jura,auină,unrelated,word,word,0.138450135173347
spectacol,locotenent,unrelated,word,word,0.106197760468593
text,căsătorit,unrelated,word,word,0.117773731101262
delicat,patru,unrelated,word,word,0.0849278561945562
ritm,eșec,unrelated,word,word,0.116943815130997
adolescență,bucată,unrelated,word,word,0.139595356745604
internaţional,exprimare,unrelated,word,word,0.124758031854559
brutal,moștenire,unrelated,word,word,0.0738983689887514
aproape,matematică,unrelated,word,word,0.120601792707129
hotel,sarcină,unrelated,word,word,0.0119054260098463
echipaj,bătălie,unrelated,word,word,0.0626114476376164
