"fi_target","fi_cue","type","target_type","cue_type","fi_cosine"
"möittää","nausioistava","nonword","nonword","nonword",NA
"radioontaja","reidi","nonword","nonword","nonword",NA
"tanskäri","kerde","nonword","nonword","nonword",NA
"törmä","liittoalexilleri","nonword","nonword","nonword",NA
"valoisra","maihaalta","nonword","nonword","nonword",NA
"poistella","digsar","nonword","nonword","nonword",NA
"myönlut","pyykku","nonword","nonword","nonword",NA
"viranfalconen","teeltä","nonword","nonword","nonword",NA
"kohrizzolinen","itsesuzannen","nonword","nonword","nonword",NA
"nyrkgia","auschwitzissalama","nonword","nonword","nonword",NA
"likö","siäinen","nonword","nonword","nonword",NA
"koistaa","lisyen","nonword","nonword","nonword",NA
"puoodottaa","koikas","nonword","nonword","nonword",NA
"ilaluettaja","ranspaaja","nonword","nonword","nonword",NA
"ikäänty","vade","nonword","nonword","nonword",NA
"klonkkuvasti","menes","nonword","nonword","nonword",NA
"uimis","jeere","nonword","nonword","nonword",NA
"kiinkija","kirviitto","nonword","nonword","nonword",NA
"keslu","ryynia","nonword","nonword","nonword",NA
"hyluseimminen","taraloittaja","nonword","nonword","nonword",NA
"vankauppi","nenkä","nonword","nonword","nonword",NA
"kuorelotto","yksinkertaiimplantti","nonword","nonword","nonword",NA
"ministelupla","räesittää","nonword","nonword","nonword",NA
"juokpeli","kuija","nonword","nonword","nonword",NA
"taisteluericistä","kosliä","nonword","nonword","nonword",NA
"miäkisti","bakliini","nonword","nonword","nonword",NA
"menti","useammankaikkeus","nonword","nonword","nonword",NA
"aarän","yhtyeentelmä","nonword","nonword","nonword",NA
"esikun","kuopas","nonword","nonword","nonword",NA
"dolli","kuunvata","nonword","nonword","nonword",NA
"kelvi","ulpy","nonword","nonword","nonword",NA
"marktö","heisu","nonword","nonword","nonword",NA
"taraseellija","suklaaratiivinen","nonword","nonword","nonword",NA
"sääsi","tepno","nonword","nonword","nonword",NA
"vaaras","brooklyketieteellinen","nonword","nonword","nonword",NA
"majoprinssi","tuplavioida","nonword","nonword","nonword",NA
"lehsääntö","tulla sticus","nonword","nonword","nonword",NA
"kulhe","amapriori","nonword","nonword","nonword",NA
"vähengail","muure","nonword","nonword","nonword",NA
"aathornen","epämielericistävä","nonword","nonword","nonword",NA
"osaskalo","toimil","nonword","nonword","nonword",NA
"kunin","heightnollisesti","nonword","nonword","nonword",NA
"tytääntö","rankma","nonword","nonword","nonword",NA
"maailmostunut","pehsuu","nonword","nonword","nonword",NA
"kurlais","maailmalainen","nonword","nonword","nonword",NA
"penicolas","käsitellä aspulcoon","nonword","nonword","nonword",NA
"keinotecheyennen","koihi","nonword","nonword","nonword",NA
"gangstelijä","pukuu","nonword","nonword","nonword",NA
"semä","mieälyttö","nonword","nonword","nonword",NA
"akasy","keleyynlinen","nonword","nonword","nonword",NA
"vatääkse","työhu","nonword","nonword","nonword",NA
"sityislä","voikämppä","nonword","nonword","nonword",NA
"luuku","yhhoa","nonword","nonword","nonword",NA
"asunturi","tiaiset","nonword","nonword","nonword",NA
"käsuurlä","uuvuk","nonword","nonword","nonword",NA
"shangritelmä","hehki","nonword","nonword","nonword",NA
"lasliä","ilmiöislinen","nonword","nonword","nonword",NA
"hierä","ambuohueksi","nonword","nonword","nonword",NA
"hallusinaarencen","bristo","nonword","nonword","nonword",NA
"kli","jälta","nonword","nonword","nonword",NA
"tyypsesti","jacpi","nonword","nonword","nonword",NA
"torioitlinen","muodo","nonword","nonword","nonword",NA
"velyä","illuukeat","nonword","nonword","nonword",NA
"ylläpifield","marapeut","nonword","nonword","nonword",NA
"vitaloweeni","suklaakeuksellinen","nonword","nonword","nonword",NA
"ninta","paniikni","nonword","nonword","nonword",NA
"vassaattaa","nokun","nonword","nonword","nonword",NA
"caspö","isäpu","nonword","nonword","nonword",NA
"flirtsi","vasuuntaa","nonword","nonword","nonword",NA
"fbistäin","jomot","nonword","nonword","nonword",NA
"siirtainen","reillema","nonword","nonword","nonword",NA
"laukiehto","magas","nonword","nonword","nonword",NA
"käyttella","yknut","nonword","nonword","nonword",NA
"hargangstele","menti","nonword","nonword","nonword",NA
"suisaa","naatto","nonword","nonword","nonword",NA
"lehyn","viehäosai","nonword","nonword","nonword",NA
"rankeuhko","filosorence","nonword","nonword","nonword",NA
"ristä","asioiti","nonword","nonword","nonword",NA
"seilla","vahru","nonword","nonword","nonword",NA
"päivi","vatias","nonword","nonword","nonword",NA
"pohdaphnen","laudaan","nonword","nonword","nonword",NA
"teoillakoru","idiootsainvälinen","nonword","nonword","nonword",NA
"kurkto","haqqanitelma","nonword","nonword","nonword",NA
"vonka","yleenreettinen","nonword","nonword","nonword",NA
"tienki","aktiiviloway","nonword","nonword","nonword",NA
"tetaf","huut","nonword","nonword","nonword",NA
"nautim","räjährään","nonword","nonword","nonword",NA
"palktäjä","ecuadoton","nonword","nonword","nonword",NA
"yksityifield","sulha","nonword","nonword","nonword",NA
"heroiimä","rohlään","nonword","nonword","nonword",NA
"ölfan","rahoisti","nonword","nonword","nonword",NA
"ensisicheyennen","telesuseampi","nonword","nonword","nonword",NA
"hyväkmuus","heikkata","nonword","nonword","nonword",NA
"aseellitiikka","hulko","nonword","nonword","nonword",NA
"suuttalo","sigmö","nonword","nonword","nonword",NA
"moihaili","sillu","nonword","nonword","nonword",NA
"pordä","suospale","nonword","nonword","nonword",NA
"naani","videncenlisesti","nonword","nonword","nonword",NA
"ulotnaali","ota käynezin","nonword","nonword","nonword",NA
"kaepäihminen","innoslaan","nonword","nonword","nonword",NA
"auschwitzissatama","mataloittaja","nonword","nonword","nonword",NA
"vasaloittaja","muspi","nonword","nonword","nonword",NA
"ajotielti","rissenttis","nonword","nonword","nonword",NA
"höyhe","lisyytnen","nonword","nonword","nonword",NA
"tunplantaa","kosra","nonword","nonword","nonword",NA
"mentää","sulhaluam","nonword","nonword","nonword",NA
"allekirjoirencen","keeto","nonword","nonword","nonword",NA
"aloiltimetri","oob","nonword","nonword","nonword",NA
"työntamus","tägian","nonword","nonword","nonword",NA
"teistö","haunetto","nonword","nonword","nonword",NA
"dolli","käyttelu","nonword","nonword","nonword",NA
"pairizzolinen","lukemiracle","nonword","nonword","nonword",NA
"kurkto","tulmi","nonword","nonword","nonword",NA
"avoti","crun","nonword","nonword","nonword",NA
"harmoreen","prodä","nonword","nonword","nonword",NA
"maailtekijä","muuve","nonword","nonword","nonword",NA
"velko","vastavaiiake","nonword","nonword","nonword",NA
"sampso","shediac","nonword","nonword","nonword",NA
"negatiivilowitz","tienvi","nonword","nonword","nonword",NA
"ystäjacquelinen","idiootkosipuli","nonword","nonword","nonword",NA
"oiliä","käytkoinen","nonword","nonword","nonword",NA
"likim","winmi","nonword","nonword","nonword",NA
"tapnia","kirjelanceri","nonword","nonword","nonword",NA
"tahsä","palnioitus","nonword","nonword","nonword",NA
"panktori","ohivo","nonword","nonword","nonword",NA
"muokkata","norva","nonword","nonword","nonword",NA
"ilmanstockto","joumä","nonword","nonword","nonword",NA
"toipautta","muude","nonword","nonword","nonword",NA
"areliitti","vasteet","nonword","nonword","nonword",NA
"todislaan","unohdim","nonword","nonword","nonword",NA
"lanja","likiihtyä","nonword","nonword","nonword",NA
"pääma","aviokari","nonword","nonword","nonword",NA
"edespisto","tutkikeen","nonword","nonword","nonword",NA
"joanki","syytpassi","nonword","nonword","nonword",NA
"eivaa","yksitsuzannen","nonword","nonword","nonword",NA
"epäva","javää","nonword","nonword","nonword",NA
"taskä","avatä","nonword","nonword","nonword",NA
"naimiraclesa","ympyneet","nonword","nonword","nonword",NA
"usann","vaihteinen","nonword","nonword","nonword",NA
"auschwitzistaloudellinen","toiket","nonword","nonword","nonword",NA
"panktari","leuko","nonword","nonword","nonword",NA
"murta","obasa","nonword","nonword","nonword",NA
"perimfalconen","haaskaus","nonword","nonword","nonword",NA
"viluotto","auschwitzistakaisin","nonword","nonword","nonword",NA
"tekluaika","suostarla","nonword","nonword","nonword",NA
"laiksi","linnä","nonword","nonword","nonword",NA
"vapolttaa","rasto","nonword","nonword","nonword",NA
"epikäs","tietlock","nonword","nonword","nonword",NA
"guikä","mire","nonword","nonword","nonword",NA
"puheneet","derickni","nonword","nonword","nonword",NA
"läheräät","liitmattu","nonword","nonword","nonword",NA
"adrenaliinitowocin","uskollifield","nonword","nonword","nonword",NA
"useimmistella","listo","nonword","nonword","nonword",NA
"turmioonlinen","vaisioistava","nonword","nonword","nonword",NA
"etsikaan","puuva","nonword","nonword","nonword",NA
"kinne","hijausta","nonword","nonword","nonword",NA
"nontus","synkjetti","nonword","nonword","nonword",NA
"prothompsori","taharktaa","nonword","nonword","nonword",NA
"nyhve","ihastuttaa","nonword","nonword","nonword",NA
"juuskäinen","pakolailoway","nonword","nonword","nonword",NA
"avaiko","näkysyit","nonword","nonword","nonword",NA
"käsuurlä","pailu","nonword","nonword","nonword",NA
"avaamita","koaloittaja","nonword","nonword","nonword",NA
"sisääntaa","milkruuna","nonword","nonword","nonword",NA
"perta","oravaatkoti","nonword","nonword","nonword",NA
"komdä","onnidracula","nonword","nonword","nonword",NA
"konta","kasma","nonword","nonword","nonword",NA
"kriittimaton","elektjelijä","nonword","nonword","nonword",NA
"apumi","leijo","nonword","nonword","nonword",NA
"identsä","vieraanvarairencen","nonword","nonword","nonword",NA
"zzo","erääsa","nonword","nonword","nonword",NA
"rataantus","aue","nonword","nonword","nonword",NA
"heälyäni","rusta","nonword","nonword","nonword",NA
"governla","pyönäyttää","nonword","nonword","nonword",NA
"säänlyysi","tumas","nonword","nonword","nonword",NA
"tapnia","väkimaailko","nonword","nonword","nonword",NA
"patallicanna","blackweltaa puhelimella","nonword","nonword","nonword",NA
"tarnioitus","raatto","nonword","nonword","nonword",NA
"meepäili","konvoitti","nonword","nonword","nonword",NA
"ruuveä","xeo","nonword","nonword","nonword",NA
"stebi","läsnämius","nonword","nonword","nonword",NA
"idiootpunginosa","päivitsauk","nonword","nonword","nonword",NA
"palktaja","kiirizzolinen","nonword","nonword","nonword",NA
"kanandezinna","auschwitzissamanlainen","nonword","nonword","nonword",NA
"velvollifield","proälylli","nonword","nonword","nonword",NA
"pakkö","borot","nonword","nonword","nonword",NA
"perezintaja","ranskalu","nonword","nonword","nonword",NA
"pista","brooklykilökohtainen","nonword","nonword","nonword",NA
"rataantus","murme","nonword","nonword","nonword",NA
"ei pyfair","maailpäristö","nonword","nonword","nonword",NA
"sauton","äiää","nonword","nonword","nonword",NA
"teiniifalconen","magchristinen","nonword","nonword","nonword",NA
"meavaintely","siainen","nonword","nonword","nonword",NA
"karta","muoja","nonword","nonword","nonword",NA
"elektloginen","aspihaqqani","nonword","nonword","nonword",NA
"säistää","asiataja","nonword","nonword","nonword",NA
"miltrendi","kärsitään","nonword","nonword","nonword",NA
"luokkari","peuttaa","nonword","nonword","nonword",NA
"arruuttaa","huuhkä","nonword","nonword","nonword",NA
"katkaisla","auschwitzistalo","nonword","nonword","nonword",NA
"nuksil","suhrizzolinen","nonword","nonword","nonword",NA
"mielenkiinsuklaata","treenaja","nonword","nonword","nonword",NA
"joukninen","pupeista","nonword","nonword","nonword",NA
"viedä loberts","vanda","nonword","nonword","nonword",NA
"helmiusti","orega","nonword","nonword","nonword",NA
"verit","rasra","nonword","nonword","nonword",NA
"syylkanen","albulens","nonword","nonword","nonword",NA
"hienä","pronantti","nonword","nonword","nonword",NA
"pyynlogia","telegepäihmi","nonword","nonword","nonword",NA
"pidämeen","uskollifield","nonword","nonword","nonword",NA
"reiästätunto","elinpu","nonword","nonword","nonword",NA
"pääsiäistori","lahuolta","nonword","nonword","nonword",NA
"urvyt","tyksi","nonword","nonword","nonword",NA
"nänne","plapaistaa","nonword","nonword","nonword",NA
"vanalexandrangaistus","ehplantaa","nonword","nonword","nonword",NA
"televirence","vielexistävä","nonword","nonword","nonword",NA
"selki","metcountys","nonword","nonword","nonword",NA
"huumo","drachristinen","nonword","nonword","nonword",NA
"misma","lahsio","nonword","nonword","nonword",NA
"berna","kavil","nonword","nonword","nonword",NA
"kirkpias","käisi","nonword","nonword","nonword",NA
"aidal","nukku","nonword","nonword","nonword",NA
"tyylisian","voi oheed","nonword","nonword","nonword",NA
"moilet","kiijacquelinen","nonword","nonword","nonword",NA
"railla","työntamus","nonword","nonword","nonword",NA
"kirjallifield","vataanna","nonword","nonword","nonword",NA
"madtä","iba","nonword","nonword","nonword",NA
"hirtös","nybournen","nonword","nonword","nonword",NA
"kehimoit","eläiton","nonword","nonword","nonword",NA
"maailnittelu","pylöi","nonword","nonword","nonword",NA
"sienienla","flirttarha","nonword","nonword","nonword",NA
"sisäänchristi","saver","nonword","nonword","nonword",NA
"torna","idiootsuaalinen","nonword","nonword","nonword",NA
"ystäkuin","alkupecheyennen","nonword","nonword","nonword",NA
"korppo","ranni","nonword","nonword","nonword",NA
"ajeri","teiniifalconen","nonword","nonword","nonword",NA
"dyntää","albe","nonword","nonword","nonword",NA
"jäädä jäljenixiin","kesväistää","nonword","nonword","nonword",NA
"auschwitzissabotoida","stosaisi","nonword","nonword","nonword",NA
"tuomaiset","sulsi","nonword","nonword","nonword",NA
"kurka","kouraani","nonword","nonword","nonword",NA
"järkä","lakirouk","nonword","nonword","nonword",NA
"ylittori","tuomioiskaat","nonword","nonword","nonword",NA
"menneineen","vaikumaaiima","nonword","nonword","nonword",NA
"tuohuuhto","edeki","nonword","nonword","nonword",NA
"kle","järpäättää","nonword","nonword","nonword",NA
"tekno","varmuut","nonword","nonword","nonword",NA
"avainti","prooveeni","nonword","nonword","nonword",NA
"otteenko","hirti","nonword","nonword","nonword",NA
"usdan","muutjainen","nonword","nonword","nonword",NA
"sikeistö","juoktari","nonword","nonword","nonword",NA
"merkimään","käysyöttö","nonword","nonword","nonword",NA
"neksi","järklikti","nonword","nonword","nonword",NA
"suklaamästyttävä","rub","nonword","nonword","nonword",NA
"asusginen","orajoitteri","nonword","nonword","nonword",NA
"meskeä","ajebo","nonword","nonword","nonword",NA
"yksityim","kumpmoni","nonword","nonword","nonword",NA
"fanpointtinen","hoihaili","nonword","nonword","nonword",NA
"atteettin","marconikala","nonword","nonword","nonword",NA
"aloittajaiset","masil","nonword","nonword","nonword",NA
"ääcountys","puhjon","nonword","nonword","nonword",NA
"straterence","maananjuus","nonword","nonword","nonword",NA
"onkuoltua","presletti","nonword","nonword","nonword",NA
"pahorizonnen","aikuivuus","nonword","nonword","nonword",NA
"kli","ruumiinatioon","nonword","nonword","nonword",NA
"tarkoimaan","okid","nonword","nonword","nonword",NA
"prespäin","keikas","nonword","nonword","nonword",NA
"kirsuuntaa","naatto","nonword","nonword","nonword",NA
"kansamaiiata","muislita","nonword","nonword","nonword",NA
"securitä","shagrumi","nonword","nonword","nonword",NA
"konvaasti","terlett","nonword","nonword","nonword",NA
"parään","ketie","nonword","nonword","nonword",NA
"säyttää","renzestätuntoinen","nonword","nonword","nonword",NA
"yhteikoot","luneetka","nonword","nonword","nonword",NA
"auschwitzissalamurhaaja","tysus","nonword","nonword","nonword",NA
"vaihhingto","siälylli","nonword","nonword","nonword",NA
"nomuutti","leksi","nonword","nonword","nonword",NA
"mutaaseen","keu","nonword","nonword","nonword",NA
"mikrosuseampi","korpua","nonword","nonword","nonword",NA
"käytjoitus","kanetaan","nonword","nonword","nonword",NA
"joulupaat","maailpillinen","nonword","nonword","nonword",NA
"suuntävä","moreenvi","nonword","nonword","nonword",NA
"siassari","hämaanjä","nonword","nonword","nonword",NA
"neltop","staming","nonword","nonword","nonword",NA
"nella","ennäkään","nonword","nonword","nonword",NA
