"hr_target","hr_cue","type","target_type","cue_type","hr_cosine"
"češaljro","ugovo","nonword","nonword","nonword",NA
"povjestniti","iznenađeadwayu","nonword","nonword","nonword",NA
"odkes","prlješ","nonword","nonword","nonword",NA
"govoinvesti","oštećenik","nonword","nonword","nonword",NA
"prostražnja","recep","nonword","nonword","nonword",NA
"lačnost","zanel","nonword","nonword","nonword",NA
"marylanvilizacija","ukljunoteža","nonword","nonword","nonword",NA
"ralpcija","učinsiti","nonword","nonword","nonword",NA
"neuslest","puučesnik","nonword","nonword","nonword",NA
"ropvo","charriti","nonword","nonword","nonword",NA
"biđem","sirotikrist","nonword","nonword","nonword",NA
"orm","kolta","nonword","nonword","nonword",NA
"vasti","umišljenje","nonword","nonword","nonword",NA
"poigraošanje","alexannografija","nonword","nonword","nonword",NA
"direkljen","kaicy","nonword","nonword","nonword",NA
"trgoogle","uck","nonword","nonword","nonword",NA
"orceg","čanim","nonword","nonword","nonword",NA
"strari","ljena","nonword","nonword","nonword",NA
"larna","ratvuj","nonword","nonword","nonword",NA
"sjednuta","iso","nonword","nonword","nonword",NA
"onalnera","rav","nonword","nonword","nonword",NA
"doklimni","rekvo","nonword","nonword","nonword",NA
"izrainvesti","godišstrelca","nonword","nonword","nonword",NA
"ipe","sagle","nonword","nonword","nonword",NA
"fowletručiti","voprošlo","nonword","nonword","nonword",NA
"konself","radianom","nonword","nonword","nonword",NA
"kutun","aksvitka","nonword","nonword","nonword",NA
"jadnal","pomons","nonword","nonword","nonword",NA
"tičko","ženos","nonword","nonword","nonword",NA
"usvojete","erg","nonword","nonword","nonword",NA
"dlano","krivljeće","nonword","nonword","nonword",NA
"osobnoća","izvat","nonword","nonword","nonword",NA
"štajno","otiszija","nonword","nonword","nonword",NA
"defirewallcija","prager","nonword","nonword","nonword",NA
"puumjetnica","košunost","nonword","nonword","nonword",NA
"prismjestiti","kučen","nonword","nonword","nonword",NA
"pareu","dopuobjašnje","nonword","nonword","nonword",NA
"suprotti","pitajans","nonword","nonword","nonword",NA
"blibar","odidenti","nonword","nonword","nonword",NA
"alarjevo","sušti","nonword","nonword","nonword",NA
"primah","tvrdotilj","nonword","nonword","nonword",NA
"glazba, mudowell","sniža","nonword","nonword","nonword",NA
"povjereograf","zaseld","nonword","nonword","nonword",NA
"neblagdan","krastolnjak","nonword","nonword","nonword",NA
"informaitlandja","onk","nonword","nonword","nonword",NA
"nacar","zenta","nonword","nonword","nonword",NA
"adra","staogladništvo","nonword","nonword","nonword",NA
"tička","telić","nonword","nonword","nonword",NA
"protocyja","franšiti","nonword","nonword","nonword",NA
"priuštimmiti","terapištolj","nonword","nonword","nonword",NA
"proželjna","sendžan","nonword","nonword","nonword",NA
"zaključranje","nerazustvom","nonword","nonword","nonword",NA
"umjetplozija","kratva","nonword","nonword","nonword",NA
"kough","zanley","nonword","nonword","nonword",NA
"arr","boljšanje","nonword","nonword","nonword",NA
"kohvat","aspivost","nonword","nonword","nonword",NA
"rochrističan","razvra","nonword","nonword","nonword",NA
"zaosmisliti","suplanta","nonword","nonword","nonword",NA
"tranmanje","prirotvor","nonword","nonword","nonword",NA
"torka","odjeljboraviti","nonword","nonword","nonword",NA
"robno","lydijati","nonword","nonword","nonword",NA
"sutstvo","komennjom","nonword","nonword","nonword",NA
"zvje","inopa","nonword","nonword","nonword",NA
"puidenti","ralawsonati","nonword","nonword","nonword",NA
"rođenskoj","graysoferencija","nonword","nonword","nonword",NA
"kilka","sredkanje","nonword","nonword","nonword",NA
"ohrasa","vjezom","nonword","nonword","nonword",NA
"prijateljryjem","identiti","nonword","nonword","nonword",NA
"poočajnik","zaključnuti","nonword","nonword","nonword",NA
"invazime","plema","nonword","nonword","nonword",NA
"sredan","koshvaca","nonword","nonword","nonword",NA
"zasbi","tička","nonword","nonword","nonword",NA
"slumlažnja","promaoplodnje","nonword","nonword","nonword",NA
"franćanje","šeinu","nonword","nonword","nonword",NA
"predjeća","fleksiti","nonword","nonword","nonword",NA
"fatanjem","ritustvu","nonword","nonword","nonword",NA
"raymontjerivati","priklo","nonword","nonword","nonword",NA
"gaautopsija","izuzesburg","nonword","nonword","nonword",NA
"opolda","poani","nonword","nonword","nonword",NA
"nolje","povter","nonword","nonword","nonword",NA
"ogranior","zvjezdirati","nonword","nonword","nonword",NA
"stvatički","olakta","nonword","nonword","nonword",NA
"knečić","hrarowsa","nonword","nonword","nonword",NA
"skanbus","zgrože","nonword","nonword","nonword",NA
"pobiš","suoran","nonword","nonword","nonword",NA
"odrutival","sluprogno","nonword","nonword","nonword",NA
"graysoremonija","svan","nonword","nonword","nonword",NA
"menti","zras","nonword","nonword","nonword",NA
"cionarla","trony","nonword","nonword","nonword",NA
"snažski","svjeare","nonword","nonword","nonword",NA
"opravka","zadoiazimstvo","nonword","nonword","nonword",NA
"uèi","doonalno","nonword","nonword","nonword",NA
"koautordija","inventarica","nonword","nonword","nonword",NA
"garci","liutjeca","nonword","nonword","nonword",NA
"prično","lazaštit","nonword","nonword","nonword",NA
"sporaglas","ugroža","nonword","nonword","nonword",NA
"prednon","taprinta","nonword","nonword","nonword",NA
"vjeta","kaciplin","nonword","nonword","nonword",NA
"garanjem","ješ","nonword","nonword","nonword",NA
"besumorno","doiazimtiti","nonword","nonword","nonword",NA
"utobel","upozoreograf","nonword","nonword","nonword",NA
"skločanik","ovisda","nonword","nonword","nonword",NA
"žista","suosjenik","nonword","nonword","nonword",NA
"žuta bveyem","vernja","nonword","nonword","nonword",NA
"vobeo","akutgla","nonword","nonword","nonword",NA
"vjeko","ganka","nonword","nonword","nonword",NA
"čarim","crawforspirirati","nonword","nonword","nonword",NA
"desmondsija","sjetnina","nonword","nonword","nonword",NA
"slen","abb","nonword","nonword","nonword",NA
"autenljavina","brojtvo","nonword","nonword","nonword",NA
"boskantan","budućskom","nonword","nonword","nonword",NA
"vitatost","skito","nonword","nonword","nonword",NA
"pipus","udla","nonword","nonword","nonword",NA
"tinejljih","skonno","nonword","nonword","nonword",NA
"sparran","yed","nonword","nonword","nonword",NA
"ranba","napreumor","nonword","nonword","nonword",NA
"liberastvom","pačen","nonword","nonword","nonword",NA
"diamondtno","prohaj","nonword","nonword","nonword",NA
"kagrizla","skripti","nonword","nonword","nonword",NA
"ciuvjera","guverljiv","nonword","nonword","nonword",NA
"paten","crkford","nonword","nonword","nonword",NA
"ijica","mauzo","nonword","nonword","nonword",NA
"hmad","škiva","nonword","nonword","nonword",NA
"otrs","zracnuti","nonword","nonword","nonword",NA
"perda","voskitter","nonword","nonword","nonword",NA
"lzvućica","brojtvo","nonword","nonword","nonword",NA
"alexanhologija","termiting","nonword","nonword","nonword",NA
"ukljukolada","zabrastvo","nonword","nonword","nonword",NA
"medanost","kaupozna","nonword","nonword","nonword",NA
"osummantan","šetka","nonword","nonword","nonword",NA
"skywaldgovoran","hikst","nonword","nonword","nonword",NA
"kobu","odgovorstvom","nonword","nonword","nonword",NA
"taletvom","smrdno","nonword","nonword","nonword",NA
"opatra","vjennište","nonword","nonword","nonword",NA
"kriminastvom","rodtva","nonword","nonword","nonword",NA
"ljuštitnik","kriznica","nonword","nonword","nonword",NA
"viuhvati","katotrom","nonword","nonword","nonword",NA
"cvišti","pozgrada","nonword","nonword","nonword",NA
"brazno","aarov","nonword","nonword","nonword",NA
"helisplinter","skriptaviti","nonword","nonword","nonword",NA
"džennina","sprasula","nonword","nonword","nonword",NA
"meh","evernik","nonword","nonword","nonword",NA
"sposobljen","smijenost","nonword","nonword","nonword",NA
"kilda","naodjeba","nonword","nonword","nonword",NA
"prmnoštvo","netak","nonword","nonword","nonword",NA
"skrečica","piraminique","nonword","nonword","nonword",NA
"kovros","shvasati","nonword","nonword","nonword",NA
"ukljuzovanje","ješio","nonword","nonword","nonword",NA
"bejzmann","uspovjestti","nonword","nonword","nonword",NA
"izvjednik","udotra","nonword","nonword","nonword",NA
"kreula","neprijasburg","nonword","nonword","nonword",NA
"odgoštaš","ludbi","nonword","nonword","nonword",NA
"obrazlovanje","uniątitijevajte","nonword","nonword","nonword",NA
"zbricija","podru","nonword","nonword","nonword",NA
"grati","locij","nonword","nonword","nonword",NA
"jemac","ukljukolica","nonword","nonword","nonword",NA
"klasinjor","dinga","nonword","nonword","nonword",NA
"zbunjering","detonaiskap","nonword","nonword","nonword",NA
"pokva","aminak","nonword","nonword","nonword",NA
"razre","kookretan","nonword","nonword","nonword",NA
"samka","plemerang","nonword","nonword","nonword",NA
"stld","ljetniti","nonword","nonword","nonword",NA
"moena","doach","nonword","nonword","nonword",NA
"skantna","pozitikrist","nonword","nonword","nonword",NA
"polodjes","aktiskim","nonword","nonword","nonword",NA
"neugodća","marquispitati, pregledati","nonword","nonword","nonword",NA
"pljuda","vahne","nonword","nonword","nonword",NA
"privtino","tinejkowalski","nonword","nonword","nonword",NA
"mikronjam","traja","nonword","nonword","nonword",NA
"enk","uck","nonword","nonword","nonword",NA
"stre","zapuford","nonword","nonword","nonword",NA
"krimj","kreanalna","nonword","nonword","nonword",NA
"manos","kandiljom","nonword","nonword","nonword",NA
"minisnjom","semitvom","nonword","nonword","nonword",NA
"finaneuropski","obrek","nonword","nonword","nonword",NA
"vrneš","taoki","nonword","nonword","nonword",NA
"obani","krb","nonword","nonword","nonword",NA
"ribarbary","nared","nonword","nonword","nonword",NA
"vjerootrovno","kigard","nonword","nonword","nonword",NA
"dinasjec","himed","nonword","nonword","nonword",NA
"stranlearni","vevoljna","nonword","nonword","nonword",NA
"svina","svadbati","nonword","nonword","nonword",NA
"kvaga","stabiš","nonword","nonword","nonword",NA
"ulk","ljantnost","nonword","nonword","nonword",NA
"lawrentimativno","iznezvjezda","nonword","nonword","nonword",NA
"sadrsjeo","sttor","nonword","nonword","nonword",NA
"prekzati","okrša","nonword","nonword","nonword",NA
"brončajen","povjestditi","nonword","nonword","nonword",NA
"suslično","xov","nonword","nonword","nonword",NA
"sprit","ryn","nonword","nonword","nonword",NA
"skantno","okrunički","nonword","nonword","nonword",NA
"ovakvući","poiožajmeno","nonword","nonword","nonword",NA
"mežem","graystovaža","nonword","nonword","nonword",NA
"popratost","kokadrov","nonword","nonword","nonword",NA
"prithorntolje","distvima","nonword","nonword","nonword",NA
"panov","zviria","nonword","nonword","nonword",NA
"mećem","skani","nonword","nonword","nonword",NA
"naodječa","nevotinj","nonword","nonword","nonword",NA
"listoških","slootužno","nonword","nonword","nonword",NA
"prototery","fanta","nonword","nonword","nonword",NA
"charrenje","elektrati","nonword","nonword","nonword",NA
"popravnje","tić","nonword","nonword","nonword",NA
"lieta","playery","nonword","nonword","nonword",NA
"neugodća","kashi","nonword","nonword","nonword",NA
"izavely","horka","nonword","nonword","nonword",NA
"zachristiti","kopri","nonword","nonword","nonword",NA
"ulpy","geeja","nonword","nonword","nonword",NA
"pjeđim","preosjetnati","nonword","nonword","nonword",NA
"jetle","morna","nonword","nonword","nonword",NA
"odašiking","pregleskoj","nonword","nonword","nonword",NA
"specijastewarta","strešiti","nonword","nonword","nonword",NA
"naglaukom","wainwriggton","nonword","nonword","nonword",NA
"odsutstvo","ljuumjetnica","nonword","nonword","nonword",NA
"pararp","lacic","nonword","nonword","nonword",NA
"hinju","ukljutomija","nonword","nonword","nonword",NA
"namjedba","prigrobni","nonword","nonword","nonword",NA
"stavtati","tijedins","nonword","nonword","nonword",NA
"zakljuši","kreo","nonword","nonword","nonword",NA
"osjelia","podru","nonword","nonword","nonword",NA
"leblagda","saonalni","nonword","nonword","nonword",NA
"igračtura","drprosti","nonword","nonword","nonword",NA
"vjennište","istrin","nonword","nonword","nonword",NA
"tišće","generaryjem","nonword","nonword","nonword",NA
"novitvom","stvartitati","nonword","nonword","nonword",NA
"radietrichcija","naciumjetni","nonword","nonword","nonword",NA
"dicža","ype","nonword","nonword","nonword",NA
"svježava","razgoštam","nonword","nonword","nonword",NA
"kaigon","bivjerja","nonword","nonword","nonword",NA
"uiut","kapacisburg","nonword","nonword","nonword",NA
"viobliko","kancetrom","nonword","nonword","nonword",NA
"surdno","chandletina","nonword","nonword","nonword",NA
"mecea","ukljuvizija","nonword","nonword","nonword",NA
"obazrila","rovna","nonword","nonword","nonword",NA
"masavjet","utakmija","nonword","nonword","nonword",NA
"disjeg","glazranje","nonword","nonword","nonword",NA
"trandati","sutna","nonword","nonword","nonword",NA
"osjetgancija","krpp","nonword","nonword","nonword",NA
"diia","alexanmijeniti","nonword","nonword","nonword",NA
"derfa","ukljulušanje","nonword","nonword","nonword",NA
"ljima","ambasavjest","nonword","nonword","nonword",NA
"prijaljiv","veleposlansfreyja","nonword","nonword","nonword",NA
"plje","abranja","nonword","nonword","nonword",NA
"prozvučnik","poveinvesti","nonword","nonword","nonword",NA
"marylanpresionirati","mien","nonword","nonword","nonword",NA
"kardiling","odjetinja","nonword","nonword","nonword",NA
"troskom","odvukložiti","nonword","nonword","nonword",NA
"maksivard","plicit","nonword","nonword","nonword",NA
"odjetiti","aunar","nonword","nonword","nonword",NA
"intinjom","plebri","nonword","nonword","nonword",NA
"ukljujevare","kopr","nonword","nonword","nonword",NA
"uvaca","sretnost","nonword","nonword","nonword",NA
"vemao","nobeštaš","nonword","nonword","nonword",NA
"traginjem","konasmij","nonword","nonword","nonword",NA
"oprosnji","istraživalowitz","nonword","nonword","nonword",NA
"graysomonstracija","trolni","nonword","nonword","nonword",NA
"prijeljat","pljačječiti","nonword","nonword","nonword",NA
"jesman","stražtiti","nonword","nonword","nonword",NA
"lonom","milijusburg","nonword","nonword","nonword",NA
"otisak pnland","pansi","nonword","nonword","nonword",NA
"lažljisburg","bičit","nonword","nonword","nonword",NA
"mištaš","alexanbinacija","nonword","nonword","nonword",NA
"smrztika","arterowe","nonword","nonword","nonword",NA
"maodrekneza","cione","nonword","nonword","nonword",NA
"razarastvom","objeko","nonword","nonword","nonword",NA
"zatrim","graysominirati","nonword","nonword","nonword",NA
"zauvimont","oseno","nonword","nonword","nonword",NA
"applućno","suslastan","nonword","nonword","nonword",NA
"njemio","opterećeadwaya","nonword","nonword","nonword",NA
"plapit","chamnija","nonword","nonword","nonword",NA
"kraljevsvjest","u roty","nonword","nonword","nonword",NA
"predaglas","voljanti","nonword","nonword","nonword",NA
"monieman","slikov","nonword","nonword","nonword",NA
"neprogno","okrunje","nonword","nonword","nonword",NA
"alexantografija","potreford","nonword","nonword","nonword",NA
"grio","kostvarčina","nonword","nonword","nonword",NA
"rumio","charlika","nonword","nonword","nonword",NA
"mouvjeca","teljetna","nonword","nonword","nonword",NA
"posobližnji","sliesa","nonword","nonword","nonword",NA
"gnjanalin","triran","nonword","nonword","nonword",NA
"francesta","nitos","nonword","nonword","nonword",NA
"konobaricassidyja","postuitiv","nonword","nonword","nonword",NA
"doruling","govpan","nonword","nonword","nonword",NA
